year,ref,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,1023.6397156119347,962.2968038801856,836.3799819577223,887.871493825797,445.5122341529562,963.361915029592,1021.2225483509178,980.619231943956,755.3118397492634,1017.3822291585946,1022.3078844833701,875.6133862487404,846.6476894381465,832.789719977888,758.182418035614,909.6905970310493,850.0218912061218,956.8219982332973,762.9194936435612,845.5631103281983,970.9626987422,843.4580479514318,858.1802073746037,435.2975813344448,960.3687726688502,1012.6764177266344,702.7911693017955,1023.9367154483907,1012.6792546278449,975.9142395509634,742.134856734989,1002.4145014164749,1011.4472165079135,871.9254466055968,845.6373960938128,828.7251205762066,753.1115114516671,902.0686247346856,847.2952690566194,952.5437430478653,754.7360379376028,866.7886549129967
1982,1033.6650951504707,922.4769895583388,792.7551818701597,835.9231609872293,445.8481068438991,1019.6791032809278,1005.9780659797644,951.6340517229091,912.8583033735545,1031.7961990675003,1077.0647905752728,765.3254003240647,846.9858412979845,902.5996957100166,830.2872682444278,919.5859618556791,874.3745693308924,874.170659877833,772.2102841917897,842.3377301500145,922.0708102884125,800.0083402612883,820.8430011806797,438.8815416358609,1030.3781906259085,996.3607914526316,765.9209329440057,889.3792438333049,997.8411216481998,944.8481347897334,894.8206541320055,1014.3882148066926,1067.52560911194,759.4288539448117,851.7743856870314,894.9001592790685,823.7729639164058,908.7645344064322,873.0366504952842,864.2580917832611,757.7028373899586,846.1794432726276
1983,1070.0974081456661,973.5966062190384,833.5568912500561,786.958534898784,465.1067462452253,990.8300307306612,903.4667833070486,1005.4096057276246,764.840827036402,988.031585604741,1015.5412956845075,828.429854846096,892.4248684584987,874.9566473515804,906.6047782672042,940.3362341346246,939.4468009212322,897.9827373620609,911.046494401311,893.7336316113679,975.1802573213934,839.6538599293137,754.0960483386754,450.1208224388778,987.9352200134593,885.9071118698738,673.2967909791053,978.2063228133906,902.1553376657761,997.4612048659336,745.9288251339572,972.8337949498446,1005.7246858828418,817.8167037334906,896.0941330071271,877.4115177243976,900.6279503702715,925.7141349314962,929.4213396843647,894.4379916932644,894.408314395187,905.6566332259965
1984,1063.838394343853,930.8495853470693,794.4796716243101,741.7002881224694,300.4655360667899,965.0566849122911,891.0329514805371,937.0633312859992,584.6855077614538,1119.6491139684763,971.790932103475,804.0955016658191,899.3930928821858,915.4863496703165,726.1178782364273,883.5454686249234,877.4729042674247,950.7927831467919,906.5183578305313,881.7173466937842,930.584802533562,801.4118636254012,710.1277035096067,295.40470372589215,969.1736567118121,865.8614694188077,782.2591528511316,1011.70954017361,994.9816614996671,926.0281281685068,564.5986378768996,1112.1900804517857,968.858721635691,790.8495851888806,900.9746690224151,910.8956601741381,720.78532573586,871.3199352294813,868.9763632462411,951.54339837893,887.5758609949148,885.4002598832362
1985,1006.4131349921227,961.8625672875438,898.6596351602385,785.1281818700824,526.5190470250326,960.8474523087881,968.172667606802,867.5812439593462,701.5484483306097,979.1675014365959,1017.9572827939993,841.2820477750314,840.0670491454689,812.3304708418643,809.2850443641471,924.6547648385607,896.3777844674423,942.1157435742706,816.543190376131,839.1373355950898,956.4702870296427,902.6206546750352,757.999130851794,520.0619213260246,954.9584074337997,951.8678488582082,924.9291728011383,1039.4335046949677,909.2018617827002,862.9334180224704,688.9594230863523,964.7063402173926,1009.8811374203143,830.4847671816135,844.2517907188526,817.8470113153796,808.4982711286323,911.3560853686683,884.5440037325153,938.8103020852993,801.9797464408767,844.5851232348874
1986,1023.0773268640041,978.7990784163117,939.0623807469522,905.1585330259104,511.83735640459,958.1085653822003,785.7949228207101,1014.0765208779524,797.8326622585679,826.1839687162822,1026.6368798494332,846.2767240415383,894.7917163108355,766.2601584520914,797.8322029841474,945.3052365282346,867.9301853313019,935.2647294419089,792.1099369313255,867.2969665858982,976.7684042501432,936.3593028894683,872.4299955855336,505.7141703314289,951.6837650739709,766.1569163634587,933.6962188685751,1091.02541648238,993.9136691086428,1006.1708116044397,779.9449339234718,807.2025257358493,1018.1856154169543,838.1304776431074,898.6355080183366,763.2707058302483,795.3947809080239,941.5207246915172,858.6715909007931,928.6165524493531,778.54528120652,875.3030977557576
1987,1067.8665214329958,970.2260316328211,1061.3150555773118,786.2506768802454,686.0576980786154,922.9273672626424,923.7249307168921,1054.7651050356717,906.9470600248638,930.5435028928409,1061.0896766060546,862.9194212507784,826.2608253050852,849.8466129112962,875.2827605158263,921.6409509247605,950.9607910787854,839.1934473190839,905.7493506675005,907.7507217981288,970.23863969835,1055.3416548803193,730.6204418544078,675.1992592116923,918.4660782824133,900.7888881416678,930.8718718347463,1010.5604210435131,975.3498968549987,1052.3575339542645,887.458634117734,912.353266762566,1055.6635034741325,859.4589431151522,834.2848069794984,831.0152784781089,873.5898816591307,917.2188192734696,936.9068356498175,833.8554395491349,882.3121227132083,919.7046170132139
1988,1024.6230935156345,940.538476477092,929.6018805111377,769.0573479221428,772.0483631598743,963.4326937851196,1094.7032313697005,1076.6079185313283,984.6927569021813,980.875211287315,1024.9453364578126,795.751549636927,806.7426561096921,881.1389149673906,771.4992660607488,819.765868420584,948.7323722462315,875.6371763441658,788.0927233307174,936.4047811724596,945.2832194901538,933.7017267082981,740.7605148317712,762.933700168938,962.7903440805635,1078.5201713557578,1094.7503626647824,986.2490334983866,1147.6162310043317,1063.5745753586957,958.8966602258671,957.3336856365754,1019.6395558632768,787.1721145601557,811.9135370739813,877.7181923223582,767.6715716183121,811.4994015529896,935.353112745711,872.1429659883473,763.7829455613544,948.8111042026536
1989,1039.604844674468,905.19730304369,806.4960044567098,617.167572035205,542.0289621500406,830.8452696095455,1018.7873147991937,1088.0840011570103,1048.434639776423,1041.1584531668157,984.7304323096242,835.221333627606,840.6435058163206,884.3582562680908,830.8229371771301,884.9646577732891,965.057045640822,917.9564940593216,876.8153325001288,854.1323054002319,906.330774874386,808.0404170969756,567.4811821001231,530.6849307890246,818.4697449149314,1004.862330048555,974.7321372878182,1011.0463618392179,1041.4401036634476,1079.6573233729798,1022.5978241088727,1030.3443184254004,976.6441485403628,831.2238416318663,847.3658137635508,886.9649843192583,827.5511551765289,875.95146436855,949.5448734215179,914.0452071564506,855.7613341087914,861.5141243832693
1990,1040.4773635417223,961.7773233004078,897.3723392582982,718.7431678460755,435.4620419549938,759.5403722406936,1085.655768898901,1094.678671403718,874.2989163037213,923.0204511668524,931.4090107888835,813.4203108858901,813.3951907813678,939.3438160182429,818.0287828930933,878.1776297442857,755.2953630652161,823.5086971824197,806.5298545354261,846.5898021052672,960.3646814682886,900.1758733104682,697.9911348606428,428.72301633142666,742.4381661200525,1076.2378521133246,983.2819359395746,948.0310270882219,827.8875682118053,1081.8640154300494,857.4820579437327,897.3827547718845,923.6777816479216,806.0756298642357,825.8355406455228,921.0999207214658,816.5288504953056,867.9713647744952,759.8101055619288,815.2027613700844,796.3721324023879,856.8089682933294
1991,1006.4653363674879,1031.4603336200046,934.2496476374598,911.0373563693742,701.1422691249866,733.5440828011235,1006.4775929029145,1048.7796177561934,790.0048225239382,1011.5829963158384,922.0506574589426,802.3694044148002,855.5519096933016,926.7669082002599,791.9988169205061,879.9667993032198,883.7544414516373,902.930869677502,721.6655499282621,899.2429720440957,1045.0890987613107,928.0957445895407,882.1447227174137,691.1497493590407,727.1744471232315,989.571704315549,880.3053918763655,1041.109459683996,861.5387135851313,1047.8440866806684,777.0143619019224,986.0708815117257,914.5017154401273,794.1497115809161,857.8740042845511,928.6282841233295,787.5541782703481,871.7486667858586,877.5661649656578,895.4364430651153,706.141699114906,906.0278325005148
1992,1029.711817085743,951.3041704784796,817.0888926226016,799.3445299988383,734.131919482573,810.0394430056767,1074.646308781185,1025.5659737053131,1045.4831045678602,1040.6957230711268,976.3263053150287,817.9523777832735,803.6387365576771,921.187675736094,866.2756823827269,948.1526070898524,937.0403048096678,873.2751107818779,843.8399100686437,921.7316003282474,945.9411198704372,826.1954785176886,774.7082621019065,722.8309681741052,803.4967029829367,1068.7752519698047,789.0618491965711,1050.051376242615,1154.054467036039,1020.0926412689626,1025.6532345682226,1026.9493761201857,970.2565257620842,813.6395210190792,815.2205000368676,895.4008582640533,864.3034474710446,944.2667095262069,923.6069996238032,865.0851798675174,825.1037626025706,936.0835924991154
