sim_code,sdev,crmsd,ccoef
Référence,15.4,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,16.7,18.3,0.35
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,17.9,20.3,0.26
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,14.8,21.1,0.02
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,17.4,26.7,-0.32
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,16.2,21.1,0.11
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,17.3,23.3,-0.01
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,17.5,23.9,-0.06
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,21.5,25.2,0.1
CRCM5_AFR-44_CCCma-CanESM2_rcp45,13.7,20.2,0.04
CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,13.4,21.1,-0.07
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,17.4,20.2,0.25
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,21.3,29.2,-0.25
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,21.9,26.3,0.04
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,16.1,24.6,-0.23
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,16.6,28.0,-0.53
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,22.4,28.6,-0.12
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,20.0,19.2,0.44
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,20.9,23.3,0.2
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,24.6,27.3,0.13
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,17.3,22.0,0.1
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,15.6,22.8,-0.08
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,21.4,22.2,0.3
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,22.4,24.3,0.22
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,24.7,27.4,0.13
RCA4_AFR-44_CCCma-CanESM2_rcp45,14.7,20.9,0.03
RCA4_AFR-44_CCCma-CanESM2_rcp85,15.4,21.4,0.03
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,13.1,16.8,0.32
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,12.4,12.4,0.62
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,17.6,23.5,-0.01
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,15.9,24.9,-0.27
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,16.0,21.7,0.04
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,14.4,23.3,-0.23
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,15.1,22.5,-0.09
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,14.6,22.9,-0.17
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,17.3,23.8,-0.06
RCA4_AFR-44_MIROC-MIROC5_rcp26,20.3,26.8,-0.1
RCA4_AFR-44_MIROC-MIROC5_rcp45,22.8,28.7,-0.09
RCA4_AFR-44_MIROC-MIROC5_rcp85,17.2,23.7,-0.05
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,18.2,23.5,0.02
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,22.4,23.6,0.27
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,21.1,26.0,0.01
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,17.1,21.6,0.12
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,15.5,20.4,0.12
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,19.7,22.5,0.2
RCA4_AFR-44_NCC-NorESM1-M_rcp26,16.6,20.8,0.16
RCA4_AFR-44_NCC-NorESM1-M_rcp45,14.9,20.5,0.08
RCA4_AFR-44_NCC-NorESM1-M_rcp85,16.4,20.9,0.13
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,21.5,24.3,0.16
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,16.9,18.8,0.32
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,12.9,17.8,0.22
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,21.2,25.7,0.04
REMO2009_AFR-44_MIROC-MIROC5_rcp26,15.5,20.4,0.13
REMO2009_AFR-44_MIROC-MIROC5_rcp85,23.4,26.6,0.1
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,19.3,22.4,0.19
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,20.3,23.3,0.17
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,11.6,15.7,0.35
