year,ref,rcp26_lower,rcp26_middle,rcp26_upper,rcp45_lower,rcp45_middle,rcp45_upper,rcp85_lower,rcp85_middle,rcp85_upper
1991,33.29422718808193,19.50614525139665,30.530583011029936,44.0171322160149,19.966480446927374,31.4236942449233,44.661080074487906,18.461266294227187,31.54528525478246,43.729608938547486
1992,22.50465549348231,19.537430167597766,32.34937688010314,45.10912476722533,17.616387337057727,31.398244213886674,46.33147113594043,21.82216014897579,34.79642796681904,51.13705772811919
1993,40.554934823091244,19.837616387337057,28.06231198968629,39.324022346368714,16.534450651769088,30.30974549968964,45.2886405959032,19.310055865921786,31.04816319620789,44.77690875232775
1994,28.253258845437617,19.667411545623835,30.600487036241226,40.36424581005586,17.839851024208567,30.901835594573022,40.62942271880822,13.646554934823092,30.126290841374644,47.47523277467414
1995,38.41899441340782,23.666294227188082,32.17748173614096,37.7635009310987,15.119180633147113,31.421654695397724,45.27001862197394,16.535940409683427,33.04790926019975,46.76610800744879
1996,30.307262569832403,17.326256983240224,34.13966480446928,52.80446927374302,16.517690875232773,30.19038751440986,50.949720670391066,15.342830540037244,31.458523785339423,52.10204841713224
1997,9.184357541899441,13.991433891992552,28.11115885976221,50.32364990689013,20.04096834264432,30.204309656823625,49.344506517690874,17.39851024208566,29.88471305231082,49.08324022346369
1998,29.472998137802605,21.182867783985103,35.07993124194241,47.08715083798883,24.743016759776538,39.84339806686175,58.255121042830545,23.286033519553072,38.68435754189944,57.429608938547496
1999,22.746741154562383,14.108752327746743,30.254977796877238,42.93891992551211,18.6536312849162,30.667021370931987,43.7541899441341,16.462383612662943,30.460216692060275,48.2465549348231
2000,43.947858472998135,23.606331471135945,32.9603208709354,46.33370577281192,25.446927374301676,33.338387869114136,47.99255121042831,23.17486033519553,33.555781276451675,49.01396648044693
2001,37.25139664804469,9.455493482309127,26.373585446211145,39.98919925512105,9.94413407821229,29.925423428216725,46.689013035381784,11.281564245810056,29.446504147621464,42.13072625698325
2002,33.364990689013034,13.881936685288641,28.112734565248534,48.025325884543776,19.81564245810056,34.60228784251131,47.28864059590319,15.015270018621974,32.816827492805146,50.6219739292365
2003,37.36312849162011,21.727374301675976,33.02807620684716,42.98026070763501,23.251396648044693,32.88933226922054,42.55121042830541,24.7512104283054,34.281361097003554,43.28826815642458
2004,27.69832402234637,14.139292364990691,33.324308838275314,50.64022346368716,23.22905027932961,32.36552274541102,44.703910614525164,23.46145251396648,33.70052480108345,52.31396648044693
2005,22.113594040968344,26.23128491620112,37.7239650479874,47.61415270018622,25.797020484171323,39.36667553427329,51.71135940409683,25.37337057728119,38.93482309124767,49.642830540037245
2006,23.540037243947857,14.047672253258845,26.473857613522416,38.73221601489758,19.81191806331471,37.89296798794006,52.417132216014906,16.16983240223464,32.60487557135602,46.701675977653636
2007,34.865921787709496,14.447672253258848,34.85675404669817,53.36350093109869,22.70949720670391,34.761018001241474,48.813780260707674,24.261080074487896,34.48789571694599,48.79199255121044
2008,24.216014897579143,27.470391061452514,37.93267440194815,50.85586592178771,19.28491620111732,30.73734149153143,40.68901303538181,21.266294227188084,34.53301168105637,46.02737430167598
2009,32.50465549348231,12.845065176908754,38.87824093969345,55.803351955307264,28.9683426443203,39.83000798084597,48.80074487895718,18.442271880819366,33.133570340274254,49.53054003724396
2010,33.52513966480447,21.69832402234637,34.1578570405386,46.55903165735568,22.929236499068903,38.34264432029795,52.07076350093114,12.471508379888268,38.84950059251734,57.5564245810056
2011,30.07262569832402,19.916573556797022,35.9061739005873,48.636126629422726,28.905027932960895,44.351866631196245,58.11359404096836,16.349906890130352,32.09886575249704,48.05735567970204
2012,21.91247672253259,24.65810055865922,36.08609081793439,47.50763500931099,21.12849162011173,31.528775383523982,43.36871508379889,27.039106145251395,36.36710682241409,48.17653631284916
2013,27.411545623836126,12.423091247672254,30.301819223606934,47.97094972067039,18.09683426443203,29.8715970559546,43.737430167597786,21.943389199255122,38.415947181310315,61.293668528864075
2014,18.13780260707635,13.497951582867785,33.89586019194957,53.127374301675985,15.156424581005586,31.60228784251131,47.16759776536315,22.80856610800745,35.52463179278821,54.19553072625698
2015,43.890130353817504,29.740782122905028,38.80160435467698,52.30577281191807,20.79143389199255,39.113416688835684,51.869646182495366,22.335009310986965,33.81953614355849,47.37076350093111
2016,50.052141527001865,21.082309124767225,33.1572840567254,47.41936685288641,25.068901303538176,39.634477254588994,59.57914338919928,24.228864059590315,37.918655832063656,54.327374301675974
2017,28.411545623836126,20.81862197392924,32.10070190517118,47.955679702048414,11.333333333333334,26.481865744435574,40.798882681564294,19.099627560521412,39.95750804130692,53.771694599627565
2018,40.476722532588454,21.78808193668529,37.213436470419715,53.89199255121042,16.422718808193668,31.214950784783188,49.52700186219741,21.303351955307264,37.83062468257999,56.27243947858474
2019,54.31657355679702,17.969459962756055,33.15699756481879,52.66964618249534,20.150837988826815,35.411722975968786,53.34264432029798,15.949348230912477,35.32283731166413,53.74171322160149
2020,32.675977653631286,17.83091247672253,29.86792723105572,42.61564245810057,15.415270018621975,31.421920723596703,46.694599627560535,23.33091247672253,38.07457254105299,52.842830540037255
2021,,15.293854748603351,28.768657785417556,43.277839851024204,21.981378026070765,36.117761816085846,51.46554934823093,17.04115456238361,34.51159641103775,64.09962756052144
2022,,20.472625698324023,36.5907463114167,59.43798882681565,21.743016759776538,34.2564511838255,46.80446927374304,20.938361266294226,34.88860673776875,50.696834264432034
2023,,28.607821229050277,34.753187222460966,43.52216014897579,20.445065176908752,32.1660015961692,50.88826815642459,21.452327746741155,37.22320975114271,59.875605214152706
2024,,22.131098696461827,34.75060879530153,48.015270018621976,18.83054003724395,34.890041677751185,50.37057728119182,12.543202979515828,36.84112070424919,57.082309124767235
2025,,23.060335195530726,33.57054863200114,44.373929236499066,25.18808193668529,37.86193136472467,55.608938547486034,19.757169459962753,34.1788555950567,54.57895716945997
2026,,26.26778398510242,33.492479587451655,46.44022346368716,25.91247672253259,41.171144808016315,55.9571694599628,31.089571694599627,40.950313187743355,51.073184357541905
2027,,18.464804469273744,33.62727402950867,42.576163873370575,21.165735567970206,38.462800390174685,54.06145251396653,25.903724394785847,41.49483663450143,57.8512104283054
2028,,15.622346368715084,27.635295802893573,43.270391061452514,21.817504655493483,31.65646891903875,39.97579143389199,17.754003724394785,30.598781107160995,42.7050279329609
2029,,23.81564245810056,34.186362985245665,44.13705772811918,19.644320297951584,32.65966125742661,50.065176908752335,21.858845437616385,36.437447096664975,51.23724394785848
2030,,18.1072625698324,35.797593467984534,55.9173184357542,22.41899441340782,31.835417220892086,45.71322160148977,17.345251396648045,31.709666497375995,48.03482309124768
2031,,19.430540037243947,34.327460249247956,51.957541899441345,21.45437616387337,31.877804380597684,45.77281191806331,18.256238361266295,31.445573048925,47.835381750465565
2032,,20.527746741154562,35.3543904884687,56.33929236499069,13.735567970204842,32.78593597588011,48.35009310986966,21.734078212290505,38.73235144743524,64.36815642458102
2033,,19.808566108007447,38.00487036241226,49.49310986964619,17.85102420856611,37.813514232508645,61.953445065176915,15.109310986964617,40.243863213136954,63.78715083798883
2034,,17.169459962756054,29.754619681993987,43.386219739292365,20.439478584729983,37.469273743016764,53.994413407821234,25.213966480446928,42.22651091924834,59.75679702048418
2035,,20.22495344506518,31.57814066752614,42.10540037243948,13.242085661080074,30.819810233218057,44.92923649906893,21.54189944134078,33.23768410360589,52.7126629422719
2036,,17.823836126629423,35.339779401231915,58.78584729981378,21.614525139664803,33.75915580384854,53.743016759776545,21.015642458100558,34.59124767225326,55.835754189944154
2037,,16.682309124767226,32.28133505228477,48.94450651769088,19.540037243947857,38.72545889864326,54.43016759776537,18.372625698324022,33.52767902488572,57.75549348230915
2038,,19.26443202979516,36.22604211431026,47.378770949720675,18.90689013035382,34.79959209009488,54.64059590316574,13.639106145251397,32.258591501608265,57.23389199255122
2039,,21.416387337057728,32.6301389485747,47.23798882681565,10.949720670391061,28.739647069256005,50.30726256983242,30.581750465549348,46.64127306585407,67.27504655493485
2040,,18.58026070763501,33.61939550207706,40.14338919925512,15.405959031657355,31.446750022169017,49.981378026070786,21.382867783985102,30.74623328254613,42.20000000000001
2041,,20.127746741154567,35.00658931385188,45.48528864059591,23.776536312849164,35.097366320830005,52.54562383612664,22.183612662942274,38.931775859150164,53.361080074487894
2042,,21.097951582867783,32.38848302535453,46.52104283054005,22.789571694599626,36.87851378912832,56.16201117318436,25.41582867783985,38.80108346030133,55.548975791433904
2043,,15.862197392923651,29.971207563386333,43.69832402234637,29.387337057728118,39.350625166267626,54.79702048417133,23.229422718808195,37.26206196038598,58.26554934823095
2044,,25.223836126629422,38.20598768084802,50.51135940409684,13.45996275605214,36.34424048949189,49.51024208566109,21.303724394785846,37.93914000338582,56.0830540037244
2045,,18.755307262569836,29.285918922790433,40.3050279329609,14.022346368715084,34.813868936773964,51.38175046554935,22.461080074487896,39.02454714745218,53.208379888268155
2046,,23.113594040968344,38.4724251539894,58.106517690875236,22.977653631284916,33.94980934645739,44.78212290502794,20.533705772811917,33.24352463179278,51.02979515828679
2047,,28.64096834264432,36.76923076923077,49.36797020484171,18.802607076350093,33.00381307085218,41.150837988826815,20.32979515828678,34.903504316912134,49.44208566108008
2048,,19.248417132216012,32.61581435324452,46.79404096834264,22.491620111731844,37.5464219207236,53.76908752327748,19.28361266294227,41.127391230743186,60.66480446927375
2049,,19.81899441340782,36.341498352671536,48.52662942271881,22.147113594040967,36.539948567881524,56.54189944134079,21.3147113594041,36.56873201286609,55.8975791433892
2050,,30.151210428305397,38.19911187508953,52.057355679702056,21.664804469273744,36.40516094706039,50.91247672253262,14.80707635009311,34.653546639580156,57.72625698324023
2051,,16.696461824953445,35.7009024495058,58.321787709497215,29.350093109869647,40.71552717921433,52.13780260707635,24.208752327746744,36.99957677331979,56.4806331471136
2052,,17.013780260707634,31.78942844864632,40.411918063314715,18.71508379888268,40.42121131506607,58.731843575419,19.175977653631286,40.15955645843914,61.691806331471135
2053,,28.356052141527,40.675404669818086,57.01042830540038,23.445065176908752,37.81759333155981,46.299813780260784,23.457914338919927,39.65591670898933,63.47690875232775
2054,,29.282681564245813,40.155565105285774,50.63649906890131,20.560521415270017,35.91008246874169,54.01489757914339,25.054934823091244,39.723379041814795,57.15903165735569
2055,,17.54711359404097,29.88268156424581,45.6219739292365,26.977653631284916,39.11084508291213,50.648044692737436,21.825698324022348,38.50389368545794,54.374674115456244
2056,,19.20372439478585,32.67082079931242,45.57914338919926,16.266294227188084,30.625254943690692,54.23836126629423,18.62998137802607,38.876756390722875,62.40670391061453
2057,,20.08193668528864,34.01246239793726,52.29832402234637,20.459962756052143,32.8656557595105,46.16387337057728,18.30391061452514,34.01210428305401,51.27411545623838
2058,,18.90540037243948,35.88855464833119,50.89869646182496,19.713221601489757,36.25361354970293,52.804469273743024,23.989944134078215,39.81767394616557,54.05009310986966
