sim_code,sdev,crmsd,ccoef
Référence,10.5,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,12.9,13.7,0.33
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,8.9,13.2,0.07
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,15.4,18.3,0.04
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,13.1,16.8,0.0
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,14.5,16.5,0.16
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,13.3,14.9,0.23
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,15.9,17.3,0.19
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,12.8,17.6,-0.13
CRCM5_AFR-44_CCCma-CanESM2_rcp45,13.3,13.0,0.43
CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,13.9,14.2,0.35
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,12.3,13.9,0.26
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,11.3,14.6,0.1
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,9.6,13.8,0.06
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,13.6,20.3,-0.42
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,13.7,18.2,-0.11
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,13.6,19.2,-0.25
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,11.7,16.7,-0.14
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,11.0,14.1,0.15
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,11.7,14.9,0.11
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,10.0,13.7,0.11
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,12.5,13.0,0.37
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,13.8,17.3,-0.0
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,13.1,13.6,0.35
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,12.1,16.3,-0.04
RCA4_AFR-44_CCCma-CanESM2_rcp45,11.7,15.4,0.04
RCA4_AFR-44_CCCma-CanESM2_rcp85,11.6,14.5,0.15
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,10.1,12.9,0.21
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,11.4,15.5,-0.01
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,13.5,17.3,-0.02
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,11.9,15.0,0.11
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,13.2,14.8,0.24
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,14.2,17.5,0.02
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,12.6,16.7,-0.03
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,10.5,13.8,0.13
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,12.5,13.5,0.32
RCA4_AFR-44_MIROC-MIROC5_rcp26,11.3,14.5,0.11
RCA4_AFR-44_MIROC-MIROC5_rcp45,10.7,14.4,0.08
RCA4_AFR-44_MIROC-MIROC5_rcp85,11.9,16.3,-0.06
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,14.7,15.6,0.27
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,14.1,13.8,0.4
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,12.0,11.6,0.47
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,11.5,16.5,-0.13
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,12.3,15.1,0.13
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,10.4,16.5,-0.25
RCA4_AFR-44_NCC-NorESM1-M_rcp26,13.6,19.4,-0.28
RCA4_AFR-44_NCC-NorESM1-M_rcp45,14.0,18.4,-0.11
RCA4_AFR-44_NCC-NorESM1-M_rcp85,13.7,17.9,-0.08
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,13.3,14.2,0.3
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,13.1,15.5,0.15
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,11.4,17.2,-0.24
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,11.0,14.7,0.07
REMO2009_AFR-44_MIROC-MIROC5_rcp26,12.9,16.1,0.06
REMO2009_AFR-44_MIROC-MIROC5_rcp85,14.0,17.0,0.06
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,15.0,16.6,0.19
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,14.5,15.6,0.26
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,13.1,16.5,0.03
