year,ref,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,0.0,234.0664233546675,-194.33266362604274,-89.60905324738229,-94.71428158762484,55.46176357274862,-165.14108587849972,171.12441925010205,-201.4522627314198,62.4848119659037,173.27797608911192,107.44007225666428,170.0304290147672,178.56405610826522,45.1285536106879,76.26476322975401,-4.673076077701182,229.7861523502686,220.54522847444338,14.076485792299536,237.8745339058209,-183.3483597216357,-94.41936951357849,66.73243807804431,117.66473533533247,-164.83836818731186,-10.352955456422023,-185.2825601729499,-40.07724660486957,61.86332540736805,163.97785410747593,-76.26048648786383,46.82826210732992,162.58304383264596,84.16521615870153,0.03952821640353932,112.69894408742039,161.34460724967693,232.71966399588268,180.40087173296445,22.88078971649685,221.05925674444228
1982,0.0,248.19511603067815,-161.56060018996587,-91.26227275132851,-95.94534956189824,53.035927194026385,-165.08169293260164,113.48250058710391,-217.1311519081553,77.51303708955618,172.39572682743426,95.82502039601724,169.0689110529177,194.61364010260672,54.38938654075548,70.5110380278544,18.154392522437888,172.24496045077507,174.7066469565694,47.07243650992865,253.67432947289456,-156.37385928712936,-93.92189301604833,63.85071661356301,110.93041178440683,-165.8272691486472,-18.12138635029129,-198.78172045070215,-39.04688887866598,76.51899537334492,111.50359172201945,-75.71695173256768,52.0514102646315,163.01051346244253,77.83539045076026,23.07659127383829,102.38765248557246,161.68562032625584,175.95695604603668,196.87045962138944,52.77621996833801,177.06044726248928
1983,0.0,241.23650418378327,-189.38446356154887,-82.38158345384034,-96.56425463271034,74.83315803373608,-148.6944587913535,160.57391720406565,-169.73317216344032,87.24041206582774,160.060934106081,107.16051945342207,108.81861176408,189.91021184721313,30.49909450706849,85.3164332528824,25.768474460504194,170.90574602939415,213.141665657443,95.0773706461336,241.29513737012593,-179.20027741200178,-96.34791119724929,83.90115950151323,88.18658693527226,-149.41427202579257,-6.740174052150053,-158.73245602881337,-25.017716295404057,87.9857532171959,153.76387889400513,-65.38359796962936,31.55413073855476,150.86060835564166,92.18514280460079,30.706844315817534,111.86521002288907,102.57500515769112,173.30128545388084,191.85576336095755,103.55589306019687,215.05897273398836
1984,0.0,197.03571277703077,-145.21533965104436,-85.00509301841345,-103.59267161424413,56.5434719742932,-155.30296393710734,160.1453849877148,-201.84666824227483,63.0831688007637,154.04166569450058,106.74881049271971,146.8240970126397,197.39434999685574,44.708954390114,50.3559556548862,-2.8398015327102257,200.0998292463325,160.8813480415057,73.98540261888917,200.7931991859209,-140.22744356143528,-100.19463715970005,65.87495526918252,104.19739240460592,-155.52753820396418,-5.385443591187766,-187.10316127226795,-26.230965603321124,62.19284451046792,154.82600777832124,-72.00621160319184,45.752989099552565,147.46905933006087,58.25227556009099,2.593684093786578,111.70001126211758,142.31999220681467,202.79268432535076,199.61678186246468,84.80896802932182,160.81705281115615
1985,0.0,251.09391130577637,-161.9299640891381,-84.34983058723037,-103.06343675699526,51.707393846428545,-158.13662035278003,139.07137435170654,-183.7053447996366,58.67972948133536,148.22014893845795,93.90112354503037,114.7090327995154,194.24417021209405,33.481594295264074,90.60229996266241,-1.536766402254159,182.85540545095353,212.86289636774495,20.391371817839797,257.41660188096637,-154.57898046763572,-102.25313339869393,65.91153471280938,135.36960021008173,-157.32450902782296,-18.581464569118452,-169.00110838726548,-26.22107095119304,57.70537271669593,134.9146282596933,-74.10592840730675,32.196997361668025,142.58689368586687,96.70430407959827,0.9451061757926595,100.26517611717816,106.24168824657028,185.39692296275024,194.8021239070627,28.630609203182757,214.09889467675725
1986,0.0,249.38262817551083,-141.7896448019823,-78.03860983570087,-126.87526784108502,63.11206074577029,-162.92484517185085,172.0496902428415,-195.17238861230985,105.67848977003439,162.41460795419675,110.01130418505437,86.67793704388828,202.51861546059484,45.50233265165804,62.425212801679095,2.789954516497062,212.43737212903767,210.3380427886272,56.83760876230372,254.08548302397685,-136.74225897548294,-126.48982744754244,76.25498492055584,119.62582124125106,-163.0019448230138,9.48951636518035,-179.55330774746793,-28.81529381909752,105.14646357359129,165.42757233064475,-65.07438914660014,44.18740663583384,154.45650271934556,69.15146703641807,7.662547184292237,116.07805315822037,81.94625118121002,214.69502815885556,203.61272652388186,64.81428967667313,211.6425227772874
1987,0.0,239.67916638390687,-204.9200849324441,-82.37795818466941,-143.0941821683606,53.496595230506216,-161.20279306932144,130.59647156219762,-157.57412490957162,86.8480437532748,183.40745344118852,100.61884537454921,143.7189122145951,191.05992118000069,50.435331774029294,92.21324541375043,13.33155288838276,175.8434308824789,178.45696418786952,73.2755213534432,241.6745304260354,-197.2951919316466,-139.63984164370106,64.04216110937318,116.6279597693956,-163.17874884361004,-7.834620056487552,-142.43840545533342,-28.946099467641716,85.29521843086485,126.91384745134263,-69.27484503833864,51.596850605688076,166.74183470396088,99.67694126689855,17.12672588275467,105.59878190531083,141.4931170865824,178.92057089076656,193.67517282104927,85.86609663432552,180.8005454606576
1988,0.0,223.03363950940638,-205.61184798720132,-88.7523705230879,-94.3917979012839,71.54170434659369,-153.7528932729461,115.4142752883696,-175.76232486239576,100.60597171859087,186.6132469894436,83.02116854494733,123.0883944830262,162.9332626622808,42.679025818327034,99.97898898607627,-8.945646958959912,168.2342285505722,231.69313662224278,36.0134897378569,228.47310969482749,-196.65691779884253,-95.0908182382309,81.03556443526497,114.38369577821328,-154.07626409531838,21.71730400540673,-163.74964985676456,-27.766613664120655,100.52212490180818,111.20431847885294,-73.67689512466245,42.77045508712274,171.09749877011427,106.23651050902401,-4.529407269998046,89.219477134871,116.30147753194183,170.8692260323208,162.31315592849364,42.27726415420716,235.7345787638488
1989,0.0,201.86184783091488,-180.96024393114138,-79.10449968913173,-94.50773690870557,44.39601979323038,-134.99630025978132,153.6428131352323,-152.45645220097117,110.05391537288597,171.5195408308154,100.6225929259744,106.34479031078592,217.47852797634408,37.53894762273438,96.53308589374154,12.959751895873296,180.61871318274268,188.0956495372629,74.6042441835989,205.9519283131673,-169.17124684066394,-94.91050562213672,58.32769249890771,93.09718626276049,-133.36889675781202,22.398093944806647,-139.81726370163017,-27.40153617025902,110.30936497558287,148.40715049313894,-60.42772318592142,37.17016973384597,164.01453147419198,108.28960088037815,19.096229044819097,106.94270554700387,99.36715762871097,182.4058076422748,219.424410627064,87.07687661910978,190.07112826366068
1990,0.0,223.2063447560344,-161.6697245249137,-91.95351302283905,-97.36959516540219,61.755442688542644,-142.67527275999748,164.90942820345236,-199.64539463655564,116.98463741912008,141.25163438150497,105.99908606659312,114.45201213580492,192.32675353249374,30.911723200258166,25.199879894074115,3.0220665817338386,157.2521887152642,258.0904969108265,70.98569942633537,228.00897178436963,-154.27972658743744,-98.2458418253292,76.84539394112267,135.44854203183468,-142.37116330137343,-1.3934378856313856,-183.57937329969428,-16.958854833083308,117.08517550515694,159.28130346541025,-77.87627127105435,29.216449775612944,134.39888305639556,30.13336765224932,7.8703454292219135,111.45143931482193,110.63870142575445,159.6836640940994,195.4892482542965,77.51473139611784,261.12075538273666
