year,ref,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1991,470.0472867128381,734.0370893175444,213.57349135808906,373.6680676932379,419.1104829247017,573.6959804222424,293.99879691772765,692.9549946666532,307.1751117299815,589.7640054599817,691.8787943052363,564.7724812000115,645.9600230898511,686.7818438384604,457.3975545741295,548.5491301320733,391.66283595111344,650.8035294009436,695.173963323764,495.03859562901556,734.0370899793891,213.57349135808906,419.1104829247017,573.6959804222424,611.5900150488629,293.99879691772765,473.6827483542232,307.1751117299815,362.82858557311164,589.7640062530029,692.9549951191361,373.6680675397261,457.3975552359743,691.8787927613911,548.5491300651398,391.662835449029,564.7724807460627,645.9600235179026,650.8035292936934,686.7818447649051,495.03859558575414,695.1739623667537
1992,443.83407908312523,651.9157833539335,189.67669126566332,434.07405178600703,300.18352640824065,596.4568268873094,290.6643170953524,723.1842455533019,191.8232162039548,624.3622058632996,683.4419011338254,489.5569810297474,622.4439293622244,692.1861255007907,487.83750071937556,639.9071169904537,489.63899689585463,622.4520969304845,642.8641505264491,534.2036704687648,651.915783587577,189.67669126566332,300.18352640824065,596.4568268873094,713.8514938071926,290.6643170953524,655.2887052209946,191.8232162039548,404.2639552627835,624.3622063605118,723.1842458386458,434.07405205281805,487.83750095301923,683.4419015599573,639.907118416455,489.63899731260693,489.5569807130234,622.4439283857248,622.4520957325393,692.1861239350065,534.2036698441088,642.8641501453343
1993,482.25053192972763,692.8619421886275,196.9431290590408,377.0556732053132,295.4026461536302,614.2618854460897,338.0059086994592,660.0390335344631,245.49291521013632,536.5516470593657,616.0975680373824,524.4441706354102,601.5990947513914,708.2592032104698,503.1422612402898,531.4965175165454,430.2726988873914,616.7849793154214,708.4136901517533,483.8043548010589,692.8619418454961,196.9431290590408,295.4026461536302,614.2618854460897,713.3420150471046,338.0059086994592,572.8400785439044,245.49291521013632,396.8704181308529,536.5516472194721,660.0390332652513,377.0556742196306,503.1422608971586,616.0975682974264,531.4965178588242,430.2727006074405,524.4441704959256,601.5990946949942,616.7849790877646,708.2592029578225,483.8043553092178,708.4136903504124
1994,529.7004465734832,778.0801726701254,130.94726547156802,291.081345329687,329.5140982299213,610.0194425336362,247.79802084075914,641.3412584732888,292.73788368970014,516.4423564606345,626.9848532067243,566.136663379534,569.8036029387014,637.8489815081399,493.22735388381926,559.5189334193607,420.29752684182495,589.5728162323053,671.785673531797,423.55960560618934,778.0801721246849,130.94726547156802,329.5140982299213,610.0194425336362,637.5557101789958,247.79802084075914,447.61769065142795,292.73788368970014,419.9338966571348,516.442356858794,641.3412595609924,291.08134507396454,493.2273533383786,626.9848525725909,559.5189319091282,420.2975266122323,566.1366635040685,569.8036042428101,589.5728163022419,637.8489820798321,423.559605077854,671.785673551465
1995,545.099951346072,637.9400082931717,181.54558057457928,401.7100817916742,314.89376693527424,560.1921212480538,329.00059442156055,645.4718120485413,198.5037579870264,641.7598743140056,669.6536493415895,572.7323580520218,509.19405004968604,579.7780848905385,533.3594379112478,596.3523022905378,479.66044529822426,642.1271913509387,683.939552888473,453.94633329156636,637.9400077928684,181.54558057457928,314.89376693527424,560.1921212480538,598.5734456662311,329.00059442156055,537.2678764529314,198.5037579870264,471.7920128161494,641.7598747931368,645.4718119645404,401.7100801745683,533.3594374109445,669.6536494050388,596.3523038761655,479.66044500584394,572.7323577746835,509.1940502092018,642.1271911786595,579.7780857557871,453.9463331022409,683.9395522184248
1996,495.227194574935,635.9178665061373,104.24414518314681,276.92190279820625,354.83267086549534,600.3155602554014,380.96607294424507,561.6147035354882,216.3018144166049,633.1198833273952,683.9190053568916,506.5236560939389,541.7260552478283,657.2983949194391,462.85693818780203,479.67145930875415,352.87083124717907,670.9545417714879,723.1976738157855,520.0488295817331,635.9178661826727,104.24414518314681,354.83267086549534,600.3155602554014,617.151394723749,380.96607294424507,387.6913017447381,216.3018144166049,418.0358356656112,633.1198827464891,561.6147028853179,276.9219030195687,462.8569378643373,683.9190058787046,479.6714594746341,352.87083174246675,506.52365619978787,541.726055155329,670.9545425095096,657.2983958023577,520.0488302330879,723.1976733111143
1997,489.17289797966805,666.5065801969565,187.59651394156407,393.6286675901061,387.99943868012235,583.6224758267167,323.4472052594316,653.4988887739247,298.65367104690415,528.7711824320304,683.530878518458,568.1314270020152,656.753988963428,702.3962191962105,483.691533957037,591.0122917515585,397.6142852158869,702.2022469984342,612.2496100832993,371.6504617990827,666.5065806312301,187.59651394156407,387.99943868012235,583.6224758267167,600.7243311133802,323.4472052594316,443.60434059444674,298.65367104690415,377.969818015584,528.7711817778672,653.4988890628948,393.6286667343823,483.6915343913106,683.5308787421825,591.0122919825535,397.61428678153635,568.1314263044335,656.753987607848,702.2022464773681,702.396218172999,371.650461744529,612.249609864454
1998,423.09507583674326,695.3796296647963,168.62995932942823,388.88659208553673,337.94769423400055,559.1709297799285,164.39558996029,658.783643597954,207.4529824869359,516.8910803565597,597.6129970570562,512.2799047744866,546.4340885264462,685.5044200218621,406.0975345004996,535.042068012994,403.44399902701434,555.5145186690125,591.0638030772901,445.3739477291231,695.3796296530334,168.62995932942823,337.94769423400055,559.1709297799285,591.3627317524963,164.39558996029,497.47601634546635,207.4529824869359,398.5707834464666,516.8910792043145,658.7836431197082,388.8865925209877,406.0975344887366,597.6129964870906,535.0420686803037,403.4439984337461,512.279905141489,546.4340894751773,555.5145181382486,685.5044205105321,445.3739484008693,591.063803047681
1999,496.723180920725,709.0307714994468,172.1297874157229,548.0667894286709,364.6048626786857,605.7578175242146,264.7996776205246,567.8403351615294,202.12464178009492,465.54169621908665,565.0916513434761,572.2461239107924,530.8669999511133,636.2826911018965,534.165712347153,602.3459448840064,495.37915853814457,644.6457783252292,642.283238709211,474.7889648365687,709.0307716397255,172.1297874157229,364.6048626786857,605.7578175242146,527.3627724609792,264.7996776205246,585.1835808133409,202.12464178009492,539.220701609151,465.54169644427304,567.8403346466147,548.0667891241934,534.1657124874316,565.0916509720488,602.3459448228275,495.37915998485806,572.246123215541,530.8669994870105,644.6457788973348,636.2826917036574,474.78896522916847,642.2832392721326
2000,524.4091404695006,724.1202679968533,146.22229472014737,380.8476038948803,365.0839537697309,515.3759034806544,315.2453947683445,508.8369376483352,277.82636153978115,545.0147195656588,644.2404579412183,550.9068412593169,613.2370033390089,670.4507501900248,545.0004945107032,556.5320864789106,402.6728001290961,644.1731086813671,712.7887762456213,409.85395450735155,724.1202681534419,146.22229472014737,365.0839537697309,515.3759034806544,560.5661994208591,315.2453947683445,454.3604086438,277.82636153978115,473.59466777012307,545.0147196165087,508.836936806415,380.84760430764476,545.0004946672918,644.2404582266383,556.5320868217397,402.6727996106212,550.9068416965703,613.2370033342536,644.1731081100098,670.4507493513964,409.8539543790249,712.7887765534521
2001,472.1859079622446,615.3050280444317,159.0708300841808,332.7220534751383,317.6846873850592,496.9165597623025,246.8213590347869,644.2013178903194,308.8579610548487,579.0577649887692,687.0072700515273,558.0449566090311,753.2462219845353,579.5617676860843,439.06575027879927,545.4190393429637,457.05066791030583,644.7366576214603,697.7593248965977,466.18550834106225,615.3050290842218,159.0708300841808,317.6846873850592,496.9165597623025,620.4476016284983,246.8213590347869,417.9754456045262,308.8579610548487,452.18115637870676,579.0577650695249,644.2013176781883,332.7220528631997,439.0657513185895,687.0072700416858,545.4190393562295,457.05066777705935,558.0449570386132,753.2462213841686,644.7366570892708,579.5617665400671,466.18550804784,697.7593254608195
2002,410.6011386401543,693.6015849938613,205.67777215238763,402.64451554982054,333.078763434056,501.0984693657977,270.4641572365752,705.7773858715794,288.6400468584605,547.2646325182703,584.0417032555308,532.7624536365914,656.2555682049818,754.0792720743775,453.24667484756316,581.5699181904636,428.27279177744254,643.2035134742534,637.1375667623932,485.26923622104556,693.601584640242,205.67777215238763,333.078763434056,501.0984693657977,583.6767716454584,270.4641572365752,489.0479190226063,288.6400468584605,404.23186592685016,547.2646334454432,705.7773863970951,402.6445155569015,453.24667449394406,584.0417029038653,581.569918681736,428.27279227450083,532.76245270653,656.2555679802052,643.2035138888066,754.079272828263,485.26923625177477,637.1375663936598
2003,489.1653005661974,778.0049993478073,119.43807216356859,328.7039890903168,329.36561479397864,508.42280642169993,231.98622422615367,612.4516869883906,240.96714897003403,574.4303166695622,590.245198412418,596.7484255721856,551.7998914603297,660.3846379974808,469.77517859207256,482.08233772651687,414.8830081583572,629.2949364569196,692.125454298815,492.8225100431376,778.0049993783216,119.43807216356859,329.36561479397864,508.42280642169993,573.5023414203896,231.98622422615367,403.2436525406765,240.96714897003403,398.10679421347055,574.4303158259537,612.4516873342603,328.7039892796536,469.7751786225871,590.245198570515,482.0823376398599,414.88300683798707,596.7484269670159,551.7998926665483,629.2949359717563,660.3846379746233,492.8225095498777,692.1254537621006
2004,428.45537890356957,689.4611166592914,152.46349658207197,371.64879060449715,339.0959566294883,507.35576613038415,325.3131120907488,712.2920342209288,229.13147155410505,572.7408309443582,568.5854733988205,592.2499037897396,655.2588223164787,613.7438647849912,409.5489863040791,545.6259626034464,389.43471785395764,641.4818835090771,688.6135971545124,489.48549481198734,689.4611178159679,152.46349658207197,339.0959566294883,507.35576613038415,480.7244619318956,325.3131120907488,418.14750906151784,229.13147155410505,351.825234817534,572.7408314315309,712.2920352736103,371.6487903303884,409.5489874607554,568.5854723000153,545.6259626850417,389.43471774557736,592.249903187252,655.2588216561198,641.4818841662444,613.7438649107634,489.4854942331932,688.6135971390167
2005,428.8773833369852,672.4025365734503,186.71713004549864,359.31645245639425,289.92642242083446,536.8707987565275,316.7028124396249,661.3451515938963,217.07954406011896,607.9049642933632,633.2458988659664,528.4113699210594,554.6022575198992,726.5659012293189,396.3672597543113,524.2703177072509,414.5387846033651,690.2137289089159,604.0724479016518,458.01564851834274,672.4025360235075,186.71713004549864,289.92642242083446,536.8707987565275,566.0775922129726,316.7028124396249,436.62313993621854,217.07954406011896,413.8899277900164,607.9049638837445,661.34515052575,359.31645342245156,396.36725920436845,633.2459002970576,524.2703163965631,414.53878403494974,528.4113711372906,554.6022578549823,690.2137294401563,726.565900800621,458.015648596526,604.0724481288458
2006,412.6773980687699,605.847916252034,173.76377256097706,398.60091508045156,328.04211996890604,542.0035765035656,297.8780147037832,675.1558282618028,187.74611824293493,603.3880567649584,657.988446497832,554.4860793920558,623.8527701366675,585.0104291577071,446.1079151949948,574.8932499706236,390.02641816530974,606.8889502559109,662.0124941499042,431.88714773095836,653.1707564118266,182.54382620897647,352.4728128889993,607.3407181701434,529.3865589150154,297.5814636260893,502.5907948567606,307.21802304639186,353.7919533899607,589.5478000776205,695.2001166205441,462.46937764261605,415.84541333978297,647.1208740834278,640.5111076714975,463.1717798839749,585.9721661756538,606.501893699996,637.71282237935,595.1782656846323,467.03579086033955,697.0827755594507
2007,420.8406801933382,670.3249527239711,135.04365662966978,325.6620918461895,298.10369415228763,486.19973536760307,342.2480309424225,671.388264659421,181.27063218563129,580.2935958400923,782.2803966909968,520.0620544804132,624.4618089954554,634.4146277184677,496.89500774705374,448.79271811703876,417.0291654581875,676.2876435274153,676.7723524083934,479.99713943784565,745.3587365683063,142.53890820784144,396.22461167873956,603.0859462704017,480.9588891238562,280.3268429750525,422.0406345307575,286.2188905697185,342.6817826745952,575.8682318031699,634.1701561384673,423.43755130989763,472.20251364254574,620.9737931029315,590.5857504867173,508.6815709984373,605.1077313526653,633.8226703597734,608.0754261981847,524.5027264457218,495.42655515812504,641.66349590727
2008,488.9259891808148,690.7674447744558,114.39053426304427,290.784083459621,333.6728966428714,443.55338131464174,334.9185472404317,626.453114854385,249.15596722667385,621.2626531692094,788.7403743806206,558.3069032115598,576.4356995841531,636.1081517433852,459.87413693404466,462.89009007239065,446.6561022205888,688.4671594363118,679.4183346599547,486.95728314128877,746.0989736375205,147.69863681897235,340.5501318200633,595.0419737192444,577.9552096177321,203.31829144211994,416.13810583160665,205.51196228639859,382.1454370466055,591.0912766769054,632.572092983565,379.626760529255,484.12274310545007,542.858718709818,500.3077030104323,454.552949240808,500.58087333444166,486.69592526831775,568.1630008389873,647.599981644771,562.4092143070703,636.1704006088023
2009,489.0807241293533,640.2055379994755,119.78242214657631,296.6971605524346,351.1954382826756,528.9648483441906,238.75200535630842,584.9387512003169,291.8158410151067,480.3905792602699,574.457847459593,529.8677317567818,536.965477113385,687.9859805951512,424.3540521391615,463.17391800834173,426.30144005625425,587.2660081549986,709.5174222842312,527.8917923944143,689.6925417949809,202.201069425993,303.74087785640614,573.1447238141078,521.7268523088503,322.04138681473074,551.8365638894975,224.65423218628493,446.4580525814508,558.4072146505237,646.6668767998668,403.73399793336347,465.4432997478297,620.7215293876359,516.9613618696186,404.97837821781326,566.7053317347749,530.4893347714132,656.4242410620528,757.2874278021263,606.4204816126692,659.8377944029158
2010,518.0696215033645,698.0017015969069,110.43540309418049,236.07701380688835,330.59546261748426,552.7193612582881,266.6099140542105,658.2215740097748,214.82623103623175,549.735334277853,519.9237147256238,575.7504899134243,536.6261899773776,606.3315195385079,405.26040371395754,408.45058956891046,397.2507739975174,687.7497439326121,671.9334222534101,527.5125833476964,630.2558797458727,74.7713218219876,293.7202153078876,545.1225775420759,613.0911773425248,301.1301319032722,303.4374802588275,259.12165969917913,444.40033666779703,491.30078451496036,650.160274950096,280.8630461240772,438.452803304562,640.2783505520524,425.21423750773863,397.26160816748126,541.0411033897577,585.2344338698497,741.331778286493,785.8871863622609,582.9881477385092,654.0870417690506
