day,mean,min,max,var
1,4.414099819103664,2.686103823287223,6.013609513306299,sfcWindmax
2,4.190318209149726,2.6205854421372394,6.1319631018379965,sfcWindmax
3,4.16002408220255,2.1062348415784067,5.900521441502831,sfcWindmax
4,4.22335753325886,2.6810893988927402,6.956402630953582,sfcWindmax
5,4.383378588833582,2.3292429776186605,6.267780825663166,sfcWindmax
6,4.336814972339437,2.83037092144481,5.806821258458101,sfcWindmax
7,4.4956001730610735,3.007545021229204,6.756861852281168,sfcWindmax
8,4.578780486660004,3.1636105751477013,5.849487520637352,sfcWindmax
9,4.182944889944085,2.8924672973335768,5.8178096676615745,sfcWindmax
10,4.272269718878108,2.525759697149215,6.390777622225902,sfcWindmax
11,4.339890311289489,2.298144941172494,6.354729552839861,sfcWindmax
12,4.394828237523511,3.228704998213776,6.131397527431447,sfcWindmax
13,4.02456722733185,2.5269241295937395,5.285713683892763,sfcWindmax
14,4.211647549511541,2.3013366573368836,5.894922217499501,sfcWindmax
15,4.315401159978005,2.420950000748026,6.043386267850499,sfcWindmax
16,4.409879124618579,2.4845334508734456,6.647878633145998,sfcWindmax
17,4.401444252715026,2.8534951527510786,6.375271365663046,sfcWindmax
18,4.21614523534318,2.648636117116883,5.752914321195778,sfcWindmax
19,4.162592379870641,2.838503318720284,5.76206954236941,sfcWindmax
20,4.198063173811362,2.7084044424531397,5.877755403058044,sfcWindmax
21,4.215170674457054,2.498129792229454,5.606731982098237,sfcWindmax
22,4.151133939988386,2.369175405616164,5.746924154508802,sfcWindmax
23,4.3495658057120234,2.818468421136588,5.812770606124072,sfcWindmax
24,4.328686476230746,3.3110439935191227,5.682657732938386,sfcWindmax
25,4.466486432354535,2.7700173556586454,5.694555624059861,sfcWindmax
26,4.619681963741732,3.303667412726234,6.072157460299615,sfcWindmax
27,4.306916924716734,2.6690999635283417,5.75904400347521,sfcWindmax
28,4.095196602584332,2.8218691746336226,6.066377517640985,sfcWindmax
29,4.053721503664934,2.751830703052039,5.607353625720749,sfcWindmax
30,4.248783800293649,2.8088826315460813,5.664586727771985,sfcWindmax
31,4.223299065577568,2.905848671610351,5.539861637222845,sfcWindmax
32,4.1981749105041875,3.069350067525198,5.701466812357223,sfcWindmax
33,4.051779691845971,2.4755675651552993,5.8938109665260505,sfcWindmax
34,4.042898625408091,2.882620297521638,6.610532182968531,sfcWindmax
35,4.340558734884804,2.8211881463929007,6.383094962419202,sfcWindmax
36,4.039273508591695,3.1081161810885862,5.897690532944301,sfcWindmax
37,3.8198164256648823,2.8289532274296207,5.719210814680144,sfcWindmax
38,4.0625802497118055,2.6504285188223546,5.912754657772612,sfcWindmax
39,4.343928913797482,2.9885250341844287,6.258646305867072,sfcWindmax
40,4.578197777903486,2.999177202388693,6.866619845601848,sfcWindmax
41,4.433066570147642,2.7037060085952263,6.766971044410636,sfcWindmax
42,4.277787054588448,2.933222997062813,5.710089013809819,sfcWindmax
43,4.098689616749715,2.839813451962394,5.452519487921612,sfcWindmax
44,4.099096438329304,2.7908705590282823,5.695890495242103,sfcWindmax
45,4.288187846283586,2.8240537574957663,6.816360369151181,sfcWindmax
46,4.301838022314687,2.8255034714325618,7.160750199295767,sfcWindmax
47,4.3097248343775245,2.9834143870481755,5.708066064299318,sfcWindmax
48,4.552471667887603,2.7394603514055045,6.048794705403182,sfcWindmax
49,4.513353913493686,3.1919079981101213,5.808606362626935,sfcWindmax
50,4.546580404718616,3.0882980958550226,5.868004338394064,sfcWindmax
51,4.518838864605552,2.7278732826216583,6.776353597698667,sfcWindmax
52,4.3200443274722256,3.1250219115195197,6.11816748666663,sfcWindmax
53,4.19953874759939,3.0561110001641136,6.203822701068148,sfcWindmax
54,4.3691597627165075,2.973673151659609,5.787565485690552,sfcWindmax
55,4.142950642782851,2.8728991563989537,5.691746284226329,sfcWindmax
56,4.311975783160568,3.123002474398747,6.049394577599153,sfcWindmax
57,4.307674280980233,2.981606786658803,5.678288463181409,sfcWindmax
58,4.404645168598676,3.24242133784526,5.986056434520605,sfcWindmax
59,4.268448492499498,2.8390414212939623,6.3309304790457075,sfcWindmax
60,4.187802236719795,2.8421551434545136,5.405138300011953,sfcWindmax
61,4.267711595408563,2.946415287177743,5.65357650562336,sfcWindmax
62,4.2917239642667315,3.3155456478286105,6.40991866673877,sfcWindmax
63,4.344609167432588,3.0972643917430385,6.234775326417753,sfcWindmax
64,4.236617740829529,3.058877591170508,5.841609764714017,sfcWindmax
65,4.18467147888367,2.9527888397908972,5.511319273585619,sfcWindmax
66,4.143614639606208,3.178481792594044,5.277159998387497,sfcWindmax
67,4.186921680124661,2.8294256792831662,5.307160075778587,sfcWindmax
68,4.369087800147509,3.0871145018424184,5.945822558650867,sfcWindmax
69,4.3615293648349125,2.941402122048521,6.053861371188156,sfcWindmax
70,4.342415880461433,3.151368519284658,5.5789800914142615,sfcWindmax
71,4.463411810407128,2.9138012652191074,6.390672038195781,sfcWindmax
72,4.404879811214822,2.958171265190703,8.339605067773569,sfcWindmax
73,4.364527298614724,2.7987695645037056,6.861671878633118,sfcWindmax
74,4.352103654416184,2.8600187148276683,6.575057733842836,sfcWindmax
75,4.634072031797001,3.5667948021860347,7.246606756077957,sfcWindmax
76,4.335687046907909,3.1597864362595995,6.074562083829689,sfcWindmax
77,4.3495317062343455,2.8503817144978303,5.898510195160435,sfcWindmax
78,4.24997426870365,3.304630742465244,5.642237531855836,sfcWindmax
79,4.265483695007877,3.09697817904368,6.336898048848967,sfcWindmax
80,4.163390195182313,3.264714307933846,5.601234111542475,sfcWindmax
81,4.312151033328778,3.4146790528412243,5.423931999919074,sfcWindmax
82,4.139639482880181,2.690846861238534,5.599938480193335,sfcWindmax
83,4.3727631768076005,2.9896243248895815,6.93078596028404,sfcWindmax
84,4.312769995298643,3.2039373625435577,6.739993492592029,sfcWindmax
85,4.237754801629401,2.8451977116000506,5.7641481268697845,sfcWindmax
86,4.135995187565446,3.298775796576927,5.7405404415966625,sfcWindmax
87,4.22061930723817,2.9395506380847385,5.815028738140522,sfcWindmax
88,4.261202826683928,3.208311354225244,6.100448976172918,sfcWindmax
89,3.9569864863291944,2.6538201019732375,5.210962214429989,sfcWindmax
90,3.964260752375389,2.543177111002662,6.822572774932217,sfcWindmax
91,4.242942719293472,2.269322272057946,6.974231718289734,sfcWindmax
92,4.314675871485098,2.75489529331825,6.735555980368771,sfcWindmax
93,4.339255082393918,2.9240125338638987,7.237564443461383,sfcWindmax
94,4.319325593997974,2.9450905327604815,6.111727787173661,sfcWindmax
95,4.287424498827012,3.121075331575875,6.559966195076853,sfcWindmax
96,4.439133826594629,3.018873782370525,5.670377665386278,sfcWindmax
97,4.253294401551162,3.006481811415821,5.5259840653632715,sfcWindmax
