year,ref,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp26,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp26,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
2020,866.6308583464981,689.7538177988415,934.8754607688257,913.7277514481306,694.8288572933122,735.1255924170616,916.6924697209057,895.5242232754081,854.2706687730384,929.9057398630858,917.3873091100579,836.5800421274355,811.0092153765139,783.2740916271722,675.7037914691944,989.5242232754081,751.8214849921011,699.7761979989468,788.2904160084255,949.3707214323329,831.3501843075303,855.2490784623486,835.2477619799895,616.6026856240127,913.3844128488678,692.7648762506583
2021,,989.9270668773039,827.675355450237,856.3578199052133,1000.7983149025803,770.1532385466035,928.3633491311216,1556.9044233807267,930.5210637177462,1077.550552922591,714.1869404949973,1047.641916798315,1018.0007898894155,1163.7080042127436,919.9599789362823,932.9539231174302,1198.1253291205899,1233.0126382306478,1031.9428646656136,491.1013691416535,1072.2722485518693,930.3214849921011,755.4826224328594,1262.9273301737758,1097.3106898367562,1238.963401790416
2022,,978.1390205371248,909.0479199578725,772.3654555028962,803.7496050552922,721.3844128488678,632.1445497630332,817.8854660347552,776.2272248551869,1435.9278567667193,677.6858873091101,914.9776197998947,989.8388625592418,924.6872037914692,1514.1216429699841,567.6835176408636,1262.8412322274883,1228.7614533965245,909.030542390732,528.112954186414,637.5218536071617,1086.2388098999472,764.6232227488151,1013.3844128488678,503.29199578725644,770.9752501316482
2023,,1074.18588730911,821.0526592943654,701.5050026329648,1020.9075829383886,1029.169036334913,621.6669299631385,828.9831490258031,713.4657714586624,1452.8154291732492,591.8570300157978,499.42311743022645,713.7322274881517,1225.2596103212218,961.2585571353344,759.3096366508689,590.3867825171143,524.0434439178515,977.623486045287,950.8670352817272,939.9744602422328,1330.6040021063718,527.301737756714,1006.9031068983676,604.7643496577145,1150.3515007898893
2024,,1013.2719852553976,837.568720379147,639.4423380726698,1132.5800421274355,794.6571879936809,745.8175355450237,1017.3098999473407,914.3804634017904,868.6442864665613,876.1929963138494,1030.3725645076356,1003.9657714586624,893.5971563981043,1363.4807793575567,573.7432859399684,548.4160084254871,1044.154028436019,887.7198525539758,777.1240126382306,670.9354923644023,828.5803054239074,986.9033701948393,859.0408109531332,783.8314902580305,1131.5926803580833
2025,,873.5832016850974,869.0431806213796,488.6550816219063,1416.9462875197473,839.3375460768825,679.013691416535,799.4892048446551,769.2559241706161,926.530542390732,646.2522380200105,976.0832016850974,715.3130595050027,842.2619799894682,909.672195892575,695.7169562927857,909.6255924170616,1063.449447077409,791.3794102159031,1059.9581358609794,953.6011058451817,649.5379146919431,914.9281200631912,642.1669299631385,750.9615587151133,1414.6366508688784
2026,,1170.3407056345445,1118.902317008952,741.7319641916798,661.295681937862,983.6337546076883,792.6095313322802,948.8891521853607,1139.0571353343864,1325.5013164823592,901.0834649815693,796.1837809373354,811.9657714586624,1258.0163243812533,1362.894944707741,1107.2374934175882,945.0753027909426,1199.4781463928384,657.5526592943654,827.5102685624013,875.7854133754607,767.2293312269616,709.4583991574513,1069.407056345445,465.81516587677726,1141.8788836229594
2027,,868.3167456556082,723.2282780410743,733.7877830437072,957.6100579252238,1096.6013691416535,858.3359662980516,866.3299104791996,530.8701948393891,799.6561348077936,681.5921537651395,819.487888362296,863.964981569247,1089.76513954713,867.432859399684,627.1050552922591,1102.2922590837284,1060.917588204318,968.1034755134281,743.3741442864666,901.3986308583465,812.9036334913112,1207.3183254344392,1557.338335966298,775.3970510795156,836.3570300157978
2028,,835.1221695629279,878.9141653501844,972.8852027382833,1182.673775671406,816.080832016851,700.0850447604003,830.6187467087941,1448.228804634018,881.9239073196419,795.3088467614534,862.1703528172723,1293.2056345444971,882.2124802527646,871.0492364402317,957.7625065824118,901.0155344918378,776.4570826750921,1027.1719325961033,1001.4533965244866,1068.0405476566614,1096.9963138493945,826.512111637704,1140.0955766192733,776.7151132174829,1381.114007372301
2029,,872.9486571879937,879.3912585571353,652.1508688783571,716.9107424960506,913.3125329120589,1140.964981569247,1013.3341232227489,865.094523433386,752.135597682991,919.3633491311216,982.506055818852,1463.7962085308056,1035.0487098472881,761.0810953133227,706.0360716166404,970.3630858346498,1316.6456029489204,853.222485518694,718.7303844128488,922.190626645603,670.9994734070564,1151.5384412848869,1426.4196945760928,890.2748815165877,948.3464981569247
2030,,1058.9528699315429,950.0084254870985,1059.2488151658767,1163.1353343865192,870.1716692996314,727.283570300158,1234.1993154291733,1271.0265929436546,800.0437072143234,622.0115850447604,892.1348077935755,623.0697735650342,1049.5484465508162,1299.3991574512902,506.4952606635071,1101.6295418641391,1410.2264349657714,838.801737756714,1198.8001579778831,775.0018430753028,1014.6282253817799,636.5508162190627,1144.4934175882042,850.5695102685625,910.1403370194839
2031,,1117.632701421801,1032.943391258557,608.7559241706161,1208.071879936809,737.0987361769352,1011.0552922590837,755.86887835703,1370.6153238546603,994.887045813586,761.9860452869932,1005.9110057925224,759.845971563981,1219.056345444971,1232.5408109531331,451.27251184834125,1465.7967351237494,870.6629805160611,867.5660874144287,825.6150605581885,782.2211690363349,836.678251711427,791.0758293838862,1443.9873617693522,1063.1132174828858,982.2238020010532
2032,,1000.8999473407056,823.6353343865193,727.2817272248552,746.1292785676671,1072.202474986835,732.86887835703,1182.9931542917325,1124.92364402317,910.6350710900474,775.5937335439705,708.9157451290152,669.9528699315429,1201.5679304897315,1062.0658241179567,394.33096366508687,1075.7459189046867,819.5750394944707,678.0776724591891,1132.1200631911533,752.006055818852,652.5192206424434,1018.3865192206424,1567.9391785150078,749.7856766719326,992.6184834123222
2033,,1085.2001053185888,604.3754607688257,674.4697209057399,1380.8333333333333,870.8417588204318,910.2991047919958,1033.03027909426,896.0463401790416,1125.9794628751974,805.8596629805161,1064.591363875724,1146.2761979989468,1187.083991574513,1277.7101105845181,358.0634544497104,1237.5939968404423,1074.7053712480254,868.9565560821485,928.9318062137968,504.3056872037915,1027.4705107951554,861.2159031068984,1156.4905213270142,687.9578725645076,1324.9739336492892
2034,,1266.7293312269614,837.7435492364402,547.8707214323329,1174.2201158504477,1017.0028962611901,701.6011058451817,1046.9518167456556,687.7069510268562,741.6003159557662,584.850447604002,668.9444444444445,999.5200105318589,1305.0292259083728,1534.0860979462875,1127.422064244339,1300.4365455502896,1095.4949973670352,1250.9028436018957,662.0192206424434,987.5795155344919,913.9389152185361,602.3478146392838,1210.187467087941,600.07925223802,1189.2045813586099
2035,,1352.3191153238547,586.5423907319642,1037.3341232227488,968.8430753027909,1326.3098999473407,1158.5410742496051,836.0263296471827,906.9718272775145,858.3228014744602,614.9715639810427,927.4744602422328,688.0937335439705,1373.9125855713532,1416.089784096893,623.1303317535545,1207.8101632438124,1424.8256977356502,1350.8541337546078,643.9096893101632,750.9423380726698,873.2109004739336,1337.1058451816746,1740.3001579778831,928.2216956292785,1260.8638757240653
2036,,873.1811479726172,657.7717219589257,972.2717219589257,867.6477093206951,904.0429173249079,873.9715639810427,697.2535545023696,1031.0052659294365,946.5542390731964,697.1068983675618,729.8802001053186,759.5584518167457,1146.6914165350183,1326.1969457609268,608.4270668773039,1065.590047393365,1444.2862032648763,1000.9641916798315,831.3096366508689,854.9641916798315,772.2893628225381,1462.4370721432333,1210.250131648236,837.0505529225908,1220.1053185887308
2037,,1157.510531858873,761.2975250131648,910.0531858873092,1107.3617693522906,1120.865718799368,639.4065297525013,885.7867298578199,1359.052132701422,655.7643496577145,674.0376513954714,670.1558715113217,683.419167983149,1107.0460768825699,850.5605581885203,892.5674038967878,1131.03027909426,1405.5437072143234,1027.902317008952,660.0286993154292,834.797261716693,1178.3730911005794,1215.0221169036336,1073.2177461822012,919.2693522906793,875.8580832016851
