stn,idx,rcp,hor,stat,centile,val
enacts,wet_days,ref,2020-2020,none,-1,0.0
enacts,wet_days,rcp26,2020-2020,mean,-1,0.001965
enacts,wet_days,rcp26,2021-2050,mean,-1,0.090391
enacts,wet_days,rcp26,2051-2080,mean,-1,0.096624
enacts,wet_days,rcp26,2020-2020,min,-1,0.0
enacts,wet_days,rcp26,2021-2050,min,-1,0.024873
enacts,wet_days,rcp26,2051-2080,min,-1,0.041513
enacts,wet_days,rcp26,2020-2020,max,-1,0.02554
enacts,wet_days,rcp26,2021-2050,max,-1,0.242066
enacts,wet_days,rcp26,2051-2080,max,-1,0.243181
enacts,wet_days,rcp26,2020-2020,centile,1,0.0
enacts,wet_days,rcp26,2021-2050,centile,1,0.026464
enacts,wet_days,rcp26,2051-2080,centile,1,0.041887
enacts,wet_days,rcp26,2020-2020,centile,10,0.0
enacts,wet_days,rcp26,2021-2050,centile,10,0.040051
enacts,wet_days,rcp26,2051-2080,centile,10,0.044804
enacts,wet_days,rcp26,2020-2020,centile,50,0.0
enacts,wet_days,rcp26,2021-2050,centile,50,0.073574
enacts,wet_days,rcp26,2051-2080,centile,50,0.065447
enacts,wet_days,rcp26,2020-2020,centile,90,0.0
enacts,wet_days,rcp26,2021-2050,centile,90,0.184611
enacts,wet_days,rcp26,2051-2080,centile,90,0.219256
enacts,wet_days,rcp26,2020-2020,centile,99,0.022475
enacts,wet_days,rcp26,2021-2050,centile,99,0.23724
enacts,wet_days,rcp26,2051-2080,centile,99,0.242744
enacts,wet_days,rcp45,2020-2020,mean,-1,0.000389
enacts,wet_days,rcp45,2021-2050,mean,-1,0.060013
enacts,wet_days,rcp45,2051-2080,mean,-1,0.068369
enacts,wet_days,rcp45,2020-2020,min,-1,0.0
enacts,wet_days,rcp45,2021-2050,min,-1,0.001343
enacts,wet_days,rcp45,2051-2080,min,-1,0.006477
enacts,wet_days,rcp45,2020-2020,max,-1,0.006319
enacts,wet_days,rcp45,2021-2050,max,-1,0.181692
enacts,wet_days,rcp45,2051-2080,max,-1,0.195138
enacts,wet_days,rcp45,2020-2020,centile,1,0.0
enacts,wet_days,rcp45,2021-2050,centile,1,0.002937
enacts,wet_days,rcp45,2051-2080,centile,1,0.007618
enacts,wet_days,rcp45,2020-2020,centile,10,0.0
enacts,wet_days,rcp45,2021-2050,centile,10,0.020212
enacts,wet_days,rcp45,2051-2080,centile,10,0.018036
enacts,wet_days,rcp45,2020-2020,centile,50,0.0
