year,ref,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,0.0,0.1888204398774178,0.08406240955679323,-0.4253771502730501,0.1785224682006401,-0.1675699046681416,-0.11308547422004267,0.001307931631174597,-0.026758837483953357,-0.47484300262277657,0.20388197474909475,-0.21506359659423424,-0.7874916914350365,0.06089609979352417,-0.3526805503029209,-0.38710814543873084,-0.5700438551137381,-0.6585874955238182,-0.5064190900158678,-0.3141245581389285,-0.47801407099507287,-0.19238334701094573,0.1952854224211933,-0.3799130393958876,-0.06629758454170087,0.21421256035080205,0.25050473565477205,0.06714080793591393,-0.3345503201168185,-0.010164855303912645,-0.27230659502060917,-0.4196400856811806,-0.046027504803078045,0.04827173956226716,0.19299187565604825,0.19774933460939792,-0.23339310620093556,-0.31538187910916804,-0.6161088560268126,-0.7744793863504924,-0.5146344958132545,-0.6686766241601845,0.10042299405012045,-0.464517985519592
1982,0.0,-0.45670113465553186,-0.43631109450893746,-0.608282065396395,0.5743073374634378,-0.11726450050957737,-0.39335735915511805,-0.6520726388051798,0.09905790577892049,-0.5700392734050297,-0.18177172721487977,-0.7629051902839024,-0.6411499997352621,-0.1689710703320202,-0.6501600516028248,-0.22246575403136148,-0.9142797011389234,-0.8581040351950264,-0.1650087192666092,-0.5781402888289335,-0.2378840087794174,0.3574011833628674,-0.44355711812340815,-0.5652757345209238,-0.005156678984519658,0.6219418093913873,0.4753249348266877,-0.6095713241929843,0.19805399452991423,0.04239103503130082,-0.3668964932473955,-0.2517740456582942,-0.3111840553609113,0.151825426756659,-0.3206178933917272,-0.1684799917647979,-0.7759857785551958,-0.6103352946753944,-0.9474573356020528,-0.6471337968476973,-0.29207673083021746,-0.8609423891217034,-0.1433077558068021,-0.12012564634085265
1983,0.0,-1.2335289539466316,-0.6866971909522022,-0.473528069400345,-0.27722765955638806,-0.4423022411468196,-0.5675044092458847,0.05595451658382444,-0.4143403723880965,-0.10499085723580492,-0.7684960354752661,-0.27446767310959785,-0.3661164171153928,-0.14233710701068958,-1.299854642507512,-0.03645551127590352,-0.9825541788837313,-0.3190169090431709,-0.29493791583826123,-0.4276524978926659,-0.7985919733354763,0.10067438085604863,-1.2379209868736325,-0.4344507881618256,-0.3474561123522335,-0.25433382999091236,0.5827300506800839,0.11796071012497578,0.29805018762573354,-0.09885313665654394,0.11915638177043775,-0.07358222869783049,-0.515376124558486,-0.36516797826396896,-0.5572698820825508,-0.7721854502150904,-0.2771704400459498,-1.2636912774726738,-0.9714857256511777,-0.3720355409839726,-0.8372637787780377,-0.32966950534040507,-0.11642350293607251,-0.2766587525949262
1984,0.0,0.08614698283923872,0.16352083881929502,-0.05214856702633597,-0.10538088947322422,0.3207817160472928,0.22189728050511803,0.12924449588081188,-0.6099196251631156,0.18118441910979755,-0.3657112488289158,0.7814878206007734,-0.37020031712711443,-0.6329564126097011,0.21063986694059622,-0.925459495566713,-0.09131035657594566,0.1768214563020365,0.22619985016660848,0.3298659994928812,-0.23904038717796539,-0.5577769960391947,0.09448891089022027,-0.005720326645189289,0.44345195426933515,-0.06894372378712887,-0.21923136189843717,0.19440990305758987,-0.24599153097864246,0.3154202634907506,0.3961906061727518,-0.9432049174938584,0.29758470216575006,-0.5442360973474933,0.31551772159679103,-0.37088106992473513,0.7882310517182987,0.25863425523357364,-0.1367514791250528,-0.38417002985454474,-0.2859946520194967,0.15822639777081804,-0.6027117034842036,0.2725927038484883
1985,0.0,-0.4382182929779219,0.5804561963577157,-0.19725919590001695,-0.32215095620819056,0.7075429488843383,-0.20656583856100497,-0.08170663860369132,-0.6304604930947448,-0.531491315163862,0.21383823689615156,-0.07944142559000511,-0.3592923361457565,-0.05162079390288454,0.10214188561940318,-0.34667169473254944,-0.4163540730500017,-0.28477406213545464,-1.0197386288051575,-0.3231975701669967,-0.24249003141159164,-0.12212984375759106,-0.4203840639813734,-0.16619340901354462,0.8176268849392159,-0.28963313382058686,-0.3111275986494775,-0.024241533209590216,-0.06308866572209126,0.725610974357835,-0.3324129981088504,-0.38208291776254555,-0.1266930722369466,-0.5698149379044253,0.6876822114973606,0.20013620858230752,-0.09183967974286134,0.13178630391394108,-0.4639015702800293,-0.35248437423632595,-0.27986918898960766,-0.29802679286990497,-0.02489005345728401,-0.9884307220165738
1986,0.0,-0.2515373272752299,0.2377926338166958,-0.5872864438384227,-0.7125670146343168,0.21996564140238206,-0.4657517987194524,-0.15106228252415121,-0.6849887075527477,-0.5019810540826484,-0.6130014812036393,-0.021412829896462426,-0.08456019842628848,0.11658700446423609,-0.17012712053929135,-0.821755180324999,-0.7789969162126908,-0.30091322077038285,-0.8967719901121427,-0.05796375877042692,-0.5095687995898857,0.010341243449488502,-0.25132665694627576,-0.5440903510336739,0.3422475202364694,-0.6980256972482266,0.37561887493632184,-0.08577823425656561,-0.4067291948194338,0.18905742467961772,-0.2704837052760354,-0.830154408759995,-0.39077200675529866,-0.6303554427731797,0.38424728455083823,-0.6157916085408601,-0.027502635291114075,-0.11271411816579757,-0.8089612236355492,-0.08376649842136885,-0.5610624477619126,-0.3113439639218427,0.12468637314879061,-0.8687779927548718
1987,0.0,-0.4376404382688861,0.09210017904905499,-0.30577866788371466,-0.0462009495902862,0.3531865115532469,0.03881976065213166,0.6678352449281988,-0.09878026362969194,0.4063673658004632,-0.058828513747016586,-0.09151261709081382,0.11729060869595287,0.18128732644481715,-0.455443929692251,-1.2873117136512633,-0.3745489371163444,0.3156119299453053,0.4751160353592354,0.3326729299961926,-0.577111441029615,-0.8219296403734688,-0.43113599530414604,-0.2723262216254625,0.4537306130011416,-0.003935580233303426,0.03484893058390526,0.7451845719264725,0.151543723588361,0.5871463378314843,0.6349300161585347,-1.2998194104142158,0.10555319277210629,-0.03986129591265808,0.19679827498578106,-0.0605410259186101,-0.09675893771162691,-0.4206691813961356,-0.41413637906219947,0.12283921907169315,-0.5915540003330761,0.28524451848346644,0.2061170716937113,0.5022881859384825
1988,0.0,-0.18331270086167706,-0.3664678504206904,0.2234156479549938,0.36665053914782675,0.283921481427285,0.13986169122460979,0.1543539250288859,-0.2519694484668662,0.5126213497144931,0.1315918991269882,-0.1711993534088947,-0.17340294114569588,-0.016047995133646964,-0.1877378646218517,-0.750536121824382,-0.33205329748875556,-0.09599957549704641,0.20400675361054255,0.06706314641940025,0.41017424678329917,-0.31659430955602375,-0.17471418526707794,0.2538179535567906,0.3970443246290074,0.39718149833242933,0.010740840811422459,0.22045964281392116,-0.3872740415059184,-0.016222339477337755,0.7468171515229756,-0.7719069663988307,0.2112215508715849,-0.199636439823621,-0.2514665423759652,0.1321560051292181,-0.1828046558977121,-0.14679123010512285,-0.37117054796834736,-0.18601296612268925,0.345829392370149,-0.09883616666496664,0.02324803203941883,0.2501947826110609
1989,0.0,-0.08884423058594848,-0.12107256853710169,-0.22848363877596967,0.2092026274369232,0.24667769719900434,-0.11546843195412748,0.9601076226926466,-0.32055168645575804,0.13768590821467797,-0.1676508585954366,0.6858635969873035,-0.26640193054129213,-0.44534282237430034,-0.16001262815831296,-0.3958577997620978,-0.5381373034835519,0.6280592053234386,-0.24429954427603207,0.6543476756398263,-0.023463583188572557,-0.32140968146171645,-0.07764558490265472,-0.19687425739527953,0.3446998977101998,0.23130998606666253,-0.2757548134361514,1.069779157553171,0.11626355583837267,0.4174754273449821,0.36761878870851206,-0.42180564523732755,-0.05585624850453996,-0.28306867370832833,-0.0014268517705886552,-0.16065473383071094,0.6998005412691555,-0.10808989833401483,-0.5768589692477235,-0.2616577803059954,-0.0728233981867561,0.6136187649669296,-0.41808634545753875,-0.2080719147830905
1990,0.0,-0.019907459663102145,-0.3816593128392469,-0.5779280740614468,0.8445572437248074,-0.30586211016748166,0.39445456762348385,0.8207410737690566,-0.5271159319156595,0.2947915768064604,0.3859977540614068,0.5697353777665057,-0.038285442800713554,-0.6110107018286044,0.14251363896602243,-0.2995005254721832,-0.3397601512248798,0.4927164569232332,-0.6545088452663208,0.39964400094555685,0.920695560758702,0.04852811070554708,-0.011162613697649704,-0.5450771929145617,-0.1898697102794813,0.9050056008262004,-0.3658724113083167,0.9147967531080212,0.3877241343772653,0.15040935414822343,0.5143032113146546,-0.33090997353099283,0.4597264005286661,-0.48080231619695724,-0.2559074308057916,0.3830663387759614,0.564461125004641,0.19380517147760656,-0.3864193423344773,-0.05486685340241593,0.8510622132478716,0.47235074317524095,-0.5711237722354667,-0.61370475934973
