year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,527.3275355398633,551.1938470682666,553.4708705223958,476.25493030594646,413.018793918646,691.9005025629745,445.5282504156286,670.1553090577909,364.58645207957994,790.6115235441333,487.32923974831493,432.2142485537174,583.8781790359146,553.5514537434196,417.2446970894024,490.6965902653301,687.2966313828217,571.7116629909136,432.816476309564,793.4080103726175,467.3681910013912,794.6267724319764,568.5532450118565,548.8861430703633,496.8423581033735,389.1279054822916,670.4917493175424,555.7187824750434,536.0165716991099,681.481313982363,415.6704005151938,599.14115049414,370.81839224012674,754.1222651230371,515.3802172839212,421.54411346100034,589.8034924139054,571.048490933339,444.66890265497875,489.35973127945454,682.8576843706261,588.0891550146623,412.24286726546364,756.931941909437
1982,513.188713878393,420.1856318917909,591.3647351283677,399.2257641354432,487.2623075859325,708.8314119277439,690.8550339000426,471.13962176839294,618.2005443939815,567.2269757320887,375.39491440987996,611.3131029622657,537.6706725729061,826.9328132821804,600.9002734354685,495.5841224968774,452.36622894741987,576.4223002365256,401.1023665582481,783.8782680977747,244.12655137347056,572.3994442906769,439.46911699691555,570.8302067840921,371.30120928871554,505.1166096632088,699.2828032889333,441.0261928629371,436.3590426861657,467.0399858683661,692.9906821355843,399.7072097720794,614.0956798252996,577.7472671666587,375.4336347092098,589.193097267563,525.2605169624397,836.613963637815,601.0843274544676,480.53171966253285,449.0247484001095,593.8371528418779,369.7436013729766,719.8241332444517
1983,420.2901874184608,586.5268495927992,360.3930281544016,275.8590626410728,327.71504885416596,422.7223175352634,577.2362549672047,737.2042181715005,567.3417364679995,399.8547651238592,480.23354817543577,659.2069720896859,781.8717104310582,675.1959713293787,672.1884336487269,424.57985952177955,575.3370654488455,430.57222727173354,633.480087349931,727.74536260542,448.79488846438727,458.90059356647396,601.4336798256608,364.42079139735426,293.19479139439215,334.2789549380188,389.75221618285394,282.96097651282344,479.3980728085786,505.92741362507536,590.7386614607834,753.7305677318398,552.197789957627,399.00458680286675,492.8298721765458,607.9546319885803,782.0058496222541,682.0752328855772,617.2284278780784,438.25910433376964,574.8249253449388,418.73656126599644,580.0677478226714,685.3511014357197
1984,546.4907259941099,489.0543615332357,402.9392001723056,215.35014577501835,825.8548305557738,606.8863438488651,524.8777640908551,321.13269506540104,557.7750066134192,545.1026392646509,589.5477108428362,504.078322374531,606.0292587351248,480.78542282096925,437.4463452135186,747.6396054026704,332.90663764368304,420.2104140950027,476.1231114528355,242.6115231087851,447.741997533086,553.5121569631189,555.9476257731075,432.0697495308023,230.7051316982206,828.9011511522415,612.8082142869875,388.50263169180926,608.236908838019,380.9009146897316,533.0165290052778,293.5921623550223,599.7705897667952,582.2713716692783,593.0692228917085,489.3406152717174,597.7370484166563,487.49663709548895,432.3589851584087,682.4885384478798,323.06554217744156,464.3678873128823,438.63020776280456,231.88560111847616
1985,586.429736703634,558.1380036538524,526.42350962501,264.71574305934627,713.5378490356818,637.9521571834784,532.5065913222757,421.21826108518866,701.6044138321463,494.2796838165916,520.8646842974703,387.1738551537529,427.3662816018384,483.00528992214885,527.1932860864836,318.3345575186356,707.1717796327978,663.2833593994519,528.8593378288853,441.13119851200764,433.69484096193344,575.5121709587031,611.4831431967823,510.4620870230372,277.43484936251076,676.8030078312357,621.7384528475548,543.7420983907681,500.47838515017975,566.0147138422642,524.8385779348748,409.3226300325617,693.8915178574314,487.6134762317972,520.8994572107856,377.29635294601616,415.5847277097976,503.3856052813443,514.3516766834597,322.12853781469676,684.9505747622377,677.8774507664948,503.5140856310039,426.54007118267714
1986,554.9558048248292,773.2726491113583,459.6512993776692,258.0117743233081,477.3631598731331,495.06205152864453,772.7721565445866,312.25989635008193,567.2258728867055,688.5530080690382,485.6907235416514,742.2697564567044,443.77454693646047,343.4534026926776,491.6852440781653,804.2089255780049,432.7184404198508,531.4920589575906,530.2211333867518,866.9586421770528,515.8141688920022,1018.4588016467775,839.5368740249534,446.96786606513524,253.00668131622703,480.9033353083144,499.0076817598146,542.5107149579139,683.243602730952,399.41284086755326,798.8339530177635,302.50685178331486,502.2617812159575,642.7945430259913,504.3613628508913,720.1684067261416,442.0231410206393,380.6530442983077,488.4165709298617,765.6510043708995,421.31478422962715,530.0786238397352,521.3339467273985,796.7590594665796
1987,522.5385254323483,630.7746647793872,293.9444363925844,549.5712143161604,522.6254923154507,551.9503696038458,480.2756181802764,826.4633842576603,317.34480421048124,753.8927114761317,692.4209256818086,529.5438203069002,447.76228985544094,319.8544235535367,590.5422042669747,519.957863037188,716.0286726069545,404.32725683998603,771.4423505677572,525.0768390717667,798.4774735396377,546.7930969100349,653.3566678911579,276.9687522784862,517.5736408767879,517.8714408150762,539.3969795308478,645.1827773567064,551.0992500484031,760.3645276628283,501.8806576335449,787.1456397906423,333.6246578881115,760.5460575416832,699.7862044243651,526.9193822412012,457.64333312582215,323.58728357891016,557.1017894624565,517.2570419246484,673.0392867775969,407.66397030151666,750.849489562881,495.93578024636685
1988,648.6055036783216,331.82306678245885,451.2204416136236,460.55388310900173,613.2619473928038,562.2896981782308,658.063212962808,813.6157442364351,584.7501352448455,576.4524645608894,593.4751829256164,555.5811684060003,904.6493669217085,515.0336329621455,537.3629692395722,465.1246946753419,594.0290452002278,608.5407702958663,404.07501603184704,666.2222445682644,495.29829524858945,523.1051423392514,364.355677247915,434.59826393954336,453.71992726395433,570.4718977785169,557.493182640032,684.4430078491515,396.50824308868533,731.1850222436029,664.1787389949109,781.4093683647652,576.8464874087805,564.4990001664933,629.0845029767138,519.350219790089,862.3481511432582,520.2368824627215,576.5190709308151,465.6236060472086,595.2305895380064,583.1653221273102,391.0302918158747,650.9647155817593
1989,682.4434941411015,609.7557776462143,221.29248622132602,598.5817502323818,283.848783256671,740.666960221481,492.9037321083073,810.3162940561839,491.39383510494184,501.262877591823,646.244803150009,534.1332119150784,297.0263346142025,434.4642606722652,677.5947677830414,449.8956739805444,492.94416209132083,613.8769801613788,769.4179725663209,425.8255539841346,678.4355301294408,526.983819622382,624.9700167836118,207.34277283034308,590.8256854223871,294.25985426589733,727.8662087854702,708.1947654047019,855.9458865835525,485.3113285631173,487.621840364158,739.4118739282535,513.0210597856194,511.51089863525783,649.6792325551654,498.14772869179393,300.0479076849135,460.76209801302554,666.5112571038842,426.33983322286076,478.15346172872995,574.9466046385553,693.5707863711767,398.9340660100713
1990,545.446713358164,550.3284822735436,747.0956677921967,460.6661978798073,312.2099432184546,509.7068493812862,683.039283499385,519.0006594343733,459.6981127434361,723.8547091883761,595.0279242851461,548.0383385908374,540.2755899276664,824.0423424009005,454.7929877753216,566.9108223165624,405.33396386291514,905.1713710724126,478.05664239043887,749.2728418050384,314.56152708929085,592.0144912161217,612.0598502106681,757.0412403051936,409.77990036107144,321.09231925218614,498.719934012657,587.1687997916838,502.1257904536343,317.1255627939448,737.5148963368971,498.33476225196995,455.560548250549,703.0428365929606,640.9823143561246,546.7142153332081,538.0289609221857,849.3984820692898,455.95875654874726,578.7617184321407,388.27953557441026,904.61375225696,458.15315760378803,701.3759809163661
