year,ref,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp26,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp26,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1991,0.0,-3.200858234097822,-0.07236661398609101,6.659476961432901,7.05612500612564,8.806590555473875,6.076609177447807,16.905287017298832,14.328005825492497,20.354076588993422,5.287037482848177,5.4825682091051675,14.313108246349103,7.076609177447807,8.175305639272764,18.605473237038126,24.575678078751338,21.46767062996176,-0.32003886724493213,0.7283782649710844,-1.70737592497305,-11.163614286239351,-14.565848923110849,-13.623577042291487,18.243107636701154,17.48310893605185
1992,0.0,18.786106384151708,19.694858711898462,-3.0295360739488473,-5.012776297412529,-33.68502955625797,-39.3286515301872,8.62223301357443,9.093368953984111,8.380147352494362,20.581264670930125,19.873629661619134,4.735095476995568,0.8438345033323458,0.8512832929040428,19.584989065715973,28.46767062996176,26.74886243629325,18.165994652308143,19.28331308806233,19.212549587131235,12.205100797559538,11.73955144932863,13.13806169141428,-2.340523038567099,-4.4801878430363615
1993,0.0,20.981637110408712,21.030054242624715,19.93135778079977,20.25724232456139,28.316832641134965,24.642717184896583,13.396907129030666,10.976050518229926,19.812177147652648,9.841972305939422,5.2516557323826305,19.532847538714094,13.603611039645202,14.717205080613539,-16.517431790894832,-6.2548619584926115,-10.439219500392042,-2.789312610261689,-6.349834025531706,-2.513707396108998,8.25165573238263,11.482568209105168,13.476981616926395,-2.1431301149171844,-5.090988587915319
1994,0.0,13.493741393462699,14.577540276144262,-2.5751599100754703,-4.241826576742142,0.22186057409585658,-4.536053764824075,-1.2585863532784458,-1.2585863532784458,-1.0444336530922271,6.314970443742027,4.771208805008328,-3.020225086984226,-7.5770221074683946,-5.772552833725385,-1.005327507840832,4.501190183034396,-0.9196664277663444,-5.200858234097822,-5.901044453837116,-7.189685049740277,-9.137543522738412,-9.387077973390177,-6.828418755513084,8.942530965157303,9.76748441022248
1995,0.0,19.11943971748505,19.130612901842596,25.532847538714094,20.789830778937556,3.8717674642262097,-0.6868917536508974,-15.055606837449773,-19.16920087841811,-18.884284677300798,12.491879196069775,11.270277706311859,-5.79862359722631,-9.712962517151823,-12.372180394246797,6.84569670072527,13.054262808732716,8.892251635548362,-1.4001133551406468,-3.847040729442327,0.7656222128295553,5.881536746024281,9.10986451279112,20.727415742081178,-6.70737592497305,-5.249275366313839
1996,0.0,16.396907129030666,17.139923888807203,-12.750206465010294,-10.202720431490746,-14.781863820689992,-19.68316735886505,-11.819107768548477,-13.396388960354798,-10.77069063633246,-22.007189705233756,-22.14126791752426,4.512363367391941,2.434151076889151,3.987223702587471,-12.344247433352933,-4.856351716406948,-13.739033280652748,-0.4373573029991178,-2.2865193141723097,-4.761379649367839,-8.608679463148093,-11.722273504116444,-14.020225086984226,-3.7259978989022926,-6.27348393242184
1997,0.0,22.208825192345387,26.631544000539066,13.078471374840731,11.815901542438496,-5.876835887729101,-9.137543522738412,12.702307501470145,12.296348469812798,13.879216253797892,0.23117156106046366,-1.714824714544747,17.8643186746545,15.599886644859353,15.203238600166614,22.09709334876996,27.1231641122709,25.549607315250398,19.236272762621155,17.57405676619777,21.55643329285789,-23.24555097152799,-24.973670152161134,-24.422459723855738,-20.8768358877291,-21.608679463148093
1998,0.0,-14.051882442663924,-10.699927135401353,-12.737171083259824,-10.297692498529855,18.04308962437517,15.363387575958043,-11.064917824414394,-10.906631046015889,-9.290243708958158,-8.444806092570815,-8.187822852347352,0.0561250061256402,-7.5174317908948325,-1.7353088858668997,-12.57515991007547,-5.655234397971185,-10.400113355140647,-3.645923411006578,-2.610541660541017,-3.6366124240419566,-30.43363290821327,-31.90663104601589,-23.888009072086646,-21.539778159609924,-21.86752490076448
1999,0.0,21.266553311526025,22.478843814319305,6.844775174107895,8.03453075824649,16.22930936366754,9.814039345045572,0.21254958713123528,2.599886644859353,2.5198121569636385,15.6352683953249,14.732102659756933,-2.5844708970400916,-8.813521176369704,-4.632888029256108,16.51981215696364,18.1231641122709,14.763760015436631,-14.580746502254243,-17.854489519014024,-15.627301437077335,14.341041207242966,14.24234474541801,13.141786086200128,-12.521156185680681,-11.549089146574545
2000,0.0,13.493473702587465,13.66320135621875,-1.020225086984226,0.1492348757718247,5.741413646721554,-0.5714355152896218,7.935082175585606,7.346627799421739,9.47511941953347,-0.22134240541997485,0.31124604895617836,3.6985831066843105,1.29262407502695,-0.28465711677938543,-2.290243708958158,3.821488134617269,0.7972795685092535,-6.266035142850143,-5.843316334656478,-5.530467172645302,-4.791174807654613,-8.860076111192797,-5.969945757375285,23.52167435435655,26.285175285455267
