year,ref,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp26,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp26,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1991,112.46368715083798,107.33705772811918,110.46554934823091,117.1973929236499,117.59404096834264,119.34450651769087,116.6145251396648,127.44320297951583,124.8659217877095,130.89199255121042,115.82495344506518,116.02048417132217,124.8510242085661,117.6145251396648,118.71322160148976,129.14338919925513,135.11359404096834,132.00558659217876,110.21787709497207,111.26629422718808,108.83054003724395,99.37430167597765,95.97206703910615,96.91433891992551,128.78102359891815,128.02102489826885
1992,98.09869646182496,129.3240223463687,130.23277467411546,107.50837988826815,105.52513966480447,76.85288640595903,71.2092644320298,119.16014897579143,119.63128491620111,118.91806331471136,131.11918063314712,130.41154562383613,115.27301143921257,111.38175046554935,111.38919925512104,130.12290502793297,139.00558659217876,137.28677839851025,128.70391061452514,129.82122905027933,129.75046554934823,122.74301675977654,122.27746741154563,123.67597765363128,108.1973929236499,106.05772811918064
1993,106.28119180633148,131.5195530726257,131.5679702048417,130.46927374301677,130.7951582867784,138.85474860335196,135.18063314711358,123.93482309124767,121.51396648044692,130.35009310986965,120.37988826815642,115.78957169459963,130.0707635009311,124.1415270018622,125.25512104283054,94.02048417132217,104.28305400372439,100.09869646182496,107.74860335195531,104.1880819366853,108.024208566108,118.78957169459963,122.02048417132217,124.0148975791434,108.39478584729981,105.44692737430168
1994,135.51147017625536,124.0316573556797,125.11545623836126,107.96275605214153,106.29608938547486,110.75977653631286,106.00186219739292,109.27932960893855,109.27932960893855,109.49348230912477,116.85288640595903,115.30912476722533,107.51769087523277,102.9608938547486,104.76536312849161,109.53258845437617,115.0391061452514,109.61824953445065,105.33705772811918,104.63687150837988,103.34823091247672,101.40037243947859,101.15083798882682,103.70949720670392,119.4804469273743,120.30540037243948
1995,115.12290502793296,129.65735567970205,129.6685288640596,136.0707635009311,131.32774674115456,114.40968342644321,109.8510242085661,95.48230912476723,91.36871508379889,91.6536312849162,123.02979515828677,121.80819366852886,104.73929236499069,100.82495344506518,98.1657355679702,117.38361266294227,123.59217877094972,119.43016759776536,109.13780260707635,106.69087523277467,111.30353817504655,116.41945270824128,119.64778047500812,131.26533170429818,103.83054003724395,105.28864059590316
1996,107.69459962756052,126.93482309124767,127.6778398510242,97.7877094972067,100.33519553072625,95.75605214152701,90.85474860335195,98.71880819366852,97.1415270018622,99.76722532588454,88.53072625698324,88.39664804469274,115.05027932960894,112.97206703910615,114.52513966480447,98.19366852886407,105.68156424581005,96.79888268156425,110.10055865921788,108.25139664804469,105.77653631284916,101.9292364990689,98.81564245810056,96.51769087523277,106.8119180633147,104.26443202979516
1997,125.45437616387338,132.7467411545624,137.16945996275606,123.61638733705773,122.3538175046555,104.6610800744879,101.40037243947859,123.24022346368714,122.8342644320298,124.41713221601489,110.76908752327746,108.82309124767225,128.4022346368715,126.13780260707635,125.74115456238361,132.63500931098696,137.6610800744879,136.0875232774674,129.77418872483815,128.11197272841477,132.0943492550749,87.29236499068901,85.56424581005587,86.11545623836126,89.6610800744879,88.9292364990689
1998,94.18435754189944,96.48603351955308,99.83798882681565,97.80074487895718,100.24022346368714,128.58100558659217,125.90130353817504,99.4729981378026,99.63128491620111,101.24767225325884,102.09310986964618,102.35009310986965,110.59404096834264,103.02048417132217,108.8026070763501,97.96275605214153,104.88268156424581,100.13780260707635,106.89199255121042,107.92737430167598,106.90130353817504,80.10428305400373,78.63128491620111,86.64990689013035,88.99813780260708,88.67039106145252
1999,128.22346368715083,131.80446927374302,133.0167597765363,117.3826911363249,118.57244672046349,126.76722532588454,120.35195530726257,110.75046554934823,113.13780260707635,113.05772811918064,126.1731843575419,125.27001862197393,107.95344506517691,101.7243947858473,105.90502793296089,127.05772811918064,128.6610800744879,125.30167597765363,95.95716945996276,92.68342644320298,94.91061452513966,124.87895716945997,124.78026070763501,123.67970204841713,98.01675977653632,98.98882681564245
2000,122.01862197392924,124.03138966480446,124.20111731843575,109.51769087523277,110.68715083798882,116.27932960893855,109.96648044692738,118.4729981378026,117.88454376163874,120.01303538175047,110.31657355679702,110.84916201117318,114.23649906890131,111.83054003724395,110.25325884543761,108.24767225325884,114.35940409683427,111.33519553072625,104.27188081936686,104.69459962756052,105.0074487895717,105.74674115456239,101.6778398510242,104.56797020484171,134.05959031657355,136.82309124767227
2001,102.6852886405959,102.78026070763501,105.35195530726257,145.02048417132215,142.9385474860335,106.96648044692738,103.88640595903166,129.94972067039106,128.16759776536313,133.6070763500931,127.80446927374301,126.99068901303538,111.74301675977654,109.4804469273743,110.27188081936686,95.37988826815642,105.62383612662943,100.29422718808193,124.89199255121042,120.45996275605214,120.85661080074487,111.93668528864059,108.89199255121042,112.13221601489758,104.36312849162012,97.10800744878958
2002,93.89944134078212,121.37616387337057,123.74301675977654,112.67970204841713,111.44134078212291,127.81564245810056,121.32402234636872,117.90502793296089,119.23649906890131,120.47858472998138,99.11359404096834,99.1731843575419,127.02141527001862,126.08007448789571,121.98999068901304,115.48417132216015,119.12104283054003,117.82122905027933,101.37430167597765,103.58659217877096,103.30353817504655,106.13035381750466,110.08379888268156,116.59962756052141,84.0,80.40968342644321
2003,121.45065176908753,121.6219739292365,122.90689013035382,129.92551210428306,126.25325884543761,116.37988826815642,114.30540037243948,102.58100558659218,105.25512104283054,108.00558659217877,129.03724394785849,126.60707635009311,112.60893854748603,108.51396648044692,108.90502793296089,82.74115456238361,92.8119180633147,84.73743016759776,112.80074487895718,113.0,111.17690875232775,98.28677839851024,95.62011173184358,98.75418994413408,113.6778398510242,112.66666666666667
2004,108.41340782122904,89.79671011793916,94.59466170080694,115.08566108007449,112.12104283054003,111.52141527001862,107.40037243947859,118.9683426443203,119.28119180633148,119.37243947858472,102.96275605214153,103.33519553072625,106.72067039106145,100.72998137802607,101.73929236499069,107.8584729981378,114.10428305400373,111.57541899441341,113.5046554934823,110.12290502793296,111.21415270018622,104.9851024208566,101.71880819366852,101.89944134078212,102.52886405959032,102.1880819366853
2005,107.024208566108,90.00931098696462,95.26070763500931,126.39664804469274,126.28864059590316,141.15611693971505,136.16014897579143,101.3147113594041,101.24953445065177,105.18249534450652,117.56424581005587,117.26256983240224,126.76443202979516,122.13594040968343,114.12104283054003,101.08007448789571,107.77094972067039,104.09683426443203,124.1340782122905,122.59962756052141,118.5270018621974,118.9683426443203,118.81005586592178,119.41154562383613,97.69087523277467,94.23649906890131
2006,106.42271880819366,111.31098696461825,112.43016759776536,120.62011173184358,115.31284916201118,92.92178770949721,97.93854748603351,101.29422718808193,116.64432029795158,106.63314711359403,119.66666666666667,125.43389199255121,110.39851024208566,99.17504655493482,100.93109869646183,124.80074487895718,124.24394785847299,128.83985102420857,95.38919925512104,119.35754189944134,103.43202979515829,97.42085661080074,102.51582867783985,103.15083798882682,98.62756052141528,126.45251396648045
2007,85.31098696461825,112.37988826815642,111.22905027932961,94.73743016759776,121.85474860335195,122.11173184357541,110.8342644320298,92.70903165735568,104.19180633147114,126.59031657355679,105.60707635009311,148.11731843575419,97.69832402234637,130.19542209807574,88.1266294227188,96.6533763412255,95.37243947858472,127.2122905027933,121.05214152700187,109.96275605214153,110.28305400372439,93.00490766604592,97.69087523277467,110.52513966480447,126.75977653631286,100.95344506517691
2008,118.80633147113593,97.40037243947859,118.18249534450652,121.52886405959032,98.55493482309124,108.27188081936686,101.99068901303538,113.52141527001862,102.61266294227188,90.30540037243948,118.81750465549348,130.22160148975792,107.2122905027933,111.20297951582867,101.1800124146493,113.13966480446928,106.08752327746741,99.59962756052141,95.22905027932961,118.43761638733706,91.6536312849162,119.24394785847299,119.11173184357541,119.24581005586592,114.63128491620111,100.07262569832402
2009,105.86033519553072,95.01303538175047,124.5512104283054,111.8268156424581,116.09497206703911,88.87150837988827,122.50279329608938,121.12476722532588,103.81574591351128,92.97206703910615,102.7001862197393,109.41340782122904,124.19553072625699,132.84729981378027,129.4771091663957,105.56052141527002,98.74301675977654,100.94413407821229,127.6778398510242,97.88826815642459,118.03351955307262,77.19553072625699,119.1415270018622,140.81564245810057,108.62012963999571,122.8417132216015
2010,119.83985102420857,95.47858472998138,103.90502793296089,120.04469273743017,111.70763500931099,104.93544382371198,104.58659217877096,98.4562383612663,100.78212290502793,125.85288640595903,102.46368715083798,117.98696461824953,105.43016759776536,113.09683426443203,115.1415270018622,119.89013035381751,84.79888268156425,85.76722532588454,146.50279329608938,117.08938547486034,127.71880819366852,82.4487895716946,122.4487895716946,140.83426443202978,106.71880819366852,128.08938547486034
