year,ref,rcp45_0,rcp45_1,rcp45_2,rcp45_3,rcp45_4,rcp45_5,rcp45_6,rcp45_7,rcp45_8,rcp45_9,rcp85_0,rcp85_1,rcp85_2,rcp85_3,rcp85_4,rcp85_5,rcp85_6,rcp85_7,rcp85_8,rcp85_9
2049,,-1709.3771884541256,-1875.4762119315283,-2034.2990684505367,-1820.412925724595,-1593.0326595939932,-1997.8027631408518,-1741.9127767126706,-1737.8298293144576,-1689.666365103159,-1773.2152137094658,-1771.1255437939421,-1823.9748591898178,-1945.6871346924981,-1858.8150735311592,-1639.9695104086695,-1916.478407346423,-1914.0285835397658,-1774.3519115282252,-1760.0418357041672,-1833.4550233557293
2050,,-1724.8917457752282,-1758.699106677982,-1994.757549016589,-1812.344983436828,-1679.6695574682722,-1931.3461856185322,-1683.3653392693336,-1867.2922934400403,-1699.8172879260856,-1864.1361831820386,-1807.0365586507787,-1825.022835874021,-1998.659375158817,-1846.7604212448164,-1645.0268646006498,-1888.779871588909,-1799.0695469426023,-1798.8617533268666,-1761.5488061312458,-1780.4881648911246
2051,,-1748.044214009598,-1814.6460113047683,-2069.9379203248136,-1855.1747596482692,-1489.0420536929328,-1888.7800015967919,-1876.2451950190257,-1861.0179026760643,-1683.8804453848084,-1855.097928017245,-1818.0156156114567,-1762.9807097475918,-1938.9267592798133,-1918.316737207962,-1614.1798981752913,-1778.6294623361264,-1830.9997103217388,-1756.9886784315286,-1838.3867511677959,-1865.9428928361135
2052,,-1761.5148102168328,-1681.5822806115307,-2078.536066864047,-2033.7540915680001,-1660.2497411035847,-1899.0751760955304,-1765.3406507788977,-1821.5616924647916,-1732.1506925413628,-1913.5935706206315,-1728.1413488295452,-1799.1680171957119,-2039.9095873157676,-1923.941462671516,-1679.4528858899998,-1878.4760862722528,-1875.2592223636566,-1827.1261835826808,-1763.8320844036052,-1948.0091700364974
2053,,-1669.9607799417718,-1845.3346479896622,-2177.370897783399,-1785.9300888914058,-1717.2983482776026,-1935.0500084196024,-1870.7726621856946,-1906.041535562872,-1758.678740095363,-1827.847697813399,-1682.2154023179537,-1841.3433273801274,-2100.481754937493,-1979.039450953287,-1660.2920022515532,-2043.9790731761314,-1821.264305356171,-1868.131812844635,-1754.5969261964374,-1798.0787070816618
2054,,-1764.2970143708176,-1802.2250249416575,-2086.2279399658023,-1936.0585152692452,-1676.3666069115084,-1927.491173446233,-1738.7420639026209,-1836.9138570421505,-1682.8925153247237,-1855.8702044655802,-1766.7280652436834,-1806.4885321234792,-2129.9656281645016,-1892.19381545825,-1721.7645664399843,-2017.5609312246193,-1761.0844683878745,-1808.5775460881755,-1660.0881525765913,-1987.1506069704196
2055,,-1716.7361093995733,-1862.5431544502117,-2077.9038728805313,-1839.830813493697,-1639.4607900358696,-1947.2764173554683,-1850.9183563669753,-1876.3846190485338,-1722.187833789239,-1847.0151063130975,-1825.8475441396595,-1720.7670006700287,-2046.731380184473,-1952.3767433130834,-1665.6996587026447,-1932.2075620835126,-1893.42029077721,-1946.4662444047685,-1786.2155074927718,-1917.157420973192
2056,,-1691.4676351050098,-1712.1015132513821,-2028.2640878166962,-1948.1640831736163,-1643.9566209863683,-1955.5462754071318,-1831.8518751468905,-1779.9791090486447,-1673.2645186681157,-1747.0236307526502,-1784.242897725011,-1824.172506200921,-2095.682573755009,-2046.7826679997906,-1749.173977551381,-1911.135661990405,-1795.6010993456725,-1854.3478970729452,-1691.521131485511,-1822.8291127244515
2057,,-1668.4686663037132,-1815.7149095293216,-1944.7399147588262,-1850.6511219979589,-1613.1610696151506,-1842.2725421437058,-1768.83832522979,-1751.7950390286155,-1600.2770921453043,-1816.9253256272668,-1723.359354278442,-1879.9629677226653,-2049.6837916711083,-1965.967647326977,-1667.8939940593714,-1973.7706671093338,-1870.802780202794,-1886.0392297427516,-1638.2354427183527,-1802.065700220462
2058,,-1709.7304768766116,-1847.161237581598,-2025.3526894084462,-1926.945010869138,-1683.5234564007278,-1933.769682286466,-1720.9065550293199,-1840.810400114999,-1581.3912957851126,-1868.8662311389667,-1730.908316503786,-1811.8519372906926,-2127.7401745138754,-1894.247275778681,-1612.4892444111279,-2035.3596848472525,-1853.0087548122838,-1881.724969855008,-1724.5983838019088,-1838.3963238940128
2059,,-1830.0290374847687,-1815.467231520398,-2220.9501646112553,-1845.0138318545987,-1639.549159172518,-1983.0770176046335,-1902.545487601641,-1891.5057649147993,-1666.7834776738832,-1772.5711182752452,-1805.830390936946,-1801.8799226913593,-2011.7990306890142,-1912.6571794316828,-1651.2880166574532,-1936.1654439241915,-1852.5066323083238,-1869.6545787383452,-1789.8809413782287,-1880.5330149963002
2060,,-1700.615041650051,-1855.5053113957956,-2197.2059997742585,-1950.01986670618,-1666.095927598773,-2100.0170782600267,-1971.000575299965,-1779.1504383651477,-1650.2401735873668,-1851.673793025339,-1819.2070994984592,-1854.6988829243314,-2111.0520795594284,-1910.0337597532402,-1729.48579707083,-1970.2078871552721,-2009.7784631561608,-1875.8945163373605,-1693.3383288279424,-1759.870214957556
2061,,-1775.8285621785685,-1685.9812513828056,-2112.735467806596,-1896.9460636844046,-1664.813729325895,-1956.9885734034133,-1907.7613534614616,-1760.5500420506119,-1705.3930001977183,-1770.3381100292067,-1759.339459590764,-1903.6421812533713,-2195.5559969279248,-1821.6950983866946,-1702.8328544871897,-1885.102444305407,-1785.1896940950146,-1865.6236557100233,-1729.410811074255,-1940.89814094647
2062,,-1766.1832395352803,-1806.74971416455,-2123.4224093189305,-1978.1478759753195,-1769.5103571255777,-1788.230594626768,-1908.241811336638,-1850.8537234278983,-1713.6638659227133,-1932.7470834345063,-1939.9912327708216,-1825.4531348021274,-2164.914468376603,-1771.158375132899,-1719.7697901792944,-1947.4587967121934,-1885.5320089777447,-1904.2684133444354,-1744.463636030941,-1948.2084684693586
2063,,-1721.6619227487786,-1778.2659530093001,-2052.435905637014,-1866.5404032272568,-1601.688824227209,-1881.222643648393,-1810.607571644005,-2024.3547741648504,-1708.3332772109347,-1777.035994578368,-1854.1319800886567,-1938.1475160478412,-2197.4691622338296,-2000.317620698475,-1707.9314327515535,-1951.9757070450278,-1961.7987915201143,-1893.398272550875,-1767.7754402011078,-1880.136212307696
2064,,-1654.4375541150525,-1875.8043463521599,-2084.9961209496837,-1978.0111141786983,-1731.0850632021538,-1933.4963470330476,-1788.4251289908816,-1884.8052402872231,-1782.59198033035,-1751.5924863455743,-1825.591497901656,-1960.165148559966,-2136.95029343651,-1892.316607867037,-1737.5670637788585,-2013.4256159591732,-1856.931487740345,-1876.0533300315533,-1834.6217118810869,-1995.8513352238465
2065,,-1750.1376891057698,-1842.5345680088462,-1984.3425414664948,-1895.1625283815815,-1620.7379266273597,-1907.632798543434,-1831.469557940295,-1875.7172408587771,-1753.8283626281868,-1850.3870061375405,-1803.390652734549,-1835.4347927284261,-2246.968049942316,-2099.5126081485164,-1737.5579110487347,-1940.419374420801,-1829.9457130635687,-1871.5848275594558,-1821.8739268386516,-1937.0850135704682
2066,,-1698.8039479960016,-1747.5574254493304,-2037.0508786213286,-1923.7024081647778,-1657.1362678739206,-1956.5710742267602,-1850.309462564659,-1832.353334576303,-1765.2102678812976,-1978.9369771962902,-1917.0314173448091,-1966.703637656904,-2130.38792920085,-1861.352287204833,-1775.8256594544869,-2026.2371426203954,-1997.751561448838,-1815.6143591928399,-1823.848868066455,-1904.3570561901174
2067,,-1673.602574761761,-1821.721962858272,-2038.906338622241,-1812.1248007871368,-1682.6108689202651,-1883.4335694544998,-1872.8754696529418,-1838.346732441497,-1743.489171631681,-1813.455130550276,-1771.3263388452342,-1973.0103871643196,-2284.206006166631,-2039.0172774461416,-1798.8085287720296,-2033.2630424742642,-1919.4784423902474,-1857.0433809562833,-1830.5118772586707,-2022.7388540431348
2068,,-1755.1353073232963,-1699.1923784192209,-2229.8195668995913,-1870.9467506277256,-1754.8772356075942,-1949.4192777725143,-1934.6336121509207,-1847.514498623068,-1754.6731995025193,-1900.791967585128,-1757.1092302523607,-1898.7068573338925,-2160.775416167929,-1909.2842227034484,-1772.558395539544,-1868.9724863620318,-1914.368601126936,-1932.6596802955983,-1693.2728981536497,-1950.0459289869614
2069,,-1767.805874281462,-1889.563284808742,-2083.7018081710758,-1867.8488488847793,-1741.071696280469,-1851.5436510070244,-1914.8071157883164,-1935.2994480883826,-1731.9657671648806,-1933.9739811252216,-1846.1072628709794,-1841.823662256022,-2253.621712918469,-1944.777135710984,-1805.638889776249,-1975.0034880685125,-1996.138114898732,-2051.989212180188,-1844.1296047998871,-1939.9799374684467
2070,,-1683.6242519135662,-1840.7592167019043,-2007.607452107471,-1896.163589440138,-1679.3304760085025,-1904.281350593329,-1885.1776620407159,-1902.8200247730488,-1674.1930483986193,-1983.967007124003,-1832.8175846724707,-1825.4000448213096,-2241.4510980768287,-1884.7875513435533,-1770.5147796466522,-1934.997431805195,-1890.6035218255647,-1915.8124676395337,-1702.8876094694588,-1916.011561104564
2071,,-1646.5632043526944,-1843.4170002975325,-2116.150149866799,-1780.227379894407,-1721.9633181853314,-2046.8325834264215,-1963.1106351157591,-1807.0754450194618,-1825.1835849201789,-1952.107044874088,-1881.704792148415,-1783.512603042685,-2107.0747968844,-2018.5344228363456,-1758.6379049275747,-2089.3406423924616,-1892.0683376693992,-1843.6787437692833,-1787.6455769822242,-2051.0734305714313
2072,,-1759.2049727022286,-1850.7563598603324,-2102.7391109460077,-1932.8113584097873,-1586.5672912068303,-1900.0771954995334,-1923.2767662264682,-1864.1457367387243,-1817.3875793905163,-1826.3861126710672,-1864.4585746505622,-1914.724062264465,-2171.7250098507247,-1945.0465903589557,-1814.6838924996214,-1997.2484700141795,-1959.3845978143727,-2063.5141648776457,-1755.1349451744536,-1853.8089880413672
2073,,-1821.855427202543,-1720.176990475296,-2112.2698786909878,-1934.1731970314595,-1585.3013078288363,-1886.4412001499095,-1978.1670761703435,-1781.3665528129527,-1655.7194334495207,-1912.59716208689,-1838.0817251953486,-1908.1205281481812,-2041.9474249348164,-1953.5885791929636,-1828.9923271067187,-1887.8604284252115,-1950.1106704842587,-2084.03560913458,-1747.6377794031005,-1950.1246776213138
2074,,-1798.8405586328408,-1894.6659308517296,-2120.0930824391016,-1705.8295811117146,-1692.0298755991034,-1817.0974750982527,-1921.2044968991918,-1943.468179459197,-1768.3410098602426,-1897.9499909106203,-1822.6816666516938,-1905.5606418768493,-2190.16902920012,-1982.275913408575,-1824.055249027189,-2032.911620494669,-2068.9731869870698,-1873.1432476451596,-1866.0425200470963,-1937.7617355345997
2075,,-1749.696648191427,-1906.5576741968134,-2158.423065847809,-1939.0211122276364,-1576.1293200970067,-1853.5496752866093,-1854.6575892579226,-1799.9976575166247,-1606.7185467181598,-1794.6106603249086,-1914.2496394834398,-1809.8966114431055,-2215.091569192594,-1981.673979178891,-1888.50449284665,-2042.6870462748238,-1976.2479697141466,-1976.3123852919866,-1826.3820176523159,-2006.9478450916345
2076,,-1674.5609342516645,-1820.7199946679862,-2080.383871547932,-1801.5526274878562,-1712.1876600273931,-1953.0573761242863,-1739.1892193682265,-1858.6458122781946,-1751.143540646532,-1783.0108909270402,-1869.3478359699889,-1930.5562606772787,-2217.197181704473,-2008.5394542103968,-1896.8129241716615,-2100.272891578522,-2109.0283610076212,-1927.4677339432,-1822.259872751073,-1990.9717948558705
2077,,-1690.356522391447,-1843.8122699768564,-2146.940551965725,-1909.4764666408996,-1772.6797107787252,-1927.9446049992075,-1831.5817056053238,-1863.8564717016284,-1690.4326278649355,-1969.9790024696244,-1840.1010493090776,-1927.3347730810656,-2334.1447256112,-2016.4958809924506,-1661.3503754372714,-2064.2589560769597,-1935.6850808533027,-2038.0924033102406,-1883.5764083711902,-1963.917315604483
2078,,-1722.35694344605,-1859.13056275716,-2249.640408964397,-1913.7254678905651,-1641.346397039158,-1828.597342745159,-1797.100756255113,-1863.406968788226,-1738.849234925612,-1900.2046366978084,-1908.6822477995324,-1948.896522331751,-2230.8875106076994,-1983.1409939584282,-1882.5332228300626,-1993.9535735823583,-1995.961858550766,-2025.44573745374,-1858.7090546006402,-1958.7634323091524
2079,,-1828.6378645162422,-1792.292684312566,-2129.0930779289347,-1899.9632425467385,-1645.7272689244478,-1806.8061846668134,-1860.6709767541865,-1930.0749870199484,-1800.5680017277527,-1868.2902025266299,-1936.419748679385,-1921.722016710024,-2252.821652557313,-2018.881210513623,-1890.9386272148422,-1898.654909296873,-1970.5930672400573,-2012.1843440748353,-1866.7885008054286,-1928.924079590311
2080,,-1949.6424018896032,-1824.3738082363398,-2103.644982475039,-1956.8545369273147,-1660.0347827159567,-1934.9681011642674,-1954.9125268619555,-1959.5265977944964,-1760.6954441132007,-1899.1770874164622,-1932.597134233794,-1972.1022315532646,-2335.6131947083572,-2130.467612437899,-1848.3104274222674,-2027.5403578541964,-1999.3545665274878,-1845.2616553053263,-1864.3804784838517,-1933.7697878018125
2081,,-1777.0507810632698,-1816.626164507316,-2047.7137897595617,-1875.1347582491958,-1778.3327126573631,-1974.8954735201924,-1921.8637036171945,-2003.2381563116428,-1669.7363640607923,-1874.2291197944046,-1907.343710008251,-1889.7551700737713,-2390.6274917364794,-2000.93525870845,-1825.2973467671436,-1978.6277844693473,-1937.2487108772802,-1965.8438252174046,-1776.1093943559645,-2033.0189108233976
2082,,-1741.420497010668,-1754.1003183120915,-2056.589525127526,-1803.0663286885133,-1658.6958229831885,-1876.7461663083755,-1876.577520303842,-1813.2077607618057,-1693.1553221182658,-1817.3307342427106,-1869.5664415552983,-2009.2966143998237,-2170.5342580646056,-1963.8813939993925,-1929.2306204873653,-1985.5106550355022,-1956.2078309638478,-2011.980392649276,-1928.1224782156783,-1989.8163850507626
2083,,-1695.7042207558588,-1924.926891274397,-2245.90328683072,-1872.1469288535422,-1702.7967629295267,-1893.7409522408198,-1800.5652397470694,-1893.7242603214531,-1600.3886038432674,-1919.6556614184042,-1908.3305433917376,-1913.8697603354094,-2351.985377056941,-2055.3433478636007,-1835.0098269816576,-2099.543038503228,-1916.5209317226563,-2028.4266631732016,-1930.9401044612073,-1916.3528812442883
2084,,-1785.920273509159,-1873.7823732103607,-2139.7252274083016,-1986.1070928413583,-1622.6488127514576,-2092.866735574552,-1812.8710412047071,-1856.7025384363033,-1695.184576844208,-1832.674535829237,-1949.337590369686,-1854.4394229969635,-2311.798358155397,-1977.5029402439495,-1872.161387078986,-2018.45832369046,-2099.8950463809488,-2125.8374538448006,-1745.8209839316146,-1961.9461196414386
2085,,-1878.505956551844,-1749.9655283359339,-2126.941509346332,-1890.6860752750404,-1637.9526302861195,-2034.8810648261588,-1853.336406123531,-1942.4394905792556,-1744.2265622710338,-1896.9232962952406,-2031.8394339005172,-1876.8559019640888,-2310.3576731846438,-2043.1290023974475,-1793.3139693996663,-2030.3737314429663,-2103.165152076355,-2029.705780963944,-1831.1295396054938,-1949.40175450272
2086,,-1724.303545137354,-1882.0408817641246,-2112.822417550877,-1855.882866683873,-1756.918636630633,-1823.3428638238502,-1753.9328858768404,-1869.2805595977316,-1714.9964933973815,-1964.4639778322567,-2011.3403455374255,-1967.4625393256824,-2265.88932377823,-1999.9878677081374,-1913.990379321393,-1962.8370040578443,-2170.643290909369,-1996.4444949355488,-1814.975588004475,-2019.5962657319797
2087,,-1802.8056313130996,-1769.0745666799407,-2084.1807356423046,-1871.6908875310119,-1702.5297266396497,-1922.8950538796057,-1886.6172879646192,-1939.1271457188905,-1643.1125686579926,-1873.9803984032314,-1855.0208492433894,-2025.4022817875584,-2313.861209639036,-2047.406652468755,-1888.1304161775847,-2015.6470725359063,-2067.394291600311,-2055.5053812277633,-1837.7154391737613,-1979.8606882250965
2088,,-1828.71458831087,-1840.0340248818397,-2162.5708537217147,-1798.4517527055,-1702.8022579314893,-1948.4798607236303,-1934.3300462438337,-1869.4448040594516,-1747.1314527047966,-1932.3131840890187,-1910.933181948319,-1974.7540167485145,-2431.694995407349,-2042.8776874108394,-1931.9190319559843,-2111.9804470215286,-2066.4810628074147,-2123.0154282851595,-1905.5450082051507,-1922.4559644691558
2089,,-1822.8883707656696,-1853.2728075163586,-2180.7372547064747,-1890.1273290616,-1736.8800683046557,-1904.7514990261375,-1775.978630243907,-1884.0867899960263,-1712.4954266084965,-1987.4953045502066,-2021.6607562512572,-1961.513695802225,-2427.1622266938007,-2082.2657970336763,-1728.8839662365704,-2037.8436066123772,-2206.069999605162,-2114.1714102615265,-1820.1565380615561,-1956.305779337833
2090,,-1829.7334426296998,-1787.6732985222202,-2062.3352876018016,-1863.4940026859877,-1793.9876405028872,-2174.280054844909,-1823.5513054938729,-1902.0016759957261,-1654.9450226290478,-1900.19098027064,-1966.2813911886706,-1965.5803747122204,-2400.610023121895,-1983.3322518192876,-1869.457275428878,-1925.1149833729655,-2006.2219570591833,-2049.4684978177106,-1827.0408573671102,-1908.1775622210625
