year,ref,rcp45_0,rcp45_1,rcp45_2,rcp45_3,rcp45_4,rcp45_5,rcp45_6,rcp45_7,rcp45_8,rcp45_9,rcp85_0,rcp85_1,rcp85_2,rcp85_3,rcp85_4,rcp85_5,rcp85_6,rcp85_7,rcp85_8,rcp85_9
1991,0.0,-1533.7778822007376,-1706.0815589750264,-1764.410759575478,-1702.946900256191,-1395.316173209298,-1639.1082332537594,-1580.0750531731978,-1705.9477860801944,-1547.3350048507136,-1691.471519783198,-1494.4372433037834,-1703.9884974162978,-1769.2202613245495,-1683.5241160289652,-1391.6609331790055,-1624.015491631334,-1580.3431363988138,-1699.7494088001718,-1539.5328150066707,-1683.850608372531
1992,0.0,-1487.7947213587881,-1715.7785363699318,-1921.1280401385698,-1747.6469707108004,-1332.6517981506322,-1658.123124841628,-1491.8537013283621,-1640.3960230324865,-1443.1496286502615,-1686.3867809086578,-1461.3285852007853,-1713.1460386656922,-1929.0276774611311,-1731.3012029656784,-1331.0011245429446,-1642.3318408659825,-1500.1292588656502,-1636.9447322671858,-1436.8017510390355,-1672.9461266073663
1993,0.0,-1424.571785765871,-1643.2325884879983,-1858.8404485501,-1662.2514802032638,-1411.474297546406,-1649.3545250169677,-1618.608355767773,-1698.7618266442746,-1550.5870283600007,-1707.8923130836201,-1393.7092336444794,-1647.582146483414,-1867.8136537886683,-1655.8097204624037,-1412.128780633484,-1630.3495693619957,-1619.3993071492023,-1695.2057895203893,-1544.6817290877525,-1687.687230952327
1994,0.0,-1511.7162302664779,-1646.7658072834242,-1812.9814348381215,-1751.9706235922213,-1416.4858129639783,-1707.6887957560284,-1609.9569358696835,-1682.8354505567481,-1602.945945083267,-1764.874491471735,-1474.2836772893893,-1643.0212261962006,-1828.9516228067075,-1728.1624552310514,-1417.195841338736,-1690.3120160758708,-1611.805057772512,-1674.930066363143,-1594.720502475523,-1743.3200354714418
1995,0.0,-1460.5108609092,-1593.6312733238574,-1860.067655468671,-1768.7813855077434,-1337.5049120578824,-1703.91082012559,-1591.4673462792043,-1684.2134091012008,-1521.5911977402216,-1790.2839723460306,-1431.062379594544,-1601.2404603296577,-1873.082017886161,-1754.2938184819295,-1336.9567218981033,-1687.2399250468115,-1589.200826300124,-1675.0082093348278,-1511.0812231393706,-1777.8402710079517
1996,0.0,-1592.4348591801208,-1759.3496537418196,-1855.7168006758372,-1769.0637747941728,-1550.2559925622609,-1650.5940626377733,-1643.6481867947214,-1601.178181934462,-1538.7030119384453,-1693.2775779240055,-1555.8559559531982,-1763.0695900546766,-1865.5452065247396,-1750.2788566958989,-1542.4131080402244,-1638.1918371936995,-1642.1805934935996,-1596.719822493012,-1521.2992764154342,-1676.0237426406134
1997,0.0,-1556.263673187536,-1708.9789624661985,-1893.7042056158116,-1722.6050032403186,-1457.9678317122966,-1677.916628713414,-1579.0376003865372,-1608.4670965637415,-1613.404025217535,-1719.30867008418,-1522.482599912391,-1705.1035675825847,-1897.7645981374774,-1710.0108247356698,-1459.1708394448829,-1657.7933650783693,-1585.2413905868038,-1605.3318194697413,-1598.427918284336,-1701.545126179772
1998,0.0,-1605.0298594848523,-1642.5934091877348,-1869.4866127993782,-1701.729153950102,-1534.678183110323,-1723.7352426986872,-1654.227771433128,-1779.3146840281402,-1637.132774685624,-1834.1697904727093,-1565.9903447926145,-1644.044598521472,-1877.4353875907625,-1687.4350396663067,-1531.0046596868906,-1700.3750365154447,-1657.6278148143442,-1785.4615047659831,-1616.967418354429,-1826.902555100759
1999,0.0,-1482.3161035008284,-1569.761301098405,-1836.305398686763,-1741.1953085230548,-1365.6284251142138,-1683.389653471434,-1641.747143031806,-1746.0889462942241,-1531.5487003967846,-1765.0472387681598,-1452.4475103577456,-1572.9148951931534,-1843.9592816440738,-1728.4435070966442,-1369.832111983188,-1664.8899952559696,-1643.6227340569744,-1744.2335655103698,-1523.2026563097065,-1739.2252383801538
2000,0.0,-1476.684685819358,-1767.9824175147673,-1829.9263766146835,-1701.6626546863204,-1427.6310831316673,-1636.227617182492,-1707.9662518981995,-1711.6474522287344,-1603.7572350447858,-1678.0447504353415,-1441.139427084141,-1761.386683931743,-1835.5186734164336,-1684.300532856787,-1423.4081650096655,-1621.6054834908919,-1709.2226411585898,-1711.0625960561647,-1587.6006917829718,-1666.7735724265826
2001,0.0,-1627.745363116861,-1682.9662568144154,-1920.845382521586,-1701.6434449565531,-1395.259475761798,-1793.3267417642737,-1558.261255029779,-1690.8190612508743,-1512.2138328554988,-1753.7329616210127,-1590.2436446853217,-1681.6372561174708,-1933.1071776131907,-1687.1461117515728,-1390.7849088541802,-1776.12265025228,-1551.9467277289077,-1683.8883170129116,-1505.4847645954183,-1732.4584428363796
2002,0.0,-1592.6695239813944,-1672.2925698861645,-1905.776484273506,-1632.638652184868,-1463.7758275853344,-1655.7857155317652,-1706.5701918422283,-1728.2524436106542,-1461.2982729285795,-1786.4916767014415,-1563.28510145775,-1676.2423499586957,-1912.4371924473057,-1625.9571554940012,-1455.558753535336,-1636.1694073235099,-1711.6589201440083,-1723.6365244695457,-1458.3983670187067,-1768.6860134292801
2003,0.0,-1566.3975416193844,-1621.6331431570493,-1819.6375763739127,-1687.527298676002,-1486.906029891396,-1767.338899678875,-1777.6572788353606,-1746.7042441876588,-1556.8083446222568,-1733.9889155982496,-1540.5669192035489,-1630.06951917146,-1832.595100811188,-1668.3897749299795,-1478.0065737848377,-1761.172570733298,-1764.2894789320208,-1745.8070127125798,-1540.2831574726351,-1714.66431577687
2004,0.0,-1683.74934811925,-1706.0268321170588,-1904.9392075034502,-1757.4400314026875,-1510.9050289666607,-1804.585726710989,-1617.0491448575085,-1726.5870142888675,-1563.4354385016877,-1850.4397183191572,-1633.6454017854421,-1710.4881899856214,-1915.8114216750923,-1739.612115272856,-1500.3004348221957,-1786.0316157042457,-1618.7089811258293,-1730.2862727276288,-1552.5936529310952,-1833.2824187828764
2005,0.0,-1716.6891679021132,-1692.4906767866792,-1889.8261738531228,-1761.616770081113,-1465.556584119081,-1661.3385508888437,-1643.2596791232427,-1631.1854198940418,-1598.623776456855,-1812.3858418258073,-1670.3923543745536,-1701.1175297881168,-1905.06547750573,-1734.2024056067226,-1456.0780569619878,-1647.0124123137925,-1644.7652426588193,-1625.118922962778,-1595.9498759232774,-1798.9584115374782
2006,0.0,-1560.245270479149,-1708.3971709504149,-1960.182265656781,-1717.250316036208,-1409.6452074823524,-1766.2421924551118,-1668.9687305688867,-1775.7408288386105,-1663.5762673676272,-1752.3716897215618,-1551.0648228744758,-1569.0025330024728,-1917.2725566671593,-1756.9355137539324,-1389.576791211376,-1812.6431140537074,-1560.4751316716356,-1788.6994813301353,-1641.411199685071,-1755.875755961666
2007,0.0,-1554.1930694860653,-1714.7954749387782,-1878.0240321728886,-1755.8025828473856,-1402.9721066276156,-1758.430352515396,-1723.2413327176882,-1744.5109850305844,-1568.247602760554,-1746.761889573428,-1565.1951896645392,-1647.740944227974,-1847.803021032201,-1635.7291373109651,-1363.1585528672877,-1903.9144290617714,-1644.2535229445693,-1684.6356160575447,-1527.251893762119,-1778.1387227031391
2008,0.0,-1542.7340007393495,-1748.5892691289646,-1904.4003796900424,-1811.600819835277,-1492.5376526708087,-1786.532918567695,-1798.7237958718056,-1666.3568740393252,-1617.9535321294547,-1761.3927931496405,-1536.864282341688,-1744.601088464669,-1818.723545337702,-1827.0704187621168,-1440.5399920924228,-1740.1282792879038,-1762.1282435607127,-1780.4516445873214,-1477.4537604780044,-1731.2808112172556
2009,0.0,-1630.974702166784,-1684.1317728605718,-1875.9562603087518,-1803.6375453988408,-1430.273762497361,-1693.2446079298247,-1744.4408587400785,-1792.0311628875056,-1537.9042943528075,-1726.171420436584,-1445.609574105958,-1711.6275633492537,-1869.568624778826,-1847.5059223684348,-1417.0425110885267,-1703.781422339228,-1728.0823810276756,-1751.4367911547015,-1497.608723395741,-1757.1862355438025
2010,0.0,-1700.8403612839802,-1672.5670006794712,-1971.7139042534122,-1815.6791316297458,-1499.7213478173026,-1839.703750957096,-1791.8419123632866,-1761.9177335449272,-1593.7555301325847,-1753.94788100932,-1703.9828089059897,-1711.7761263145007,-2000.8111327584584,-1749.5767068709579,-1379.8843806326909,-1645.588135469353,-1761.0985270875508,-1643.1085786174235,-1588.745133861999,-1797.8370209986533
2011,0.0,-1680.4023486826804,-1748.5838825196338,-1863.413087614499,-1816.3220290682402,-1572.3501688080223,-1861.4052485343855,-1749.259056441328,-1863.018464086931,-1544.12515902115,-1732.596557872148,-1620.7781988233914,-1634.562321879488,-1870.404776205145,-1683.2061577013687,-1396.1812317205727,-1756.366487642566,-1794.9734572033285,-1746.6469346420472,-1591.5229028157519,-1857.2777634577478
2012,0.0,-1506.5088912707483,-1654.1405095546183,-1824.2629674317427,-1851.1300649249029,-1450.4069210426064,-1796.3734334866176,-1687.2627895035694,-1708.8302879287362,-1630.7838195832524,-1839.1458894233115,-1660.2755118988707,-1713.0828465684535,-1815.818681577887,-1817.4038513001897,-1426.6071001014893,-1852.3493811488943,-1665.174618197963,-1713.259607045039,-1521.9372129184007,-1657.3703235958242
2013,0.0,-1468.0760702355342,-1692.091615086173,-1919.474145775499,-1753.3320992480812,-1472.3879187981283,-1731.8212642071453,-1702.717408313657,-1716.1791495214607,-1722.9722944773648,-1784.7414096627622,-1489.7846552439687,-1696.5209431781545,-1884.014412682915,-1868.5266677609284,-1487.9518748481482,-1863.0396418648265,-1704.2916033657207,-1839.4269415871913,-1526.0590293055811,-1773.8076108732394
2014,0.0,-1557.0483970776231,-1736.437018604442,-1952.3537460804546,-1797.1763601572775,-1487.4411456806884,-1761.7904568984836,-1882.9464682041626,-1691.2312870424744,-1603.1947897707469,-1750.4794428124283,-1498.7544647595587,-1700.003251391282,-1863.7018575439497,-1730.2682318075526,-1519.8622058844257,-1805.3582000429356,-1730.402333895473,-1862.2083893822164,-1643.520965328329,-1798.4886048099233
2015,0.0,-1661.8324431992587,-1726.3940660466628,-1887.2378118608717,-1775.9202531560227,-1443.9424124901348,-1884.94386336068,-1731.5989672847973,-1772.9519681256943,-1479.7649247473146,-1913.0171087635222,-1530.135275436909,-1683.0922686845256,-1781.2213707049993,-1776.5790279076755,-1352.3588279685005,-1740.2554976922456,-1716.3695218183038,-1816.8780829883221,-1611.8922112491277,-1695.0312210197112
2016,0.0,-1626.7691479813166,-1713.2152719252372,-1887.2338357389078,-1788.2252862185119,-1510.7848757556999,-1914.5563730657477,-1725.2353455103084,-1760.9392652637107,-1601.0200356130617,-1725.179631609194,-1768.2501802225484,-1693.9402859400298,-1869.3896819072818,-1768.0877379551985,-1565.3438625418594,-1685.6783034955984,-1763.542101234401,-1884.1509305021173,-1735.4303324343668,-1733.5619613867716
2017,0.0,-1714.6814145590997,-1697.3780848834876,-1886.9345930832314,-1687.2893943460413,-1601.5543255204152,-1809.3908005345215,-1685.3641918679455,-1632.4660464968983,-1507.1157141097,-1767.3479565274179,-1477.3634286848119,-1678.746169708967,-1896.1100182625867,-1784.2663564777408,-1447.8625713757328,-1761.185949318437,-1680.8037507594586,-1817.5770198773089,-1661.7341192433237,-1775.317403231878
2018,0.0,-1539.993531301005,-1654.3460810083302,-1982.8439189124406,-1711.993850290516,-1490.7575773504254,-1792.5158056081923,-1784.9539612517938,-1709.41653981326,-1606.795642809057,-2014.1816923098963,-1618.9652392211397,-1713.7777984874697,-1932.822549776995,-1765.4954655315764,-1425.084963481052,-1841.0730587832095,-1712.438795746551,-1705.0439465207137,-1644.35370904019,-1800.6628956620507
2019,0.0,-1599.8689615823682,-1727.7671310356131,-1854.8786464009702,-1724.0885801145942,-1417.4140220637832,-1760.853997573924,-1825.3870547709153,-1794.5975417286104,-1621.4954295561733,-1803.5416838137317,-1574.1388832919533,-1648.7309883519692,-2001.1457713060709,-1804.6823989124955,-1461.0000389641268,-1776.6857034068548,-1668.5567821670356,-1717.0125485173621,-1694.730495499687,-1817.9954470484836
2020,,-1649.4296393223412,-1708.5410631696845,-1934.1399962737223,-1744.2548599795227,-1408.3338057626252,-1820.2267750872215,-1841.4700494873346,-1716.3385176348534,-1616.5371445330302,-1813.327782386184,-1601.00335070948,-1746.32174337675,-1832.6882837169892,-1679.26181958075,-1487.040718803085,-1942.1873216279646,-1734.0708063214856,-1716.90481316449,-1718.6211767412083,-1766.9837429168351
2021,,-1612.0619705557206,-1766.6490144495383,-1806.8272730339343,-1834.7994178047065,-1468.8573251873795,-1867.57813320802,-1754.2235902982948,-1884.5421870297446,-1680.2631172505285,-1845.8977306444076,-1586.471329923213,-1696.1085633042294,-1956.143400412806,-1764.1239835674842,-1455.4662273932845,-1795.101707674622,-1643.748416094927,-1704.2510554594355,-1592.9964621503295,-1703.8996480496867
2022,,-1605.0948280054217,-1776.645420852663,-1897.4238845422374,-1804.2762117664543,-1572.4841694439465,-1694.1084491722354,-1723.052358578232,-1755.8261451060284,-1712.157023800839,-1870.120762540053,-1567.077783429219,-1711.4479518098133,-1932.534965232032,-1702.3015061966826,-1473.676965212404,-1865.8344875555358,-1779.0669764244144,-1859.1635785784888,-1650.5419161025507,-1841.9986477980924
2023,,-1644.5680260825893,-1759.4230033005115,-1869.4344290213614,-1907.4612085028289,-1610.3977070393626,-1642.5392470270972,-1853.6561923923127,-1712.4750089349773,-1792.8780647034646,-1797.2436339264332,-1629.5090542977618,-1747.873047414912,-1990.3558202443628,-1778.2154759916843,-1550.4439571501402,-1835.525263893766,-1864.72033232506,-1717.3124351852775,-1587.0343714413702,-1823.1594248268434
2024,,-1658.5002963609086,-1681.8297503287185,-1981.2932392909406,-1834.0069739476812,-1449.319876718846,-1805.099468201221,-1800.7045259579572,-1714.3673687106188,-1672.0132155541291,-1837.778750325383,-1605.7582966787304,-1718.6414121015168,-2031.48612832673,-1813.8756104712252,-1458.1875116263127,-1885.1027974500116,-1734.0749076204997,-1701.910164833479,-1670.6073324401582,-1784.977788863388
2025,,-1662.3499027890357,-1767.0172807934846,-1871.2299324726976,-1803.9985502146533,-1588.5843161900907,-1839.2266022004233,-1686.7066285297778,-1764.5121910558923,-1601.238188924377,-1856.3462767282417,-1572.323704300241,-1618.8246983563536,-1982.249328684717,-1802.7513442608938,-1529.3087978098383,-1821.948725831724,-1803.3937084362105,-1764.9308363983928,-1728.9689425004167,-1740.860816272766
2026,,-1648.1449263239374,-1812.2401127592498,-2001.088282613171,-1779.698896589604,-1440.0163170665605,-1925.692616424286,-1785.9813563534167,-1725.8927232894812,-1706.9138803327219,-1906.5383803360287,-1508.7017910730433,-1834.0324836007012,-1943.9035876421694,-1728.9383125006225,-1518.74848452269,-1790.5648664493324,-1730.3707612924845,-1808.605243283318,-1694.8013663415068,-1888.9319064861002
2027,,-1595.130375945752,-1709.5884306060684,-1902.8458168123398,-1901.2241677021116,-1546.2308375679422,-1911.565551782282,-1732.7082290278022,-1789.7073376047006,-1638.2242706773468,-1808.7961911798966,-1602.3890671827526,-1760.6698830237901,-1956.5007746063811,-1910.437252315157,-1530.0015653310134,-1844.4606385743004,-1743.0942384884274,-1752.3018962367642,-1624.2158034611289,-1818.5404308562975
2028,,-1699.37652007617,-1658.4190656552014,-1923.3986209043287,-1831.8809659549165,-1578.3136586356732,-1907.9156674654732,-1768.3993293188605,-1724.3328370794752,-1624.0597242371064,-1854.323155906432,-1650.3142951769014,-1768.9855722056632,-1923.9289360066396,-1741.9481819272937,-1519.0529364455751,-1947.699985132684,-1799.184989412554,-1738.6367344981336,-1594.9756419994555,-1702.367004745915
2029,,-1709.233179565635,-1752.587290251789,-2051.733673965215,-1785.7051715849789,-1567.4374671615487,-1801.564952003233,-1704.6931631997072,-1822.7749813917508,-1573.018405892201,-1830.9472970246043,-1556.0179202498389,-1897.3596353469375,-1870.0228178352515,-1845.9782030599054,-1480.0069837873193,-1975.7176658096237,-1702.4567517586934,-1777.4010466884529,-1622.8830568118715,-1784.9703557943485
2030,,-1668.8339441475473,-1710.718250597572,-2038.1124196685964,-1762.0403633156866,-1603.6712383651893,-1778.844479303304,-1692.3911889756291,-1686.6992257569445,-1784.4988261112007,-1824.7434024846884,-1601.9184285771407,-1742.6817963668236,-2084.6481307959466,-1842.8687340476454,-1496.5085652792968,-1887.658964204924,-1683.2454141546546,-1811.0480725477528,-1658.020163325259,-1784.045628795819
2031,,-1661.363111379032,-1684.4536006705375,-2063.1562824214448,-1717.263182034752,-1540.8495373384999,-1916.3750034213508,-1617.2003637069415,-1742.877342768259,-1661.2719526933715,-1767.7807887098757,-1626.4868752567663,-1753.4790751833984,-1888.1386041922485,-1784.9311216766032,-1554.315212862849,-1808.369182664028,-1775.669238925434,-1710.2030611404298,-1626.5811496687038,-1851.2779741788731
2032,,-1710.2999094498891,-1803.8121771632264,-1894.7065993273707,-1742.9340229496347,-1575.5331734458932,-1941.1937863312833,-1807.5416772776603,-1722.4085911449301,-1613.8510204913628,-1794.4026131560854,-1646.1982809362603,-1745.6579896942035,-2076.689203822612,-1838.6181470449783,-1577.2362360315228,-1829.4399745710289,-1851.2287802437559,-1767.6501177511582,-1598.9619125027643,-1921.5910725552703
2033,,-1655.1428711896533,-1652.141679174384,-2006.9636563099762,-1859.1341569589908,-1543.2063880426554,-1803.9230640402793,-1675.930240985983,-1880.79090449358,-1721.2632069459282,-1809.6964507360017,-1680.5952788096047,-1754.0028383202675,-1961.4748410275693,-1784.5931078286112,-1568.9374536027267,-1875.6373128681885,-1792.2836939536764,-1965.1851192810977,-1634.4714506328078,-1694.5157734231243
2034,,-1589.6631133207675,-1821.7431628613922,-1902.2207193191655,-1893.7389348932024,-1647.8898858866137,-1817.9571090279346,-1654.4088676814276,-1828.9476854930263,-1722.3606292136874,-1835.9760150490456,-1646.1814848411782,-1741.6644609481864,-2035.6037689781824,-1825.7903674046102,-1539.4745848184707,-1912.4080189196497,-1708.4725608456984,-1801.2122953338817,-1679.127055896805,-1882.9228394849988
2035,,-1663.095838788257,-1761.9612241838422,-2043.4838773432052,-1941.1502612271756,-1624.016284137057,-1799.713553457188,-1630.63651264709,-1803.7562390949115,-1611.8590525335599,-1752.9654937066234,-1787.498080924027,-1759.557126228587,-1868.5809302171613,-1772.4172323286357,-1479.619977929663,-1819.6250395207794,-1595.768646451489,-1766.2176835122918,-1582.9640172134073,-1751.3817641107844
2036,,-1747.1511421364885,-1759.6429305253928,-1946.2968926263798,-1766.1328925013531,-1588.0953971031277,-1801.3533027941812,-1748.958168585336,-1809.37578217408,-1495.9817859643113,-1862.3187129503103,-1709.6602685416133,-1799.6559632599392,-2018.5189903757205,-1855.439667460289,-1630.351395680273,-1678.8093902372434,-1694.8490092739862,-1717.9788863985887,-1661.9758349803378,-1760.7299510248276
2037,,-1590.4981222147517,-1676.8401171007376,-1978.369673738467,-1756.990831377454,-1508.858049138535,-1865.570910353637,-1743.7953676072975,-1894.341530107546,-1717.593387814979,-1794.6500922689352,-1673.2051444966182,-1820.135077895587,-2051.7368038353643,-1885.1157508006672,-1593.106852322583,-1811.2046048170441,-1739.1334563576129,-1774.5608461928887,-1681.7899825838472,-1840.2499801195245
2038,,-1759.3629301455444,-1762.3131650272803,-1950.4297883391823,-1893.373607708722,-1561.4089652454486,-1847.0337125158126,-1669.4173013188647,-1800.8351241967566,-1796.957291068195,-1836.7368605415595,-1602.5709188000628,-1744.6692876581865,-1949.0936164949767,-1782.8639988763935,-1565.880416500635,-1831.47032782131,-1778.9444154895791,-1828.001000080783,-1648.02681217175,-1833.5805480311778
2039,,-1618.327990152211,-1833.1091452256792,-2153.820222278503,-1863.5879525788046,-1463.507521917813,-1935.6865684165323,-1598.4514316794712,-1779.0537749366922,-1672.7186931680285,-1766.5286270924644,-1641.5765204073164,-1693.3357601848888,-1891.759797039923,-1841.332512821919,-1646.9095221029402,-2008.3517522456323,-1846.4503846200605,-1908.4631097201236,-1614.266836532383,-1823.5860903410735
2040,,-1680.5266803716945,-1740.8724267972398,-2011.5966280897837,-1735.3653994974406,-1641.1591009704543,-1799.1733097284673,-1697.8193250383324,-1787.225553808073,-1675.9854829382843,-1876.7825960463788,-1700.2771137764403,-1733.571848921143,-1980.646805137137,-1765.5894044158676,-1626.6938054357606,-1780.9613687172364,-1818.0003675031671,-1836.4768363608691,-1749.0348487072429,-1869.7577458587616
2041,,-1730.6015404579803,-1762.135404163946,-1915.4568475799992,-1856.8568273195183,-1544.6574219222307,-1843.651735916501,-1770.5551074987093,-1725.294912059377,-1701.7255107465826,-1887.3008991695374,-1674.2956607403362,-1773.9516576378328,-1969.641589530239,-1763.7967143046558,-1626.5036434583967,-1820.0707211090116,-1784.099170517266,-1770.8344077859065,-1740.0261786179144,-1892.9982577551077
2042,,-1704.526922898432,-1746.8410692651564,-2090.6704234896565,-1815.6362004397702,-1626.1639273338956,-1899.1316236985076,-1796.6650868349006,-1730.0291612096466,-1617.0409388913213,-1877.3464596076033,-1752.3771408702542,-1726.627686259878,-1998.237322165307,-1865.483506483733,-1538.8003593489266,-1845.2364721068607,-1824.627674321156,-1867.7894872040538,-1688.6483111411094,-1846.0853457899825
2043,,-1716.7028408377328,-1775.4937156709589,-2072.7294174087697,-1905.7118551254607,-1605.93406112003,-2028.6035205142298,-1702.744139660425,-1860.9561619508254,-1664.3393493283734,-1882.019424103355,-1730.5059429868784,-1795.3049724944717,-2002.1525135239963,-1876.981376714627,-1548.589802493579,-1886.3705457827677,-1655.9891712151757,-1970.4777046154763,-1657.27746701539,-1802.0614722979358
2044,,-1727.2283386893691,-1754.0691948501344,-2077.535180522007,-1870.985720744401,-1620.6407518022384,-1972.0015539137676,-1753.7847531046,-1866.7716411191013,-1702.7307792396305,-1715.8284305926827,-1715.9332510204995,-1816.3988020445195,-2061.0667505516626,-1792.0025284737894,-1660.4026828669812,-1925.9865804611673,-1716.254199604588,-1795.4568507084264,-1736.060566287063,-1869.4485709720934
2045,,-1709.8201317397488,-1695.1967686444277,-1981.5188650007008,-1807.6963624632313,-1588.5217831999107,-1842.7142368728637,-1633.9454910487157,-1846.4808465358797,-1727.6357633383855,-1781.8587019441625,-1614.6551991887618,-1917.3994080342904,-2074.6029905245878,-1919.0260820781946,-1495.3227892799928,-1883.0503667434896,-1778.5623727713428,-1730.7480699510456,-1820.1339556669868,-1802.9353448176248
2046,,-1612.906694173143,-1763.6021085651996,-1906.701233180605,-1855.809993911836,-1604.8258088314442,-1824.1734516300612,-1964.0275795423277,-1763.0077376863587,-1584.467148763595,-1940.5167486606456,-1762.0122611601919,-1715.6958414343844,-1980.344376162825,-1837.9657405226121,-1705.7650600611319,-1869.9569066894956,-1844.4586135334207,-1767.8879202648163,-1712.3532424433388,-1785.718813437537
2047,,-1607.9173565824385,-1769.9445161430904,-1970.7183725903988,-1843.7118067225178,-1683.5954102071614,-1941.998462847182,-1821.8784572142613,-1752.7422188445971,-1705.9886133983132,-1965.1449350729654,-1763.083585040852,-1824.993583076916,-2088.432722433311,-1857.3283055781021,-1679.1641225426902,-1888.4491888328907,-1780.0097084277768,-1795.0127367695186,-1741.1167942610969,-1877.1404372508068
2048,,-1672.5326044214494,-1780.6049599674952,-2000.0330803411457,-1946.4624402129734,-1583.329615590084,-2008.4198684693238,-1860.6226867145233,-1765.9189512778798,-1641.0303599051595,-1879.7948540155144,-1828.2416878685412,-1873.1173051978253,-2080.7861948722316,-1961.9481200038294,-1559.2286725807876,-1986.3827911850508,-1802.7951579225178,-1845.361102912479,-1740.9548539656907,-1887.323299355925
