year,ref,rcp26_middle,rcp26_lower,rcp26_upper,rcp45_middle,rcp45_lower,rcp45_upper,rcp85_middle,rcp85_lower,rcp85_upper
1988,13.486804,13.059027560575114,12.716514275113944,13.426014407139457,12.98727405895444,12.59068657116472,13.695848325679632,13.027400781996668,12.684008662109058,13.72591827295357
1989,13.560111,13.051990417301637,12.485200287287318,13.713870614987709,13.025734526119392,12.445021546433445,13.455405438343751,13.107560279853772,12.553625677726512,13.639939124441367
1990,13.496188,13.196913710342097,12.75253306526218,13.77242268651532,13.021275109866718,12.496667969379542,13.580082414334074,13.10663100391829,12.553392908063312,13.571793373822734
1991,12.857344,13.068517466264598,12.632945351544988,13.577391061088274,13.092788228191926,12.63121620536034,13.759700006478583,13.118000612224884,12.712095310460285,13.816477091634637
1992,13.386766,12.976756191143796,12.682189936805283,13.34967941292096,13.066172009409422,12.584362923231826,13.900631436133551,13.018214903392158,12.53272310247533,13.987763676466846
1993,13.196012,13.13882151146452,12.677986158022534,13.561784758507368,13.13910421671102,12.443140014308936,13.621868266499527,13.06525423796278,12.396675127643055,13.639692431938249
1994,13.22199,13.254645322039304,12.86197045901798,14.035093441652846,13.286059888042866,12.882868003521482,13.987427248291109,13.315872222256528,12.819824554500928,14.077473660661605
1995,13.545194,13.094150263496443,12.686224851529753,13.508579553274425,13.12681553777201,12.549947289692904,13.665112202504076,13.10705738299101,12.686321884750976,13.579273344782615
1996,13.215189,13.14260957056531,12.62596888433501,13.427937846869936,13.084209176886644,12.3454706906902,13.75000447159828,13.113433272329395,12.452660904022196,13.82022021779961
1997,13.026346,13.142571778528406,12.48146079975937,13.544287401082176,13.163892592477628,12.70438407703766,13.58107238244212,13.199369548874966,12.814382243362092,13.667733661221709
1998,13.186613,13.007966825432696,12.465140757364884,13.567040174320947,13.228426511707804,12.536097769929778,14.164792507666196,13.20575079932,12.357802186504532,14.072423755253006
1999,13.026661,13.165351589378002,12.2324212108144,13.892262707848529,13.193092886159638,12.276650894438133,13.925370828338576,13.05222793530424,12.266068087459931,13.465177047930784
2000,13.286003,13.146919398577232,12.674268308734746,13.490383253032272,13.08380927397686,12.549958306480182,13.500080096573852,13.103607663232143,12.609812493687746,13.645215196319922
2001,13.346269,13.251625816494755,13.041529831809807,13.567630644321328,13.047760736320535,12.375517508092734,13.666054198425876,13.104377230323758,12.429180442840048,13.655213556959923
2002,13.303792,12.942646410929456,12.59370927170984,13.368068828974076,13.13581781081518,12.64944223468735,13.776408465226442,13.085517552080823,12.465375904566727,13.8537290073816
2003,12.860583,12.871013911704836,12.31341839669596,13.224722325229278,12.935539332554216,12.432249601044314,13.489602673595376,12.938518087955138,12.380353485635249,13.579566038326922
2004,12.670684,13.121470204022812,12.617122113491966,13.61088220818056,13.060593106749453,12.584411121099564,13.756845959081776,13.110721075685792,12.64734856150857,13.720126336112047
2005,13.384059,12.953248406119602,12.67403141589268,13.439993687196704,12.91045462061066,12.553214715963506,13.337481054766824,12.97532294072401,12.591219742798204,13.333228747378977
2006,12.799409,13.141750035679356,12.595091757753258,13.60757383422072,13.111160422641388,12.63536540370228,13.624568515888022,13.009133874022742,12.130550114443098,13.780357246850295
