longitude,latitude,valcptot
-5.5,12.5,750.4912247193552
-5.5,12.399999618530272,779.1201153149462
-5.5,12.300000190734863,809.7920394868648
-5.5,12.199999809265137,840.2001321610352
-5.5,12.100000381469728,844.5536839198579
-5.5,12.0,847.2201378077001
-5.5,11.899999618530272,856.459174460588
-5.5,11.800000190734863,873.4123942269136
-5.5,11.699999809265137,893.8123917279019
-5.5,11.600000381469728,902.8079367174608
-5.5,11.5,915.8573440433964
-5.5,11.399999618530272,944.7985087454388
-5.5,11.300000190734863,1016.0228641957356
-5.5,11.199999809265137,1087.074481329869
-5.5,11.100000381469728,1153.3905669404817
-5.5,11.0,1167.5345156084722
-5.5,10.899999618530272,1169.7631329787362
-5.5,10.800000190734863,1148.1898309615412
-5.5,10.699999809265137,1070.7705479203198
-5.5,10.600000381469728,977.0127779106198
-5.5,10.5,960.180348124168
-5.400000095367432,12.5,768.3973254845235
-5.400000095367432,12.399999618530272,803.3680646484212
-5.400000095367432,12.300000190734863,846.4258479948202
-5.400000095367432,12.199999809265137,885.4522426237287
-5.400000095367432,12.100000381469728,878.3942486634543
-5.400000095367432,12.0,868.9224578694358
-5.400000095367432,11.899999618530272,874.9862627189776
-5.400000095367432,11.800000190734863,904.7571681276526
-5.400000095367432,11.699999809265137,929.3172007466128
-5.400000095367432,11.600000381469728,942.4471568965134
-5.400000095367432,11.5,941.2888845555044
-5.400000095367432,11.399999618530272,966.1001693091808
-5.400000095367432,11.300000190734863,1039.5450586471393
-5.400000095367432,11.199999809265137,1114.2402298324537
-5.400000095367432,11.100000381469728,1178.4710631011533
-5.400000095367432,11.0,1195.3810680387082
-5.400000095367432,10.899999618530272,1207.7159677952573
-5.400000095367432,10.800000190734863,1194.8866751248522
-5.400000095367432,10.699999809265137,1091.224104176958
-5.400000095367432,10.600000381469728,976.0803011889489
-5.400000095367432,10.5,931.3193488149426
-5.300000190734863,12.5,767.6373827153482
-5.300000190734863,12.399999618530272,806.4819968126793
-5.300000190734863,12.300000190734863,851.5299320575864
-5.300000190734863,12.199999809265137,885.530878432666
-5.300000190734863,12.100000381469728,875.2460299689044
-5.300000190734863,12.0,864.6117275609114
-5.300000190734863,11.899999618530272,873.3151560542285
-5.300000190734863,11.800000190734863,910.4882406674064
-5.300000190734863,11.699999809265137,946.1174199912958
-5.300000190734863,11.600000381469728,955.693002737176
-5.300000190734863,11.5,951.1332005473216
-5.300000190734863,11.399999618530272,957.1019215382892
-5.300000190734863,11.300000190734863,1027.4083411241186
-5.300000190734863,11.199999809265137,1104.7444094001464
-5.300000190734863,11.100000381469728,1169.360417042767
-5.300000190734863,11.0,1191.2242925060357
-5.300000190734863,10.899999618530272,1210.0722451824122
-5.300000190734863,10.800000190734863,1198.1379567180586
-5.300000190734863,10.699999809265137,1090.070432582098
-5.300000190734863,10.600000381469728,964.0018162029692
-5.300000190734863,10.5,902.1775806151298
-5.199999809265137,12.5,749.2946221344196
-5.199999809265137,12.399999618530272,779.0784708577041
-5.199999809265137,12.300000190734863,815.2618275833065
-5.199999809265137,12.199999809265137,842.5680926166136
-5.199999809265137,12.100000381469728,837.5901338738554
-5.199999809265137,12.0,830.7165401376261
-5.199999809265137,11.899999618530272,847.627536602367
-5.199999809265137,11.800000190734863,883.9865632545764
-5.199999809265137,11.699999809265137,931.2956083248962
-5.199999809265137,11.600000381469728,939.7715612890744
-5.199999809265137,11.5,924.8242266716552
-5.199999809265137,11.399999618530272,930.4065142597564
-5.199999809265137,11.300000190734863,993.1107137830392
-5.199999809265137,11.199999809265137,1053.033151923753
-5.199999809265137,11.100000381469728,1108.0346271168914
-5.199999809265137,11.0,1135.9289261718725
-5.199999809265137,10.899999618530272,1160.2246175085334
-5.199999809265137,10.800000190734863,1153.1177656753134
-5.199999809265137,10.699999809265137,1055.7569508939207
-5.199999809265137,10.600000381469728,939.4399054528992
-5.199999809265137,10.5,886.2598328326184
-5.099999904632568,12.5,735.0078741564057
-5.099999904632568,12.399999618530272,754.9377381253328
-5.099999904632568,12.300000190734863,781.7286466166873
-5.099999904632568,12.199999809265137,801.7152023054706
-5.099999904632568,12.100000381469728,801.7827716297626
-5.099999904632568,12.0,801.1221344524032
-5.099999904632568,11.899999618530272,823.2653002680466
-5.099999904632568,11.800000190734863,868.4209284139746
-5.099999904632568,11.699999809265137,911.493958170666
-5.099999904632568,11.600000381469728,922.0954097003884
-5.099999904632568,11.5,901.623071679688
-5.099999904632568,11.399999618530272,903.3969086764852
-5.099999904632568,11.300000190734863,955.7745475945012
-5.099999904632568,11.199999809265137,1013.5530637482888
-5.099999904632568,11.100000381469728,1056.6720029393864
-5.099999904632568,11.0,1082.9216476922636
-5.099999904632568,10.899999618530272,1112.9149072467048
-5.099999904632568,10.800000190734863,1114.6957307098064
-5.099999904632568,10.699999809265137,1022.4202886274676
-5.099999904632568,10.600000381469728,911.788768084711
-5.099999904632568,10.5,867.1943307206419
-5.0,12.5,736.9400424865407
-5.0,12.399999618530272,758.2813431297539
-5.0,12.300000190734863,781.4847550100876
-5.0,12.199999809265137,804.1286195904881
-5.0,12.100000381469728,808.491933351071
-5.0,12.0,812.5914725019414
-5.0,11.899999618530272,833.1230511044627
-5.0,11.800000190734863,870.8253933250687
-5.0,11.699999809265137,908.2263587435328
-5.0,11.600000381469728,901.4066600046638
