year,ref,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,0.0,1025.7267588264417,999.7933759932839,1195.6657714292096,1191.7895728452472,1522.2274418751158,1523.9796798646976,1273.8799470920367,1263.9132787533251,959.4584739995216,946.6518441592052,1273.4686711364839,1260.2279454568966,1203.7904016360012,1197.9759800281754,1102.289182089123,1100.2442066602723,1086.436427130483,1080.6888450766864,1271.1148452076604,1262.2770861751808
1982,0.0,1179.0017641831491,1152.4384977742316,1163.1448266163125,1161.4842138147933,1446.4079870304718,1451.4417508775805,1216.7480247596004,1206.1224127330327,959.2372070249521,958.820324417441,1214.1363987314826,1198.8369321615028,1075.173902132941,1067.637785617103,1245.2622092279162,1243.7011551652968,1048.6460745998643,1037.6196919098275,1272.3809181232386,1256.3496582181915
1983,0.0,1091.5145889865503,1054.1571655017883,1205.9416434338905,1204.1136196958419,1359.7593559405273,1360.9949812539821,1254.456716330707,1234.950157017461,868.2727905642232,872.5106345833656,1188.7971899585912,1179.305260294501,1110.0804007326706,1104.0015884252787,1172.104418840856,1168.145162168721,1040.514514198148,1035.4803786267166,1269.239919858984,1247.7432333000438
1984,0.0,1103.5305803402825,1078.348880920124,1213.2458492600222,1211.0501316496047,1487.298166042969,1491.117680975304,1228.1381636639928,1214.0680832914247,1032.4485955838745,1019.1661921928116,1363.239947042705,1348.0522144660326,1279.7123478753401,1272.1653449015566,1141.3330282566346,1140.7588082995626,1050.037126339775,1045.6595850649542,1324.3026219550584,1306.1047856620426
1985,0.0,1074.5994599792293,1048.311262873924,1249.6391293913662,1246.3048248700825,1566.01493565137,1565.108580337812,1280.2978052945691,1264.1287297361973,879.8042573280095,875.4552999907528,1285.2514310336605,1272.5653922186852,1194.9982637772491,1187.996038026804,1159.8154328676637,1161.5722191464129,1147.9769969801146,1145.0706686712429,1260.7147323835943,1249.5678128007296
1986,0.0,1098.0546834660804,1069.9234574854368,1172.1535265941761,1172.6570662395256,1521.578908230773,1517.8414539578298,1365.2594812239472,1347.2460132400588,982.6139403219795,971.4231886886196,1176.491963222084,1170.771777151127,1201.0344113765796,1194.238498997685,1223.22309316387,1223.0032684719022,1078.158009143871,1074.9998570273501,1285.961717737285,1260.8633568360342
1987,0.0,1029.2850196838872,1006.8296714050739,1217.0238142411308,1209.4988301280596,1502.5346779375054,1503.333729914382,1369.4748945459041,1347.707454069685,938.0120250616428,932.3901804165766,1309.7366732004002,1303.6742548594025,1133.270248368603,1128.50837012504,1215.7220506483218,1210.1460672988378,1013.6554123037986,1010.4145232197443,1257.3452455330362,1240.272380204014
1988,0.0,1051.9648959753126,1022.8062595768633,1311.9589167066733,1308.1051218738667,1473.523873354292,1473.144038807853,1231.9362837697959,1222.3234782497439,925.2055746296373,917.434055131886,1289.0185725653846,1277.3555699335693,1119.7466532776061,1114.6374756627483,1203.2916742348243,1205.2149339619064,1109.985856566026,1096.5183096393248,1237.4815484061437,1221.9393226327593
1989,0.0,1099.6428248198154,1075.8628807209434,1242.642354549529,1237.7944663708467,1467.4860693063474,1464.1067928419975,1324.5867966149467,1305.117166435129,932.8892421507885,935.6487016178357,1204.5890226813508,1195.767480323494,1194.286619917175,1183.6104540425827,1248.2977020264789,1243.5554882384763,1018.8289211774973,1013.4559193103028,1294.8770583934843,1280.9621005819213
1990,0.0,1123.4733846243794,1103.4582835490746,1207.684577396124,1207.0645165048486,1420.318968728176,1418.902005064049,1291.9872175610612,1280.0224105236562,927.543099816306,923.9805216812224,1233.1811760141582,1224.0395224036033,1316.0520850273538,1311.7170693076678,1306.8779405313235,1299.2600512348686,1121.2573206770203,1113.1666300745992,1331.4679864787581,1311.0448030991972
1991,0.0,1102.8056290848822,1072.1071824881647,1251.6784032015871,1243.9827484524635,1374.7322842330987,1368.9766075540392,1285.5628997969397,1267.437765556303,946.2090807303812,941.0583745727704,1195.5322071368814,1183.6810687879993,1163.8943573258139,1159.6495359859482,1233.721984310242,1229.8555615866435,1078.0885443123216,1069.6607365336122,1280.2097416631113,1270.0937692093003
1992,0.0,1055.7909124855887,1028.6173292450935,1248.7483631799296,1241.384380938598,1518.298011976356,1517.0170531153185,1289.827641642015,1273.802768540751,920.2650814289495,918.8767838654126,1196.1894373301045,1189.7110304534324,1081.3017047278097,1080.670872492045,1177.8700979220573,1174.3890111554497,1009.465624379422,1010.3044934192053,1261.2947464632048,1247.567922639066
1993,0.0,1042.5848508757254,1017.3875414315662,1215.4347028396528,1216.08531150922,1495.9637751477349,1493.357592618512,1205.3393712970171,1192.106090062326,988.1360006030773,984.3270083570615,1186.6916384643093,1177.025664276439,1164.8978970373714,1159.3696037416817,1259.1728459847932,1257.6758305490766,1097.295056983025,1091.6222389199006,1256.3477278974972,1243.6807218969338
1994,0.0,1043.5709195637878,1018.5058909743998,1215.2262845254595,1207.5199613139157,1455.4810983021584,1460.89356786392,1295.793786632958,1282.656724465768,948.1335635679252,950.8032486418174,1216.6392447984997,1206.941294577449,1155.2349711130682,1149.703249980249,1187.034090276613,1182.9199507151602,1139.716342969697,1128.2847633108454,1319.8957873978743,1301.9635090675647
1995,0.0,1031.7647357744659,1008.1504605959926,1177.2813505097843,1173.9599050257852,1503.028167290854,1505.6879347795903,1281.2983131669216,1263.9161976982782,904.5329558678595,903.5945215394459,1249.3357858083205,1234.271021438617,1109.498016879712,1113.7624889762037,1178.8927601534233,1175.0551011357566,1039.6330193236272,1032.5680949767625,1340.7108678673821,1328.5661693974307
1996,0.0,1186.4819493765985,1153.8928973278962,1249.032824882143,1242.9686655308278,1460.6126452251956,1466.3388251253016,1263.6867659916084,1250.198158712149,1098.414405066575,1083.4084096095899,1224.2488825331545,1213.0197125666175,1195.2471141744636,1187.6885939104127,1154.9957211200583,1154.8455797374147,1075.627986158927,1066.2226414759448,1255.6437750335908,1236.2942320136344
1997,0.0,1124.1520357158693,1099.1607947562743,1219.051175023481,1218.360703786619,1512.6038140269577,1510.5350667179625,1252.031744802628,1242.4316887685632,999.0922155175076,996.1810120307528,1241.7047573218815,1223.4458181295313,1148.0693343742319,1150.2595393505171,1167.7563261008668,1164.085986879298,1157.1120872991378,1143.8725079663232,1265.1049959631223,1245.383141283508
1998,0.0,1162.9364034711384,1133.6289104159232,1187.521529466952,1184.2986052324104,1457.7260785025576,1460.4420628225835,1261.8198164787918,1246.3247910180298,1074.2060533637946,1061.8570758599635,1227.1254776289652,1212.8429210377767,1226.4881652510167,1226.5232469056236,1297.6048036576863,1299.6527301462538,1147.557700428149,1131.6609236360114,1391.1459837971784,1376.8379469720708
1999,0.0,1037.5092707769531,1019.3762658633073,1144.6922884385558,1150.4582282978563,1468.7072221083176,1464.862496723211,1272.5786935762408,1261.8422086382238,924.8782131959201,924.4932548664292,1239.3205490716523,1225.1524695229105,1186.3380083167108,1179.8383693420187,1251.8858919075892,1254.0970932495666,1092.2125710617029,1083.4391628921785,1277.706461253022,1257.377477561346
2000,0.0,1041.5835564901004,1014.4654177223761,1296.5275018134766,1293.6217594190812,1441.638997955276,1446.127290259114,1244.131723077618,1227.6009510142053,995.9292292264313,988.3275847855025,1185.490057768417,1173.1087047910435,1280.2245585682622,1274.9691675275749,1243.7457372682752,1241.937264475569,1159.1012108455648,1144.2592686898884,1279.935340704652,1267.698647833325
2001,0.0,1147.6331153735919,1117.132644266324,1253.8347962971543,1250.7690037880398,1503.393765751898,1509.4442921220336,1237.69731723964,1230.710035970908,987.7437381335731,978.2362133851971,1329.9337437328709,1317.2357233281277,1119.4510204591888,1109.4251864062032,1241.7509764431443,1236.2996597397787,1039.041526517612,1036.0626245528028,1273.5523357297125,1264.523943301579
2002,0.0,1128.9112678516753,1104.1623862363458,1242.487594066069,1240.954015944425,1451.9527597588171,1450.9887661121322,1188.0023919717041,1174.1327453182507,999.1138874652979,997.0381507179764,1198.338837987847,1190.2868457831737,1269.1530736647946,1259.3873715634904,1258.1308260035921,1257.8136366038666,1008.0102281885202,1006.2271113652168,1293.140969612933,1268.9430121757696
2003,0.0,1131.9708425826293,1108.1366763807296,1190.0451347729531,1190.2831750966925,1428.442248002831,1427.1006123606696,1236.2557184093503,1218.5614704219424,1060.3300074984181,1054.6780775839966,1269.2919569678793,1260.219983276139,1291.2507361659377,1278.285525610549,1244.0985673791974,1241.7349918076648,1080.9392365868343,1075.5061327039625,1290.376428892809,1272.9973855675887
