year,ref,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,3253.8464027941227,3166.7222409087844,3140.788858170587,3306.746854609876,3302.8706563600113,3415.8630479902868,3417.6152853434332,3286.5361024895938,3276.5694339466613,3235.825476151486,3223.018845751156,3374.42621427417,3361.185488872778,3320.9081001230843,3315.093679398191,3098.008025125954,3095.963051607571,3335.793816847253,3330.0462343208706,3277.3493300894615,3268.511569451183
1982,3398.2390909194946,3438.898355218853,3412.3350905223133,3217.40151264556,3215.740899777118,3249.8005463641857,3254.83430985159,3211.771189561115,3201.145577064256,3264.4493410812743,3264.032458867092,3266.4789685359983,3251.1795025832052,3097.9876593817253,3090.4515425953787,3357.9881552220963,3356.427099876096,3259.6465773413333,3248.6201956676996,3278.384154189784,3262.352893884979
1983,3252.062099456787,3269.305771274223,3231.948347691148,3314.3290113597805,3312.5009878059013,3049.9238380728198,3051.159463968138,3296.2849948778303,3276.7784359441785,3106.486732424871,3110.724576322309,3216.214840250802,3206.722910670721,3153.1113882740374,3147.0325762263687,3231.5884287048652,3227.6291726724876,3248.5174201934533,3243.4832837347367,3287.4990215683997,3266.002333832093
1984,3323.9162561893463,3315.239559065419,3290.057860295512,3346.5487727114564,3344.3530555948746,3402.2987926228234,3406.1183080382807,3243.031673226783,3228.96159082467,3355.5695398147636,3342.287135351121,3480.5678815216174,3465.3801495301695,3490.555376417738,3483.0083730258048,3187.330021999317,3186.755802953369,3242.3450564679947,3237.9675158126583,3476.6290296079715,3458.4311932511673
1985,3422.9673696160316,3245.9232958772,3219.6350980677535,3392.462928092723,3389.128624319689,3490.880824700189,3489.974470403309,3367.214117504754,3351.0450413176127,3104.0150231766597,3099.6660665027443,3410.45518280423,3397.7691446206786,3331.7321855107284,3324.7299590869543,3241.1758046643545,3242.932592049136,3424.3339129692804,3421.427585159824,3272.0821896665693,3260.935270964951
1986,3430.294937759638,3293.121177169849,3264.989951317446,3258.5085284304437,3259.0120689352016,3420.2999082878255,3416.562453508818,3505.1962194841503,3487.1827512011037,3293.68295689162,3282.4922052267702,3197.4845754833377,3191.764389024648,3333.393492533589,3326.597579581306,3351.0415194931857,3350.821695387042,3305.661507153709,3302.5033543143454,3307.311335980578,3282.2129740454857
1987,3211.1952310204506,3181.7068462004363,3159.2514984687796,3312.676169655293,3305.151184940027,3374.2622188484947,3375.061270001286,3510.9887567831497,3489.221316155181,3229.2595314154355,3223.637687003205,3444.6565381720347,3438.594119200125,3196.670265546554,3191.908388414472,3320.9265603201366,3315.3505768473724,3179.702912245666,3176.4620238719517,3346.6488086093154,3329.5759424551843
1988,3419.566986292601,3202.4603115932723,3173.3016746452895,3484.1642021638763,3480.3104068647453,3333.973337822685,3333.5935034587305,3289.097612819421,3279.4848069512946,3169.4288398542067,3161.657319643487,3395.4267133893445,3383.763710975883,3191.203596491029,3186.094417374602,3304.348823912076,3306.2720826369423,3366.9423149370728,3353.4747678958847,3270.1709966046215,3254.628770568385
1989,3249.3998088538647,3292.20585808999,3268.4259133250894,3364.985590111716,3360.1377004763012,3343.562002308059,3340.182725684511,3436.5564956918515,3417.08686703862,3204.3370601010743,3207.09651876464,3234.2521375482297,3225.430593877448,3352.206750146451,3341.5305837287565,3393.523780250929,3388.781566063698,3177.6460695983264,3172.273068203074,3315.8698012961654,3301.9548432892043
1990,3418.4276962280273,3323.5788312192103,3303.563729769957,3285.768191220227,3285.148131294804,3245.7524277310968,3244.335463373969,3389.7045483282564,3377.739740211778,3200.9890746588335,3197.4264965852526,3261.734021642546,3252.592368442414,3535.1246915010415,3530.7896775627237,3503.2987383418094,3495.680848416263,3395.906814466135,3387.8161227864985,3362.683283256578,3342.260098512685
1991,3407.704387098551,3306.001320746105,3275.3028745960173,3406.829966904663,3399.1343127337686,3179.3774853284403,3173.6218080303597,3338.787698416917,3320.662564993563,3221.627740652406,3216.4770350688336,3198.2853436765736,3186.434205819261,3237.539339331564,3233.294516960871,3346.5460854003095,3342.679663005537,3270.5442805496314,3262.116472646927,3359.438827818477,3349.3228565806785
1992,3308.635085552931,3213.362500935803,3186.1889163582296,3364.0592609620876,3356.695279912752,3427.8818155076883,3426.6008569310297,3370.4045546112784,3354.379681210005,3180.7276987018763,3179.3394018211657,3203.338788841839,3196.8603808103667,3115.1481201673078,3114.5172870940996,3217.4435586488735,3213.9624720354855,3165.1233809371433,3165.962249877211,3279.831423522701,3266.104599586113
1993,3399.5285642147064,3180.5500137563845,3155.3527047977477,3316.549645650503,3317.2002561424842,3302.992550820096,3300.386366895006,3197.918532853523,3184.685252217684,3309.8122580452496,3306.0032647071403,3221.5065086401,3211.8405342643296,3271.6639711793005,3266.1356781604527,3355.74073077769,3354.243715236844,3352.3447814847195,3346.6719635702166,3252.4539613203237,3239.7869561204584
1994,3331.724726855755,3203.99376806265,3178.928739156131,3341.6881050215484,3333.9817818505126,3259.960120548099,3265.372590009678,3355.751179011882,3342.6141157056127,3232.9191837503763,3235.588869374861,3223.076971073944,3213.3790215998333,3231.7375688532716,3226.205847163631,3252.7081873931784,3248.5940480223408,3395.435784008468,3384.0042032749316,3390.0643231941885,3372.1320442723045
1995,3517.5334470570087,3186.9343457562727,3163.3200703794328,3243.939201081821,3240.6177550145308,3399.358602864213,3402.0183703228213,3361.3214710835337,3343.9393566469334,3174.226668577432,3173.288234122123,3308.9120697377725,3293.847305492762,3177.2853480992917,3181.5498196820117,3236.8945923629954,3233.0569331684264,3242.533506827682,3235.4685827345097,3463.155282737297,3451.0105840366446
