year,ref,rcp45_lower,rcp45_middle,rcp45_upper,rcp85_lower,rcp85_middle,rcp85_upper
1981,0.0,826.028234047862,933.4977235323777,1019.9150628599309,807.7159533692225,928.0222205993159,1014.5055893063345
1982,0.0,862.2504142773776,932.8534342600922,1033.7590579125215,854.8214219295664,926.7301185677816,1032.5177402239274
1983,0.0,816.815898716131,915.4476941986759,1010.6630365146998,821.8718099516354,909.4914319413183,993.650704477915
1984,0.0,837.9410612731574,952.7983070540288,1073.3934754116474,842.27050050962,946.5751741059698,1058.104198032233
1985,0.0,860.4834397863656,946.5282924797061,1036.8731313759513,842.1413513229841,939.2031343289113,1033.096290360701
1986,0.0,863.3622607750274,948.5182868586296,1049.737271754913,862.634533951215,940.2685720750519,1043.3726422035684
1987,0.0,851.2740573464698,941.4792525004309,1065.1649351166398,842.1565780115666,935.0037206567517,1058.1020854117583
1988,0.0,842.5343662948444,938.6880701282166,1021.1523718204458,823.616861015521,929.5195594707916,1012.2834749454755
1989,0.0,839.7359802664687,935.6569353631071,1023.0324103385697,833.5363525720459,929.7429725731026,1013.7309704552199
1990,0.0,878.8761870323294,961.592225742768,1074.5745157133458,876.8968004412404,955.2850500580448,1072.352688627831
1991,0.0,872.745418888783,935.5455939433184,1002.6156183230412,870.850978790869,928.826561009136,992.9485436988014
1992,0.0,854.8023960824232,924.8617209978036,1012.5962656296485,853.4752683828037,919.1010882011292,1003.0296930215759
1993,0.0,868.4060029303657,934.8506720217144,979.2521080727449,859.9492095867593,930.1613578881036,975.6144256139116
1994,0.0,873.0742339494118,935.5968264221246,1018.6462882095047,865.0174016723147,929.2933070172646,1009.0328280110978
1995,0.0,850.1114072763517,927.60918623007,1056.6730529826564,842.3639843038268,921.2823281253281,1044.2148997553945
1996,0.0,871.6170252805891,949.1648534502187,1067.7510284648474,862.3219972171269,942.321799709207,1045.8342816437857
1997,0.0,863.7591791648185,943.8489595151548,1018.8867112061805,861.6158378774419,935.8908977348208,1016.3944894736435
1998,0.0,894.5564716587955,972.0708093010003,1051.5800927170421,887.3294321776091,963.9495700667578,1048.2357038833063
1999,0.0,851.6880101242537,935.8858315453776,983.5704966336048,843.4989117597961,928.6777375054999,978.8152668417279
2000,0.0,854.5312209063427,956.7513479862027,1057.8131758533632,835.4433626969542,948.4960746529416,1053.0452948513232
2001,0.0,846.4262164443708,948.6370780415814,1039.7877761275909,842.825565609583,941.9962976215347,1038.935207122459
2002,0.0,826.3161511109352,944.1624288970047,1032.437604223694,822.2818273191597,937.3446964168825,1031.7097527478827
2003,0.0,873.7971100269056,961.8866715531772,1086.5729151155301,872.9741003569056,954.3934615985754,1078.2329626284054
2004,0.0,890.1866452046152,980.4756492465458,1053.643903459617,879.7444819473753,970.1019372934829,1043.8938218792332
2005,0.0,917.6021486042423,974.911709216813,1017.3293019973803,909.7003148370845,965.0499308843696,1010.967415045061
2006,0.0,882.1457504581545,971.3639276455629,1059.3352051061675,773.0586441249411,966.6381842087017,1097.8459762260918
2007,0.0,907.2095195054403,963.8301457196485,1018.6808893414982,879.5276425185857,961.4653259567681,1127.6706765614017
2008,0.0,884.9953409559344,966.8758452515149,1044.1433743246025,831.7012744444678,950.4871508396532,1033.2486658803477
2009,0.0,889.9144424817832,966.0569391493818,1075.5570976313825,845.5784738425186,955.1001456283652,1046.71404256702
2010,0.0,927.3809220919215,998.9950951451324,1075.7099857421922,816.8313198085975,964.3038478390413,1088.1981942800708
2011,,913.0381574987887,989.9065968754967,1115.5491738622013,781.3064541337517,970.2447559365464,1106.8975164224562
2012,,873.1690818949153,966.2716484278083,1044.7887329649218,878.0631660624144,957.8801048008072,1058.2677563408101
2013,,891.3499270875527,972.8207228169904,1057.8863121610912,873.0571440117519,968.6658931216543,1118.237483436606
2014,,894.0487352209948,985.5189427122864,1128.4810743324479,915.4445410228395,973.6792228096879,1063.7119738452075
2015,,855.8819558775599,979.4961955022532,1148.3797661611384,851.7894400520611,936.0678241062549,1028.4186661019414
2016,,941.7566492866845,987.5165472670105,1032.3947850948111,857.1520833317459,998.2108360644279,1196.4825553769642
2017,,824.1578097832105,955.0770870951008,1105.670619339118,874.2736029150246,973.138531016617,1067.0967717840917
2018,,845.8729325267595,969.3887886599159,1073.4450049443735,917.5107210812521,983.1136665653066,1073.5173500363248
2019,,917.3578853910362,977.0479596340915,1070.40642815793,873.1665539267669,982.0390244601076,1102.2534875546794
2020,,904.269676052606,983.9351503165162,1075.4261789070074,876.312979649977,984.029074269466,1096.3379923844768
2021,,897.2949297497521,988.1061129108416,1128.8655545525498,880.3941019070976,953.4753419423564,997.3370498761642
2022,,919.8535542906502,984.4725226939472,1076.7269887128782,879.3083946193424,997.1035848542851,1100.248428370448
2023,,919.2217097077087,998.7348406099459,1124.4028229541864,920.8792993878665,992.5244276999288,1056.8027162348772
2024,,863.9938845604443,1006.0662055903267,1086.8403269481023,913.7278030667999,997.84357099402,1124.792562506822
2025,,903.1268273980827,995.6606417653511,1079.6545889525682,845.1942975656693,983.7559981668123,1082.3337271759165
2026,,917.2885986927927,1021.6985704528388,1112.6230421959945,927.0098698465135,990.3958579485757,1094.8714941155622
2027,,883.910926940514,993.6665651307289,1127.427469966165,934.1574873628024,999.242506191833,1064.9360961865382
2028,,909.0059231270607,992.6906162647801,1078.7013405100374,893.0610603644745,982.8187101286426,1085.3284537273908
2029,,931.6345002513481,1005.07759542453,1075.446662150885,872.5587967057695,1002.0384626289601,1151.775111701164
2030,,933.6808164943086,1011.5910796126213,1138.6658241559135,942.2057722057925,1002.7659740185786,1101.6351215423306
2031,,848.8601171440337,980.1074942915702,1135.0042793024654,923.8362936505482,1001.715101637003,1053.8165172437502
2032,,844.6120967423781,1000.3545805843287,1122.6208334850967,909.6119683230959,1027.0684548007393,1116.637563274573
2033,,907.2942417265135,996.2256278470022,1124.8193383289595,879.7943131682741,1016.4639708299146,1139.140390392934
