year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85
1981,570.4115756172687,537.5378874164413,534.4636301590872,560.3984092255532,550.707182464032,509.81819757736065,489.95468556040674,538.2200753857824,533.3942051101162,525.1086174661975,545.4692925673617,531.6086490783398,543.6518483008609,628.0566659277091,613.6827273852871,481.28827218052584,494.01820645535906,555.8087028596907,535.4929318842868,520.3770315051797,531.0810699967045,496.94105380644453,484.422167279531,500.0337171773244,499.64175659522306,474.1813959882352,484.58585670562485,408.8899970062764,393.18867047827297,565.1479386222986,563.1552098090201,575.2109630255254,563.3119598581131,644.5254431148244,639.5794389615806,470.0396236164062,463.5079295719679,422.90777756788304,420.49758737104196,546.9727078773672,580.708664461471,579.1738065794033
1982,516.4272395186126,488.58851043949534,490.85382020715235,607.9588331818078,592.1086854046781,470.2101975983479,457.09437719464125,536.8704189599163,532.0683904026497,575.7622220356254,581.0550607900611,614.2436466673657,637.9473975082481,731.5566380686257,717.2865792565108,508.3558842351855,515.94792794059,540.8801410349693,519.2773798616195,380.52107928951716,395.1839058296938,585.3284334146274,576.6387758292399,512.975963992677,506.9173509383562,578.2895830784,581.2607500026144,514.600815624779,502.1584407013754,560.7266912040479,556.3965247184062,478.6411239485241,464.87986295305393,545.5752151613817,533.6943251902958,384.98073722085246,387.77252254951964,488.36978643406576,489.3556099326496,526.0281007713896,521.1367082973925,542.3231787011775
1983,451.8627670891583,541.3942603378313,539.7272732104691,438.97318866082054,427.080285242132,335.71246151485974,335.1659918175425,469.00650842056064,465.96029661765624,513.6098296981403,523.2943342091944,480.36100455600143,494.2274154133845,590.3197788059362,574.0359195805407,579.4263467461473,581.9633723251178,588.1319962035128,569.9032302140575,480.95268849624324,491.781134001035,588.9519010983834,579.8555437442545,528.0973965472613,525.5116780152739,520.5060130392867,528.4512490403953,624.0373007261104,614.4809577386942,537.022562381781,538.3871795151597,613.7347955145558,604.3478147297059,524.5607932121738,517.3564876971359,543.2130272774874,534.2721309323626,579.0887507039608,572.4646152329283,345.35868735172033,502.6564925477683,573.2878299518889
1984,571.738518614322,567.2276654366017,563.2194419784196,533.8420248931394,522.1813667915544,305.37056521394516,306.6124303584121,667.9481167215674,664.1384887486458,560.4495719754096,569.812565789062,546.3883377998621,557.3965936604012,552.0870209922656,540.2377450463406,492.0826708554356,499.98565651717126,380.5774968074394,364.6214596452824,512.3480862717862,520.8027517759731,566.0890741653701,556.2452275664333,506.8309270816384,502.46650659630586,550.8854936300428,558.1793113818225,382.2059068160444,368.49619323677024,532.6391561961284,528.5322482811645,415.9294042014244,402.951603838377,537.8184043880699,532.7156365107141,545.0452950164948,533.6408294582079,464.91644228060784,463.90844680296357,426.82597781827224,541.1609380127464,456.0290336022413
1985,529.9393482645974,600.836403357371,603.9539345688266,513.7948381722025,499.06813242326143,396.1908069823708,383.6658068485723,643.2416852257384,641.5389916591871,646.6608141552838,650.569095753762,516.1524574946504,527.3945682571626,696.3283263127415,670.0550924768695,481.9118078671067,491.74530401841406,470.349768939623,453.3928463515654,480.49623974103577,497.04426098633417,499.77619830815087,487.8642806740746,493.41740793661984,489.1961746245656,481.2920255618872,491.88475521233676,493.232124174722,485.78044033112405,464.5857159562303,464.3328024598908,590.0699536099123,580.3448565469546,552.3749243140472,545.4581774431949,443.1994363990848,439.9029132554207,490.92146091799793,487.985851012397,453.69686100275067,622.903419349486,435.671173843512
1986,546.1111182905734,673.4077307479897,670.8504239458327,550.0174976198626,541.1490317252712,335.70570672883235,327.6665127018276,587.2465873369972,584.0489182404744,523.7351435955597,545.6770716424517,565.6642253786723,581.0828340817,623.1559909201242,603.9204274270015,596.2996990749463,605.416225836383,384.3349890325503,368.98911406113274,468.79714448934294,486.64846998586995,550.4114181148532,537.558365964542,566.3171188852673,561.7480584727525,373.7388446281573,383.21338978404043,497.9237288877759,491.6276277346379,620.2388896209418,618.5551160122582,488.606163866888,478.2294235372622,591.6466819172376,584.5851016792071,507.6311045254336,501.87706656156683,533.1380636039676,532.842091590635,528.9730460492865,591.0519967788572,465.8657514117816
1987,557.6001772563905,725.7141346903553,725.969320751345,402.61192193753396,390.2923083464084,536.0742668847679,520.3696606119031,562.315953819435,563.3806413296451,402.15164322491216,409.03827909664665,712.1698352335527,740.094714069474,572.1911217783208,561.6843853273193,517.8695502257287,524.2182697081195,666.7485300373934,649.5360846411091,585.1379696369038,596.6373034530202,479.0354604156586,469.80864214387486,568.3123539915733,567.611574692018,399.3118031963885,402.3587497512906,578.2223848544966,566.6423410810181,587.1659949156322,583.2198224272661,670.5861884266557,659.5210250859292,465.9783258083795,466.92839994131066,608.9686584568026,596.9603566958285,500.54895132107055,499.26642987869536,625.4134697783961,532.9989419206637,649.1965918136107
1988,556.6834335364401,531.8675697967016,535.830729542594,505.71461432204813,493.3171018272348,525.8778089970886,512.7194090312187,601.5690192593535,596.594520799871,555.205243797219,558.6660610328754,662.6462099526815,686.1252915368427,545.662348758688,536.707503589191,594.5620769195887,602.5549529544041,752.8950219217145,735.4723359484888,462.8925569677683,482.7413443328603,498.9567639389043,486.8593250810609,547.6202324776078,537.0505790385644,562.3778004547293,568.1845173725596,435.05256553565954,416.78806427740244,385.6960541697132,390.626283472614,577.4452370101212,569.035309838883,574.6035503894097,572.6605966621781,438.0440267447003,436.8205512465392,587.1463703627027,587.6029063933394,649.5651936427997,417.36546158573503,771.769629878513
1989,699.7174322791398,523.4779846966674,526.3647960906145,315.49379700364,306.27038231938855,523.6256796508025,502.3746524857247,360.46674266252967,362.56549971102936,627.0351152375035,631.7970073421495,486.806844191524,504.4785209181657,697.5094709408005,671.5976014715905,598.857031828193,607.2934399373264,730.2353905085491,696.0694564836517,539.2366311069941,549.3246023427299,543.6327801138552,533.9955040034934,514.4768963850927,510.90270249907496,537.912244637587,550.1415135066924,515.910923557133,504.09790609599816,503.06807430354115,499.2389451181978,577.8176250139056,564.876290317921,502.6691175129269,502.6274777661554,577.3629151864275,568.0190604453401,471.6940809686183,470.31719965394234,635.3951460135917,649.8072082472227,641.1719875007766
1990,600.4061691761017,584.4238281722846,587.2491824900395,658.6134034375036,650.246370626618,467.1512504723821,449.60561793568144,455.846034875668,463.73128117544815,533.75165079524,544.1410492127545,525.3581198918309,536.7339314320794,779.5498735427128,726.1770995007528,631.2459317593713,633.4610081097208,547.7812726046843,524.8016723212346,481.6664034610935,491.67832947281806,494.57240758107616,483.15790100432264,558.9140875394055,556.7427842335987,590.2990557901335,599.2353620602566,512.3553922721908,500.99940718281454,572.5641768879198,570.5062834334896,413.255824749907,400.14138694060057,465.5947314431351,463.2038185477158,457.8232828919695,459.28550002150473,463.9462612632519,455.53026117655935,647.7274840233883,637.5345555320479,365.5253936778085
