year,ref,rcp45_middle,rcp45_lower,rcp45_upper,rcp85_middle,rcp85_lower,rcp85_upper
1981,24.803497,25.053636959551483,24.82408822421195,25.368086492800277,25.08858926156719,24.82222118009628,25.362387107140933
1982,24.707703,24.958998687620397,24.455098115993792,25.33134121233718,24.990188498929445,24.45959415986488,25.340590086442944
1983,24.991547,24.951505242876078,24.516144197728863,25.335263415123904,24.979467587044443,24.51298962211069,25.396181991559104
1984,24.729767,25.116823245503912,24.750803681248385,25.495590717040272,25.15948873601418,24.76474958619616,25.58439435398168
1985,24.697357,25.063111160604134,24.621516903663405,25.28552204056018,25.085025228199054,24.635346270562763,25.44389116919496
1986,24.803528,25.01281647362776,24.765942127823397,25.274628479612204,25.034009671468468,24.781904634710656,25.352941415684484
1987,25.191559,25.11613591127109,24.71700159616819,25.37529256973278,25.17814630702098,24.72469784641521,25.460040278584984
1988,25.10608,25.190405599825585,24.89390111452656,25.567933436180738,25.226191111154343,24.91207098709134,25.628864364453023
1989,24.952606,25.247810350495755,24.91984585396881,25.643546472346657,25.2482470406338,24.85788711628629,25.715518312248665
1990,24.975952,25.34119967401828,24.938319942116664,25.66002197507646,25.36859797645126,24.9533930920565,25.71938597688944
1991,24.99234,25.109570822926354,24.71198957113353,25.44863709295589,25.1316722262998,24.71767497080521,25.525248901112263
1992,24.814392,24.91740949657721,24.63777495045457,25.34004101317521,24.9747046412798,24.6348564859066,25.397981038742728
1993,24.999542,24.936878167806118,24.676361690597105,25.6694270540516,25.00885026970121,24.69806568554281,25.696891553982425
1994,24.978058,25.0101728669232,24.61127022797325,25.4672623558111,25.08149351657465,24.60726955755581,25.747211199963544
1995,25.313843,25.13396091888167,24.775875536462596,25.379598847219142,25.183764766992898,24.771428122160387,25.44409849315548
1996,24.998566,25.183768363429483,24.77379215681799,25.75994196543354,25.20338333689466,24.76707303428645,25.857989324399227
1997,25.011108,25.177856453120157,24.754884426594685,25.63249813001852,25.197760697531624,24.77461363292025,25.671080970765612
1998,25.552826,25.268843779489263,24.97462504344321,25.53697014902798,25.299615606657337,24.98660238464788,25.53971120281551
1999,24.956696,25.289652483997184,24.9591318345818,25.714970264401813,25.322919903316595,24.972081215797743,25.84521701164641
2000,25.045074,25.27247448990632,24.942426219024924,25.46201583659439,25.33755695061022,24.954124079009944,25.74892113378047
2001,24.898407,25.3332879915216,25.12720978954627,25.55988651717496,25.374160313437017,25.15570082751907,25.667522107593584
2002,25.045166,25.269697970629263,24.98735145705149,25.813605237687625,25.339112231643977,25.0310292216883,25.90393987791549
2003,25.204315,25.37481431363451,25.014454912152075,25.61845089567953,25.424588909403564,25.05150263918188,25.758896120057727
2004,25.056671,25.33839556517596,25.1396705322818,25.721706255466582,25.3989454820252,25.15356499108833,25.822023863737968
2005,25.221191,25.392857809263287,25.146203858237016,25.968757197135687,25.465545127506164,25.161454294106136,26.01080871791981
2006,25.105438,25.44513875406702,25.19065056464217,25.87446559748065,25.437860031768547,24.91633226845704,26.081503716063708
2007,25.221954,25.466205814258046,25.11021432489809,25.871580480516457,25.386387874571472,24.97980671139078,26.06283607762299
2008,25.199982,25.44495826061156,25.13534120403989,25.759676785465672,25.526716324056142,25.00178953230477,25.82030965525422
