year,ref,rcp26_middle,rcp26_lower,rcp26_upper,rcp45_middle,rcp45_lower,rcp45_upper,rcp85_middle,rcp85_lower,rcp85_upper
1988,6.2344322344322345,4.196675119752043,3.062271062271062,5.752747252747253,4.072710622710623,2.1538461538461537,6.023809523809524,4.211779448621554,1.7234432234432235,5.935897435897436
1989,3.989010989010989,3.897154127923358,1.6446886446886446,6.767399267399267,3.891025641025641,1.6556776556776556,5.827838827838828,4.077308656256024,1.7545787545787546,7.08058608058608
1990,3.347985347985348,4.380529726683571,2.93040293040293,6.311355311355311,4.151373626373626,2.152014652014652,6.261904761904762,4.345382687487951,2.675824175824176,6.249084249084249
1991,4.364468864468864,3.54930966469428,2.672161172161172,4.492673992673993,3.804212454212454,1.564102564102564,5.915750915750916,3.932330827067669,1.7234432234432235,6.5366300366300365
1992,3.2985347985347984,3.2589461820231045,1.1227106227106227,4.822344322344322,3.608608058608059,0.7142857142857143,6.763736263736264,3.8475997686524,0.554945054945055,6.968864468864469
1993,5.5989010989010985,4.048041701887856,2.8736263736263736,6.269230769230769,3.853663003663004,2.347985347985348,6.051282051282051,4.114999036051668,2.600732600732601,6.910256410256411
1994,4.0054945054945055,4.038602423217808,1.2765567765567765,5.836996336996337,3.952564102564103,1.3424908424908424,5.987179487179487,4.141411220358589,1.3992673992673992,6.021978021978022
1995,3.302197802197802,3.70188785573401,1.945054945054945,6.0054945054945055,4.175641025641026,2.468864468864469,6.243589743589744,4.48457682668209,2.4871794871794872,7.076923076923077
1996,4.518315018315018,3.672161172161172,1.2234432234432235,5.886446886446887,4.070604395604396,1.1575091575091576,6.633699633699634,4.1933680354732985,1.36996336996337,6.4212454212454215
1997,0.7032967032967034,3.1277824739363207,1.6282051282051282,3.95970695970696,3.898717948717948,2.4413919413919416,7.353479853479853,4.128590707538075,2.663003663003663,7.163003663003663
1998,5.205128205128205,3.89025077486616,2.7326007326007327,5.413919413919414,4.316575091575091,2.6904761904761907,6.131868131868132,4.677173703489493,3.102564102564102,6.613553113553113
1999,5.32051282051282,4.178782755705832,2.1336996336996337,6.445054945054945,4.617857142857142,2.10989010989011,7.335164835164835,4.325525351841141,2.0549450549450547,9.042124542124542
2000,4.146520146520147,3.6356720202874047,1.4871794871794872,7.12087912087912,4.076373626373626,2.155677655677656,6.278388278388278,4.300366300366301,1.9981684981684984,6.41941391941392
2001,4.8498168498168495,3.7513384051845593,2.131868131868132,5.4212454212454215,4.166483516483516,2.532967032967033,5.805860805860806,4.153364179679969,2.1446886446886446,5.657509157509158
2002,6.915750915750916,3.706677937447168,2.21978021978022,5.302197802197802,4.575824175824176,2.6465201465201464,6.631868131868132,4.715153267784848,2.840659340659341,8.184981684981684
