year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85
1981,0.0,293.3537382896304,301.62456898403696,362.60283988821925,345.90436718380255,273.2752643548668,262.3900231648005,314.2687647354994,309.673629171775,-124.25037644525537,-118.92069569001455,-135.94982796822535,-133.42083720519565,53.9488213320991,38.942494810240646,-1.7943972873273424,5.272504797330953,249.70122606210947,228.64385998427434,-52.708290953817254,-51.94659180278995,-12.454791909262667,-16.08116223410036,-90.84276886514135,-88.65186605962344,-120.5760596614648,-113.01952928822232,23.06529928288967,16.197415391821664,-98.03960958927041,-99.67127125060188,-18.01179929474847,-30.976587172585027,-137.95558388949928,-140.4018852369295,13.672199987142335,10.06938884211013,-51.670775091151654,-37.83277402497458,78.75952831706957,-46.28602607881999,66.90515336521571
1982,0.0,284.661052709062,292.587074598628,331.38293412121345,315.9222837952025,274.42330468600176,266.010209728705,328.7054116496607,328.5856883743203,-77.80652443438726,-75.37592909420232,-121.81367727274903,-98.59229354026934,53.83748047219399,39.394944036826814,-25.575135047513186,-17.281514702685172,273.35693227310776,238.68309643317878,-24.211415219525065,-23.016473426923085,-13.52067797709367,-10.239542627451783,-95.02024407877059,-94.25794019059049,-108.46345697759432,-110.40564946731786,-0.7833174683574953,-6.597946316459684,-121.76735539864467,-125.04527490985936,-3.947424665210292,-16.689765501060265,-72.68497908452957,-85.98278765402779,3.0993829927069783,-8.67885806482252,-7.504284929788696,-2.1069049359565497,77.35888299916314,3.2974001352928326,149.65746976510445
1983,0.0,277.7083064808078,285.6979105374353,321.1934212383527,302.2102653872487,277.6705021292809,264.46529751922037,333.0801342864456,325.0804654937981,-130.3764733793447,-128.3665958679345,-100.58381937720412,-96.39787280526582,44.584521360232884,29.144518676352163,-6.644382745611665,-3.3201006131855593,260.26149210534794,223.05563782190012,-20.96636632271884,-27.677132738257455,-20.44215250369848,-20.01515786688003,-85.51184714214696,-79.48852186523675,-43.21949571124662,-44.55679031673753,-21.04731922725523,-29.103842085975543,-99.33758390879348,-106.07225521574219,-13.593396063113573,-25.160548283843696,-72.61672601827411,-83.48042901877466,-25.189517228523982,-40.899931317104915,-46.90491116194562,-38.91749422566886,65.40382322571298,-5.9128642838809355,118.42286100881552
1984,0.0,267.98638067008625,277.9959314199248,352.1344086203783,327.2810202840959,195.37281080110063,188.78563762709626,319.1395845887487,315.37106094523034,-115.73238948226265,-113.14736319501787,-132.21442536815562,-126.38188419875212,50.13985330042192,36.13503365101349,-13.582126846673646,-2.498502418799035,237.63195139010963,206.3814653740452,-27.671538491192564,-30.16136515789333,-29.681496704359915,-28.095784369531202,-40.88901115046326,-39.51998981420593,-60.937290146776604,-65.81154099993898,27.548076641525086,21.56106010684755,-120.56419033235068,-125.20651802645864,7.575465730052315,-5.401548665002451,-128.61951644116652,-139.33360688928394,-11.493733389500676,-27.631963332511873,-2.363327671915272,2.28854067560394,87.3119761915766,-38.77667049312015,84.75925110772846
1985,0.0,299.91843445166046,308.0049339283043,321.1873892649793,302.31595966587156,281.2438073062288,274.2606379344942,318.75801368796624,312.936136010963,-112.19270736643966,-112.81925725951965,-135.58588902186636,-131.26383099314114,46.9040161468763,31.031542719808726,-4.828042283530181,8.911565517785561,215.97734310276053,201.2203206485085,-23.758371821021456,-20.833045183599438,3.350587590849159,5.671512534829731,-90.238374770659,-90.64459413646284,1.7881025721360402,10.107570590023556,-11.44278193377454,-13.89850475448793,-140.1086250984331,-145.5792106928966,-33.848513723661426,-45.363440219103836,-79.97603939670432,-89.21208165264784,45.60895623012243,29.221116644677977,-22.525123677142687,-19.058450672044614,76.00703394438199,-44.11019896904281,98.48669087338237
1986,0.0,308.1137806939113,318.46524554855085,373.4155916797235,355.4934096037537,277.5221570614599,270.0031475933297,326.0819266923943,322.5959660917448,-111.43766231459017,-106.43370749680639,-126.33768832887029,-123.2907293748907,22.18061622524283,8.875825777557452,1.830647750951357,8.197213629718362,256.32224997078356,219.75838838989023,-14.53663703999348,-17.93560495537315,-14.738813592747647,-13.127149614978407,-81.72952768433652,-77.18362602285742,18.768147175555328,12.399455707117113,9.887636561734439,5.950655300601852,-165.53855702178964,-166.431052545301,2.018720811831713,-9.833497806716764,-105.80868755332608,-114.84729148998065,9.499229042802313,-3.279564766392582,-50.22825577862011,-42.637545576948924,88.16511126582452,-42.3472384750396,59.25910706560012
1987,0.0,392.66740377006084,396.27880844295294,338.9042324208041,309.0665747080228,341.55519397810895,331.87969961264446,300.9410194117198,293.433828063297,-126.46265571399658,-124.53969168475805,-114.84299228588839,-95.8185555196128,53.82417481977268,36.47315880868803,-3.932371636513494,-1.1539910921512728,282.21782454880895,250.10460785668658,-55.28419083918379,-49.07756906995462,-37.15336158596085,-35.158181594361054,-79.2190062988318,-78.07318678482864,-64.50354434805399,-76.62962923891496,-15.212474828702739,-23.17576169489223,-100.53946665473484,-101.92656718579815,-34.331099374456585,-44.33832962664542,-57.7275819102922,-70.65499140792144,-38.08449251633817,-56.340045106974685,-15.192675496423021,-8.414723377882638,71.95283848112524,-64.42960981345095,84.24160884712501
1988,0.0,322.36432699142233,340.26307565518533,356.7199729986909,338.4811703523227,362.4067557892694,353.8688930487636,311.6610339386674,308.8049846947503,-87.89320202696047,-85.86194858345436,-137.04891640854146,-132.63676427008443,49.806289385770015,32.79490621695686,-2.1340584752824725,2.51877774549439,280.3190141061797,251.37767436397428,-20.31786023188033,-20.06312407794121,19.21623436550533,20.674674359666028,-73.27418233761796,-70.3571465218696,-39.44520068968802,-43.26050627460461,14.122711548419375,7.566345256004411,-76.80948178907352,-75.17927880470177,-25.561576849432527,-36.4775123966175,-69.09461749079469,-71.73906141278553,32.97573474693377,20.551465802006533,-66.76753009972367,-59.474545362909,72.44472210336244,-44.210701784640264,105.70904207145236
1989,0.0,265.35453235110384,272.2887091876857,278.4839997251971,262.0589091752863,279.8289848539835,266.7379328455288,307.08869306949845,290.1854806048583,-136.78653880878107,-128.69272091956861,-155.88153422348773,-151.79110501386413,68.93417485834243,51.37236470791265,11.282600367329223,13.866438572335255,266.23294391868853,231.56084356208714,-9.157126487308005,-8.974539408032115,-13.104446472887389,-12.788103396100041,-61.95436133129988,-62.59426225247546,-43.459088163230376,-41.96001932131651,-13.866418280620223,-19.071229296874435,-147.30406353146566,-150.4890867882773,-12.071123363395259,-35.460212293990026,-99.34592407689797,-109.59737807773786,-29.605982634481165,-46.48491657531849,1.2204928515797064,3.9237509272406896,75.3016725091361,-26.987280142585746,64.65458733618959
1990,0.0,295.795560718546,307.63817114733513,328.52741733319544,306.67309459590183,263.36113310315426,255.43665572507237,300.6725327216969,285.47422828811693,-117.47893342851148,-118.31733996510138,-141.11533874200188,-135.6052109614012,52.96375168003692,29.957651836289983,15.07029221697087,12.609733998117463,277.8057921885087,249.78470433398707,16.154706788012163,12.351106203534641,-11.014805878173775,-10.04720884380356,-68.24656554225203,-67.76772292832231,-8.543170178027935,-16.675012051189242,-0.925840050722627,-4.3878667505957765,-97.76718555882178,-98.9466989691191,32.550606454328204,23.514803559729557,-41.60881305836597,-46.61476530057678,8.88770774040779,0.6490469571033373,-103.794709478664,-100.97341388778534,69.95287540127345,-60.865858746950266,103.3715650385642
