stn,var,rcp,hor,stat,centile,val
era5_land,evspsbl,ref,1991-2020,none,-1,532.478566
era5_land,evspsbl,rcp26,1991-2020,mean,-1,527.348289
era5_land,evspsbl,rcp26,2021-2050,mean,-1,525.791371
era5_land,evspsbl,rcp26,2051-2080,mean,-1,533.355
era5_land,evspsbl,rcp26,1991-2020,min,-1,499.745124
era5_land,evspsbl,rcp26,2021-2050,min,-1,444.678532
era5_land,evspsbl,rcp26,2051-2080,min,-1,451.282645
era5_land,evspsbl,rcp26,1991-2020,max,-1,544.971677
era5_land,evspsbl,rcp26,2021-2050,max,-1,582.237404
era5_land,evspsbl,rcp26,2051-2080,max,-1,590.241249
era5_land,evspsbl,rcp26,1991-2020,centile,1,501.266581
era5_land,evspsbl,rcp26,2021-2050,centile,1,450.974418
era5_land,evspsbl,rcp26,2051-2080,centile,1,457.558362
era5_land,evspsbl,rcp26,1991-2020,centile,10,513.193824
era5_land,evspsbl,rcp26,2021-2050,centile,10,497.913032
era5_land,evspsbl,rcp26,2051-2080,centile,10,504.396749
era5_land,evspsbl,rcp26,1991-2020,centile,50,527.799953
era5_land,evspsbl,rcp26,2021-2050,centile,50,527.092918
era5_land,evspsbl,rcp26,2051-2080,centile,50,537.538532
era5_land,evspsbl,rcp26,1991-2020,centile,90,541.913338
era5_land,evspsbl,rcp26,2021-2050,centile,90,558.423989
era5_land,evspsbl,rcp26,2051-2080,centile,90,570.163637
era5_land,evspsbl,rcp26,1991-2020,centile,99,544.715013
era5_land,evspsbl,rcp26,2021-2050,centile,99,579.553932
era5_land,evspsbl,rcp26,2051-2080,centile,99,588.082302
era5_land,evspsbl,rcp45,1991-2020,mean,-1,511.295303
era5_land,evspsbl,rcp45,2021-2050,mean,-1,510.356168
era5_land,evspsbl,rcp45,2051-2080,mean,-1,492.798678
era5_land,evspsbl,rcp45,1991-2020,min,-1,364.01329
era5_land,evspsbl,rcp45,2021-2050,min,-1,418.150555
era5_land,evspsbl,rcp45,2051-2080,min,-1,320.419644
era5_land,evspsbl,rcp45,1991-2020,max,-1,545.900188
era5_land,evspsbl,rcp45,2021-2050,max,-1,586.064346
era5_land,evspsbl,rcp45,2051-2080,max,-1,571.524748
era5_land,evspsbl,rcp45,1991-2020,centile,1,386.611306
era5_land,evspsbl,rcp45,2021-2050,centile,1,425.449177
era5_land,evspsbl,rcp45,2051-2080,centile,1,339.086909
era5_land,evspsbl,rcp45,1991-2020,centile,10,489.971919
era5_land,evspsbl,rcp45,2021-2050,centile,10,465.759551
era5_land,evspsbl,rcp45,2051-2080,centile,10,445.687841
era5_land,evspsbl,rcp45,1991-2020,centile,50,520.127802
era5_land,evspsbl,rcp45,2021-2050,centile,50,511.993339
era5_land,evspsbl,rcp45,2051-2080,centile,50,500.290994
era5_land,evspsbl,rcp45,1991-2020,centile,90,543.205311
era5_land,evspsbl,rcp45,2021-2050,centile,90,545.011366
era5_land,evspsbl,rcp45,2051-2080,centile,90,540.499541
era5_land,evspsbl,rcp45,1991-2020,centile,99,545.674513
era5_land,evspsbl,rcp45,2021-2050,centile,99,581.183365
era5_land,evspsbl,rcp45,2051-2080,centile,99,565.999402
era5_land,evspsbl,rcp85,1991-2020,mean,-1,513.057941
era5_land,evspsbl,rcp85,2021-2050,mean,-1,508.505292
era5_land,evspsbl,rcp85,2051-2080,mean,-1,477.289417
era5_land,evspsbl,rcp85,1991-2020,min,-1,370.047787
era5_land,evspsbl,rcp85,2021-2050,min,-1,384.735266
era5_land,evspsbl,rcp85,2051-2080,min,-1,279.830144
era5_land,evspsbl,rcp85,1991-2020,max,-1,551.027368
era5_land,evspsbl,rcp85,2021-2050,max,-1,549.966208
era5_land,evspsbl,rcp85,2051-2080,max,-1,572.371621
era5_land,evspsbl,rcp85,1991-2020,centile,1,393.620704
era5_land,evspsbl,rcp85,2021-2050,centile,1,400.608284
era5_land,evspsbl,rcp85,2051-2080,centile,1,294.364383
era5_land,evspsbl,rcp85,1991-2020,centile,10,494.352627
era5_land,evspsbl,rcp85,2021-2050,centile,10,476.757763
era5_land,evspsbl,rcp85,2051-2080,centile,10,357.747468
era5_land,evspsbl,rcp85,1991-2020,centile,50,518.5509
era5_land,evspsbl,rcp85,2021-2050,centile,50,516.586655
era5_land,evspsbl,rcp85,2051-2080,centile,50,493.216007
era5_land,evspsbl,rcp85,1991-2020,centile,90,542.431028
era5_land,evspsbl,rcp85,2021-2050,centile,90,546.671535
era5_land,evspsbl,rcp85,2051-2080,centile,90,552.592249
era5_land,evspsbl,rcp85,1991-2020,centile,99,549.25567
era5_land,evspsbl,rcp85,2021-2050,centile,99,549.637822
era5_land,evspsbl,rcp85,2051-2080,centile,99,570.839157
