year,ref,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,449.75,453.75,469.0,401.25,388.5,563.0,570.25,399.0,508.25,405.25,407.5,423.5,430.5,640.25,615.5,473.25,462.75,402.25,394.25,908.25,790.5
1982,485.5,331.25,345.25,601.5,553.0,412.75,406.75,983.0,959.75,569.75,550.0,410.75,388.25,401.0,388.25,568.0,620.25,285.25,279.0,685.5,619.5
1983,366.75,445.25,478.5,663.0,640.0,854.5,806.25,520.25,514.5,680.25,624.5,360.25,354.0,554.75,587.25,363.5,364.25,518.5,497.0,535.25,544.5
1984,517.5,543.75,597.5,270.0,216.0,514.25,511.75,484.75,500.5,302.75,281.25,737.5,577.5,263.75,251.75,423.5,439.75,287.5,267.75,122.75,118.5
1985,569.0,441.0,467.5,296.5,302.75,324.25,316.5,441.0,455.5,502.0,502.25,266.75,268.0,688.5,671.0,566.0,613.0,511.75,492.0,427.75,407.0
1986,502.5,399.25,438.75,753.25,708.0,429.0,423.0,326.75,382.0,526.0,527.0,726.5,766.75,331.0,299.25,526.0,516.5,476.25,491.75,686.0,668.75
1987,516.25,675.5,707.0,454.25,432.0,281.25,280.75,234.75,239.5,613.25,548.0,434.0,445.75,789.75,762.0,338.0,365.25,754.0,717.5,427.75,400.0
1988,610.75,626.75,647.25,467.5,400.75,774.75,785.25,450.25,461.0,531.75,521.75,350.5,343.0,528.5,506.0,574.5,552.5,334.25,317.75,530.25,404.5
1989,651.25,565.0,584.0,477.0,443.25,222.0,221.5,353.75,361.5,656.5,630.5,473.0,474.25,470.5,458.75,505.5,489.5,790.75,744.75,377.5,357.75
1990,531.5,607.5,658.5,517.75,452.75,611.75,608.75,781.75,787.75,434.5,444.25,635.25,588.25,268.5,290.25,840.0,861.25,419.75,405.75,686.75,642.5
1991,583.5,435.25,486.75,511.75,480.75,448.25,442.0,711.5,748.5,519.25,565.5,571.25,565.0,564.0,535.5,468.75,463.5,485.25,485.5,618.25,603.0
1992,682.75,527.5,568.25,363.5,360.0,165.75,186.75,589.5,592.5,871.5,876.0,518.25,553.25,796.0,731.5,527.75,498.0,884.5,849.5,412.5,389.75
1993,446.0,593.75,665.75,645.0,587.25,648.75,598.75,564.5,596.75,607.5,583.75,681.25,640.0,408.0,395.0,433.5,460.75,563.0,516.25,467.5,435.0
1994,736.75,628.5,649.75,501.5,444.75,456.0,414.75,959.0,973.5,579.25,536.5,565.75,529.5,533.25,497.0,419.0,428.25,553.5,529.75,639.75,673.25
1995,560.0,631.5,677.0,702.0,665.25,526.0,515.75,310.25,338.0,792.5,756.75,327.25,291.25,676.5,649.0,426.75,431.0,413.75,421.0,580.25,566.25
1996,646.0,412.5,415.5,441.75,424.0,415.5,356.0,336.5,354.5,308.75,299.25,512.25,476.0,371.25,372.75,561.25,575.0,623.75,584.5,410.25,412.5
1997,563.75,530.75,610.5,514.0,489.5,325.25,320.25,535.75,566.75,360.5,328.75,525.75,539.25,704.25,636.75,558.0,551.0,259.75,242.75,362.75,316.75
1998,382.75,308.25,348.5,409.0,401.0,1179.25,1177.75,524.25,571.25,476.75,449.5,429.75,466.25,235.75,247.0,530.0,519.0,317.25,304.5,272.75,254.25
1999,790.25,830.0,889.5,461.5,453.0,572.0,516.5,451.75,459.25,723.0,683.25,381.75,379.75,864.0,873.0,265.75,346.75,540.25,516.0,446.75,421.0
