year,ref,rcp45_0,rcp45_1,rcp45_2,rcp45_3,rcp45_4,rcp45_5,rcp45_6,rcp45_7,rcp45_8,rcp45_9,rcp45_10,rcp45_11,rcp45_12,rcp45_13,rcp45_14,rcp45_15,rcp45_16,rcp45_17,rcp45_18,rcp45_19,rcp45_20,rcp85_0,rcp85_1,rcp85_2,rcp85_3,rcp85_4,rcp85_5,rcp85_6,rcp85_7,rcp85_8,rcp85_9,rcp85_10,rcp85_11,rcp85_12,rcp85_13,rcp85_14,rcp85_15,rcp85_16,rcp85_17,rcp85_18,rcp85_19,rcp85_20,rcp85_21
1981,0.0,-133.3298673341268,-149.07373899573838,-266.9766406784985,-194.5794909688086,-220.64698413820963,243.4668681532047,126.9238525473063,438.9308647314681,-40.508016288193744,-191.14668020062663,-207.41207202299267,167.2165440163567,292.1987667666567,930.5026953866445,676.4472965048247,64.60463173606036,652.3882004056843,419.17937368815853,738.0203168820892,-45.03054180639856,890.4197172029044,-168.28153363598915,-203.1758882629249,-226.97146217895707,-233.94978769626437,155.91478554519972,458.542364387426,-12.473871408822674,-171.77306245177476,-170.51843568441132,148.92026875372426,314.0163899861536,918.1949337155409,657.5688385584275,58.46204157986381,663.806529379691,469.5427985692172,742.9492017408731,-11.924574765316265,861.593959094003,8.918103974878818,-42.58061320086529,-42.878817435134124
1982,0.0,-202.61384611629887,-388.4790640894096,-168.15721164323867,-167.71372925788887,-184.00606506966756,417.0414533921162,282.34638836081626,461.9700022175325,35.01376250307521,-51.147555718074955,-344.6090992595122,225.87103620602454,346.8578689348758,922.1505501472194,548.9819966563098,14.016833617843531,607.1087554728601,273.2879854867019,706.9320579236837,-39.94388764005021,891.829099231023,-237.64444491111067,-367.33802563126574,-172.1850401202073,-188.45462391108913,291.2770559043249,500.45898414175315,29.00162852932533,-42.15603583827749,-325.99962650622325,206.68294963707592,361.74224629701143,937.8754152105445,544.9449139645096,25.324796935422455,611.7019970947424,307.73785497734025,735.2387448705658,-22.838231391732506,862.798907345092,-33.65096191603402,47.20972780524505,-166.3488920348437
1983,0.0,-57.88803600741596,-219.67178180065025,-212.69083843995455,-259.2911484503721,-271.27629292030247,290.06743505785255,226.95725032196754,123.40907278093164,40.654166182761855,-26.893798432870653,-188.1057737087042,158.33739752252268,381.85993185045686,1111.0757155500478,350.07783454791456,85.94501498884006,592.3352631590082,302.7350343608148,714.573596934494,-144.6652365841819,847.863699498192,-75.0757255986,-205.57387801588118,-215.58171923366754,-245.51229131170152,261.5562237613385,128.0263190179445,90.32445101123528,-32.204673223303416,-75.88619994077249,128.31481809860168,402.3494250374981,1129.224139115592,367.86685162611843,121.96825257453042,590.793887479808,332.9925796002733,714.5801335499011,-56.443112984631625,834.8713613259573,-78.44189738517059,311.3104709969938,48.926278337298754
1984,0.0,-165.0212342398214,-330.15893759230005,-114.00023609093904,-177.08275069430306,-204.28921171219895,285.0976191262997,224.32662351685303,155.41963859558007,19.603721629126994,-189.9421182303363,-199.26906685735804,181.43512598664643,291.92051877635527,811.2639262739608,580.6050677376854,112.84420594991343,760.8158344605606,199.24501031182774,700.1238818415012,-92.62243654328495,610.3426162310185,-190.5637957010764,-324.88927756424926,-110.67740501200751,-150.79803066109844,225.9979778118751,160.04012153031977,64.16041979991496,-196.40699194527053,-200.94413198721827,200.03266695274215,293.9478467246213,837.8401744039352,597.31933111435,118.18445266469712,768.1609911561632,236.6859949903968,680.7279964745646,69.81266675496795,603.3297625313703,18.535649911262908,156.85288576337234,-69.12629124197406
1985,0.0,-28.40700894294025,-420.43939674454725,-251.49189840996343,-155.69726381549287,-239.1282128103187,243.02472394426582,-66.10813591926433,443.06520293795506,81.33004942985258,-223.97186624893493,-281.85483025485655,222.2993713376302,199.10811399087277,805.5676004532642,392.3544341565322,58.493874822377165,580.1069235244142,287.06548842527855,682.0215734207351,-125.88829156588497,804.6051389642355,-76.98533407682612,-379.0511478132506,-291.8366373297237,-192.96548714959238,-16.049966726432558,417.3565078087447,68.47522107675047,-281.7618895519271,-309.66342076536466,196.4444962193386,211.53257057847725,835.3231175705519,380.818021773992,67.10206401422602,592.1009761292495,347.44059704317965,682.1602224757474,-96.66961659410242,805.7136219074215,47.31243801279834,103.69188466866285,-85.10632915395126
1986,0.0,-116.64276923850286,-387.47933086619935,-126.68327676124039,-253.86879576078798,-224.253980270978,467.57472075892224,-2.444776084467321,559.821925179476,-80.11004948813019,-102.89003673236039,-288.97669576853843,217.73529658459188,347.52320900743007,824.1533558949961,302.94815020992553,55.135148029583206,811.5226371175331,236.16758480486908,752.0536260294436,-124.36232231516169,886.646473393691,-111.79977807704893,-321.6670814459104,-158.7148455639272,-259.5448776128509,41.48666939932434,545.635916336199,-55.326229947296326,-126.96869679157521,-256.78125808208404,195.48843884071334,367.12252901350803,860.8599638268454,298.5794860438831,76.44236235481912,860.2712811056404,266.6577713284539,741.8282808472165,-74.85913406551856,844.8908568143872,-64.79499768570145,460.8366440498653,-57.92318684383895
1987,0.0,307.4977858973489,-216.03063335340192,-438.0319837981456,-251.37124813736148,-291.8025663702442,321.3866065945351,164.9031223022523,317.60259797486196,64.10175009628483,-173.3038407235107,-440.4487083211825,144.80199831647747,253.47775222605617,777.5078669469423,383.18255322866696,126.89174338292048,584.8309160061948,282.19794062227083,529.6053311791381,-117.38342812180849,670.2950966283615,240.65962175542109,-187.546487009048,-434.8302559059865,-300.96962234147156,191.67489958393253,327.92078604597395,103.7060771972815,-163.30404799678286,-369.720004735065,163.24323996447288,279.43377959102975,793.1527382191184,375.6584571187294,139.20432598335935,583.4535931178067,338.89650362285624,541.1538763168859,-51.080751546373676,663.7232873021536,133.3667961512797,36.66244423089836,-73.70995509310501
1988,0.0,-225.10270910828524,-395.02476584939166,-327.2094502431678,-231.05002864864014,-203.34889843127883,436.9791913341146,176.8639804694012,208.66554875355973,-108.53946038705749,82.74974139924586,-415.92965453589204,220.36781441204698,262.44816747619313,757.4551687619642,490.47741834448584,98.99646819005329,542.1407339078324,251.0742518927566,660.196870015528,-128.73218279787943,1074.6353786061259,-257.05390344375905,-377.259480906853,-360.00091285280894,-229.63928755297138,158.20303159550247,238.69876391410742,-93.16043631348589,29.78350686924159,-355.11527744169086,197.20992183591943,281.9000458048398,819.4901732679921,462.13825712297205,109.47732363277339,541.7115391982578,295.96121296080696,636.2874238047996,-85.64774536364678,981.6424455371896,30.707071638526486,179.9528542215727,-139.12710497137664
1989,0.0,-101.05934343227,-214.785006443111,-275.0930076913468,-168.4375032454908,-219.1652909010246,288.5601612430902,206.02472538497773,266.3437516892848,47.56843890772279,-29.48874398691919,-271.59910347077084,158.97649663274206,294.74091170010297,767.5710724361862,482.59103240302466,-8.127092110713193,684.1860796338706,177.10312633798287,659.1195874848929,-69.23043422361434,736.8941042597836,-137.0495773725154,-169.1215676493394,-300.18111870960075,-180.38146508844181,223.94584000721295,292.2907905673035,75.31985685353902,-14.39467820905395,-177.59230760284277,146.83714940296932,280.3902052731912,783.3821970557148,453.3204145657219,24.53124873656884,690.8713472488412,212.86467752439012,678.0008253000433,-1.7887513470836893,728.4842094001184,81.24992636271008,13.893268660917443,-80.52292867608048
1990,0.0,-114.1834531768759,-469.73494358185576,-184.96636041292953,-122.01724586040223,-244.27223085796174,304.80244019234124,-14.835747671688864,94.17480235881419,-27.70528727127396,197.3487857588376,-270.39956323685163,148.3096849972335,254.3179521595764,876.8513730452362,479.64384419014505,104.29401872350968,613.0235652496121,168.87492493218974,447.89605743590255,-82.21420126821772,884.3506459509852,-164.45241305624495,-461.907378554806,-187.18514692350635,-115.98218376789896,18.02460175982344,104.09775145756373,17.31501988156981,150.31508063843728,-249.91732018832926,143.16990727734947,286.62358248161274,900.0446277510925,460.48885253738536,106.33176537114866,604.2130313375758,193.80533840099548,405.96403614590554,-31.791391966245897,865.8496560948341,29.364345575165657,154.83712283028183,-49.48401168614555
