year,ref,rcp45_moy,rcp45_min,rcp45_max,rcp85_moy,rcp85_min,rcp85_max
1981,1090.9006907343867,1112.4575909424848,244.2949679003291,2106.825400143322,1078.2047395571556,244.2949679003291,2106.8253998945274
1982,1036.3888653814793,1103.52412215376,205.4462364899535,1869.4766442635791,1044.4347008526381,205.4462364899535,1869.476643128861
1983,1042.1098285615444,1104.9346960578612,222.13139403748855,2298.1752695787422,1082.107435819615,222.13139403748855,2298.1752695343253
1984,1102.3527486026287,1013.8104198366957,148.4170328264707,1995.2078520639104,1006.0626330856211,148.4170328264707,1995.2078522985835
1985,1152.3949620723724,1053.5253959322672,336.1052132425379,1723.9096273733785,1044.3914161796713,336.1052132425379,1723.9096272780291
1986,1068.1387715935707,1118.3875917000512,394.1366928374101,2164.0574061538687,1099.6269054506793,394.1366930900748,2164.057406450119
1987,1188.8471384644508,1172.820794726037,445.78070538734715,1723.8655873254386,1157.706932640157,445.78070538734715,1723.8655874756378
1988,990.3548712134361,1121.994244582011,480.7333292038812,2121.9675702191907,1106.4649404808627,480.7333292038812,2121.9675715048347
1989,1134.8842134475708,1054.8342001680537,231.0784764518292,1819.3691556661872,1031.2510786314922,231.0784764518292,1819.3691552886228
1990,929.1198579072952,1004.5150175103068,187.82684436979054,1863.5587895840479,976.6853999145991,187.82684436979054,1863.558790976895
1991,1104.0407594442368,1200.1153273035047,548.0698305126394,2254.2131216234084,1180.149796679948,548.0698305126394,2254.213121847051
1992,910.8196636140347,1124.9781837085754,363.17609421009223,1859.7118665210185,1134.8200820433988,363.17609421009223,1859.7118665843677
1993,1148.1762631833556,1128.502641277512,321.9119076170758,2097.5550007477204,1087.432977959594,321.9119076170758,2097.555001235747
1994,1063.133623957634,1062.2857197545814,397.05911687327233,2262.9100735114744,1026.4648287345467,397.05911687327233,2262.9100722104145
1995,1113.828139513731,1132.0035274605377,507.9188699520172,2283.3977226458624,1104.4430832852752,507.9188699520172,2283.397723243548
1996,1026.8568343222141,1109.8972913964722,171.12710966300037,1878.6899653928429,1034.7243686827603,171.12710966300037,1878.689964967154
1997,893.6095676422119,1153.3425717085277,503.8198745756476,2099.1677805452987,1131.5744448878866,503.8198745756476,2099.1677805136087
1998,805.9905594885348,1030.6593784990807,228.07436142783584,2295.359175378842,1031.8403773372977,228.07436142783584,2295.359175397604
1999,1136.0934314727783,1178.1493994492168,344.464944009192,2306.787927266598,1171.9698374314198,344.464944009192,2306.787926111722
2000,1147.753966331482,1170.3623691751131,161.59982348191804,2509.5076867878847,1099.1153109563143,161.59982348191804,2509.507687777298
2001,1011.0194114744662,1178.1170782510749,370.25117506487464,2276.0423732994136,1132.795198741398,370.25117506487464,2276.0423714477633
2002,626.3991756737232,1189.0610386464002,581.7009445294252,2028.8978354437775,1158.4261148822156,581.7009445294252,2028.897835318203
2003,1094.7620027065277,1082.7625808913085,92.9533853679954,2047.0797037500859,1044.769040171689,92.9533853679954,2047.0797034875113
2004,788.6403449773788,1172.3818072103415,322.9448058850605,2240.610332369037,1114.7694018832794,322.9448058850605,2240.610331720335
2005,845.1037483811377,1068.0933375551124,364.5627711667554,1929.2714233323684,1066.5894886912627,428.02500015567824,1929.2714245797338
2006,776.1668738722801,1070.8448965458626,352.2806163443434,1775.020401903907,1043.2413101904056,314.5136523121937,1899.247444510858
2007,779.4943805932999,1161.810834232369,291.22014258979226,2032.2202654196299,1092.5585971435125,371.0547850749563,1796.1021858091428
2008,1079.2540632784367,1114.434862540181,283.09082085803175,2211.8226769830558,1038.4722634485422,245.96454231991737,2402.905444833575
2009,1009.5481940209867,1044.5818930607015,214.4274965881888,2147.652408953663,1201.0999949810803,495.7275720017303,2177.4758151850992
2010,1103.977343738079,1009.0744644490925,57.42754830907475,2010.5748315543533,973.8199971277161,83.46644504381494,2107.6946951125487
2011,986.2535517811775,969.7443911494842,285.8783682684383,1941.5751556812065,1135.8922237652403,268.1768263640776,2029.8849999181461
2012,1171.643708139658,1044.6805425003226,222.70746047122466,2219.3119037568867,1016.1706600986573,352.0405698140157,2356.930063711011
2013,1078.922244310379,1127.6548408330102,318.03632885408507,2595.556643585198,975.0032583684282,180.7108679841578,2295.3725140058523
2014,935.0160909593106,1053.5719018384343,28.57281978915024,1967.1286660249611,1065.5691055397822,493.9006441297201,2281.3451299005296
2015,1098.2727809250352,1092.2123635950118,218.45834239646328,1842.6684035891076,1083.4805414217726,270.0100917429575,2113.4635012542954
2016,1069.0825892090797,1035.9689437442426,374.306478257987,1865.2521529580733,1003.1642846607076,154.36993430586406,2653.8557953301984
2017,919.1881646513939,1212.807413252937,232.07324883210248,2256.118546999493,1031.2519325766284,198.0919550269239,2426.210377053351
2018,1339.325775384903,1080.6395938986252,155.30602901087215,1908.907852237483,1062.5180654036094,233.89014456578437,2078.824087657757
2019,891.7084494233131,1077.5847598773612,107.96683808455526,2162.333820614085,1013.251903611694,326.0032138765049,1893.047945491872
2020,,1203.5913387427547,191.53791387643193,2319.8836970805846,1034.7637389954741,99.61727638148763,2275.7184412863294
2021,,1054.1644912305503,339.0746211583527,2308.2799188920444,1084.687835872651,285.6507592419975,2475.714847232107
2022,,1055.3977445906303,488.1668758134109,1936.2111076737135,1026.604962744576,141.82059466196696,1939.6663948804958
2023,,1090.6312796407774,184.66446903104332,2036.4915802805263,1093.146248103087,28.263425395207218,2038.832500828818
2024,,999.435915094759,162.79855951992587,2136.796589474994,1020.5354891174666,374.70840508131414,1820.4059510565876
2025,,1003.6091472188842,308.9992688533294,2130.676560725721,1073.72005905331,276.9419995363385,2127.931120326055
2026,,1036.9433843507989,208.60809365096753,1964.199762958618,1040.1537599248686,192.02829267659195,2229.6640726665246
2027,,1074.8127512098306,145.70725766736555,2147.9414761059115,1079.161372052858,414.8474345928903,2015.8793368944555
2028,,1158.5444011363393,321.38770019043096,2333.7135495326293,1043.891255327847,211.4344188369306,2480.460377949598
2029,,1090.2588106548594,271.14260672313355,2538.4221476429266,1039.3990449069386,215.30788942516827,2187.881751740373
2030,,1200.777500932854,489.1814223513068,1993.5208971887694,1163.0006309715732,489.4131553300754,1950.8519450017436
2031,,1126.9702698017365,410.99537071094096,2184.2443567479213,1020.5071874693724,119.01077447828585,2419.021191079096
2032,,1149.9603185953104,203.31649114891005,2056.3562344754478,1011.7028014869375,168.56373109724734,1830.5307414034112
2033,,1137.0286215651126,410.05295959345074,2189.859359679276,1038.4068417470107,371.4777309143482,2430.8773239842426
2034,,1062.6146560721786,331.56800677434956,2054.318552002177,1063.1131424480502,164.3904467160259,1961.854291251041
2035,,1124.6488024688394,453.6030088807803,1941.97143579545,1134.0650028452646,417.29695799571624,2283.8647194343357
2036,,1157.9220997055106,392.626536358177,1842.0973082486666,1118.609788017981,397.95476194021273,2243.89333588306
2037,,1058.4017067157106,359.82459751572816,1906.0726016228025,1037.2667697329387,296.61350660609634,1645.5432625727074
2038,,1061.7274635537021,369.2170362476861,1935.5406984108904,1069.1594030488363,338.89339083436147,2085.5323743956205
2039,,1154.0069614825265,516.9452789231451,2171.068951519132,919.0705755167284,147.7495000587592,1997.463823440998
2040,,1138.277011411634,371.5994765462492,2167.7739473063125,1186.1207720068205,430.44086277651684,2031.4604964158186
2041,,1097.2167141193793,338.69455833687056,2117.598106208432,1026.2268761047392,228.15543434312073,2186.451758527266
2042,,1133.900558968264,241.1134855743596,1932.1919417135118,1055.7680643279984,315.27139420013884,1998.0256111154074
2043,,1007.6653787826303,313.0732167593328,1670.6492550915302,1053.3991497245022,337.20597418524,2465.4355056369445
2044,,1115.129512728113,133.53724361556385,2884.1846366014865,1040.1093959040975,228.14635425345816,2080.2480802284003
2045,,1151.144833312611,549.0884667509677,2730.405911512575,1071.02452040728,262.56899909263564,2263.821745669481
2046,,1122.0219916536414,169.8655541707295,2062.0687799332204,1178.8743536585825,327.0299863998813,2136.0460597503393
2047,,1083.3530025432299,134.21134313478055,1837.8105365055399,1053.406414269739,289.17289746998443,2007.4105256693035
2048,,1017.4462241553401,235.24175271883968,1912.379273274022,972.6213295460773,301.27906066868695,1899.4704958850582
2049,,1056.5357358178815,166.73473397174834,2202.6796697918517,1117.9262024861548,175.3439737386427,2548.936682702474
2050,,953.18642097756,190.90297889103996,2172.536018880306,1124.3384417923182,237.39870535228732,2557.1165883700933
