longitude,latitude,rain_season_start
-15.0,13.0,-4.615348837209297
-15.0,12.899999618530273,-5.243953488372114
-14.899999618530273,13.0,-5.514031007751953
-14.899999618530273,12.899999618530273,-4.1939534883720455
