year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp26,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp26,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp26,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp26,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26
1991,9.0,23.5,22.75,22.25,20.75,18.0,16.75,14.5,16.75,12.0,17.75,17.75,18.75,6.5,7.5,5.75,8.75,13.0,9.25,8.75,6.75,15.0,15.0,15.25,19.0,17.25,36.75,38.25,15.0,16.5,13.5,16.5,13.25,19.75,23.0,11.5,8.75,11.0,17.0,15.75,17.75,14.5,16.0,13.5,13.5,14.75,14.75,15.0,14.5,12.25,12.25,19.0,17.75,26.25,25.25,5.0
1992,18.5,26.0,21.5,27.5,31.5,31.75,17.75,18.25,15.25,22.25,9.75,13.0,10.25,8.25,6.75,7.5,11.0,13.25,19.0,14.75,16.25,15.5,14.25,11.75,10.0,9.75,5.75,4.75,21.75,22.5,20.75,22.25,21.75,22.25,26.25,16.5,16.5,17.25,17.5,15.5,15.75,6.5,7.25,6.5,16.25,12.75,13.75,13.0,12.75,21.75,26.25,7.75,8.75,13.0,12.75,11.5
1993,30.25,9.75,12.0,24.25,24.75,19.75,17.25,17.5,16.5,25.0,17.25,21.75,22.75,22.0,21.25,18.0,19.25,21.75,26.0,21.25,23.0,9.0,10.25,11.5,11.75,11.0,15.5,20.25,16.5,21.0,11.5,10.75,12.75,16.5,17.75,5.0,2.75,5.0,23.75,21.0,20.75,31.25,33.0,31.75,27.0,24.5,24.75,18.5,17.75,13.5,13.25,8.25,6.0,12.0,10.0,13.75
1994,22.5,18.5,18.5,8.0,10.0,21.75,24.0,26.25,22.75,11.0,21.25,22.0,22.75,14.0,14.75,9.0,15.5,17.25,17.25,30.5,33.25,18.0,23.5,19.5,20.75,22.0,22.0,25.25,22.0,22.25,15.5,15.25,18.0,16.0,17.75,21.25,20.5,17.5,13.25,8.5,11.5,15.75,16.75,17.25,23.5,24.75,22.0,43.25,41.75,17.0,15.5,10.5,9.5,17.75,15.5,19.75
1995,13.0,22.5,22.25,14.25,17.75,24.25,18.0,17.0,16.5,13.75,1.75,3.5,3.75,21.5,21.75,21.75,16.25,17.0,17.75,7.75,6.5,27.25,26.5,24.75,18.25,18.75,15.75,20.75,15.75,19.75,15.5,21.5,18.25,9.5,11.5,10.75,7.75,10.25,14.25,11.5,12.0,21.5,25.0,23.5,13.0,11.75,12.75,27.25,25.75,16.75,15.25,21.25,20.5,19.25,23.5,11.5
1996,10.25,15.5,14.75,17.25,18.0,21.5,9.25,12.0,12.75,16.0,13.25,14.0,15.5,20.25,22.5,22.0,17.5,18.75,20.25,8.5,8.5,20.75,16.0,20.0,16.0,15.25,15.25,15.5,19.25,24.0,23.0,20.5,21.0,7.75,8.0,20.25,19.5,15.0,14.5,11.5,13.75,19.25,20.75,21.25,14.75,14.75,15.25,8.25,8.75,20.25,21.0,12.0,13.25,7.25,8.25,21.0
1997,14.25,24.75,28.0,18.75,23.5,19.75,20.25,21.75,18.25,20.5,18.0,15.0,17.5,27.75,28.75,26.75,11.25,14.25,17.0,17.0,19.25,21.0,18.25,21.0,17.75,16.75,16.5,19.75,16.5,18.75,15.0,17.25,15.75,24.25,26.0,23.0,22.5,19.5,22.75,19.5,21.5,20.5,21.5,19.5,24.75,23.75,22.5,12.25,11.5,33.0,37.25,15.0,13.5,23.5,20.25,18.5
1998,22.75,11.25,12.5,22.25,18.5,7.0,18.25,17.25,18.5,17.25,17.5,19.5,22.25,16.0,16.0,14.5,19.25,22.5,20.5,14.75,20.5,14.5,14.5,14.0,27.75,27.75,13.75,16.75,13.75,17.5,13.25,16.0,14.5,26.75,29.25,14.25,15.75,16.5,19.0,18.25,19.75,20.5,25.5,21.0,24.0,23.25,23.75,16.5,18.0,15.0,13.25,16.5,19.0,19.5,21.0,8.0
1999,18.5,17.0,15.75,22.75,24.25,24.5,17.75,16.0,20.25,23.75,26.0,26.5,24.75,15.25,15.75,15.25,11.25,12.75,14.75,19.25,23.75,13.25,16.25,16.75,20.0,16.75,11.75,13.25,15.5,18.25,18.5,23.75,22.25,18.5,20.0,20.75,18.75,20.5,20.5,18.75,18.5,16.75,19.0,19.0,12.0,11.0,10.75,13.25,10.25,38.0,34.75,17.0,21.25,19.0,18.75,23.5
2000,14.5,14.75,14.5,20.0,25.0,24.0,22.5,21.5,17.75,9.5,11.75,14.25,14.5,23.0,26.25,21.5,11.0,15.0,22.0,11.75,14.25,15.75,14.5,15.75,21.0,20.0,17.75,20.5,13.25,17.25,12.25,14.5,11.5,11.75,12.75,10.5,8.0,12.0,30.75,25.75,24.25,18.0,22.25,21.5,14.25,12.0,13.5,18.0,21.5,15.75,17.5,16.5,14.5,23.0,20.75,17.25
