year,ref,rcp26_lower,rcp26_middle,rcp26_upper,rcp45_lower,rcp45_middle,rcp45_upper,rcp85_lower,rcp85_middle,rcp85_upper
1991,24.0,23.450000000000003,32.15384615384615,39.2,24.4,33.8375,39.72500000000001,25.2,35.54545454545455,42.949999999999996
1992,30.25,21.45,31.673076923076923,46.25,19.725,32.3125,44.05,20.05,33.14772727272727,45.325
1993,42.25,17.85,33.46153846153846,50.45,24.5,36.55,44.02500000000001,21.775,35.09090909090909,48.925000000000004
1994,51.25,26.750000000000004,35.80769230769231,42.75,28.375,40.4125,51.25,26.1,39.09090909090909,50.75
1995,32.5,23.8,33.34615384615385,42.0,21.675,33.0,44.300000000000004,24.8,35.18181818181818,43.875
1996,19.75,29.799999999999997,36.03846153846154,43.75,24.625,32.325,40.125,24.825,33.42045454545455,40.60000000000001
1997,30.75,29.7,40.84615384615385,51.75,28.574999999999996,36.5,45.675,30.95,39.31818181818182,51.55000000000001
1998,39.5,26.05,34.51923076923077,42.050000000000004,28.5,36.675,43.425000000000004,26.85,36.34090909090909,44.45
1999,34.5,28.25,38.92307692307692,47.050000000000004,24.0,34.8875,42.25,23.675,37.23863636363637,47.050000000000004
2000,32.0,29.75,36.73076923076923,48.35,24.725,33.4875,41.925000000000004,28.575000000000003,35.18181818181818,44.475
2001,29.25,29.2,36.73076923076923,41.25,27.375,35.125,43.25000000000001,28.825,36.02272727272727,42.25
2002,43.25,24.6,37.94230769230769,48.6,23.674999999999997,38.6875,48.050000000000004,25.775,38.76136363636363,45.975
2003,27.5,24.65,33.61538461538461,43.7,28.525,34.5,43.50000000000001,24.925,35.56818181818182,45.375
2004,26.0,28.05,33.65384615384615,42.9,24.799999999999997,36.2125,50.60000000000001,25.375,36.375,47.15
2005,32.0,22.8,31.865384615384617,44.80000000000001,20.25,29.225,38.325,20.325000000000003,30.852272727272727,42.725
2006,27.5,25.7,35.71153846153846,48.349999999999994,24.25,35.9125,49.47500000000001,26.875,35.38636363636363,45.475
2007,43.5,26.150000000000002,37.92307692307692,46.2,26.825,35.9625,47.65,26.325,37.43181818181818,43.725
2008,35.75,30.9,39.17307692307692,53.75000000000001,23.25,33.3125,41.125000000000014,24.65,33.38636363636363,40.975
2009,26.25,19.700000000000003,32.0,43.300000000000004,22.925,33.325,42.85,29.25,37.44318181818182,44.150000000000006
2010,17.0,26.200000000000003,33.11538461538461,41.800000000000004,30.075,35.2125,43.550000000000004,22.625,32.32954545454545,40.25
2011,30.75,25.65,36.28846153846154,43.7,27.0,39.3875,50.2,27.775,38.35227272727273,50.62500000000001
2012,40.5,23.299999999999997,34.57692307692308,48.55000000000001,22.575,34.9375,47.825,23.25,36.63636363636363,48.45
2013,45.0,23.049999999999997,31.153846153846153,43.400000000000006,23.375,36.2125,50.325,23.924999999999997,35.82954545454545,48.525000000000006
2014,33.0,16.05,29.692307692307693,41.60000000000001,24.95,33.825,43.25,21.4,33.05681818181818,44.37500000000001
2015,44.0,25.45,32.21153846153846,42.300000000000004,23.400000000000002,33.3625,43.325,24.6,33.68181818181818,45.75
2016,53.0,26.3,34.25,43.25,21.525000000000002,34.825,48.650000000000006,25.3,33.93181818181818,45.25
2017,46.75,27.25,32.57692307692308,38.7,22.7,36.7125,50.275000000000006,21.925,36.23863636363637,47.825
2018,41.5,23.95,31.076923076923077,35.5,29.075,39.2125,52.05,24.075,32.69318181818182,41.975
2019,52.5,23.0,40.25,56.400000000000006,23.675,35.7375,43.07500000000002,23.75,35.625,48.55000000000001
2020,57.0,25.05,32.96153846153846,37.6,26.975,34.775,48.300000000000004,25.049999999999997,35.09090909090909,53.35000000000001
2021,,24.150000000000002,37.96153846153846,45.8,21.974999999999998,32.0125,41.325,21.375,33.40909090909091,40.60000000000001
2022,,25.3,38.25,52.2,28.9,36.7375,44.97500000000001,21.1,34.42045454545455,46.725
2023,,25.5,33.63461538461539,40.900000000000006,26.65,38.6875,54.025000000000006,22.275,34.96590909090909,46.225
2024,,26.550000000000004,34.44230769230769,40.95,23.125,33.5875,42.45,26.875,38.43181818181818,52.325
2025,,25.650000000000002,33.53846153846154,37.65,23.900000000000002,32.9875,41.0,28.475,38.15909090909091,48.050000000000004
2026,,22.25,37.44230769230769,51.400000000000006,26.9,35.4,46.50000000000001,25.85,35.85227272727273,47.800000000000004
2027,,22.75,35.42307692307692,47.75,24.675,32.25,39.425000000000004,21.275,36.10227272727273,47.5
2028,,20.299999999999997,29.846153846153847,42.9,27.275,35.75,44.95,28.849999999999998,38.43181818181818,55.00000000000001
2029,,29.5,36.55769230769231,46.900000000000006,22.525000000000002,35.1125,45.8,29.625,40.19318181818182,56.82500000000001
2030,,26.75,35.11538461538461,46.25000000000001,28.825,36.4,43.300000000000004,25.775,40.27272727272727,58.00000000000001
2031,,24.0,34.78846153846154,45.6,20.65,30.9,40.25,25.5,37.56818181818182,45.25
2032,,24.7,35.73076923076923,45.85000000000001,22.849999999999998,32.95,48.05,28.025,37.69318181818182,52.55000000000001
2033,,24.1,38.48076923076923,49.550000000000004,20.924999999999997,33.975,46.025000000000006,29.05,36.98863636363637,45.35
2034,,27.65,37.80769230769231,45.55,28.625,37.375,45.075,24.1,35.97727272727273,51.325
2035,,25.3,32.01923076923077,39.65,28.049999999999997,36.5875,45.525000000000006,23.275000000000002,33.94318181818182,47.70000000000001
2036,,23.299999999999997,34.13461538461539,48.300000000000004,28.15,34.7375,44.62500000000001,24.875,37.19318181818182,52.95000000000002
2037,,23.6,35.55769230769231,46.75,25.65,33.5125,50.425000000000004,25.375,36.19318181818182,47.300000000000004
2038,,22.799999999999997,34.05769230769231,53.2,31.2,37.875,44.25,22.7,32.61363636363637,44.12500000000001
2039,,26.450000000000003,40.94230769230769,54.1,25.950000000000003,36.0125,48.925,26.0,38.13636363636363,51.85
2040,,27.85,32.28846153846154,40.50000000000001,25.225,35.65,40.47500000000001,25.75,39.38636363636363,46.225
2041,,17.55,28.807692307692307,41.300000000000004,28.200000000000003,35.575,43.85,28.35,36.52272727272727,44.525000000000006
2042,,29.35,34.61538461538461,38.7,22.025,31.9875,44.62500000000001,27.799999999999997,37.43181818181818,44.675000000000004
2043,,24.35,34.30769230769231,41.9,26.75,34.625,46.425000000000004,32.175,39.22727272727273,51.32500000000001
2044,,32.15,37.03846153846154,43.2,23.525,33.175,44.67500000000001,22.7,36.35227272727273,51.40000000000002
2045,,25.400000000000002,33.71153846153846,40.75,26.9,40.225,53.65,27.175,37.27272727272727,50.62500000000001
2046,,18.150000000000002,31.134615384615383,42.85000000000001,19.725,30.7125,38.42500000000001,27.25,39.63636363636363,53.475
2047,,27.1,34.5,43.2,21.125,35.025,44.45000000000001,31.125,41.35227272727273,54.325
2048,,27.8,39.59615384615385,49.55,22.675,36.2125,48.825,21.1,34.46590909090909,50.25
2049,,21.849999999999998,32.57692307692308,44.45,23.65,31.3375,39.825,27.1,40.92045454545455,55.47500000000001
2050,,25.9,39.86538461538461,50.7,25.3,33.425,42.10000000000002,25.95,36.67045454545455,50.775000000000006
2051,,30.15,37.15384615384615,45.05,26.224999999999998,34.85,45.95,24.575000000000003,34.34090909090909,49.77500000000002
2052,,28.900000000000002,36.32692307692308,42.85,26.75,35.7875,45.875,27.15,36.17045454545455,47.050000000000004
2053,,24.0,36.78846153846154,52.45,33.325,40.7375,51.025000000000006,28.625,37.10227272727273,49.60000000000001
2054,,26.5,38.53846153846154,50.3,26.375,38.8375,53.275000000000006,28.9,39.11363636363637,48.900000000000006
2055,,15.149999999999999,30.115384615384617,43.8,23.75,34.125,44.35000000000001,26.025000000000002,33.27272727272727,45.55000000000002
2056,,14.400000000000002,28.76923076923077,38.45,23.95,36.6375,48.75,27.35,37.60227272727273,51.500000000000014
2057,,21.45,30.076923076923077,42.95000000000001,24.95,34.4625,43.975,26.525,37.22727272727273,51.050000000000004
2058,,29.65,37.69230769230769,45.5,27.25,35.0,41.9,28.25,35.39772727272727,45.925000000000004
2059,,25.700000000000003,30.76923076923077,36.400000000000006,22.675,34.1125,44.27500000000002,27.250000000000004,38.35227272727273,48.050000000000004
2060,,23.299999999999997,30.134615384615383,37.7,24.4,36.325,48.325,28.55,40.09090909090909,55.575
2061,,26.0,31.942307692307693,41.45,25.4,34.55,44.37500000000001,25.049999999999997,36.40909090909091,51.62500000000001
