year,ref,rcp45_moy,rcp45_min,rcp45_max,rcp85_moy,rcp85_min,rcp85_max
1981,46.5,62.583333333333336,41.0,90.0,62.21590909090909,39.0,90.25
1982,61.75,63.107142857142854,41.0,90.75,62.18181818181818,42.0,91.25
1983,48.5,64.42857142857143,27.0,101.25,65.69318181818181,27.0,101.25
1984,38.0,65.45238095238095,42.75,121.0,65.57954545454545,42.75,121.0
1985,58.0,61.25,42.0,110.0,62.70454545454545,41.25,110.0
1986,53.25,62.833333333333336,34.75,112.0,63.44318181818182,35.75,112.0
1987,52.5,57.25,37.0,93.5,56.29545454545455,37.0,93.5
1988,54.5,56.416666666666664,38.0,100.25,55.71590909090909,36.0,100.25
1989,43.5,63.226190476190474,44.5,95.5,64.125,41.25,95.75
1990,56.75,62.583333333333336,45.0,112.5,63.68181818181818,45.25,112.5
1991,69.5,58.07142857142857,34.5,92.75,57.86363636363637,33.5,92.75
1992,61.75,61.38095238095238,43.25,99.0,61.19318181818182,42.0,99.0
1993,56.75,58.98809523809524,33.25,100.75,58.77272727272727,30.75,100.75
1994,62.75,64.1547619047619,40.75,105.5,63.54545454545455,39.75,105.5
1995,69.0,62.19047619047619,38.5,100.0,62.47727272727273,41.5,101.0
1996,57.5,62.76190476190476,41.25,108.5,65.8409090909091,47.0,108.5
1997,67.0,57.92857142857143,40.25,86.0,58.14772727272727,42.5,86.0
1998,64.25,66.77380952380952,40.5,106.75,68.5,40.5,104.5
1999,36.0,57.273809523809526,34.5,85.5,56.67045454545455,33.75,85.5
2000,59.5,62.095238095238095,37.0,109.25,64.5340909090909,35.5,108.0
2001,56.5,59.916666666666664,21.75,106.25,60.71590909090909,19.25,106.25
2002,67.25,59.845238095238095,29.0,84.25,60.61363636363637,29.0,81.25
2003,56.5,64.33333333333333,42.0,110.25,65.76136363636364,42.0,110.25
2004,52.5,61.57142857142857,46.25,92.75,63.14772727272727,46.25,92.75
2005,74.75,60.916666666666664,42.75,103.0,60.95454545454545,42.5,103.0
2006,61.25,63.642857142857146,44.5,96.75,58.45454545454545,38.75,105.0
2007,69.5,62.32142857142857,40.0,100.25,60.15909090909091,38.0,107.25
2008,43.25,61.20238095238095,38.25,116.5,69.07954545454545,40.0,110.5
2009,58.0,67.36904761904762,44.75,122.0,60.63636363636363,48.0,93.5
2010,46.75,72.32142857142857,48.75,122.0,68.88636363636364,38.25,130.0
2011,,72.60714285714286,43.75,123.5,63.02272727272727,36.5,93.0
2012,,66.08333333333333,33.75,99.5,65.5,32.5,98.75
2013,,62.63095238095238,43.25,116.75,70.42045454545455,40.25,115.5
2014,,68.21428571428571,35.75,142.0,63.01136363636363,41.0,91.0
2015,,67.22619047619048,48.75,120.0,63.54545454545455,30.5,102.75
2016,,65.58333333333333,37.0,102.0,71.48863636363636,43.75,124.0
2017,,60.20238095238095,30.5,113.0,66.6590909090909,44.5,108.5
2018,,67.9047619047619,50.0,107.25,69.38636363636364,42.5,117.5
2019,,64.05952380952381,27.0,123.75,66.45454545454545,46.0,103.25
2020,,64.47619047619048,38.0,118.25,67.44318181818181,38.0,118.0
2021,,68.79761904761905,42.5,109.0,68.0340909090909,43.75,108.0
2022,,65.0,43.75,104.0,67.68181818181819,41.25,116.5
2023,,62.773809523809526,36.75,110.75,70.82954545454545,41.25,125.25
2024,,68.02380952380952,48.0,113.25,62.29545454545455,39.5,95.25
2025,,70.44047619047619,41.75,100.25,68.10227272727273,44.75,118.5
2026,,68.63095238095238,41.75,118.5,68.2159090909091,35.5,122.5
2027,,67.11904761904762,38.25,126.5,66.80681818181819,40.0,111.75
2028,,58.666666666666664,32.75,98.0,59.79545454545455,31.25,113.0
2029,,69.48809523809524,41.0,107.5,65.94318181818181,37.5,110.5
2030,,59.13095238095238,33.5,89.0,64.4090909090909,41.5,97.0
2031,,61.964285714285715,43.75,96.0,65.63636363636364,31.0,116.5
2032,,60.654761904761905,27.75,99.5,69.68181818181819,33.75,119.25
2033,,65.6547619047619,38.0,111.75,75.23863636363636,48.5,115.75
2034,,70.28571428571429,40.75,103.25,70.7159090909091,44.25,119.75
2035,,63.70238095238095,49.25,92.75,63.81818181818182,30.5,103.0
2036,,64.86904761904762,38.0,104.25,65.0,24.25,113.25
2037,,68.54761904761905,47.25,104.75,64.56818181818181,37.75,97.5
2038,,64.71428571428571,42.75,87.75,67.07954545454545,39.75,113.0
2039,,61.45238095238095,42.0,89.25,74.76136363636364,34.0,132.5
2040,,60.70238095238095,41.25,94.25,60.77272727272727,36.0,107.0
2041,,64.52380952380952,34.75,112.25,72.06818181818181,42.75,105.25
2042,,63.61904761904762,43.0,111.75,69.06818181818181,37.5,104.0
2043,,69.70238095238095,37.5,110.5,69.7159090909091,46.75,116.75
2044,,69.07142857142857,42.75,110.75,66.80681818181819,38.5,103.0
2045,,62.095238095238095,33.5,90.75,69.45454545454545,36.5,125.0
2046,,68.05952380952381,43.75,127.25,66.85227272727273,34.25,107.75
2047,,63.63095238095238,35.75,116.0,68.54545454545455,44.25,108.75
2048,,71.75,43.75,130.0,69.67045454545455,46.75,100.25
2049,,64.04761904761905,40.0,116.0,67.4659090909091,38.0,118.25
2050,,70.9047619047619,54.0,115.5,66.875,38.0,116.75
2051,,71.01190476190476,50.0,115.0,72.4090909090909,47.75,113.5
2052,,72.20238095238095,49.75,123.0,74.32954545454545,55.75,115.75
2053,,67.95238095238095,44.0,116.0,73.63636363636364,35.75,119.75
2054,,67.85714285714286,52.25,102.75,68.36363636363636,39.0,104.25
2055,,66.85714285714286,39.5,118.25,75.81818181818181,49.75,117.0
2056,,61.76190476190476,32.0,114.5,73.39772727272727,53.0,116.25
2057,,64.3452380952381,43.5,113.0,70.69318181818181,32.5,121.25
2058,,68.02380952380952,34.0,111.0,72.75,48.0,126.5
2059,,72.67857142857143,43.75,123.75,71.32954545454545,40.5,136.0
2060,,65.14285714285714,38.25,97.0,70.82954545454545,19.75,129.25
2061,,69.41666666666667,38.0,130.25,65.47727272727273,41.25,106.75
2062,,77.02380952380952,53.0,110.25,69.22727272727273,41.5,115.75
2063,,70.83333333333333,46.5,123.0,75.9659090909091,46.75,135.0
2064,,70.80952380952381,37.0,117.5,70.19318181818181,33.75,115.0
2065,,68.63095238095238,44.5,104.25,73.69318181818181,30.0,132.5
2066,,68.82142857142857,42.75,128.75,72.5909090909091,44.75,123.5
2067,,69.72619047619048,40.0,120.0,70.72727272727273,38.0,120.0
2068,,73.27380952380952,44.0,132.75,71.625,31.5,109.25
2069,,72.27380952380952,44.5,115.0,72.31818181818181,47.75,130.5
2070,,69.32142857142857,44.25,120.75,72.18181818181819,32.0,142.75
2071,,66.29761904761905,45.5,139.5,72.75,44.5,115.25
2072,,69.02380952380952,44.75,99.5,75.20454545454545,43.25,127.75
2073,,65.82142857142857,37.5,101.0,75.51136363636364,44.5,125.5
2074,,70.36904761904762,48.75,127.25,74.02272727272727,47.5,122.25
2075,,68.07142857142857,49.25,121.5,73.9090909090909,42.25,127.25
2076,,67.05952380952381,40.25,125.75,79.89772727272727,49.0,130.0
2077,,72.07142857142857,49.75,102.75,74.0,41.75,115.5
2078,,71.83333333333333,47.5,119.0,72.75,48.25,121.5
2079,,68.67857142857143,40.0,99.5,74.07954545454545,34.5,119.0
2080,,75.05952380952381,53.0,125.25,82.26136363636364,48.25,140.0
2081,,70.16666666666667,43.5,128.0,72.30681818181819,41.0,136.75
2082,,63.95238095238095,47.75,120.25,75.18181818181819,38.25,128.25
2083,,67.64285714285714,45.0,119.0,75.72727272727273,29.75,140.0
2084,,67.88095238095238,41.5,113.5,80.10227272727273,40.0,125.5
2085,,75.13095238095238,39.0,129.25,79.48863636363636,39.25,146.75
2086,,63.11904761904762,35.75,109.0,81.9090909090909,50.25,136.75
2087,,68.76190476190476,45.25,111.25,78.38636363636364,42.5,130.75
2088,,69.36904761904762,28.25,130.25,81.5,50.75,140.5
2089,,64.41666666666667,38.25,103.5,80.30681818181819,39.25,148.5
2090,,70.88095238095238,45.75,116.75,81.72727272727273,35.5,147.5
