year,ref,rcp45_0,rcp45_1,rcp45_2,rcp45_3,rcp45_4,rcp45_5,rcp45_6,rcp45_7,rcp45_8,rcp45_9,rcp45_10,rcp45_11,rcp45_12,rcp45_13,rcp45_14,rcp45_15,rcp45_16,rcp45_17,rcp45_18,rcp85_0,rcp85_1,rcp85_2,rcp85_3,rcp85_4,rcp85_5,rcp85_6,rcp85_7,rcp85_8,rcp85_9,rcp85_10,rcp85_11,rcp85_12,rcp85_13,rcp85_14,rcp85_15,rcp85_16,rcp85_17,rcp85_18,rcp85_19,rcp85_20,rcp85_21
1981,1023.6397156119347,498.27167599725414,440.1359583115943,234.84250596225561,548.903300467091,968.6779941414587,997.449272366492,894.7645411885301,758.8070797864721,518.1945402674068,896.0324093070086,755.2758519160295,905.2768470405118,839.2317560802179,681.8120200932336,904.9596143708536,765.0907261922008,955.330130974115,653.1208365176685,755.8062246587835,498.27167599725414,440.1359583115943,234.84250596225561,548.903300467091,968.6779938912301,997.4492726152865,894.7645411885301,758.8070795362435,518.1945400384608,896.0324093070086,755.2758521648242,905.2768470405118,839.2317560802179,681.8120196395729,904.9596139171928,765.0907270993044,955.3301321156823,653.1208365176685,755.8062246587835,573.1307492980596,948.3442672732693,857.7235613281227
1982,1033.665095150471,444.5248438210735,466.30137845223095,208.3051419740823,556.7265449808469,961.2573460515158,1051.6813244623534,878.4162461216875,795.0427613122081,546.1600614404401,702.0302308330496,763.2516779986046,841.3185313858332,901.0790029736208,789.3371439526201,920.3391824728989,759.0230506062808,821.2477617527472,669.6374274376886,734.9559402156655,444.5248438210735,466.30137845223095,208.3051419740823,556.7265449808469,961.2573452737552,1051.6813247326684,878.4162461216875,795.0427605344473,546.160060844201,702.0302308330496,763.2516782689196,841.3185313858332,901.0790029736208,789.3371438923529,920.3391824126315,759.0230496769517,821.2477606180295,669.6374274376886,734.9559402156655,620.9112618110753,781.5891535110627,732.4409052443256
1983,1070.0974081456661,486.5426069137174,373.74325232656213,217.0841583928503,538.1467871275609,922.8425588722484,970.1044211059466,757.0798874107396,842.4134887083108,503.8126081878211,789.6218493274027,798.4853991790595,877.0549466087282,803.810154547168,892.1975409261427,929.7568539666433,855.2352806369967,878.9661330028529,854.5292141290709,750.9696529044704,486.5426069137174,373.74325232656213,217.0841583928503,538.1467871275609,922.8425590827053,970.1044211503638,757.0798874107396,842.4134889187676,503.812608096911,789.6218493274027,798.4853992234766,877.0549466087282,803.810154547168,892.1975415650583,929.7568546055587,855.2352798814084,878.9661318184901,854.5292141290709,750.9696529044704,504.24850855531963,885.1354094986722,680.4636621824666
1984,1065.899729013443,456.4719528377671,401.57800285896906,132.15863279377768,577.8688384091652,1103.7894807799312,957.2499700870565,723.1324361148082,721.5336808302709,311.2650220514966,755.6067626443696,836.004220639623,834.550250544794,855.216716199159,636.3541176267463,867.9539564560974,762.3008995529576,1007.2069375206681,836.3524181692192,778.716973150106,456.4719528377671,401.57800285896906,132.15863279377768,577.8688384091652,1103.7894796865592,957.2499699518632,723.1324361148082,721.5336797368991,311.2650215153105,755.6067626443696,836.0042205044298,834.550250544794,855.216716199159,636.3541181290524,867.9539569584032,762.3008997981459,1007.206937388228,836.3524181692192,778.716973150106,624.0480095708185,942.9679498964084,790.2677908719039
1985,1006.4131349921227,520.5424060370055,438.19078121775783,281.6333368568009,558.5747011802559,897.1515689921141,990.4827046698612,830.2868350092054,694.7472365094226,499.6755591754954,800.1419152099165,744.3988844818244,892.0339076287265,703.4499797211578,776.4008774499015,948.5758655109877,820.6083858616837,934.4469649102091,688.1886547612078,732.0026852446025,520.5424060370055,438.19078121775783,281.6333368568009,558.5747011802559,897.1515693147765,990.4827044724335,830.2868350092054,694.7472368320852,499.67555898682235,800.1419152099165,744.398884284397,892.0339076287265,703.4499797211578,776.4008779629634,948.5758660240498,820.6083866792587,934.4469650055586,688.1886547612078,732.0026852446025,757.4901900974426,966.2871790822597,698.6857668543844
1986,1023.077326864004,511.94487644611434,466.41505761278654,274.629067271167,547.3712540652734,703.2943036146553,1006.8877726932789,609.7123254445288,832.7749167994443,464.43591905351815,811.1057756076441,827.3464932989561,885.4016720339382,636.1865448357057,734.9577941267318,990.0959538265207,781.5641393304589,935.6508067910312,680.1740771760584,773.4900246771143,511.94487644611434,466.41505761278654,274.629067271167,547.3712540652734,703.2943037521849,1006.8877723970286,609.7123254445288,832.7749169369737,464.4359193061828,811.1057756076441,827.3464930027061,885.4016720339382,636.1865448357057,734.9577934912254,990.0959531910145,781.5641393073267,935.6508076411146,680.1740771760584,773.4900246771143,759.2539979623177,1027.5888923157252,812.4532447069301
1987,1067.8665214329958,589.2765149648619,402.1476024103195,387.41126393306973,528.5809067633078,843.9000583974532,1038.7939064117666,778.7290180987235,871.0346462377934,624.5200289864501,851.8020484781679,756.5526305289364,900.8402683193588,773.3097416826258,847.3680873976845,915.992898836089,882.6753516317522,789.4010128579629,851.0904297638261,812.0753997266013,589.2765149648619,402.1476024103195,387.41126393306973,528.5809067633078,843.9000578321734,1038.7939073092293,778.7290180987235,871.0346456725136,624.5200282932199,851.8020484781679,756.5526314263991,900.8402683193588,773.3097416826258,847.3680866493747,915.9928980877793,882.67535289992,789.4010139801229,851.0904297638261,812.0753997266013,789.9744652850007,931.1725784174604,761.955182763992
1988,1026.2986841499805,491.4360824472566,424.1760060004881,416.56595446727283,575.618465714377,883.883752862963,1003.2199787387807,974.8508314154519,912.6661843267633,650.8211026944549,750.5851646423743,675.1942272519385,844.7987954467816,819.6168070190312,690.5768379616225,756.9972078672125,880.6973339695904,848.4091181713085,650.0930701595419,875.2976533563753,491.4360824472566,424.1760060004881,416.56595446727283,575.618465714377,883.8837529350772,1003.2199789760953,974.8508314154519,912.6661843988774,650.8211024963633,750.5851646423743,675.1942274892532,844.7987954467816,819.6168070190312,690.5768379435873,756.9972078491771,880.697332991397,848.4091168856637,650.0930701595419,875.2976533563753,942.0953046721819,918.6976336420558,943.7898259910553
1989,1039.6048446744678,456.81494180419133,285.3957428840084,288.50100420995994,436.85456843673103,994.2853694661981,966.8213169559448,880.0755708704534,897.5715023877246,698.3584352243497,798.943503172395,730.9173200994675,818.655696052133,823.5662774595327,797.3392185093837,917.4392700259398,858.2485670766065,909.8280068844554,818.5113437983824,740.1664085177889,456.81494180419133,285.3957428840084,288.50100420995994,436.85456843673103,994.2853695810186,966.8213162994793,880.0755708704534,897.571502502545,698.3584355303594,798.943503172395,730.9173194430018,818.655696052133,823.5662774595327,797.3392186367896,917.4392701533454,858.2485664948689,909.8280070359506,818.5113437983824,740.1664085177889,841.0321555055805,937.7874225522016,885.0737853823714
1990,1040.477363541722,514.6685246849917,412.0169454088696,200.01987080693254,439.7502560210124,810.1300485892339,902.4728417428231,1004.6794394849633,916.7133065143831,496.3693487662924,743.648549450497,715.268443762534,882.7103465218069,860.3416731144246,770.9355338718779,837.69081636339,638.5581547349834,757.6688006424295,711.3584815395525,816.4032138152437,514.6685246849917,412.0169454088696,200.01987080693254,439.7502560210124,810.1300499716419,902.4728403499761,1004.6794394849633,916.713307896791,496.3693498798262,743.648549450497,715.2684423696872,882.7103465218069,860.3416731144246,770.9355334709176,837.6908159624296,638.5581538440873,757.6688014190776,711.3584815395525,816.4032138152437,841.2840606200524,865.5471632023812,534.7931852964081
