year,ref,rcp45_0,rcp45_1,rcp45_2,rcp45_3,rcp45_4,rcp45_5,rcp45_6,rcp45_7,rcp45_8,rcp45_9,rcp45_10,rcp45_11,rcp45_12,rcp45_13,rcp45_14,rcp45_15,rcp45_16,rcp45_17,rcp45_18,rcp85_0,rcp85_1,rcp85_2,rcp85_3,rcp85_4,rcp85_5,rcp85_6,rcp85_7,rcp85_8,rcp85_9,rcp85_10,rcp85_11,rcp85_12,rcp85_13,rcp85_14,rcp85_15,rcp85_16,rcp85_17,rcp85_18,rcp85_19,rcp85_20,rcp85_21
1991,0.0,-426.6916581353862,-447.644963581107,-314.46062158607737,-315.48045097263093,-74.73731774642329,-61.330285767171176,-138.00147048452232,-160.5140787250475,-251.8195278204147,-36.18418140291067,-75.99951037950746,-82.42101090756785,-15.903690587221945,-58.29375573938569,12.792118270015635,-49.757858318905505,26.644459894534748,-91.33824657053106,-76.26796934340211,-421.1253042724022,-420.1702902350302,-305.92902761527733,-307.64860634102683,-44.52922184126419,-57.16231899798822,-121.82265400834046,-159.47137614657981,-239.0304232387706,-27.93253042053209,-79.29863169928956,-96.75271857333075,-18.563394140208516,-53.670336495381434,20.90692307139068,-44.360859298451146,33.0818578565528,-75.21967362558757,-84.31514395710201,-145.88006726069887,-89.58353913834037,-178.9187203698367
1992,0.0,-420.3124896647195,-410.7691880696395,-374.95998334597675,-348.51828196923344,-41.12022638669259,-25.645299918788737,-107.16149957674929,-158.90011783795626,-335.795347815789,-35.69297278117085,-105.85350199751963,-131.2900823209884,-80.38325799993481,-31.590209045025176,-10.002747773257852,-58.62415915469103,-24.026408773659682,-109.08967216290955,-50.174768504897884,-430.0624928042875,-386.03148125230445,-365.20756781157195,-342.382166811034,-28.45664202741034,-21.586322139226922,-102.51546966024057,-154.0951066357277,-315.4796763153761,-31.269892914821185,-117.74520696421416,-125.74812264190268,-51.513525195862826,-29.041326963272468,-5.264583162393592,-45.70073770574163,-16.9078791792507,-90.99392102222544,-66.1145853408151,-129.22100716004581,-78.2561362515521,-160.90597226750629
1993,0.0,-326.22281556377976,-406.422228160469,-346.4093137520438,-402.32759404932983,-33.61616585620595,-22.358180077049497,-115.49920872608777,-208.89259730870594,-373.17994351928866,-35.54903960803267,-85.77208301794894,-115.2981633726082,-32.27734355762186,-48.33663450686004,-19.26355774554338,-90.29741836079302,-23.711374837297626,-97.92884336701968,-49.22884607997548,-330.7253464837083,-377.5021425397408,-342.77807254792265,-398.42835531558205,-26.061223419518,-20.332842532277482,-108.45609153107489,-198.99216793913945,-362.30472265496104,-21.5235825987844,-92.46512776547365,-108.16371429158266,-37.548444792091914,-45.077063886292876,-8.790405143551538,-69.05097323027712,-20.903479126312504,-87.32684676051315,-55.70980432116892,-164.0161982650875,-53.263666600942656,-253.51771070566292
1994,0.0,-418.59661499859556,-376.50844791431354,-307.0926813709688,-429.75937269697846,-70.38519237710727,-43.1316092832609,-105.86723175418763,-201.06267207099802,-289.8652520992506,-9.244908652054505,-62.019146011587736,-79.8001570744683,-91.89370788862186,-36.80336576608522,19.158688347444013,-79.40335829137655,-10.80471319257424,-120.76618417672933,-61.37442939321761,-425.3441369348909,-354.0233666651349,-299.13686506802827,-428.37004749272756,-52.86060082092308,-36.743867241737235,-99.19328489557472,-194.97767459419128,-288.56928378526555,-1.5195098303109944,-67.47064294169786,-81.50663757716109,-92.97817255123823,-34.30000656796642,33.42863286959755,-63.8877216658924,-2.6948054288395724,-108.86559350406185,-71.92746399026885,-103.17212568120829,-65.84673907636409,-237.8770916187175
1995,0.0,-343.80043496650916,-428.75665447858455,-363.78851045823853,-373.25083626280355,-92.66933344639756,-1.8184012962095721,-115.52990309028644,-155.9401848113738,-242.53592092417364,3.7348120137493197,-72.8487364079648,-99.72028195280825,-75.70368603209909,-16.285352643842657,2.848545114122203,-56.392086591186285,-11.713411282519473,-90.31044911603169,-73.50757975445197,-348.04106049799503,-400.31670222821003,-355.15988343485526,-367.1819463789535,-61.46657291902875,3.825330408173045,-110.08236239148448,-150.89162835424645,-225.71283917105723,13.424517053226964,-72.97428874963691,-99.31390548870968,-76.36780108955429,-14.465219878242124,15.136906706697573,-43.196365207763506,-4.363689685756071,-75.42606722679011,-84.38523865400532,-143.50446549872242,-102.29429034672592,-232.35814959615152
1996,0.0,-362.88217888664667,-409.4169306978901,-287.9123654614168,-400.2008061388193,-88.83915059179776,-13.033812564326581,-95.16588390231959,-170.86706115231664,-368.56280563096436,-64.14590775050601,-101.1881866365701,-40.128418249487254,-22.949396191350388,-78.17765194502022,14.521941542922264,-97.7676886461827,19.034059735441133,-42.130368391717184,-39.11325492431183,-363.23363320042426,-381.0994192716591,-281.6311364842282,-398.92725943681785,-72.17288286300743,-7.359629541072309,-90.8621065221289,-160.7791166381894,-336.6138797556147,-45.91227929233037,-120.37636179037167,-36.480189553956166,-25.29172420707937,-69.32639382395666,25.848992182720508,-91.03754607763051,26.53341457822046,-26.418668974724824,-41.59326054615826,-177.23745610620222,-97.39908130207152,-258.4754701827676
1997,0.0,-454.4817206739733,-426.61324841983554,-314.4377724561157,-455.0054186018157,-68.44260609583773,-28.104502864596498,-116.36152383051899,-197.20520811959273,-277.922445566354,-6.103127996801618,-60.0804510570847,-46.25421207253464,-22.5128291041043,-41.674961046026965,32.9123479196428,-84.67077210177752,0.8356204146716664,-132.59835008887353,-46.30800744738849,-458.1634414550572,-397.3174941813774,-302.14775138858397,-444.9222832692841,-40.128361737316595,-16.65734297204017,-109.31528689675883,-188.59006665347147,-261.3055888053776,0.2536568774318084,-63.415848188704786,-46.97678465975844,-20.888912380822717,-41.322640527585236,36.78869559554016,-73.13465321194167,7.9749580437197665,-117.54129824182496,-50.893520153230725,-125.47951005993934,-79.25901539496454,-176.1749875695425
1998,0.0,-388.0890102661569,-440.06310807222064,-368.29539972237814,-372.80818962495135,-65.98054545551724,-30.97907360120712,-147.52930643545176,-169.5121329928901,-390.8041125531719,-62.0227250817461,-88.22488437448033,-66.32255496982282,-67.55289878937845,-62.73196555694153,36.351230801131464,-76.93104987468712,-77.18049209443575,-83.02233021108646,-69.1850130248356,-392.0223312013107,-405.2157261731312,-364.07421696103694,-365.58644225522806,-39.945941593602925,-19.429967449297237,-130.03015524199725,-157.9702756870903,-356.7148519961079,-40.85899183026936,-91.72516303705675,-71.80791469865846,-69.52496189551016,-56.51358419954522,46.72678050812033,-66.08576802376217,-71.25993596873457,-72.70669556006442,-84.16981208496657,-154.12564142235397,-74.19313061648995,-169.04331469994997
1999,0.0,-430.67645562781917,-352.4745689063541,-305.6909885689663,-294.3780390792826,-15.451001182785035,3.9274497582375716,-139.1438350778776,-190.69240422276528,-353.02128358907544,10.281615615696523,-63.56610579255198,-66.07046166656983,-72.12127801297038,-13.334757164288021,15.283858208282481,-59.79927062779609,-2.8012287297271996,-98.6115970735342,-95.27518188856413,-436.5039607553279,-306.7436900457808,-302.70730719708297,-287.22301013109035,1.6498489131587348,9.402920718467385,-121.02760482745236,-188.4191481161239,-324.1758871112861,13.446877853203432,-64.9745946767066,-70.8557223130316,-59.13698875790055,-6.884779281189481,19.220277876961745,-48.12065859346649,5.617128659660921,-83.11236960037536,-98.22243016897926,-114.70292270862262,-100.51433167125424,-201.25491313619125
2000,0.0,-371.4947175475214,-323.7135526233198,-325.7037886413408,-379.75578030716724,-87.85545049637415,-22.152196029696825,-111.59733419634733,-194.81588089072443,-402.54370490233873,-4.279227154814521,-85.65269900874932,-63.475806930797376,-16.562992814028235,-67.52247434353194,19.756141746759795,-119.05388395071793,-21.293824752730416,-124.65885531171841,-68.36309338884564,-375.30947238880174,-301.2745023955859,-316.60712343348644,-376.8942483115013,-67.9928387110266,-16.694305545079374,-104.1711329191935,-188.15752152636526,-375.4958054562859,-3.7610068195878057,-91.11470878524221,-67.15644961927467,-23.34730373166701,-62.58717228424541,26.641319573083138,-123.12320003732975,-11.883103604127882,-109.6145486667209,-73.24982922090066,-113.55237553123277,-84.9845360613682,-248.2171124194482
2001,0.0,-407.75296832626833,-469.8638106787848,-271.49327875584066,-394.6510721041163,-12.20519513901968,-29.858017928508616,-156.75465009116442,-199.18759478713787,-281.6971244533734,-67.61543098670722,-84.01889211335458,-126.8617015198721,21.24715244646893,-25.998830347409125,-25.319244025960415,-84.18363458544059,-12.154626814089966,-84.37646483363335,-66.76699952364015,-415.4954261612324,-435.22779407068543,-267.16381867848423,-386.71570666728525,-5.357768179162804,-19.593505175166797,-133.2723102121771,-188.5966568603784,-257.8320320909583,-46.168815526550816,-95.17269704912087,-132.57187592156174,27.990843985809192,-24.443120506396667,-16.967497133151483,-67.86670768153567,-3.110576575813411,-66.58945171355595,-78.57699743530998,-132.29667926476282,-121.19885012025793,-202.8264033468156
2002,0.0,-328.57129052643825,-495.46571090753605,-349.20986857805434,-365.1835947534007,-27.978372634494463,-22.21318499686265,-163.122025167708,-163.45744622337747,-262.5777626929994,-41.93395940818141,-98.45546688106936,-89.23730761319985,-31.79552203032108,-59.85388387966918,56.14853155984622,-105.47733551959948,-23.549242049978943,-95.97986753951568,-60.623727845492,-335.88077681218,-464.4904781492877,-338.5187999675741,-357.0177515998042,-19.827653025999325,-12.358177160383661,-135.20443304775063,-156.4020959855353,-245.5792011593668,-34.997302318925335,-106.6547845480851,-93.91793575525753,-39.373090279882376,-54.24447568641108,59.600183427993784,-91.79596714722277,-10.101569023921343,-84.77830229748838,-66.97939536396643,-136.6234395078028,-108.26166992479921,-181.23517875771051
2003,0.0,-415.0650752595555,-423.3110694912616,-300.5965741327333,-394.97376719018246,-63.799069176546595,-13.87404915672596,-160.21580842085166,-170.40727489527467,-420.39809285588666,-34.608062348972794,-61.89141446201245,-59.22605795164861,-49.287047491646604,-59.67271040293815,-23.746479198771794,-134.67750915524982,-0.38272216767916234,-88.8698667414576,-30.78393386587311,-423.7131317173374,-400.3817041268966,-297.364083917515,-389.3186995957658,-51.356028541032174,-5.5821794550504364,-138.0605229855281,-158.9966318616929,-405.4402951890902,-26.788355268468763,-66.84141936961214,-47.747542799139296,-48.57037865405482,-55.43730300961795,-7.198247111783985,-135.68409946843371,15.946777424307584,-64.40953980625409,-49.659395073668406,-136.68863420498303,-77.54812122113276,-212.013466340759
2004,0.0,-379.76063526841324,-441.4477079420449,-262.76628543579886,-389.27540194634116,-40.174429777804335,-21.171647507122202,-150.8214666702944,-159.93918076155921,-279.98351109003295,-68.24277922086208,-75.95657078529746,-58.0653008104299,7.489163150879108,-48.78147794285519,-16.643934225121143,-64.2729899434703,-34.74397307240645,-102.62469272796307,-50.53982704617158,-378.8091422613245,-408.7958802536659,-254.97164083449843,-386.3772972782706,-31.33050115105698,-7.894187086514421,-126.47825335117989,-157.79436271299926,-258.8290085995069,-43.212124435037026,-80.42381163493371,-54.469640304682684,7.472353938108654,-43.72062988197763,-2.8527591410587547,-52.47553064391843,-28.187545874789635,-92.16966175902382,-56.20995020515454,-138.769207877256,-68.94169097744395,-220.7772922530595
2005,0.0,-360.8576743688548,-350.00518596976326,-333.1347706877424,-461.58535661107,-51.1157073803638,-10.771115009551977,-117.00716022758445,-188.1488808723218,-305.24462534033603,-62.528704012802336,-85.11223064245792,-140.58773847342673,-119.65027556548296,-42.65072864864271,24.346439485220458,-64.58476488816541,-2.9790201673938554,-140.59264201339795,-82.13073765681236,-374.6443761508311,-328.0998255118859,-321.4219806161676,-458.8155436790307,-38.45882801777907,-1.205734801420931,-113.04033931185666,-177.59151701979874,-273.67628470734735,-48.11013423717759,-89.70682503272428,-144.28530892133517,-110.95291575280146,-40.97627755440237,20.982536869745218,-55.60078588479075,3.4501980902502964,-122.45043514523184,-89.18926079421578,-130.78604363186196,-94.29282873834347,-185.31132027372485
2006,0.0,-369.9403939958117,-401.4390416854784,-346.53531998812934,-406.66597446952596,-91.77481925466816,-12.695040611518266,-112.92122562991506,-192.9247745317631,-280.497702374416,-56.93181226850584,-75.60383993659605,-113.65007713429384,-21.92992020628469,-43.2118319044763,-53.15749679962846,-69.32992601882427,-49.05229571485063,-125.49485496887951,-45.24208469039638,-345.85664423457763,-368.88899408573127,-351.101342789186,-425.137833207658,-56.83590756356057,7.75571820639675,-102.66139184641929,-186.97523873727005,-256.5029708958606,-46.41827929792021,-64.93560645206412,-92.26503143291643,-45.15623351338024,-7.247515065109269,42.766034863321465,-62.487392428594376,29.55196836741561,-76.2761240933761,-94.82973016880385,-148.73446023493432,-217.69612740158743,-169.42626374274562
2007,0.0,-347.90705769644387,-326.5917191898421,-377.1340077545211,-393.74406370016925,-43.428332873226395,-39.30642506309323,-157.076616433195,-145.95431655331413,-325.97469781245485,-20.222090224024555,-70.25085057083186,-132.16949043293812,-69.34809833526981,-67.0237511048623,-18.772874409868905,-81.08631037173245,3.0847554451822816,-93.01117653809251,-88.15728987913656,-358.28201880832495,-366.622375262736,-316.87774262594894,-388.2507318751474,-23.057164169342855,-4.714343914407323,-109.02991455193,-193.82016585145857,-343.57467598818414,-29.506862840545068,-64.18459784675053,-43.38344918573398,-39.221704927732844,-17.00153523874667,-2.1079538738995325,-32.66561020707695,-4.269564922029986,-89.98701827030311,-62.52324133824004,-108.7616506901395,-127.4799294874806,-233.3274973796938
2008,0.0,-303.78626437009007,-354.5771281385779,-329.72624234550744,-431.31370628277375,-15.349204164675939,-0.9748027046509833,-167.64287298836427,-168.99418933191225,-230.03393363114225,-22.92987144841652,-57.394266609638294,-39.42716719052805,-78.67673354484884,-7.874063055087049,-42.39642058526795,-80.63629979022642,10.32980104641831,-95.60702575038795,-30.201818850476116,-382.68247515053747,-432.699881511628,-315.11709055806114,-364.7552205031939,-25.27180596591154,-8.730162108591571,-115.75391114858849,-176.19512799010795,-295.13496081130484,-21.126494637948554,-101.50746349981137,27.631239581231057,-80.6143170810767,-19.399198851454912,41.634984622949446,-68.29556541473562,-23.871345381523042,-55.27959184371116,-64.17119112178284,-120.76027762546414,-90.08595978216044,-249.4507608420064
2009,0.0,-346.50223660584334,-362.4383207749383,-218.47695246903498,-393.03050652443335,-52.805223779090056,-10.127685654262223,-141.29146163573535,-227.16048173830745,-279.93768883142616,-31.80968345307133,-81.8733142214046,-99.26856271857787,-73.07566443385895,-42.321410821411405,-16.133724129793336,-108.73091088212675,-14.35081920484481,-78.36510381748815,-54.38867284162916,-446.3944400335976,-329.623789970793,-277.02711567299787,-325.36463982107534,-25.677724030058812,-30.425903827713682,-122.09115906460659,-176.70201113591543,-304.4531291891675,-25.99729932209607,-114.58708271962894,-95.7222426082377,-56.96407572531348,-44.95303185371097,73.57182051089762,-42.91987934670931,19.218621421123316,-70.98749605484545,-60.52727283250181,-144.57909293819796,-84.4913353119216,-143.6146435003751
2010,0.0,-376.42202963334597,-379.23932190170495,-146.37958655345628,-352.73971102104696,-51.98959454660644,-11.410390881604485,-133.13075593969165,-180.04664277104507,-240.9246056848189,-93.90069236704733,-83.57457035925131,-64.25328390860852,-43.72526551293436,-47.677074817408084,7.846799048313642,-109.69215328344433,-20.227029975244704,-133.6673565694682,-77.5031803332638,-362.56920269406004,-319.50563531682735,-241.41901622828178,-389.7077716428968,-47.193840554513145,-8.308917184612596,-123.86449052952742,-193.2232643113049,-374.0516745738016,-22.64984685590855,-94.2923541646644,-92.92852424478781,-76.13327394854662,-42.59897528440604,103.00780410390098,-95.69894563130435,58.007350602540214,-58.91947623748672,-104.61131929871226,-201.93025782597306,-69.85571572141714,-257.7130417879101
2011,0.0,-396.5432858004116,-323.4026274166018,-214.83627416840199,-375.9842967479179,-34.368384860911874,-12.066996277471162,-156.63823620203482,-142.1859852791929,-263.5389415441169,-65.56958552994206,-82.1109611562947,-93.83175179615489,-49.07547940053166,-63.77281632437712,-22.22672187095202,-120.85654056732835,-57.495576861150425,-94.7341057082507,-60.014570078925885,-350.25709146010905,-334.83239002317833,-283.0907476309381,-315.0320962242058,-57.77493749919347,-19.704831629475393,-128.55355810083017,-138.91219308577672,-249.22792615936612,-56.87200171792858,-66.78419893638716,-73.8835911793999,-28.456814156973223,-29.843230837361943,-18.856892000040602,-63.28235415205097,20.511494950285623,-81.52843289721591,-55.5857212799541,-118.87895073734944,-118.30239532649716,-184.96882685748233
2012,0.0,-385.1893165005518,-312.18866325264554,-255.7771954195949,-306.3965326308502,-127.25660362469193,-25.45205306020307,-143.42057649833362,-188.6893661650148,-281.71610715505545,-37.882672260919776,-79.66215976936576,-65.478174189127,-83.9561989601383,-22.12875123610445,-14.080422451938944,-87.01969008757453,12.070649174696086,-117.98883735156755,-45.50232467262117,-408.3490694371709,-271.6375206347678,-292.2274828258347,-370.48501439660987,-23.629571586162342,-10.686356581932841,-109.00955362042203,-168.3829943423184,-251.44108656104333,-44.24173855721574,-82.10434902574298,9.146720551914996,-118.40810283064673,-37.631427249186686,-8.727767673542758,-65.81244387009531,-40.5069501689087,-56.80467480175787,-35.73864128874891,-145.9010171392648,-132.04953784716906,-247.60562462165115
2013,0.0,-391.6418558732519,-390.60913247402095,-285.0825868105825,-340.5158762514279,-66.47829590337244,-21.11711390609173,-115.60545374349624,-168.90443454932483,-246.22041112926547,-17.73848590005923,-91.11061152126115,-102.55648259121585,-20.525943440817173,-42.82144241115202,-9.577676139171672,-105.63838183750443,18.507279877774636,-121.22107141511458,-26.766276231037068,-451.9723336356872,-270.93083370896323,-237.21415281912667,-369.6303672438156,-110.40443365518809,-36.51621727724955,-122.92610798286807,-149.31176462418648,-387.7638322591116,13.451544003325125,-111.484018871883,-60.63001091813567,-105.08901549780262,-83.26699215755218,5.018132389209995,-96.6665237064908,-25.636109328572957,-57.85560778733554,-28.879998591830713,-122.88206351576775,-91.75014534110574,-269.06005414761
2014,0.0,-363.4366762997063,-329.7625978497909,-96.34215878696355,-393.41802402254257,-29.10912641227742,-5.074120746924109,-148.47390947425345,-168.98129914606113,-255.03990628612019,-18.75615309734451,-93.37451087870988,-47.15953893757717,-11.596941060317022,-67.58052340725271,1.9065184749196078,-141.06150093431552,-34.4989651776217,-84.65371869373018,-70.97535076172028,-329.6832041859355,-327.6092888101044,-263.00969815139905,-303.40000595448737,-41.29705871093677,-25.866313418314462,-95.11230809157382,-157.8638993292924,-271.0830325719286,-14.944758711162194,-69.77878790617729,-38.846873166065166,-42.154908635326706,-27.39912961810228,-7.267700322149494,-63.78499323976803,-65.92604783575587,-54.30883073466521,-93.51918937583366,-111.308539232523,-70.63349064639863,-160.69368083448762
2015,0.0,-280.74626113774934,-386.33830836688264,-237.77970025733748,-385.61851003801513,-57.04642114051717,-23.214643311431928,-121.1746222800391,-210.87130112435102,-228.4743718475383,-61.26295686109688,-63.843073996397266,-73.39261660957618,-87.35068323384826,-26.4949818768946,25.249357532137196,-21.47837006209363,-16.032223975157194,-78.9183714023493,-132.29467927444716,-406.98994154685886,-373.55170270182066,-306.6041214993501,-297.6673407765295,-63.0727761747022,-12.721111592236753,-112.08808249399476,-184.151542953,-314.70133257643374,-46.991308071622825,-73.03026716322461,-92.1639258795891,-66.37905630045043,-8.729967655983614,3.558758742855616,-79.9208694979053,22.339852625367485,-39.73738430800552,-75.23237343854385,-154.63501450539644,-81.23542970279482,-205.3484320382571
