year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,1090.9006907343892,820.8760117481033,674.2803094758412,531.2715327248802,1002.124481706677,1018.4168716886131,793.420078011117,1011.5623231999219,718.1863358208,1039.1772947722632,1022.4807430889307,1137.449412854191,1183.404796739556,750.6695090736845,841.4239543428596,1064.7064618226277,977.2277317430738,1165.7946152307004,714.7993185314313,878.9830114725867,940.1806273928687,1002.4692274977235,857.9653138852634,729.9138899389634,497.87820273415673,1044.082105979791,982.4080909569408,614.5991715271933,731.594423369824,1110.2807239357141,761.5055275989771,980.1025224850935,688.2333097025215,1011.7250952660489,1038.979522347067,1106.811705404681,1184.8233494137871,770.3879834743834,846.3722168963874,1028.7425453205356,929.4387648582835,1148.971196634568,680.2337802704114,916.3409757709921
1982,1036.3888653814793,762.6061042214304,1061.7665324009554,380.50723809681534,1170.3237694381269,820.16629089599,904.0316183087018,820.9562893471091,1002.214495486355,1026.3338178645593,633.61723271745,1172.2565250470614,833.7252735624612,1008.4134735883814,1044.8633227460025,898.0698115698217,837.82283531638,1168.2763707187949,823.0172933973904,882.7311323916331,533.6000794123837,1279.005114302783,788.3824662489777,1037.9160854409183,382.48219382833764,1201.6736576950898,821.9962169956636,616.8331255992008,718.5393327522867,674.3958056310747,902.1563914833091,803.211003877062,986.1328789474418,979.1279355910526,657.8237996536097,1153.986181495666,816.7420537573857,1003.7378601908358,1029.0175605584704,899.543656499821,804.8472061527895,1144.9588063957792,807.26466520002,915.6969148932235
1983,1042.1098285615444,854.0581053038597,495.7110168044463,444.77836134700823,767.26081102462,667.1197909379355,1111.2747549743372,968.9420655425852,980.0920147475049,681.99732275484,979.894401623494,1301.9324626933585,1178.94202361128,1163.3687029209752,1281.4019096419142,791.5834031542663,950.9291934605113,788.005068233746,1180.4587762706997,946.8814810827733,973.7082379015391,916.8820914722911,859.8377335325763,476.9278489847013,453.32132164170514,754.5654017108736,613.1200041964171,497.1845012072737,978.0587797272769,780.1772761784873,1118.359374374735,861.7083936639741,939.9332967377402,668.830272091587,1008.4852918381946,1284.4972577849219,1157.826718720189,1149.395497029435,1238.9774848775542,792.6780748374313,916.7458478351143,788.7980011365928,1092.5274424351328,951.5684425152645
1984,1102.3480696380136,675.2833297219618,838.1181163393355,268.4984481089087,1254.7233388192262,851.4406726940113,769.9004039880479,451.5006272940934,973.1724574530092,970.9449120892015,955.4103341443267,942.6467280373053,909.7198068525981,1038.5741822213658,664.0684418184596,1228.6769380957362,601.6144571268378,983.3132769654806,1261.3066765403935,619.2860634429962,626.3436070135781,961.3957246007599,701.1124836941823,851.4177142290586,272.2809484840661,1204.0954071980482,797.8965320150048,771.1048903952112,932.1794022188933,720.002487001346,780.8913003113747,461.1701113406159,959.5058420530532,974.9432061768434,945.0394147148263,942.8907318479615,893.9586040135482,1020.3746675635925,657.7894883119254,1222.7944271342712,565.04444048132,1003.7269074906848,1105.2926720154715,628.4731442950579
1985,1152.3949620723727,935.4439155110931,1035.1472655995872,601.5244336951616,1080.548948953801,807.1960105536408,975.5867114631293,921.051059579764,814.813197594624,1093.9466231918695,957.0484055347304,721.6058505670649,822.1693823836216,732.3356895590875,1081.2399916005443,737.2337869887664,1107.3103204572253,1005.2471920008845,993.2436104423749,925.4025986670023,832.8090385140166,957.4517045027228,988.8778665800667,995.0404959352932,646.0741369624003,1105.4879719457988,823.3106177360066,850.795490711414,831.3037699721806,933.601656923083,1027.4071623251898,945.4686926421866,767.3657402045009,1100.7954880708417,986.113338248136,711.0146234351458,794.571050323128,745.2569111529849,1070.4431528940563,724.6480962078867,1050.0642883663947,1006.3114668284928,965.2696605455596,922.870356696839
1986,1068.138771593571,1132.871883485743,868.6286629419187,564.0774262719374,1061.7711887420112,530.9584773823805,1208.0772761130966,679.6003118037191,670.411706792724,1061.8463283126061,985.3433163882987,1183.1475621897052,1347.017357206641,669.3526918836877,1027.2866811279137,1170.438626637249,684.9769136719757,1097.3193143544909,890.196345275044,1015.9376798440032,835.8297749531035,1080.3804772268966,1136.4878848229434,799.2964890376497,592.2554528649082,1076.161034264477,507.8268015422725,660.486793686009,1164.831053959353,740.2354370681202,1224.0017928969778,651.9489910906348,628.7859132500311,1087.4220746762585,1007.6016356936932,1158.726804945537,1306.77333948752,671.8395793184619,1011.2407145243978,1121.8925691200918,649.3560460299918,1101.8057927480384,833.723397052584,1052.4198690710873
1987,1188.8471384644508,1224.880519147432,665.7467496188881,1008.954710934659,961.5243681909171,1241.9303329097145,936.8950243309976,1186.5492482733193,743.4186336173263,1048.7742023419282,1243.6218777954857,1001.8444949995858,782.356203940754,784.1097565938062,1005.0745344965284,925.9166766965753,1433.0193078325415,1040.3304904918664,1291.4433660763964,840.8869873000159,1322.5338949732734,1074.404266013343,1283.1804598395686,635.1771587819967,1006.9788672470552,1005.6555499120659,1208.447431638188,1199.187438542096,845.9844926487478,1137.9248439390076,932.88724515804,1099.2413016254131,721.0169857174519,1029.0397133653237,1220.80153068966,976.1447770204486,765.3900043857147,786.6628871904358,994.7723021838538,929.9974546319571,1370.6043482757118,1030.7869270215094,1228.6373550565727,851.563049083032
1988,990.3548712134365,704.43715642263,929.8130247631649,934.570920397024,1028.4404780388047,898.6083099551267,1004.0567902396094,1208.647321251897,930.6037412023895,920.3551385095403,834.5022995690263,791.2026646042641,1107.9534336928523,958.5728298247116,812.6869310005134,1012.02236909253,1255.5162567347404,1031.2923145584637,826.0702115908974,1044.3581116346634,940.2578981245941,1174.2308648627345,733.2920980098464,913.4365441189225,961.4148191146551,1022.2909154243087,879.0041477273537,951.8753192825826,922.7148327964193,1148.112630221033,1053.4051532124,1140.555224320478,955.5126983120606,891.3477811468547,861.3817616267306,769.609730813675,1059.400838944357,990.0221993395971,804.1587352990639,1009.0750239421459,1213.4773869308563,1058.716964342159,783.7757626707631,1142.0756765298358
1989,1134.8842134475708,865.2230482081659,447.9967927138481,547.1095724827331,512.5453382205521,1125.2558981251905,1000.9345156125081,1113.0463042703186,659.5774233574556,798.5443868269145,1043.4294157423,884.8935827397846,726.2466795171222,802.0928694604022,1203.0476310937443,1124.5397865753737,945.0043111216711,1066.9242187834154,1178.4861479260935,847.8377484091374,1042.3722055883381,850.8239951466277,925.7773973091863,403.73335056541254,571.8527789846488,526.584536525113,1102.4631845854715,822.9569564079027,839.7970746425211,867.3545253215741,987.1433116014505,1027.3059825887472,640.2162767849692,780.3525571603146,1057.121848402905,900.0284503808956,712.2634521277593,829.0120598138991,1168.4801771496832,1132.2576041178336,914.0301692954938,1046.2924419182023,1114.6113790283107,858.5829818783925
1990,929.1198579072949,861.4394904549038,1130.1008199013538,371.81808147432304,691.2244109675308,838.219662292408,971.2051099057892,633.6553353017921,795.9104368914291,727.8318376241697,957.1178174498157,980.9599581338748,985.0555726419884,1183.37214845026,967.5880113143114,1045.4878309885003,488.81529193764294,926.3957530576772,870.5126226451824,861.0785532001081,856.3216149625619,989.487892242882,911.017839664668,1111.9361672885077,374.8408484242618,692.1689481371186,801.1247885284008,809.3479060943055,914.4213179917062,421.80616879180013,1014.7768692069442,610.7971745214257,767.6564104224334,705.9551813040836,953.6404149309406,946.9849357338944,958.9462267026345,1215.5274526069343,963.4667767638223,1053.1939776083818,466.52695621664475,957.5574574540501,823.7508646389526,873.1039036287167
