year,ref,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp26,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp26,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1991,583.5,462.25,484.0,509.25,498.0,496.5,444.75,571.0,571.5,654.0,507.25,555.25,579.5,544.75,543.5,564.0,574.25,518.5,497.0,538.25,470.75,458.5,419.5,456.25,690.25,601.0
1992,682.75,495.25,494.25,359.25,372.25,170.0,152.25,606.75,589.25,616.25,720.5,714.25,570.0,497.0,510.0,776.25,834.25,704.25,415.0,412.75,429.5,936.25,873.0,822.25,370.0,357.75
1993,446.0,563.5,569.25,512.25,588.0,666.5,549.0,547.0,500.75,539.0,480.5,493.0,652.75,621.5,616.0,395.5,428.25,413.0,448.75,379.25,434.0,472.75,442.0,483.0,416.25,420.75
1994,736.75,499.0,527.25,358.25,391.75,324.5,288.0,916.25,863.25,892.0,520.25,520.5,518.25,429.0,520.0,508.25,542.5,504.75,436.75,415.0,407.5,447.25,432.5,429.0,712.0,806.75
1995,560.0,530.25,505.5,689.0,605.5,380.0,335.25,326.75,316.5,337.0,716.5,653.0,371.0,344.25,346.75,508.5,563.5,472.0,487.5,449.75,471.25,332.5,367.5,443.25,547.75,541.5
1996,646.0,420.75,398.5,434.25,460.0,378.75,346.75,382.75,388.0,387.5,346.75,331.25,552.25,530.75,484.25,383.25,417.5,294.25,611.75,632.75,638.75,676.25,596.75,602.75,416.25,400.75
1997,563.75,444.5,493.25,560.25,578.25,360.75,345.5,544.25,568.75,585.0,422.5,415.25,533.75,481.5,466.25,686.75,683.25,602.25,591.0,535.5,578.25,301.75,283.5,303.5,318.25,289.0
1998,382.75,345.75,372.75,386.0,387.75,1151.0,1089.75,594.25,549.25,614.25,440.25,440.0,456.25,407.75,427.5,246.75,325.25,254.5,599.0,574.25,628.5,347.5,324.0,325.5,324.25,322.25
1999,790.25,780.75,879.25,458.25,480.5,535.25,492.25,432.5,417.75,446.5,654.25,641.0,386.0,310.25,325.5,857.5,843.75,743.0,264.75,260.5,335.75,426.25,497.5,489.75,420.75,416.0
2000,519.25,479.0,491.0,450.75,428.75,555.75,454.5,588.75,568.0,632.25,704.0,728.5,469.25,419.25,402.75,606.75,659.75,600.25,479.25,495.5,473.75,394.5,342.5,346.5,616.5,566.25
