year,ref,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp26,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp26,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1991,0.0,-41.916666666666686,-20.166666666666686,5.083333333333314,-6.166666666666686,-7.666666666666686,-59.416666666666686,66.83333333333331,67.33333333333331,149.83333333333331,3.0833333333333144,51.083333333333314,75.33333333333331,40.583333333333314,39.333333333333314,59.833333333333314,70.08333333333331,14.333333333333314,-7.166666666666686,34.083333333333314,-33.416666666666686,-45.666666666666686,-84.66666666666669,-47.916666666666686,186.08333333333331,96.83333333333331
1992,0.0,-8.916666666666686,-9.916666666666686,-144.91666666666669,-131.91666666666669,-334.1666666666667,-351.9166666666667,102.58333333333331,85.08333333333331,112.08333333333331,216.33333333333331,210.08333333333331,65.83333333333331,-7.166666666666686,5.833333333333314,272.0833333333333,330.0833333333333,200.08333333333331,-89.16666666666669,-91.41666666666669,-74.66666666666669,432.0833333333333,368.8333333333333,318.0833333333333,-134.16666666666669,-146.41666666666669
1993,0.0,59.333333333333314,65.08333333333331,8.083333333333314,83.83333333333331,162.33333333333331,44.833333333333314,42.833333333333314,-3.4166666666666856,34.833333333333314,-23.666666666666686,-11.166666666666686,148.58333333333331,117.33333333333331,111.83333333333331,-108.66666666666669,-75.91666666666669,-91.16666666666669,-55.416666666666686,-124.91666666666669,-70.16666666666669,-31.416666666666686,-62.166666666666686,-21.166666666666686,-87.91666666666669,-83.41666666666669
1994,0.0,-5.166666666666686,23.083333333333314,-145.91666666666669,-112.41666666666669,-179.66666666666669,-216.16666666666669,412.0833333333333,359.0833333333333,387.8333333333333,16.083333333333314,16.333333333333314,14.083333333333314,-75.16666666666669,15.833333333333314,4.083333333333314,38.333333333333314,0.5833333333333144,-67.41666666666669,-89.16666666666669,-96.66666666666669,-56.916666666666686,-71.66666666666669,-75.16666666666669,207.83333333333331,302.5833333333333
1995,0.0,26.083333333333314,1.3333333333333144,184.83333333333331,101.33333333333331,-124.16666666666669,-168.91666666666669,-177.41666666666669,-187.66666666666669,-167.16666666666669,212.33333333333331,148.83333333333331,-133.16666666666669,-159.91666666666669,-157.41666666666669,4.333333333333314,59.333333333333314,-32.166666666666686,-16.666666666666686,-54.416666666666686,-32.916666666666686,-171.66666666666669,-136.66666666666669,-60.916666666666686,43.583333333333314,37.333333333333314
1996,0.0,-83.41666666666669,-105.66666666666669,-69.91666666666669,-44.166666666666686,-125.41666666666669,-157.41666666666669,-121.41666666666669,-116.16666666666669,-116.66666666666669,-157.41666666666669,-172.91666666666669,48.083333333333314,26.583333333333314,-19.916666666666686,-120.91666666666669,-86.66666666666669,-209.91666666666669,107.58333333333331,128.58333333333331,134.58333333333331,172.08333333333331,92.58333333333331,98.58333333333331,-87.91666666666669,-103.41666666666669
1997,0.0,-59.666666666666686,-10.916666666666686,56.083333333333314,74.08333333333331,-143.41666666666669,-158.66666666666669,40.083333333333314,64.58333333333331,80.83333333333331,-81.66666666666669,-88.91666666666669,29.583333333333314,-22.666666666666686,-37.916666666666686,182.58333333333331,179.08333333333331,98.08333333333331,86.83333333333331,31.333333333333314,74.08333333333331,-202.41666666666669,-220.66666666666669,-200.66666666666669,-185.91666666666669,-215.16666666666669
1998,0.0,-158.41666666666669,-131.41666666666669,-118.16666666666669,-116.41666666666669,646.8333333333333,585.5833333333333,90.08333333333331,45.083333333333314,110.08333333333331,-63.916666666666686,-64.16666666666669,-47.916666666666686,-96.41666666666669,-76.66666666666669,-257.4166666666667,-178.91666666666669,-249.66666666666669,94.83333333333331,70.08333333333331,124.33333333333331,-156.66666666666669,-180.16666666666669,-178.66666666666669,-179.91666666666669,-181.91666666666669
1999,0.0,276.5833333333333,375.0833333333333,-45.916666666666686,-23.666666666666686,31.083333333333314,-11.916666666666686,-71.66666666666669,-86.41666666666669,-57.666666666666686,150.08333333333331,136.83333333333331,-118.16666666666669,-193.91666666666669,-178.66666666666669,353.3333333333333,339.5833333333333,238.83333333333331,-239.41666666666669,-243.66666666666669,-168.41666666666669,-77.91666666666669,-6.666666666666686,-14.416666666666686,-83.41666666666669,-88.16666666666669
2000,0.0,-25.166666666666686,-13.166666666666686,-53.416666666666686,-75.41666666666669,51.583333333333314,-49.666666666666686,84.58333333333331,63.833333333333314,128.08333333333331,199.83333333333331,224.33333333333331,-34.916666666666686,-84.91666666666669,-101.41666666666669,102.58333333333331,155.58333333333331,96.08333333333331,-24.916666666666686,-8.666666666666686,-30.416666666666686,-109.66666666666669,-161.66666666666669,-157.66666666666669,112.33333333333331,62.083333333333314
2001,0.0,-30.416666666666686,-25.416666666666686,97.58333333333331,94.08333333333331,145.33333333333331,86.33333333333331,-20.916666666666686,-38.166666666666686,-29.666666666666686,118.08333333333331,92.33333333333331,37.333333333333314,-11.916666666666686,26.083333333333314,1.8333333333333144,-7.166666666666686,-9.666666666666686,111.08333333333331,58.833333333333314,103.58333333333331,-4.416666666666686,-63.166666666666686,-51.166666666666686,-195.41666666666669,-193.91666666666669
2002,0.0,175.33333333333331,186.33333333333331,50.333333333333314,34.333333333333314,67.33333333333331,107.83333333333331,116.58333333333331,26.833333333333314,140.33333333333331,36.583333333333314,22.083333333333314,161.58333333333331,141.58333333333331,131.58333333333331,135.83333333333331,181.33333333333331,133.83333333333331,-52.416666666666686,-63.666666666666686,-54.916666666666686,-21.666666666666686,-84.66666666666669,-105.91666666666669,-276.6666666666667,-247.41666666666669
2003,0.0,29.333333333333314,55.083333333333314,166.83333333333331,163.58333333333331,183.33333333333331,133.58333333333331,-78.91666666666669,-4.166666666666686,38.833333333333314,-94.91666666666669,-98.41666666666669,-65.41666666666669,-128.91666666666669,-116.66666666666669,-46.666666666666686,-37.666666666666686,-65.41666666666669,-90.91666666666669,-112.91666666666669,-94.91666666666669,-173.16666666666669,-206.16666666666669,-195.16666666666669,327.0833333333333,186.58333333333331
2004,0.0,-188.41666666666669,-128.41666666666669,148.58333333333331,124.08333333333331,50.583333333333314,71.83333333333331,46.833333333333314,45.083333333333314,68.33333333333331,25.583333333333314,-24.916666666666686,-111.16666666666669,-145.16666666666669,-166.66666666666669,44.833333333333314,71.58333333333331,35.583333333333314,18.833333333333314,32.083333333333314,23.083333333333314,14.083333333333314,-25.666666666666686,-32.666666666666686,-68.91666666666669,-85.91666666666669
2005,0.0,-159.91666666666669,-148.16666666666669,-53.666666666666686,-11.666666666666686,259.3333333333333,150.58333333333331,-39.416666666666686,-72.66666666666669,-15.666666666666686,73.83333333333331,89.33333333333331,-40.416666666666686,-73.16666666666669,-70.66666666666669,-97.41666666666669,-37.416666666666686,-61.916666666666686,127.83333333333331,135.83333333333331,104.83333333333331,14.083333333333314,17.083333333333314,-9.416666666666686,-111.66666666666669,-158.41666666666669
2006,0.0,-24.416666666666686,-99.16666666666669,141.33333333333331,69.58333333333331,-105.41666666666669,-158.91666666666669,97.33333333333331,16.083333333333314,-43.666666666666686,-149.16666666666669,136.33333333333331,196.83333333333331,-183.66666666666669,12.333333333333314,369.3333333333333,212.33333333333331,315.0833333333333,-215.66666666666669,459.5833333333333,-29.666666666666686,73.08333333333331,-154.41666666666669,-7.416666666666686,-142.41666666666669,212.08333333333331
