,year,ref,rcp45_moy,rcp45_min,rcp45_max,rcp85_moy,rcp85_min,rcp85_max
0,1981,34.031677,34.05087892834477,33.49016318607619,34.460164530244015,34.14641762277065,33.51540147454239,34.48063348503888
1,1982,33.621338,33.97640851704878,33.420343763319124,34.879004654702555,34.0995026396474,33.40864346835963,34.95277379383759
2,1983,34.5766,33.847390900490836,33.047875606400964,34.3925890860973,34.00199398677289,33.09148610390923,35.03609969485376
3,1984,34.199463,34.26773217083513,33.38769136165757,35.066709863608764,34.36422333807001,33.38970529295301,35.13592104914403
4,1985,33.933197,34.12103273553982,33.32898486263076,34.82427424436361,34.227019863958084,33.3532150252268,35.093791540325014
5,1986,33.598938,33.986303997936226,33.40361249031099,34.54687182358401,34.06435988308113,33.42836537924683,34.720473904800656
6,1987,34.491577,34.18900753125789,33.03936014583854,34.8414084916015,34.30713708295662,33.03504825978678,34.99814852206595
7,1988,33.866486,34.23928774642549,33.610984590627254,34.71347784775281,34.29670574090866,33.60732586276424,34.955627932815105
8,1989,33.775726,34.27324864634398,33.737264967479064,35.37947538127048,34.33352653083234,33.72195904838276,35.56884602102156
9,1990,34.207886,34.375684209535045,33.54654572421816,35.21572520370199,34.42603275195745,33.59521661926988,35.38219800098631
10,1991,34.11252,33.96777727494001,33.41313592889759,34.97620112033309,34.0581616648202,33.40422528575192,35.11530340331831
11,1992,33.73523,33.84489198405086,32.98212561804553,34.76957372763957,33.939763158004716,32.97192632131595,34.846051563412345
12,1993,34.22287,33.94273082126489,33.46955808877988,34.65975099818729,34.05468320468503,33.47119259827281,34.82701079697176
13,1994,33.5766,34.037248732122166,33.353190813270885,34.84851732210126,34.15375186974691,33.35242795864167,35.30240848029905
14,1995,34.170135,34.21756994102878,33.55002486936496,35.20847134705599,34.293131378040655,33.54551833950103,35.274560864495584
15,1996,34.38974,34.269070366365646,33.56807268703659,35.063085734576305,34.362957864124795,33.561636097371036,35.33879049468726
16,1997,34.24997,34.215132393152516,33.38283521755375,35.038780011275435,34.29611275709785,33.42129453936235,35.074188539525096
17,1998,35.092773,34.41488534499941,33.77776057167006,35.22971395260436,34.508665069063085,33.758882096889806,35.444236311621125
18,1999,33.549713,34.46349527427533,33.15304722227472,35.61398293663865,34.461565716385884,33.24960343053874,35.718362412281294
19,2000,34.07129,34.3212634202805,33.409554444180685,34.94604349680327,34.46747721007495,33.40978053429484,35.078875287411904
20,2001,34.627197,34.52548483545981,33.99724329780469,35.194231073020944,34.58710466519702,34.04390360232111,35.35904158622543
21,2002,34.855774,34.25933486661853,33.50573870182865,35.29442045379926,34.39425570003452,33.54732495676666,35.32557451329916
22,2003,34.185364,34.59050647926093,33.87434219898273,35.57986783801584,34.67451282103534,33.904192405125,35.774091868420214
23,2004,34.429016,34.4888846574754,34.11536765167074,34.858031567386774,34.61922044528239,34.13068830934964,35.40537918483591
24,2005,34.44812,34.57343819398598,34.0685393499715,34.96874386796941,34.72530297465238,34.10094206341171,35.5677588364573
25,2006,34.429535,34.605665591793304,34.20754204681009,35.36836842046847,34.54108765705051,33.888707046604054,35.676086083931125
