,year,ref,rcp45_moy,rcp45_min,rcp45_max,rcp85_moy,rcp85_min,rcp85_max
0,1981,805.2357147922445,719.6867643564475,556.7777699334273,889.6416216133211,707.2037447520861,542.8801879039645,878.6993009380462
1,1982,733.1882164379027,707.8211871985774,357.3204755844701,906.854220119102,691.9209931783384,407.0424864116429,907.2925657732094
2,1983,657.5080882040264,708.3732248148519,372.14466567022276,966.47342706392,682.8651816201747,369.6128094719448,944.8405285618657
3,1984,751.1864662926976,659.2156454021676,330.0474602320211,959.4916733116456,651.0348742602997,326.13895673052434,943.5319494341362
4,1985,828.9070971079366,691.085125838678,489.61628443318995,915.5857266581778,695.1792721960567,488.0732007478435,882.166113320538
5,1986,841.5772583458231,733.8937389475807,398.46094702392634,1010.2461773775123,716.1292566126914,391.0703898841216,1020.4931034771512
6,1987,851.015247201183,760.8205819814341,446.01805682361703,1032.0165668560846,749.5933214907975,426.993486037375,964.7407569566508
7,1988,868.4484246183836,741.6770265590686,458.70358572595177,1002.4356289908104,740.1170422512499,469.1976826871506,967.4972997660036
8,1989,934.260361671768,705.5518890545374,358.1814173904159,956.9564808785731,700.2698663304627,339.43573151980456,913.7348390144645
9,1990,749.709379101216,708.7036752352587,468.16390354867104,980.9388020686342,689.8741208349229,435.22329323134375,989.845631818526
10,1991,851.7309850025208,783.1876765899697,653.2110424960979,918.0491176901118,776.8354175722147,545.5452528517422,937.8472384651693
11,1992,746.1390338935173,752.5771380142128,397.2718565969075,1051.567666737456,747.045024608052,394.44519673893893,1003.8312450724646
12,1993,790.3175898611826,727.2098607139168,584.1092307773192,937.1205316121487,721.3156239779695,578.6408068804341,935.4934969817531
13,1994,942.1547463472616,712.3506157176095,482.98060505246394,876.745389407221,697.6783203381524,467.3396048659258,879.5182682265038
14,1995,835.4113518211807,736.6485337238553,495.71272707925056,982.7288865822316,727.6145513846214,480.3571074701665,958.0175256952303
15,1996,817.517218531499,696.4199771815327,310.6374256693334,907.0382670981362,667.1084002414487,301.7222081424527,910.0083791496953
16,1997,697.2252851336334,755.5879758642488,488.74814459528886,953.1518154712023,740.8859037361858,464.41578861539745,928.0166940061259
17,1998,642.0952895127981,670.0254772308087,288.9472866819175,1137.9918085043996,665.7611100717012,286.2273119778151,1101.8037782943845
18,1999,889.8038660242223,762.5422409971196,491.2358825942466,1103.7229171918784,756.9042168919277,473.53710200481254,1043.2463503085992
19,2000,795.8262817197553,731.0621320184221,415.6601059924587,946.4802129132008,692.0923118547512,401.5723507673137,944.0458015527937
20,2001,693.4939497243325,740.7758015921512,441.05146468126185,923.5461017183837,718.448740141195,434.55439878727765,932.0324523856242
21,2002,533.3657742245555,769.2427560497164,613.0749645059207,942.3157047985176,742.1423595172041,597.5939650972331,921.9685443664981
22,2003,833.8590954314789,693.9126377392427,272.62543346719553,971.449070352416,678.9366075870921,264.55564552190805,937.1051304892133
23,2004,604.0531098419104,751.2974834985571,513.0209089221596,940.1445168632528,714.3182504444195,493.95181165989044,917.9793734952681
24,2005,670.1542099683055,735.5341386059621,486.8604189156991,1027.25640694428,735.9326714282907,512.2063059927367,1030.1602452965699
25,2006,598.5398033619567,722.9907169810936,483.4130944036083,993.071716500263,751.6309152901148,407.27328421664646,1152.005945987594
26,2007,642.0625767460439,750.7178582424988,423.25228995591715,994.8269016129594,742.9603503319148,419.0872848839805,924.3925397813898
27,2008,831.580010301319,719.5805430933785,362.41194708063523,935.2602554083068,680.2200122059828,406.3402543578615,1008.2849650609945
28,2009,772.9087176813705,687.751384708399,294.4893943097561,903.2273691135834,775.0319861256601,506.32642134223903,1167.3674276817997
29,2010,857.1622316758051,669.7389868979781,262.58226245989607,915.5068077364873,668.2172775775709,200.53565295380957,1056.5742413403239
30,2011,,673.6151579528932,317.101966909437,983.7610450035575,717.011107090805,484.4076607164003,910.192913574834
31,2012,,688.1299422400779,329.8386697251237,1023.4065512004113,701.0765789901116,472.09564185053796,1031.8856238180958
32,2013,,757.1560940991902,462.54111798352045,1034.867512181384,664.9415491473831,286.75484523504656,1199.5839710069583
33,2014,,689.6669219515488,133.2184206100244,948.9024472633047,730.2971630118168,491.8320475819844,947.8608940540773
34,2015,,733.4385562839553,357.9467223508804,977.4613902008092,723.1373010740004,407.12021501079323,1060.3396210495441
35,2016,,712.4357631739958,417.45865977263685,953.5906729498104,640.898219237566,242.02912540293462,882.6003845655902
36,2017,,767.2566649928502,402.26872257249653,1007.488049718243,702.8563177924437,388.88571126338377,949.6628720876379
37,2018,,711.7706378263125,433.841152935007,902.1415368314202,679.5744841421722,393.79060301039175,994.891325195583
38,2019,,723.6196502568768,331.8117798387905,1018.2754307630369,692.5336823442235,444.60627202692456,952.8298832780636
39,2020,,774.6288948468164,348.2318722586699,1012.4585103137979,683.0532734612084,294.64937832004205,915.7522907651033
40,2021,,728.1531463331291,479.91634827898207,1088.365411896755,709.5540254496666,407.4707829997157,981.5075085963625
41,2022,,702.5276631722637,522.9836525098036,985.6284353495615,684.8957702608401,379.28307781404845,1022.8857013580706
42,2023,,708.8870936635617,373.5421117739312,990.4010703596147,702.4011422617502,207.46938053781557,1029.643428489903
43,2024,,684.3932129452627,292.12896970385566,874.0904229186577,719.1804778154385,454.4627239900865,998.4360139712616
44,2025,,655.650458361895,454.4298139479919,872.3874473828126,694.3246842590765,440.03270630433786,937.7958604051436
45,2026,,718.8565350675836,328.21334706143716,984.7094566269792,730.622840489989,335.55939557396215,1056.7921230671188
46,2027,,708.2184762643434,337.3695776261992,1115.7625988029163,741.3977699469069,546.6688825155327,964.9498834536886
