year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1981,22.848938,20.995699100744673,21.083323092395403,22.407384003890456,23.08578623269642,22.60510636873107,21.155782461697356,21.518670495432332,22.530303068302544,19.921193738004717,20.14100351645783,21.7066713860782,20.115301805216973,22.012834033854062,19.561581460770753,19.89382139213683,21.991108053027688,21.361455130961986,20.9278210280807,20.35997922820087,20.74670032761884,19.923023737516985,22.012834033854062,23.08578623269642,22.407384003890456,20.995699100744673,23.377943498188984,22.530303068302544,21.89724420726668,22.08273794573114,21.155782461697356,21.7066713860782,21.518670495432332,19.921193738004717,21.083323092395403,20.14100351645783,22.60510636873107,20.115301805216973,21.361455130961986,19.561581460770753,20.35997922820087,20.9278210280807,21.991108053027688,19.89382139213683
1982,22.236572,20.935748702975502,20.619728432125612,22.46523724528214,23.084307275614265,22.273104454414806,20.966975566902534,21.706634054503525,21.846321935491574,20.657128003067328,19.23729146234882,21.677591917978248,19.71862281629933,21.58933683732056,19.601731610444517,20.55882817956666,21.929317493239466,21.428748657639915,20.60175152000579,20.51718013133683,20.82827184321019,19.73214077403958,21.58933683732056,23.084307275614265,22.46523724528214,20.935748702975502,23.611168296662186,21.846321935491574,22.259509679810492,22.135617112137993,20.966975566902534,21.677591917978248,21.706634054503525,20.657128003067328,20.619728432125612,19.23729146234882,22.273104454414806,19.71862281629933,21.428748657639915,19.601731610444517,20.51718013133683,20.60175152000579,21.929317493239466,20.55882817956666
1983,23.358551,20.24803315306002,20.593647906426213,22.066472820633805,23.106653685563003,22.29749014214059,20.901162077473032,21.115904918600904,22.12824303598569,20.367325072224958,19.660628629954374,21.724198206642313,19.823552152390505,21.89343932833532,19.75393892585356,20.57465046887353,21.75342465339503,21.792997569184706,20.74981392409984,20.53672497326164,21.05442175268024,19.7958861824481,21.89343932833532,23.106653685563003,22.066472820633805,20.24803315306002,23.501586873020187,22.12824303598569,22.10296011157135,21.987380069641688,20.901162077473032,21.724198206642313,21.115904918600904,20.367325072224958,20.593647906426213,19.660628629954374,22.29749014214059,19.823552152390505,21.792997569184706,19.75393892585356,20.53672497326164,20.74981392409984,21.75342465339503,20.57465046887353
1984,22.602173,20.314009183225323,21.047234562945675,22.466649003246516,23.491603408667913,23.074687101394716,21.764804181641523,22.139572580786364,22.6638622192184,19.68424702951137,19.710883396774648,21.18398217600128,20.244857380137034,21.943448645752483,20.466677816719823,20.476060193902754,21.81822543901734,21.51067681558601,21.32451388589857,21.08503825200819,20.508913091574925,20.246415034545578,21.943448645752483,23.491603408667913,22.466649003246516,20.314009183225323,23.031805608689183,22.6638622192184,21.6721986455118,22.295062770690606,21.764804181641523,21.18398217600128,22.139572580786364,19.68424702951137,21.047234562945675,19.710883396774648,23.074687101394716,20.244857380137034,21.51067681558601,20.466677816719823,21.08503825200819,21.32451388589857,21.81822543901734,20.476060193902754
1985,22.524506,20.21019215161175,21.5327146738515,23.332923115994276,23.17574773402106,22.76072297901669,20.628825293570515,21.36972970186804,22.455301867665696,19.835646312419783,19.225077888226963,21.41823990936757,20.636938278479136,21.734341464614488,19.533790729528448,19.624645566737854,21.707801597539515,21.35329875321696,21.553503393118092,20.81952968591196,20.61837641747229,20.285340189944236,21.734341464614488,23.17574773402106,23.332923115994276,20.21019215161175,23.10245519275901,22.455301867665696,21.857054008295336,23.155523397740296,20.628825293570515,21.41823990936757,21.36972970186804,19.835646312419783,21.5327146738515,19.225077888226963,22.76072297901669,20.636938278479136,21.35329875321696,19.533790729528448,20.81952968591196,21.553503393118092,21.707801597539515,19.624645566737854
1986,22.276764,20.23849175974317,21.159921455450444,22.644634231773523,22.80707946173868,22.57461709655604,20.845299930772228,20.94766000178646,22.20428300996491,20.319695771112038,19.701645642328515,21.345781237891003,19.8782344475469,22.081602321029436,19.57553322763846,20.209085225672368,22.026603054695897,21.83466823294009,20.932330327893908,20.507059257037042,20.559446288475954,20.124326025546964,22.081602321029436,22.80707946173868,22.644634231773523,20.23849175974317,23.666161136192386,22.20428300996491,21.743061091008656,22.13723241618129,20.845299930772228,21.345781237891003,20.94766000178646,20.319695771112038,21.159921455450444,19.701645642328515,22.57461709655604,19.8782344475469,21.83466823294009,19.57553322763846,20.507059257037042,20.932330327893908,22.026603054695897,20.209085225672368
1987,23.154755,20.62521569364361,21.809391179729005,23.311070751489467,23.23187621309313,22.510129549681835,21.49523938864303,21.300099601130057,22.877725676635293,20.228498079273493,19.691002084385275,20.979196799835734,20.584082933701495,22.12534434423435,19.743855172417057,20.90882969354817,22.399199960515716,22.012677918456234,21.16817154429549,20.86738919695273,20.365839801654033,20.401975061675614,22.12534434423435,23.23187621309313,23.311070751489467,20.62521569364361,23.67348349247692,22.877725676635293,22.52030943641506,22.91806904467711,21.49523938864303,20.979196799835734,21.300099601130057,20.228498079273493,21.809391179729005,19.691002084385275,22.510129549681835,20.584082933701495,22.012677918456234,19.743855172417057,20.86738919695273,21.16817154429549,22.399199960515716,20.90882969354817
1988,22.577179,21.027411452042372,21.36184151740116,23.261527975080924,23.610324638027066,22.546917155654683,21.95320795264422,22.037208260140233,22.44252303258105,20.678322510190412,19.72973243888839,21.009940817645486,20.92908928926107,22.11868508568176,20.384645048886284,21.15674667133254,21.317353920944015,21.86795516351748,21.093075603498335,20.921394630623126,20.52308076218992,20.22184364261625,22.11868508568176,23.610324638027066,23.261527975080924,21.027411452042372,23.053537014693063,22.44252303258105,22.116826765768394,22.556583417723857,21.95320795264422,21.009940817645486,22.037208260140233,20.678322510190412,21.36184151740116,19.72973243888839,22.546917155654683,20.92908928926107,21.86795516351748,20.384645048886284,20.921394630623126,21.093075603498335,21.317353920944015,21.15674667133254
1989,22.727264,20.970123375914397,20.806871628892907,22.499988975193958,23.394092175134972,22.984949256246693,21.2450794153998,21.612725721708728,23.094259981951666,20.4071493928692,20.012682012718756,21.65177258224213,20.196126690361098,21.286155135638353,20.065486250800802,19.909063686874674,21.311966308912986,21.921506211111137,21.2772343759533,21.561946998353903,20.866795985739998,20.36738770618092,21.286155135638353,23.394092175134972,22.499988975193958,20.970123375914397,23.04757063986841,23.094259981951666,22.463814212234126,22.273249298896076,21.2450794153998,21.65177258224213,21.612725721708728,20.4071493928692,20.806871628892907,20.012682012718756,22.984949256246693,20.196126690361098,21.921506211111137,20.065486250800802,21.561946998353903,21.2772343759533,21.311966308912986,19.909063686874674
1990,23.14621,21.412265305456742,20.411346096200134,21.84118854516555,23.068018602106406,22.822840827965933,21.797366008832455,21.946859064124,23.034681561517118,20.417974716680703,19.822929327318093,21.51477390459769,19.79220232619184,21.918644564384863,20.484963564730947,20.128555346231735,21.639562500608463,21.876390966232577,21.32921226859247,21.892012780304867,20.989853176305246,20.18715490385398,21.918644564384863,23.068018602106406,21.84118854516555,21.412265305456742,22.93511998795543,23.034681561517118,22.593524125501744,21.858926313933125,21.797366008832455,21.51477390459769,21.946859064124,20.417974716680703,20.411346096200134,19.822929327318093,22.822840827965933,19.79220232619184,21.876390966232577,20.484963564730947,21.892012780304867,21.32921226859247,21.639562500608463,20.128555346231735
