year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1991,0.0,-2.2472018308475867,-1.6260652091306156,-0.24038049702187436,0.6711779864911591,-0.21915410327216023,-1.4334124295353377,-0.9996481653844285,-0.4063739686313852,-2.1409065652466666,-3.1149375586301176,-1.3295395896481068,-2.4193023349503164,-0.7775150457171094,-2.696703599119701,-2.2686926307873136,-0.7930375900178888,-0.9657517902519999,-1.8141185765779255,-1.9724336041048218,-2.1368582117702317,-2.7803337193990956,-0.8782592864020557,0.6601145448988177,-0.29756565275476987,-2.281067192119565,0.6403463651660672,-0.4475687763249425,-0.44759782824155536,-0.47877282908604,-1.5270725468737396,-1.3197405823887038,-1.0443325684468618,-2.169596265897951,-1.6664644690011414,-3.1677598576495143,-0.2314268027947719,-2.4718681983197826,-1.010134427371554,-2.770248035765462,-1.9701451553090124,-1.8476561794644795,-0.8181395581750621,-2.333677060628304
1992,0.0,-2.0784958998932552,-1.517231225397211,-0.05381301328975496,0.6417518098291453,-0.390216964755723,-1.51656957574113,-1.0216220998991048,-0.5767027839027605,-2.2020706737937417,-3.1340845328541036,-1.2932550283014734,-2.3126742570538568,-0.9380064271398965,-2.773230916920056,-2.2278126871541417,-0.7492920247892698,-0.9892389415804246,-1.937245362967019,-1.8808431472428424,-2.145786322125957,-2.980086762986332,-0.9736297278807342,0.6226597839374222,-0.12452604193998695,-2.1229252149313993,0.6554383531760095,-0.6097566589010057,-0.5137188684744842,-0.32295758090180016,-1.6280092935763264,-1.3078898241315642,-1.0825185523885352,-2.2410998678473106,-1.5731762501082471,-3.205581036873525,-0.3882470097345845,-2.373580035355758,-1.0669181529898424,-2.8466788150762454,-1.8735373187899427,-1.9639435794869655,-0.784103180096281,-2.286578087080045
1993,0.0,-2.201075256683737,-1.61014634999907,-0.14368738877931264,0.6280689064268472,-0.3701503709669396,-1.4858469223888164,-0.9938564222943,-0.6089252255657698,-2.1754975836458925,-3.183299378897516,-1.128820079865875,-2.385310362891232,-0.8963521268403838,-2.7922897399133717,-2.379210448262995,-0.7102071659078888,-0.9842581773123698,-1.9824504344432512,-1.9496524569883604,-2.074560715043674,-2.9920092223188135,-0.9404911783511807,0.615587313073263,-0.23175994746679862,-2.236723000473148,0.76665575928007,-0.6033277049917842,-0.5028855278994229,-0.4500247092233849,-1.571392408306508,-1.1513727463634496,-1.0386283123736462,-2.195439067327243,-1.6759976614821426,-3.2411177219470915,-0.36462387108548455,-2.455763531777052,-1.0594578237264045,-2.8530191131980587,-1.9398576304963626,-1.9991195882161037,-0.7321094801573622,-2.4401870589507553
1994,0.0,-2.1577678122483235,-1.6495381581705146,-0.2588607691477023,0.6985129028279857,-0.28573267381142387,-1.4965587278258567,-1.0567976789155296,-0.4069563578082125,-2.2327848484804917,-3.0071137104357035,-1.2563360857570274,-2.403180983835,-0.9146602860266171,-2.8149628868530385,-2.3126341092644793,-0.763642309660554,-0.949943146125463,-1.8594761298266462,-1.9777555866274383,-2.0844470091854532,-2.8669174401893542,-0.9568497632086519,0.6823944063529552,-0.32161678982646436,-2.194079433664342,0.6259522352629006,-0.45022164671291875,-0.5103240245458096,-0.513070641584136,-1.582670604148234,-1.2571610850995398,-1.1025677064725414,-2.2637079659228903,-1.6996434361603292,-3.06360139545842,-0.2852244896300249,-2.462366477628791,-0.9967320667267927,-2.8745865310107206,-1.9806585965840213,-1.8799765932174068,-0.7890162811709729,-2.3668372881386404
1995,0.0,-2.047094411046828,-1.5218678728693362,-0.06583856640298791,0.5833403882667767,-0.18007656613934842,-1.572363418282464,-1.1969392698675847,-0.4273077998291228,-2.136221389956404,-3.1403284141394465,-1.235907219489377,-2.266719350436688,-0.8512796789501635,-2.9261801443428794,-2.231723018359105,-0.8815281675788924,-0.8736981390489973,-1.8620017977737575,-1.9387866279938066,-2.1152144258650765,-2.889527810936329,-0.9228892535059003,0.5701408140034232,-0.1422716370457806,-2.1088541035053936,0.5631868946405234,-0.44886852785629117,-0.4360755975948791,-0.3485031463999917,-1.6738640095773007,-1.244898246216053,-1.244340668976747,-2.168607573018278,-1.5890424840853257,-3.2048969368287317,-0.20290134668738347,-2.3211350911453223,-0.9471197409343972,-2.991105526211186,-1.9439457671729201,-1.881540318593352,-0.9141859202186993,-2.272035600978427
1996,0.0,-2.0972626206238942,-1.7419505911817055,-0.27888259018777717,0.6974106143733252,-0.14870887794052123,-1.4132066557975804,-1.0732092374288413,-0.3828464101267173,-2.18235531205886,-3.1685516364596538,-1.2665618813229003,-2.57511335272261,-0.8871941205489975,-2.727912489740447,-2.213324114774082,-0.842090973781751,-0.9120607588516236,-1.8268303620637312,-1.8801425764717123,-2.0708946166271858,-2.853528327565755,-0.9455198209773243,0.6819381777225999,-0.3394432657102584,-2.143842147981047,0.5991609886439733,-0.4067943411793067,-0.5098028139813096,-0.5869019575290508,-1.5255991664919293,-1.2832397466625594,-1.1393243359361804,-2.2143572919792405,-1.7878918912840618,-3.2381741308370806,-0.17639012686038313,-2.6232043012579993,-1.030040608730701,-2.802076490812908,-1.8792159755915918,-1.8588410290438446,-0.8655172745602044,-2.2443435532193234
1997,0.0,-2.1161100668352333,-1.4723209149099148,-0.052857148842974766,0.6430468814454571,-0.1820602454214395,-1.4328761314846474,-1.0023154597441248,-0.4021002525922768,-2.2571045831919037,-3.0988474294127286,-1.204574010172223,-2.2945983901240083,-0.9158565536027368,-2.761593405204678,-2.069462791796809,-0.7553653780085483,-0.9042280505422582,-1.8122553339898673,-1.9170394872264183,-2.050976100025082,-2.8647595730850526,-0.946120786263009,0.6251357612731567,-0.12776440407935752,-2.1570394568906295,0.6335673594873583,-0.4357541314108744,-0.43506441950711405,-0.27257758742189253,-1.5237227891134353,-1.208156849560055,-1.0610791741390244,-2.28647160919553,-1.5389161691056756,-3.151952657320521,-0.19450198391820095,-2.3543848804191043,-1.0080276461570747,-2.826629728110902,-1.9189202014011926,-1.8463307682415575,-0.783299960283216,-2.1052618158996097
1998,0.0,-2.0399126187311936,-1.6877705228589548,-0.24721072995839677,0.6424404808970507,-0.38650414730813054,-1.3816766262981446,-1.034688367376532,-0.5199903427995878,-2.2277916867309955,-3.0860563033525636,-1.1674689544565808,-2.452001805182192,-0.8241453288081857,-2.7944064713266243,-2.3476543557808895,-0.7339418091561924,-0.8844476322793753,-1.9736689516591923,-1.972470424894368,-2.0852849010396426,-2.937470051825926,-0.8747095531796845,0.6211865539931978,-0.32327414748112915,-2.0918465423595194,0.7274254572306518,-0.5680909386636586,-0.5975440146034998,-0.586086569292263,-1.5057353001578804,-1.1734437218280505,-1.0867644350105365,-2.2522215722185024,-1.7509758660859802,-3.1452452846978645,-0.3959412226538461,-2.514780006271735,-0.9751502593360328,-2.8572489236949536,-1.9755096371638956,-2.031553303936164,-0.7581828506446868,-2.387300667378554
1999,0.0,-2.1385821538503365,-1.5747055789350952,-0.23664245574167353,0.7261232992377131,-0.18625207715177794,-1.4365523939148943,-1.0732984873600344,-0.3442741785859198,-2.3259340638967956,-3.055345246647448,-1.2652725110664846,-2.4237203261479294,-0.7777463354723864,-2.7850765016928563,-2.415569808298585,-0.8257818268259598,-0.9149489616372648,-1.7886940040030481,-1.893180336985779,-2.1024442919775765,-2.665864611178904,-0.8497267826251687,0.7089022332611989,-0.3107889849145522,-2.182801917558379,0.6273575497564252,-0.39369750467596987,-0.35030046830553374,-0.41953993455314276,-1.5376070890510505,-1.2546298136290943,-1.1190033010204274,-2.357231283282715,-1.6403591442929724,-3.1134140559716457,-0.21498384780221613,-2.4775055973765916,-0.9825861201782686,-2.8404657483104074,-1.8850718752695457,-1.8211806438013127,-0.8526521872819899,-2.4595275801694925
2000,0.0,-2.071491300843377,-1.6860552331644385,-0.2638072540781877,0.5173131532783941,-0.16806473523973864,-1.4765800973472665,-1.1577735523629826,-0.34718996378717293,-2.2865945974666033,-3.0501989486659227,-1.1543257730962182,-2.544862667334371,-0.7859930635669343,-2.82473003488451,-2.179353757389549,-0.7532628155619818,-0.8708950415137906,-1.833017703030464,-2.0006208944735704,-2.0720338425517753,-2.847811585734803,-0.8525046340000131,0.48399990587506636,-0.3369283906379792,-2.1107429842713827,0.5916486266687002,-0.3875359745996434,-0.4677800530778313,-0.49707894997317226,-1.5914008964045365,-1.208358137459527,-1.1972948207776994,-2.3232841383913865,-1.7481782402171007,-3.1098292499681293,-0.19265416161692883,-2.5949255271355014,-0.9342966437444602,-2.89166521481701,-2.012953678870417,-1.8676679334888604,-0.7777329170933172,-2.2262958406927282
2001,0.0,-2.049197624937051,-1.6487498231243762,-0.10148640827094368,0.5764953677104359,-0.20787481779211703,-1.3039632734680708,-0.9139384734850182,-0.4256884471701028,-2.2434227989978694,-2.9804294931957998,-1.2526266393782066,-2.447593281191075,-0.835847492959715,-2.681368997983384,-2.2333416051493487,-0.8397085861928417,-0.882012467461152,-1.828221039994503,-1.8998686697540847,-2.0588487810777565,-2.8585482072149375,-0.8936499946412368,0.5608429179414998,-0.1861496962424667,-2.0934924386526745,0.6542017221805168,-0.4709969081608847,-0.4089768138895238,-0.4637131161845218,-1.4130316119498048,-1.2707242184128518,-0.9781504132567989,-2.2599827683559965,-1.705776890667721,-3.020777189447358,-0.21432530128919325,-2.5048967352599902,-0.953458076074412,-2.734502689074759,-1.9158425509060635,-1.8540461577783844,-0.8734915667336622,-2.282168327121383
2002,0.0,-2.0420495706887323,-1.6342312141259185,-0.13516131970317247,0.561017657966147,-0.23760404704387383,-1.3881280262619384,-0.9182115458658018,-0.40808534394210483,-2.2563936581901203,-3.026933206579372,-1.256969978415043,-2.3900783810798316,-0.8909321253945564,-2.701084984025499,-2.120866181527731,-0.7449200843974495,-0.9198901933816614,-1.8429583240263696,-1.8438471558245055,-2.1144171374533016,-2.830087890721927,-0.9407485209401898,0.5447823576866426,-0.2150760581450868,-2.0836317205965997,0.6665962550023892,-0.4377177277261808,-0.40616381429896364,-0.44421182627763756,-1.4804419121466594,-1.3027664983431464,-0.9573464915325189,-2.2875492203888825,-1.7116858835238418,-3.0841482791091153,-0.24874693927193903,-2.470161285940776,-0.9879753433808673,-2.749267786983353,-1.8500304616670746,-1.8804561833673574,-0.7762310033062363,-2.148556243172095
2003,0.0,-2.0747793838451116,-1.601012286224318,-0.17982686252446456,0.6206806233390694,-0.25813053080753434,-1.4250116080897897,-1.0661559962929346,-0.3160417711550849,-2.233870207095549,-3.0896872267762205,-1.1335125214610002,-2.4518843131765493,-0.8240483227870072,-2.724092026645451,-2.2652199322272395,-0.753866418657708,-0.942021751708296,-1.8009160512785911,-1.8893839219978759,-1.9910891077148563,-2.7254403603016613,-0.8815187978644303,0.6023735851987908,-0.2608391264394072,-2.107747853114745,0.6606167641108414,-0.39978364647748776,-0.45624372119175405,-0.4482339238718964,-1.5228053142420208,-1.193302768851936,-1.1189238671934731,-2.2569822137185156,-1.6537872326689467,-3.153839359674805,-0.29457110496730365,-2.5050463925965687,-1.0262870976799832,-2.7955679810293645,-1.8929643995575702,-1.8533954403378061,-0.7806732869610755,-2.295625262606734
2004,0.0,-2.139100668936919,-1.5752365118283365,-0.1445619597819814,0.5761569315009183,-0.316377743232124,-1.4045263680296785,-0.9904174171773548,-0.5573883435803282,-2.248325437307983,-3.0450550353714334,-1.2942641842605553,-2.401558625698158,-0.8285847748465471,-2.7265282982800727,-2.2522152484326057,-0.8265300272115041,-0.8883415289125765,-1.9107458509053572,-1.9163734150745313,-2.0836866623460537,-2.931231221190785,-0.8936102746723691,0.5659865342041144,-0.21365304607599,-2.1779013640439757,0.6465530250200118,-0.5864873354327642,-0.509512538816864,-0.4460713971132009,-1.5242500327881316,-1.303234639631853,-1.0379264564638788,-2.280064941949888,-1.6253679711035716,-3.10561623887088,-0.32359676457184605,-2.450867928483035,-0.9605382814593781,-2.7925152985682757,-1.9179479122869907,-1.9465984640025908,-0.8657616952178842,-2.3002538233536143
2005,0.0,-2.096920952916946,-1.6060262858167107,-0.07092327688530986,0.5702151298066269,-0.22215641883860826,-1.4629754466170084,-1.110264218888517,-0.35289447614286473,-2.1756366678590666,-3.1844947229105856,-1.2293081996467663,-2.28622116982217,-0.8882896906560518,-2.800244481027619,-2.2658008724960155,-0.6622676247909567,-0.9716805412581948,-1.7943812285739682,-1.9773324989565708,-2.0342505214553626,-2.8537304967845216,-0.9447241241358597,0.5505435336299342,-0.17416018429105407,-2.141409838082268,0.6907532431315531,-0.39945924554410794,-0.46647441362068776,-0.42229002701026275,-1.5814336459430365,-1.3137565447526072,-1.154609014864036,-2.203722906892324,-1.6756962259366333,-3.241228008199755,-0.2526507438758472,-2.3732792714279753,-1.041735245025393,-2.868605909323037,-1.9821227194762514,-1.8332576091268038,-0.6980951218242808,-2.3060798305117487
2006,0.0,-2.0924504528481975,-1.4964110601275706,-0.010597690013241845,0.6175928881613686,-0.265392941557991,-1.350237696156512,-0.9896717898522525,-0.47769509374876407,-2.272864710935835,-3.1108569514316855,-1.2507239811390036,-2.264998934214532,-0.8523062647124675,-2.7023701584396917,-2.1723717805352294,-0.7627264656547936,-0.9590661766052335,-1.900403999449793,-1.999337984013664,-1.9996274553486728,-2.9677996276996055,-0.9338533086481107,0.7335872001540906,-0.206205008231791,-2.030881693209608,0.5843172534730456,-0.428384495083435,-0.39202114458572623,-0.44071444695788387,-1.5234479666019638,-1.2593346919546775,-0.9938294624435571,-2.35864863876418,-1.6486872491877875,-3.132859798047889,-0.22853071399788405,-2.44829553805414,-0.9684370569635234,-2.74888223978013,-1.997643411460615,-1.9068260640398762,-0.8799421577527937,-2.3420500277101723
