sim_code,sdev,crmsd,ccoef
Référence,6.05,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,6.16,9.29,-0.16
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,6.28,7.73,0.21
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,6.47,8.26,0.13
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,6.29,8.56,0.04
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,5.51,7.39,0.18
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,5.23,7.22,0.19
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,6.34,8.35,0.09
CRCM5_AFR-44_CCCma-CanESM2_rcp45,5.25,7.64,0.09
CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,5.29,9.13,-0.29
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,6.72,8.81,0.05
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,5.62,9.11,-0.22
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,6.24,9.52,-0.2
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,6.6,8.48,0.1
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,6.77,9.83,-0.17
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,6.46,8.69,0.04
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,6.83,8.07,0.22
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,6.95,8.27,0.2
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,4.81,6.45,0.31
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,5.61,7.22,0.24
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,6.07,7.18,0.3
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,4.72,6.94,0.19
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,6.06,7.71,0.19
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,4.89,8.62,-0.23
RCA4_AFR-44_CCCma-CanESM2_rcp45,5.82,8.18,0.05
RCA4_AFR-44_CCCma-CanESM2_rcp85,5.49,8.25,-0.02
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,7.21,10.01,-0.13
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,8.4,10.79,-0.09
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,5.18,7.74,0.06
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,5.28,8.49,-0.12
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,6.16,8.4,0.05
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,6.06,7.76,0.18
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,6.57,7.79,0.24
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,5.47,8.86,-0.18
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,6.25,8.5,0.05
RCA4_AFR-44_MIROC-MIROC5_rcp26,5.13,8.37,-0.11
RCA4_AFR-44_MIROC-MIROC5_rcp45,6.96,9.01,0.05
RCA4_AFR-44_MIROC-MIROC5_rcp85,6.42,8.21,0.13
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,6.37,8.86,-0.02
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,6.77,9.49,-0.09
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,5.6,8.47,-0.06
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,6.35,8.15,0.14
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,7.18,10.02,-0.14
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,8.02,9.38,0.13
RCA4_AFR-44_NCC-NorESM1-M_rcp26,6.43,8.47,0.08
RCA4_AFR-44_NCC-NorESM1-M_rcp45,5.93,8.42,0.01
RCA4_AFR-44_NCC-NorESM1-M_rcp85,5.93,6.78,0.36
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,8.86,10.82,-0.02
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,8.36,9.52,0.16
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,9.97,10.65,0.19
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,10.03,10.59,0.21
REMO2009_AFR-44_MIROC-MIROC5_rcp26,6.35,8.68,0.02
REMO2009_AFR-44_MIROC-MIROC5_rcp85,6.2,7.87,0.17
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,4.58,7.99,-0.11
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,5.92,9.13,-0.16
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,5.04,8.36,-0.13
