sim_code,sdev,crmsd,ccoef
Référence,42.18,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,51.93,19.46,0.94
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,52.23,19.31,0.94
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,49.25,19.59,0.92
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,47.69,18.4,0.92
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,45.78,24.83,0.84
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,45.29,22.87,0.87
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,48.75,17.86,0.93
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,48.41,17.85,0.93
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,41.87,14.29,0.94
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,41.53,15.21,0.93
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,41.22,15.0,0.94
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,41.27,13.72,0.95
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,40.98,14.3,0.94
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,41.43,14.66,0.94
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,40.84,12.92,0.95
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,40.68,13.24,0.95
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,41.85,14.94,0.94
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,41.71,14.84,0.94
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,42.03,14.62,0.94
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,45.08,18.82,0.91
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,46.92,21.91,0.88
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,45.9,20.4,0.9
RCA4_AFR-44_CCCma-CanESM2_rcp45,47.41,16.12,0.94
RCA4_AFR-44_CCCma-CanESM2_rcp85,47.33,16.39,0.94
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,47.71,14.72,0.95
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,47.54,14.16,0.96
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,44.6,13.99,0.95
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,44.89,13.27,0.96
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,47.35,15.31,0.95
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,48.08,15.8,0.95
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,47.66,15.45,0.95
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,48.2,17.61,0.93
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,47.59,17.52,0.93
RCA4_AFR-44_MIROC-MIROC5_rcp26,45.99,14.65,0.95
RCA4_AFR-44_MIROC-MIROC5_rcp45,46.01,15.04,0.95
RCA4_AFR-44_MIROC-MIROC5_rcp85,46.21,15.17,0.95
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,47.01,15.19,0.95
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,47.2,15.47,0.95
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,46.77,14.89,0.95
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,47.34,14.59,0.95
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,47.32,15.03,0.95
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,47.21,14.35,0.95
RCA4_AFR-44_NCC-NorESM1-M_rcp26,47.65,19.4,0.91
RCA4_AFR-44_NCC-NorESM1-M_rcp45,47.75,19.83,0.91
RCA4_AFR-44_NCC-NorESM1-M_rcp85,47.9,20.9,0.9
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,47.45,14.6,0.95
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,47.72,15.51,0.95
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,41.6,17.1,0.92
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,40.9,17.98,0.91
REMO2009_AFR-44_MIROC-MIROC5_rcp26,41.49,13.68,0.95
REMO2009_AFR-44_MIROC-MIROC5_rcp85,41.82,13.39,0.95
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,43.42,15.85,0.93
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,43.55,17.39,0.92
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,40.7,13.27,0.95
