sim_code,sdev,crmsd,ccoef
Référence,42.18,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,31.62,19.75,0.9
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,31.97,19.03,0.9
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,26.7,23.17,0.87
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,26.04,23.19,0.87
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,21.66,28.46,0.79
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,22.18,27.73,0.8
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,30.76,19.97,0.9
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,30.22,19.95,0.9
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,33.76,23.14,0.84
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,33.03,23.63,0.83
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,33.75,22.42,0.85
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,30.5,24.88,0.81
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,31.0,25.18,0.81
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,33.91,25.76,0.79
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,29.06,19.66,0.91
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,28.62,20.39,0.9
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,33.35,26.35,0.78
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,33.5,26.17,0.78
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,33.26,26.87,0.77
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,36.94,22.21,0.85
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,35.61,22.74,0.84
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,35.94,23.46,0.83
RCA4_AFR-44_CCCma-CanESM2_rcp45,63.4,39.21,0.8
RCA4_AFR-44_CCCma-CanESM2_rcp85,63.13,39.49,0.79
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,58.25,32.91,0.83
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,58.28,31.87,0.85
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,54.08,30.72,0.82
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,54.08,31.38,0.82
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,60.57,39.73,0.76
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,60.47,41.11,0.73
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,60.51,39.86,0.75
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,63.98,38.6,0.81
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,64.5,38.78,0.82
RCA4_AFR-44_MIROC-MIROC5_rcp26,58.49,35.07,0.8
RCA4_AFR-44_MIROC-MIROC5_rcp45,59.27,36.65,0.79
RCA4_AFR-44_MIROC-MIROC5_rcp85,59.75,38.22,0.77
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,60.83,32.26,0.86
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,60.71,31.03,0.88
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,61.65,31.47,0.88
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,61.52,38.41,0.79
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,61.9,38.53,0.79
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,61.31,37.26,0.8
RCA4_AFR-44_NCC-NorESM1-M_rcp26,58.59,40.22,0.73
RCA4_AFR-44_NCC-NorESM1-M_rcp45,59.74,41.51,0.72
RCA4_AFR-44_NCC-NorESM1-M_rcp85,58.75,41.77,0.7
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,58.27,35.97,0.79
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,58.85,37.54,0.77
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,39.42,25.73,0.8
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,40.13,23.96,0.83
REMO2009_AFR-44_MIROC-MIROC5_rcp26,31.68,23.35,0.84
REMO2009_AFR-44_MIROC-MIROC5_rcp85,34.01,22.09,0.85
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,37.18,28.11,0.76
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,37.3,27.31,0.77
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,26.3,27.58,0.77
