stn,idx,rcp,hor,stat,centile,val
era5_land,tgg,ref,1988-2017,none,-1,28.077046
era5_land,tgg,rcp26,1988-2017,mean,-1,28.143618
era5_land,tgg,rcp26,2021-2050,mean,-1,28.930668
era5_land,tgg,rcp26,2041-2070,mean,-1,29.148218
era5_land,tgg,rcp26,2061-2090,mean,-1,29.13019
era5_land,tgg,rcp26,1988-2017,min,-1,28.051933
era5_land,tgg,rcp26,2021-2050,min,-1,28.41705
era5_land,tgg,rcp26,2041-2070,min,-1,28.273213
era5_land,tgg,rcp26,2061-2090,min,-1,28.219035
era5_land,tgg,rcp26,1988-2017,max,-1,28.280598
era5_land,tgg,rcp26,2021-2050,max,-1,29.406174
era5_land,tgg,rcp26,2041-2070,max,-1,29.641029
era5_land,tgg,rcp26,2061-2090,max,-1,29.696543
era5_land,tgg,rcp26,1988-2017,centile,99,28.278892
era5_land,tgg,rcp26,2021-2050,centile,99,29.396452
era5_land,tgg,rcp26,2041-2070,centile,99,29.635061
era5_land,tgg,rcp26,2061-2090,centile,99,29.685692
era5_land,tgg,rcp26,1988-2017,centile,90,28.261245
era5_land,tgg,rcp26,2021-2050,centile,90,29.306667
era5_land,tgg,rcp26,2041-2070,centile,90,29.582458
era5_land,tgg,rcp26,2061-2090,centile,90,29.5975
era5_land,tgg,rcp26,1988-2017,centile,50,28.11321
era5_land,tgg,rcp26,2021-2050,centile,50,28.916661
era5_land,tgg,rcp26,2041-2070,centile,50,29.157482
era5_land,tgg,rcp26,2061-2090,centile,50,29.072172
era5_land,tgg,rcp26,1988-2017,centile,10,28.063622
era5_land,tgg,rcp26,2021-2050,centile,10,28.643424
era5_land,tgg,rcp26,2041-2070,centile,10,28.741341
era5_land,tgg,rcp26,2061-2090,centile,10,28.799034
era5_land,tgg,rcp26,1988-2017,centile,1,28.05302
era5_land,tgg,rcp26,2021-2050,centile,1,28.441514
era5_land,tgg,rcp26,2041-2070,centile,1,28.321617
era5_land,tgg,rcp26,2061-2090,centile,1,28.281481
era5_land,tgg,rcp45,1988-2017,mean,-1,28.206517
era5_land,tgg,rcp45,2021-2050,mean,-1,29.139532
era5_land,tgg,rcp45,2041-2070,mean,-1,29.669401
era5_land,tgg,rcp45,2061-2090,mean,-1,30.017149
era5_land,tgg,rcp45,1988-2017,min,-1,28.06236
era5_land,tgg,rcp45,2021-2050,min,-1,28.788728
era5_land,tgg,rcp45,2041-2070,min,-1,29.065318
era5_land,tgg,rcp45,2061-2090,min,-1,29.361413
era5_land,tgg,rcp45,1988-2017,max,-1,28.406975
era5_land,tgg,rcp45,2021-2050,max,-1,29.386222
era5_land,tgg,rcp45,2041-2070,max,-1,30.360185
era5_land,tgg,rcp45,2061-2090,max,-1,30.906136
era5_land,tgg,rcp45,1988-2017,centile,99,28.406468
era5_land,tgg,rcp45,2021-2050,centile,99,29.385022
era5_land,tgg,rcp45,2041-2070,centile,99,30.29807
era5_land,tgg,rcp45,2061-2090,centile,99,30.857016
era5_land,tgg,rcp45,1988-2017,centile,90,28.321788
era5_land,tgg,rcp45,2021-2050,centile,90,29.378342
era5_land,tgg,rcp45,2041-2070,centile,90,29.963175
era5_land,tgg,rcp45,2061-2090,centile,90,30.549715
era5_land,tgg,rcp45,1988-2017,centile,50,28.181344
era5_land,tgg,rcp45,2021-2050,centile,50,29.124726
era5_land,tgg,rcp45,2041-2070,centile,50,29.61296
era5_land,tgg,rcp45,2061-2090,centile,50,29.909635
era5_land,tgg,rcp45,1988-2017,centile,10,28.092566
era5_land,tgg,rcp45,2021-2050,centile,10,28.917131
era5_land,tgg,rcp45,2041-2070,centile,10,29.414364
era5_land,tgg,rcp45,2061-2090,centile,10,29.667729
era5_land,tgg,rcp45,1988-2017,centile,1,28.062994
era5_land,tgg,rcp45,2021-2050,centile,1,28.799955
era5_land,tgg,rcp45,2041-2070,centile,1,29.098537
era5_land,tgg,rcp45,2061-2090,centile,1,29.418925
era5_land,tgg,rcp85,1988-2017,mean,-1,28.286381
era5_land,tgg,rcp85,2021-2050,mean,-1,29.474885
era5_land,tgg,rcp85,2041-2070,mean,-1,30.481239
era5_land,tgg,rcp85,2061-2090,mean,-1,31.612338
era5_land,tgg,rcp85,1988-2017,min,-1,28.057772
era5_land,tgg,rcp85,2021-2050,min,-1,29.125753
era5_land,tgg,rcp85,2041-2070,min,-1,29.763648
era5_land,tgg,rcp85,2061-2090,min,-1,30.447216
era5_land,tgg,rcp85,1988-2017,max,-1,28.545063
era5_land,tgg,rcp85,2021-2050,max,-1,29.918016
era5_land,tgg,rcp85,2041-2070,max,-1,31.202113
era5_land,tgg,rcp85,2061-2090,max,-1,32.810887
era5_land,tgg,rcp85,1988-2017,centile,99,28.543995
era5_land,tgg,rcp85,2021-2050,centile,99,29.900948
era5_land,tgg,rcp85,2041-2070,centile,99,31.174413
era5_land,tgg,rcp85,2061-2090,centile,99,32.734823
era5_land,tgg,rcp85,1988-2017,centile,90,28.500156
era5_land,tgg,rcp85,2021-2050,centile,90,29.813711
era5_land,tgg,rcp85,2041-2070,centile,90,31.039521
era5_land,tgg,rcp85,2061-2090,centile,90,32.368238
era5_land,tgg,rcp85,1988-2017,centile,50,28.257812
era5_land,tgg,rcp85,2021-2050,centile,50,29.457112
era5_land,tgg,rcp85,2041-2070,centile,50,30.469583
era5_land,tgg,rcp85,2061-2090,centile,50,31.614946
era5_land,tgg,rcp85,1988-2017,centile,10,28.121283
era5_land,tgg,rcp85,2021-2050,centile,10,29.194272
era5_land,tgg,rcp85,2041-2070,centile,10,29.980111
era5_land,tgg,rcp85,2061-2090,centile,10,30.732293
era5_land,tgg,rcp85,1988-2017,centile,1,28.069072
era5_land,tgg,rcp85,2021-2050,centile,1,29.135744
era5_land,tgg,rcp85,2041-2070,centile,1,29.779532
era5_land,tgg,rcp85,2061-2090,centile,1,30.4649
era5_land,tgg,rcpxx,1988-2017,mean,-1,28.22147
era5_land,tgg,rcpxx,2021-2050,mean,-1,29.215323
era5_land,tgg,rcpxx,2041-2070,mean,-1,29.849219
era5_land,tgg,rcpxx,2061-2090,mean,-1,30.402739
era5_land,tgg,rcpxx,1988-2017,min,-1,28.051933
era5_land,tgg,rcpxx,2021-2050,min,-1,28.41705
era5_land,tgg,rcpxx,2041-2070,min,-1,28.273213
era5_land,tgg,rcpxx,2061-2090,min,-1,28.219035
era5_land,tgg,rcpxx,1988-2017,max,-1,28.545063
era5_land,tgg,rcpxx,2021-2050,max,-1,29.918016
era5_land,tgg,rcpxx,2041-2070,max,-1,31.202113
era5_land,tgg,rcpxx,2061-2090,max,-1,32.810887
era5_land,tgg,rcpxx,1988-2017,centile,99,28.542098
era5_land,tgg,rcpxx,2021-2050,centile,99,29.870605
era5_land,tgg,rcpxx,2041-2070,centile,99,31.125169
era5_land,tgg,rcpxx,2061-2090,centile,99,32.599599
era5_land,tgg,rcpxx,1988-2017,centile,90,28.419111
era5_land,tgg,rcpxx,2021-2050,centile,90,29.634271
era5_land,tgg,rcpxx,2041-2070,centile,90,30.81888
