year,ref,rcp45_middle,rcp45_lower,rcp45_upper,rcp85_middle,rcp85_lower,rcp85_upper
1981,212.433369447454,213.71149218286584,206.6738894907909,220.9404117009751,212.5033725047232,205.0157096424702,219.6208017334777
1982,202.8687703141929,212.7383531960997,204.6424702058505,221.4447453954496,212.3983012422196,203.9241603466956,221.0942578548212
1983,220.5569878001986,212.3538534895269,204.52058504875407,220.96803900325028,212.45574603983883,205.4377031419285,219.85536294691224
1984,212.6338028169014,214.30090026244287,207.56554712892745,227.33640303358607,213.81179311919783,207.5227518959913,227.4073672806067
1985,214.0985915492957,212.72742296124505,200.5617551462622,221.7903575297941,212.8036237030024,202.0498374864572,222.8418201516793
1986,206.00866738894908,212.5178348032909,202.49512459371616,225.7074756229686,212.2140837970063,202.6798483206934,224.59081798483209
1987,216.9463705308776,209.73861276634165,201.7681473456121,223.99404117009752,210.2573231809297,203.1132177681473,223.57692307692307
1988,218.7757313109425,215.399085485133,206.74611773203324,225.64168773323703,214.5398140476848,206.31726254965693,225.03791982665223
1989,212.2210184182015,212.92883151047488,205.90520043336943,219.2074756229686,212.30092020195585,205.2919826652221,218.9696641386782
1990,213.0617551462622,212.74305922928187,203.36457204767063,220.32109220626648,212.57937123198607,200.0308775731311,220.65980498374864
1991,207.215465872156,211.43312396514503,199.477789815818,223.2643553629469,211.7337863246599,205.03250270855904,223.34236186348863
1992,214.4068255687974,214.9205459601531,201.819068255688,231.9073672806067,213.81011407813395,201.70855904658723,232.2578548212351
1993,213.9133261105092,211.96843932404977,202.70855904658723,227.46695557963164,213.00101172646745,202.2789815817985,227.00812567713976
1994,221.4154929577465,212.51557421451787,203.5704225352113,228.22914409534127,213.1633101778089,203.4609967497292,227.69339111592632
1995,215.00704225352112,211.62313186075767,203.17930660888408,222.6305525460455,211.00015295392265,203.0650054171181,222.20043336944747
1996,205.2919826652221,211.4907745350307,201.67118093174432,232.46208017334777,211.487964438213,202.03575297941487,232.0281690140845
1997,210.88407367280607,214.18169506549788,205.4122426868905,234.64842903575297,213.51730944899,204.83152762730228,234.9084507042253
1998,206.7659804983749,214.3328373787793,205.3801054657393,232.4241603466956,212.3852975697321,204.3326110509209,232.01137594799567
1999,207.9279523293608,212.34197250812568,206.30660888407368,220.79902491874324,212.0779268370404,205.10455037919823,220.0065005417118
2000,217.87919826652225,210.459686682692,196.3255687973998,222.33911159263272,209.7830833346345,196.4626218851571,222.9685807150596
2001,223.47522290272423,213.13296654929576,205.7172264355363,223.3878656554713,211.92183350859304,206.0406283856988,222.29360780065005
2002,209.4463705308776,210.04840143962065,202.79089924160343,218.9631635969664,210.1549496830152,202.8374864572048,219.4566630552546
2003,202.7703141928494,209.51680153033587,196.4566630552546,219.97670639219936,211.4194442674145,202.67659804983748,220.6018418201517
2004,208.71343445287107,211.05851253353453,202.8533315276273,223.02437703141928,211.02764217279545,202.909534127844,222.7231852654388
2005,204.03900325027087,212.9307175988624,207.95449620801733,225.13217768147345,213.41219883747843,208.4517876489708,223.97652523532807
2006,200.3781148429036,214.8422923094588,205.6251354279524,224.7540628385699,213.20124753043143,202.7091007583965,225.65709642470205
2007,211.3510292524377,211.5941224268689,202.4691224268689,218.5319609967497,212.5542269453827,203.6180931744312,219.4566630552546
2008,217.9631635969664,212.1640371072589,204.48970747562296,218.9171180931744,211.2551885976493,206.57475622968585,217.5855904658721
2009,216.31148429035755,211.57425176056336,205.64084507042253,217.12567713976165,210.84674246509056,204.9377031419285,221.2957561156412
2010,211.38569880823405,210.64693932827737,204.5314192849404,219.3504875406284,211.05184367896672,199.33423618634887,220.07854821235105
2011,,215.17482337937884,205.9842903575298,222.5628385698808,211.67508550549147,202.55362946912243,221.60725893824485
2012,,211.5615181473456,200.00108342361864,215.72589382448533,210.1345436874641,201.750812567714,217.5866738894908
2013,,211.3743560824079,205.53846153846155,217.2183098591549,210.21154461667828,202.3575297941495,217.0617551462622
2014,,211.7211030606717,203.5991332611051,222.5368364030336,213.9347733996994,202.3418201516793,232.68147345612127
2015,,212.19774456031053,203.19718309859155,224.67375406283853,211.18759161302657,198.8374864572048,222.63001083423617
2016,,210.9248713434453,205.0157096424702,219.6679306608884,211.5834714167357,197.50595882990248,218.7946912242687
2017,,212.97382172605865,202.02329360780064,231.2567713976165,211.9980586004716,206.7795232936078,218.35157096424703
2018,,208.5549160346696,199.477789815818,215.72860238353195,209.89347396596776,203.65167930660888,218.02871072589383
2019,,213.1138836222463,201.13488624052005,218.955579631636,211.67803559984847,206.32069339111592,221.64058324304804
2020,,209.83517289635247,199.5095702419646,217.00325027085592,210.89879867439936,199.06121343445287,223.69014084507043
2021,,211.47943187974,206.4691224268689,217.83802816901408,216.2655680184677,208.29739978331529,236.501625135428
2022,,212.49474370260023,205.32502708559048,217.70314192849403,212.1935395555839,203.65872156013,223.49024918743228
2023,,210.788765122788,204.9279523293608,217.52654387865653,211.21494407622205,204.68472372697724,215.21993499458287
2024,,211.7139863217768,206.0314192849404,215.71505958829903,210.5737158243579,203.52058504875407,221.3039003250271
2025,,210.5627369989166,204.27193932827737,223.2416034669556,212.1776575744057,206.43066088840737,226.11917659804985
2026,,209.9776491480937,203.8954496208017,215.71551746375687,211.9352176406857,205.51625135427952,227.93932827735645
2027,,211.3385543630372,204.83044420368364,219.48591549295776,209.064649586812,202.93661971830983,215.76489707475625
2028,,211.7948566297625,205.2643553629469,219.69664138678223,209.2405333205872,203.2654387865656,215.80010834236185
2029,,210.98364707475625,200.08775731310945,220.5530877573131,211.02588532704524,201.955579631636,219.77789815817985
2030,,213.57815885698807,206.7432286023836,220.2578548212351,211.2390542349117,203.7112676056338,218.48483206933912
2031,,212.13958812974,201.9739978331528,221.63596966413868,213.00409610157573,203.3255687973998,226.4312026002167
2032,,213.65137459371616,206.1218851570964,223.0373781148429,210.90950226244345,202.52708559046587,220.4431202600217
2033,,210.9947374954857,205.31960996749729,223.0590465872156,210.8074533171882,204.9907908992416,220.14680390032504
2034,,213.24294928223185,203.27735644637053,225.86565547128927,211.6138683534085,201.3667388949079,222.34475442397977
2035,,212.3119244312026,205.78981581798485,222.00704225352112,211.97814033522403,200.20314192849403,224.0465872156013
2036,,210.59179852082585,201.29631635969665,219.31601360298544,212.21885334126424,201.01950162513543,234.7080173347779
2037,,212.027824826176,205.9279523293608,225.71202600216685,212.069476132815,204.7459371614301,218.52383531961
2038,,212.93948909804985,202.29631635969665,228.7028710725893,212.2449087780488,204.85861321776807,217.16576381365115
2039,,209.0201800073688,202.0346695557963,220.1554712892741,212.81809757688785,201.7822318526544,224.42758928741137
2040,,212.18682286023835,201.9750812567714,221.3385698808234,211.20859091198776,206.6511375947996,217.81310942578548
2041,,209.49430829602343,199.88407367280607,218.65872156013,210.4748104008668,203.957204767064,221.85373781148428
2042,,213.3792970160708,206.36294691224268,222.01137594799567,211.5330284876681,197.06013001083423,220.6955579631636
2043,,211.8316775653924,204.2540628385699,222.31202600216685,210.5525301128035,204.50108342361864,218.99024918743228
2044,,210.6472440411701,203.1018418201517,217.1955579631636,211.3157223886304,204.2789815817985,215.96424702058505
2045,,214.17715949946472,197.15330444203684,228.2237269772481,211.1802625709005,202.6955579631636,222.28494041170097
2046,,211.65529805435176,204.10725893824485,220.6868905742145,210.68959116691096,199.86457204767063,221.8266522210184
2047,,211.0550514626219,201.2616468039004,216.75297941495128,210.33449110955328,204.8006500541712,221.24647887323945
2048,,213.3368745626805,206.65763813651137,221.5617551462622,212.02761933592507,205.9171180931744,219.1013001083424
2049,,211.83386375948,203.1684723726977,226.53846153846155,212.41542606950404,205.71343445287107,221.48483206933912
2050,,212.8473229438228,204.6744312026002,222.7670639219935,210.7573194825059,200.2800650054172,220.4501625135428
2051,,212.3911159263272,204.64409534127844,222.41440953412783,210.0903384105538,202.1614301191766,216.0617551462622
2052,,211.6697493454316,204.64084507042253,224.7356446370531,211.2078580077752,203.3261105092091,216.68472372697724
2053,,209.33134987811485,201.80335861321777,217.4631635969664,212.37008476196547,205.4263271939328,219.0314192849404
2054,,212.1269637053088,207.38136511375947,218.42361863488625,211.42632210432023,202.40520043336943,223.39219934994583
2055,,211.9112469286875,204.6235102925244,221.62026002166849,210.1539603381981,204.4355362946912,217.7887323943662
2056,,212.14210906464427,205.9436619718309,217.35319609967496,210.0063332483589,202.6110509209101,217.23076923076923
2057,,210.6668387730228,202.4171180931744,226.2313109425785,211.3081945396224,205.2470205850488,218.0774647887324
2058,,212.25731310942567,203.90303358613207,223.7757313109425,213.0602765916767,206.16630552546044,219.76489707475625
2059,,211.08160804940485,206.10150343836523,217.96695557963164,211.9379819641833,205.2800650054172,217.5568797399784
2060,,210.8880349404117,206.5124593716143,216.9561213434453,212.00062934166084,201.65601300108344,219.5628385698808
2061,,211.51182017989345,206.0987563199712,219.16576381365115,211.6848392390542,202.34994582881907,217.9127843986999
2062,,212.5789883531961,206.5958829902492,219.5633802816901,211.74587343062905,205.3911159263272,218.795232936078
2063,,210.8953610283496,202.66305525460456,216.56467136150232,212.6806768211076,206.7237269772481,229.4057421451788
2064,,211.48242822318525,204.6235102925244,218.56554712892745,211.5816072908036,203.0465872156013,227.91061755146265
2065,,210.9869547332069,205.6998916576381,221.08613217768143,212.31655088904463,198.35644637053088,218.13488624052005
2066,,212.61985373781147,205.2708559046588,217.8981581798483,209.85208081065576,204.33965330444204,215.00487540628384
2067,,210.88901679306608,202.615926327194,218.2118093174431,212.20374737110447,198.295232936078,221.7692307692308
