sim_code,sdev,crmsd,ccoef
Référence,9.0,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,8.1,11.34,0.12
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,8.4,12.48,-0.03
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,10.5,13.48,0.05
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,9.7,12.54,0.1
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,10.1,12.51,0.15
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,12.1,15.31,-0.04
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,11.4,13.17,0.18
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,11.0,14.62,-0.06
CRCM5_AFR-44_CCCma-CanESM2_rcp45,9.0,12.37,0.06
CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,9.7,12.2,0.16
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,12.6,13.62,0.23
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,15.8,18.08,0.01
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,15.9,17.01,0.15
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,14.3,16.11,0.11
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,13.0,15.56,0.03
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,17.5,19.39,0.04
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,10.0,11.89,0.22
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,11.5,13.27,0.18
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,10.2,13.81,-0.03
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,9.2,12.54,0.05
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,9.1,10.59,0.31
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,11.7,13.2,0.21
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,10.0,12.79,0.1
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,12.6,15.87,-0.05
RCA4_AFR-44_CCCma-CanESM2_rcp45,8.9,11.63,0.15
RCA4_AFR-44_CCCma-CanESM2_rcp85,9.6,12.77,0.06
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,9.7,11.18,0.28
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,7.3,12.33,-0.14
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,9.2,10.84,0.29
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,8.7,11.61,0.14
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,8.2,12.99,-0.14
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,7.9,11.57,0.07
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,8.5,11.77,0.09
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,6.8,11.47,-0.04
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,9.3,12.72,0.04
RCA4_AFR-44_MIROC-MIROC5_rcp26,11.6,15.05,-0.05
RCA4_AFR-44_MIROC-MIROC5_rcp45,11.0,14.7,-0.07
RCA4_AFR-44_MIROC-MIROC5_rcp85,15.9,17.84,0.06
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,9.4,11.36,0.24
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,8.4,11.0,0.21
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,9.8,14.11,-0.12
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,12.3,12.88,0.3
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,11.7,13.05,0.23
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,11.5,14.18,0.06
RCA4_AFR-44_NCC-NorESM1-M_rcp26,8.6,11.45,0.16
RCA4_AFR-44_NCC-NorESM1-M_rcp45,8.8,12.06,0.08
RCA4_AFR-44_NCC-NorESM1-M_rcp85,10.8,15.09,-0.16
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,14.1,14.95,0.22
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,13.2,15.51,0.07
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,12.2,13.99,0.16
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,15.7,15.65,0.29
REMO2009_AFR-44_MIROC-MIROC5_rcp26,14.7,15.96,0.16
REMO2009_AFR-44_MIROC-MIROC5_rcp85,19.2,19.85,0.16
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,15.2,16.26,0.17
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,16.8,20.05,-0.13
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,12.3,14.74,0.06
