sim_code,sdev,crmsd,ccoef
Référence,1.35,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,1.74,0.78,0.9
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,1.75,0.78,0.9
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,1.69,0.73,0.91
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,1.69,0.77,0.9
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,1.63,0.85,0.85
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,1.63,0.81,0.87
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,1.74,0.74,0.92
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,1.72,0.71,0.92
CRCM5_AFR-44_CCCma-CanESM2_rcp45,1.61,0.78,0.87
CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,1.54,0.65,0.91
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,1.37,0.66,0.88
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,1.4,0.66,0.89
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,1.43,0.68,0.88
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,1.42,0.68,0.88
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,1.45,0.67,0.89
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,1.43,0.66,0.89
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,1.4,0.66,0.88
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,1.41,0.69,0.88
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,1.51,0.63,0.91
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,1.52,0.65,0.91
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,1.54,0.67,0.9
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,1.48,0.78,0.85
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,1.49,0.75,0.86
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,1.48,0.74,0.87
RCA4_AFR-44_CCCma-CanESM2_rcp45,1.57,0.71,0.89
RCA4_AFR-44_CCCma-CanESM2_rcp85,1.6,0.72,0.89
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,1.3,0.57,0.91
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,1.31,0.56,0.91
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,1.22,0.64,0.88
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,1.23,0.61,0.89
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,1.45,0.59,0.91
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,1.44,0.59,0.91
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,1.43,0.58,0.92
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,1.53,0.74,0.87
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,1.53,0.7,0.89
RCA4_AFR-44_MIROC-MIROC5_rcp26,1.6,0.74,0.89
RCA4_AFR-44_MIROC-MIROC5_rcp45,1.61,0.73,0.89
RCA4_AFR-44_MIROC-MIROC5_rcp85,1.66,0.78,0.89
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,1.41,0.8,0.83
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,1.43,0.8,0.84
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,1.39,0.78,0.84
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,1.46,0.59,0.92
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,1.46,0.56,0.92
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,1.46,0.57,0.92
RCA4_AFR-44_NCC-NorESM1-M_rcp26,1.4,0.67,0.88
RCA4_AFR-44_NCC-NorESM1-M_rcp45,1.42,0.65,0.89
RCA4_AFR-44_NCC-NorESM1-M_rcp85,1.4,0.67,0.88
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,1.65,0.79,0.88
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,1.66,0.78,0.88
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,1.44,0.92,0.79
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,1.49,0.98,0.76
REMO2009_AFR-44_MIROC-MIROC5_rcp26,1.6,0.85,0.85
REMO2009_AFR-44_MIROC-MIROC5_rcp85,1.59,0.83,0.85
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,1.44,0.83,0.82
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,1.47,0.83,0.83
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,1.64,0.9,0.84
