sim_code,sdev,crmsd,ccoef
Référence,1.35,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,1.36,0.54,0.92
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,1.36,0.57,0.91
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,1.36,0.53,0.92
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,1.37,0.58,0.91
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,1.35,0.61,0.9
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,1.35,0.57,0.91
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,1.35,0.54,0.92
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,1.35,0.53,0.92
CRCM5_AFR-44_CCCma-CanESM2_rcp45,1.33,0.54,0.92
CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,1.31,0.48,0.93
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,1.36,0.55,0.92
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,1.36,0.53,0.92
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,1.37,0.57,0.91
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,1.34,0.57,0.91
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,1.35,0.55,0.92
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,1.35,0.56,0.91
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,1.36,0.58,0.91
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,1.36,0.6,0.9
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,1.33,0.47,0.94
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,1.31,0.48,0.93
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,1.31,0.5,0.93
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,1.33,0.56,0.91
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,1.31,0.55,0.91
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,1.31,0.53,0.92
RCA4_AFR-44_CCCma-CanESM2_rcp45,1.35,0.57,0.91
RCA4_AFR-44_CCCma-CanESM2_rcp85,1.36,0.57,0.91
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,1.34,0.52,0.92
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,1.34,0.52,0.93
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,1.34,0.58,0.91
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,1.34,0.55,0.92
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,1.35,0.53,0.92
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,1.35,0.53,0.92
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,1.35,0.54,0.92
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,1.37,0.62,0.9
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,1.37,0.57,0.91
RCA4_AFR-44_MIROC-MIROC5_rcp26,1.35,0.57,0.91
RCA4_AFR-44_MIROC-MIROC5_rcp45,1.36,0.58,0.91
RCA4_AFR-44_MIROC-MIROC5_rcp85,1.35,0.6,0.9
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,1.34,0.58,0.91
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,1.34,0.59,0.9
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,1.35,0.54,0.92
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,1.33,0.53,0.92
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,1.34,0.52,0.93
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,1.34,0.53,0.92
RCA4_AFR-44_NCC-NorESM1-M_rcp26,1.35,0.61,0.9
RCA4_AFR-44_NCC-NorESM1-M_rcp45,1.36,0.6,0.9
RCA4_AFR-44_NCC-NorESM1-M_rcp85,1.36,0.6,0.9
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,1.35,0.61,0.9
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,1.33,0.6,0.9
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,1.36,0.6,0.9
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,1.37,0.64,0.89
REMO2009_AFR-44_MIROC-MIROC5_rcp26,1.35,0.6,0.9
REMO2009_AFR-44_MIROC-MIROC5_rcp85,1.35,0.59,0.9
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,1.35,0.62,0.9
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,1.36,0.59,0.91
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,1.35,0.58,0.91
