year,ref,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp26,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp26,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1991,295.6554934823091,294.0595903165736,295.7299813780261,296.536312849162,297.3482309124767,301.97579143389197,299.5903165735568,297.219739292365,297.54748603351953,299.2029795158287,296.16201117318434,296.6741154562384,310.8957169459963,307.9702048417132,310.1117318435754,304.18621973929237,309.2122905027933,307.6927374301676,301.6405959031657,301.16014897579146,302.08007448789573,288.804469273743,288.4655493482309,289.7188081936685,313.6841893344861,314.33014966549416
1992,286.0875232774674,301.95344506517694,302.8212290502793,279.52327746741156,279.0037243947858,291.06890130353815,287.78398510242084,301.2476722532588,301.4227188081937,302.3780260707635,308.3258845437616,307.73556797020484,299.3381883479649,298.00931098696464,298.9851024208566,304.195530726257,307.67970204841714,305.9702048417132,294.6219739292365,294.4860335195531,295.1899441340782,299.9664804469274,300.73929236499066,301.6256983240223,284.1247672253259,284.340782122905
1993,295.54562383612665,303.99068901303536,305.2122905027933,297.4264432029795,297.53817504655495,311.04283054003724,308.27932960893855,290.2886405959032,290.68715083798884,292.1787709497207,292.45065176908753,292.11359404096834,298.43947858472995,297.07448789571697,298.56424581005587,292.3705772811918,295.5214152700186,294.65735567970205,293.1005586592179,292.53258845437614,292.8435754189944,294.1154562383613,295.78212290502796,297.5884543761639,292.6219739292365,293.02793296089385
1994,316.39973833267993,302.9292364990689,304.5754189944134,296.6219739292365,296.6703910614525,298.1154562383613,293.98324022346367,298.80633147113593,298.8808193668529,299.2849162011173,301.44692737430165,301.2811918063315,298.46182495344505,295.42830540037244,297.76722532588457,298.42830540037244,301.2811918063315,300.6629422718808,294.1173184357542,293.42085661080074,293.89385474860336,295.45437616387335,295.7169459962756,297.9478584729981,298.4171322160149,298.4581005586592
1995,292.6443202979516,296.32774674115456,297.68715083798884,297.44320297951583,297.45065176908753,301.9366852886406,297.5679702048417,289.5214152700186,289.707635009311,290.55679702048417,298.01675977653633,297.8659217877095,288.24208566108007,286.56424581005587,287.9478584729981,288.93854748603354,293.1191806331471,291.633147113594,299.4320297951583,298.94599627560524,299.66480446927375,290.415270018622,290.8007448789572,292.7039106145251,301.18435754189943,300.8119180633147
1996,299.97579143389197,290.6517690875233,292.64618249534453,292.4860335195531,292.804469273743,285.59404096834265,283.68715083798884,294.5418994413408,294.7486033519553,297.06145251396646,292.07262569832403,292.0875232774674,299.659217877095,298.6145251396648,300.16014897579146,293.6219739292365,297.8268156424581,297.2364990689013,290.5214152700186,290.0335195530726,290.90130353817506,289.8919925512104,291.12849162011173,293.19366852886407,294.43575418994413,294.18435754189943
1997,296.82309124767227,298.16945996275604,299.9217877094972,297.7337057728119,297.52513966480444,296.28677839851025,293.6368715083799,296.2029795158287,296.1880819366853,297.94599627560524,300.16945996275604,300.1359404096834,300.62383612662944,297.6536312849162,299.86033519553075,293.0111731843575,297.24953445065177,296.3705772811918,311.41664682539687,311.0765909779492,311.79825986960003,292.39106145251395,292.53072625698326,295.05400372439476,278.7188081936685,279.39851024208565
1998,290.951582867784,295.6741154562384,297.88640595903166,292.6741154562384,292.512104283054,303.76722532588457,301.53258845437614,284.7150837988827,285.0223463687151,285.86778398510245,291.0875232774674,291.16945996275604,296.08379888268155,294.81378026070763,296.45996275605216,293.8919925512104,299.5754189944134,298.8584729981378,299.7243947858473,299.83985102420854,299.9683426443203,281.04655493482306,282.536312849162,283.9124767225326,285.3705772811918,285.05772811918064
1999,306.10614525139664,301.1992551210428,302.07448789571697,297.7420952331592,298.9411618042624,302.38733705772813,298.4487895716946,292.06890130353815,291.89385474860336,293.487895716946,299.903165735568,300.3817504655494,293.3743016759777,292.29795158286777,294.1154562383613,306.66108007448787,308.3463687150838,307.82309124767227,286.22532588454374,285.7895716945996,286.93854748603354,299.9683426443203,300.50837988826817,301.7448789571695,299.1564245810056,298.8510242085661
2000,306.90875232774675,302.28651070763505,302.38733705772813,289.8342644320298,289.76163873370575,307.52327746741156,303.24208566108007,302.2364990689013,301.72811918063314,303.56052141527005,302.1117318435754,301.49906890130353,288.2588454376164,287.219739292365,288.4264432029795,304.9776536312849,309.4711359404097,308.31284916201116,291.8100558659218,291.0670391061453,291.92551210428303,281.2290502793296,281.9441340782123,283.0335195530726,309.97206703910615,310.219739292365
2001,286.18435754189943,295.69087523277466,297.8249534450652,301.2216014897579,301.3854748603352,294.77653631284915,293.0037243947858,301.99068901303536,302.4189944134078,304.26443202979516,298.91806331471133,298.4320297951583,295.16945996275604,294.1080074487896,295.0446927374302,290.8361266294227,298.3035381750466,296.3147113594041,308.7970204841713,308.44320297951583,308.9217877094972,281.2271880819367,282.07448789571697,283.88640595903166,290.9366852886406,290.57169459962756
2002,286.20111731843576,301.2048417132216,302.6256983240223,295.52327746741156,296.04655493482306,299.67225325884544,296.4487895716946,293.54748603351953,293.8584729981378,295.08379888268155,293.2662942271881,293.1340782122905,305.6973929236499,305.2737430167598,306.1836592178771,304.27932960893855,307.72067039106145,307.07448789571697,297.3184357541899,296.8342644320298,297.61080074487893,280.7728119180633,283.3780260707635,286.7486033519553,286.8268156424581,286.7783985102421
2003,301.23091247672255,297.4972067039106,298.6852886405959,302.78212290502796,301.4934823091248,306.9608938547486,303.65735567970205,295.5884543761639,295.804469273743,297.780260707635,285.67970204841714,286.1918063314711,295.7039106145251,295.3035381750466,296.8808193668529,299.4171322160149,303.60521415270017,301.6927374301676,288.0037243947858,287.7001862197393,288.2029795158287,294.3463687150838,297.1247672253259,299.0446927374302,291.2811918063315,290.9124767225326
2004,285.2271880819367,292.45251396648047,294.584729981378,300.5437616387337,300.8249534450652,300.2756052141527,295.44506517690877,295.8901303538175,296.3594040968343,297.6033519553073,297.04283054003724,297.57169459962756,292.9143389199255,292.24208566108007,293.20856610800746,295.45996275605216,300.6480446927374,299.47486033519556,307.07635009310985,306.11359404096834,306.46741154562386,299.62011173184356,303.0875232774674,304.3556797020484,294.13780260707637,295.2104283054004
2005,292.2588454376164,285.51582867783986,287.36126629422716,300.7970204841713,300.33147113594043,319.12259738664244,313.7337057728119,287.5288640595903,288.5288640595903,290.55307262569835,296.195530726257,296.3705772811918,297.2262569832402,296.2364990689013,298.5418994413408,287.5139664804469,292.38361266294226,290.79888268156424,305.415270018622,303.5512104283054,305.47672253258844,297.3333333333333,298.1042830540037,299.2551210428305,293.3705772811918,293.4301675977654
2006,290.82309124767227,294.37988826815644,291.78212290502796,297.171322160149,300.48417132216014,286.97579143389197,291.28677839851025,287.7243947858473,300.6368715083799,291.1266294227188,291.2513966480447,299.93482309124767,287.5828677839851,289.06145251396646,288.2588454376164,288.7709497206704,304.1415270018622,293.84543761638736,283.756052141527,296.00558659217876,294.94227188081936,279.01303538175046,291.8175046554935,289.4934823091248,291.4189944134078,310.94599627560524
2007,285.07448789571697,293.41340782122904,300.3594040968343,297.5586592178771,303.0260707635009,312.15270018621976,294.58659217877096,285.36871508379886,296.64245810055866,298.80633147113593,291.4804469273743,302.3333333333333,292.39478584729983,305.65724705152076,287.37616387337056,297.57914338919926,286.38733705772813,306.64618249534453,290.53258845437614,301.16945996275604,295.84543761638736,294.1415270018622,283.21601489757916,285.78212290502796,292.30167597765364,293.9776536312849
2008,295.8994413407821,292.55307262569835,297.5977653631285,287.4655493482309,297.5418994413408,297.9050279329609,290.7635009310987,301.07448789571697,281.5102420856611,289.90130353817506,288.0633147113594,301.32774674115456,298.43575418994413,304.8752327746741,295.36064556176285,300.3296089385475,290.5959031657356,289.633147113594,284.804469273743,294.57914338919926,296.03538175046555,303.2104283054004,289.7039106145251,301.55679702048417,287.97206703910615,290.903165735568
2009,290.92364990689015,291.38733705772813,287.3072625698324,292.07635009310985,307.1731843575419,287.16201117318434,308.97579143389197,294.7299813780261,292.8566108007449,282.6256983240223,292.94599627560524,295.23277467411543,303.6890130353818,311.340782122905,309.1940551626713,287.20111731843576,277.16014897579146,284.415270018622,296.1080074487896,287.5418994413408,295.3631284916201,282.6629422718808,302.5418994413408,315.77653631284915,298.5810234947443,298.3147113594041
