year,1,2,3,4,5,6,7,8,9,10,11,12
2051,17.48492987186524,15.011624329635561,14.270523321908913,12.389767139248612,16.0912228909015,32.45251246894393,55.8992794078515,72.21190518638038,89.719437066562,88.34231487727754,57.781504868660846,34.643429279916305
2052,24.983955955007268,17.56616687911732,15.702997107164883,12.934915548017393,16.103142033103953,31.982531259339684,66.77910084491879,99.02027170744168,124.750665312248,86.80004810016207,34.48254367168138,22.324541391945893
2053,14.866936665177022,10.917640866164655,11.06740555302867,9.001083417368399,8.742763955582046,21.027374557100693,54.14981622297487,70.39747115631508,86.82046469627674,65.31548540470118,28.51213373204593,14.89041704132513
2054,9.298177635090873,7.912415051765294,7.345295634998083,6.016444818262911,7.149379113209001,23.575697656546545,77.73154990243543,96.3421945291176,104.13757169155707,101.45756740556676,57.572581802789344,36.32092536806089
2055,23.068657956550055,18.86528038116059,19.503681447397682,18.739663110380036,26.629852179484327,36.27319484096176,56.8073891345491,79.31809923986184,90.59908707158698,76.38447462588533,36.09501620333129,18.18665740050431
2056,11.687869742290374,8.646748167346686,9.232224431867907,7.513622051034512,7.953986628258596,18.146397223025282,51.95849318468369,68.69942014735268,92.73616973876577,70.03279453623409,39.52285173655632,19.712044588523394
2057,11.39058437460781,8.264655117356172,8.4271621769812,7.284162448639983,6.6767502542932595,17.725499003354592,54.01796209344147,72.18618892350337,80.3797450903903,62.13158388588372,30.394243187578116,17.080574555390537
2058,10.229315676137073,7.9382948326252345,7.481059795131507,6.8745835014521255,6.754617393281466,12.373603986374661,50.44688496502684,83.91456280228202,98.69643761912903,74.07613872953424,46.3499551639058,26.66874684259894
2059,18.065058632737802,13.193903139026583,13.299912833319981,12.12549199913328,16.314049601893355,28.130667775562177,60.94980052440831,74.67782564020864,85.62439901396813,71.73808033655405,47.77664763244402,26.018483720112194
2060,17.39689007643045,12.953512243466069,13.984260351654754,11.75172047200134,16.931423088142406,23.16584926688393,50.13483039878103,65.9042544611652,76.13738277285195,65.61313038732033,43.85593754534923,23.9415343498821
2061,15.106357667876226,11.343806411871396,11.366400866504486,9.402497299371799,13.188913092571505,41.67011993678917,61.892761369081875,85.41834510662456,89.2989589960854,72.81716563450553,42.31824453939381,23.013869529104515
2062,15.621674023698686,11.172711030553844,11.412337670365615,9.715136798498042,12.337936128511185,28.526590617381174,61.990913594917444,81.6261358069824,93.5739946461331,72.22095782195478,34.188183213410134,19.084734445838215
2063,12.209455616072988,8.901580122289202,8.909499385369708,7.559703640903015,7.271534425090812,15.105022840477297,46.79816140474785,57.148173187762865,70.38173308947013,47.29686633559772,25.602274120974442,13.070276393795915
2064,10.21352056677809,7.866720722637757,8.264298074359195,5.582898450186864,8.042516541426577,18.135269499263117,64.16655683582475,80.24377695213929,98.99053609846042,88.01035642187358,61.46332316110214,34.272836423218045
2065,22.642841548527173,15.78736977211813,15.702202834401545,12.642946587567598,14.591043495918196,29.474294086280388,52.75603368293741,82.37233442249494,100.39146716311421,83.81265275055915,44.82453300567255,25.46089633619231
2066,16.457361387337592,12.87297458045349,12.441011566758378,9.856793219271461,10.32425666373507,38.68407306382932,82.43534339299237,86.38349451428303,92.02831351052292,74.91328287221627,43.96366833488423,22.386246685913708
2067,14.62309957828137,12.394777872138437,10.303192373262261,7.584373027907709,9.360382933706049,32.991913651389034,77.24483177075507,88.85795481501972,96.6130928984526,71.17513045907575,37.79121227397094,23.136581125870887
2068,15.14917456456978,11.772364519876195,11.844160405882777,10.66413961548203,12.520544334098638,22.961828494123957,53.64815118695915,73.81666885652797,100.56090598479224,80.53166146528163,43.06411238062463,23.785808159430207
2069,15.863204805002235,11.610366310085297,10.187336870014637,8.623578028952961,9.147479446423377,16.701961542723904,50.73455376422568,55.43405947740607,86.07010146465109,67.63606195158316,31.713335667109153,15.044014793075474
2070,8.942877005061876,6.404326025319999,6.5882466801275035,5.752425111318116,4.993675916171179,18.892280035889726,42.372637070447176,65.89082936953872,98.07596266686481,70.83534131419343,36.348624039109815,22.327828313560502
