year,ref,rcp26_middle,rcp26_lower,rcp26_upper,rcp45_middle,rcp45_lower,rcp45_upper,rcp85_middle,rcp85_lower,rcp85_upper
1988,5.563748079877112,5.9846390168970816,1.8602150537634408,16.964669738863286,5.380798771121351,0.9539170506912442,15.46236559139785,5.88398415393322,1.019969278033794,15.963133640552996
1989,3.6359447004608296,4.476574500768049,0.7112135176651305,8.388632872503841,4.655299539170508,0.3225806451612903,10.00768049155146,5.184493491794002,1.010752688172043,10.254992319508448
1990,4.546850998463902,6.42537122375832,1.0568356374807988,11.576036866359448,6.364516129032258,2.0414746543778803,10.929339477726575,6.80612822378527,2.0199692780337943,13.301075268817204
1991,4.62826420890937,6.576036866359448,1.7342549923195083,16.764976958525345,7.364439324116742,1.5468509984639016,24.38095238095238,6.647829250545719,1.654377880184332,26.07834101382489
1992,3.91705069124424,3.163722478238608,0.6221198156682027,5.620583717357911,4.021658986175115,0.783410138248848,10.20583717357911,4.373271889400923,0.6328725038402457,10.221198156682028
1993,6.414746543778802,4.611751152073733,1.849462365591397,8.035330261136712,4.276651305683564,0.4516129032258064,7.583717357910906,5.085940658096855,0.9262672811059908,9.519201228878648
1994,3.9923195084485408,3.640809011776754,0.1367127496159754,7.50384024577573,4.359293394777266,0.261136712749616,13.646697388632871,4.985770878809928,0.3225806451612903,13.127496159754225
1995,1.903225806451613,5.1527137736815165,1.771121351766513,9.328725038402458,4.62811059907834,0.9754224270353302,9.039938556067588,5.580321772172366,1.8233486943164363,9.649769585253456
1996,3.525345622119816,3.227726574500768,0.3410138248847926,9.184331797235023,3.916589861751152,0.7864823348694316,13.273425499231951,4.201067184089256,1.1321044546850998,15.324116743471585
1997,1.2657450076804917,3.974910394265233,1.7204301075268815,6.829493087557604,4.47741935483871,1.4654377880184333,7.597542242703533,4.955372301722047,1.2488479262672811,8.121351766513056
1998,6.030721966205837,4.732462877624168,2.1705069124423964,7.023041474654378,5.711597542242703,3.161290322580645,12.193548387096774,6.482011480313687,3.348694316436252,12.360983102918588
1999,3.554531490015361,5.578725038402458,2.5514592933947773,10.075268817204302,5.220967741935484,1.1259600614439325,12.683563748079877,5.165494381114075,1.7296466973886329,13.840245775729649
2000,6.2519201228878645,5.746287762416795,3.1274961597542243,8.327188940092165,5.659370199692781,2.436251920122888,13.290322580645162,6.392190152801359,3.219662058371736,13.539170506912445
2001,6.089093701996928,6.202124935995904,3.963133640552996,11.310291858678957,5.512980030721967,3.456221198156682,10.417818740399383,6.025790282157006,3.8187403993855606,10.58678955453149
2002,5.721966205837173,6.943932411674349,3.3870967741935485,12.282642089093702,6.986405529953916,3.4608294930875574,13.33794162826421,7.592933947772657,4.04147465437788,14.960061443932412
2003,5.387096774193548,5.927675371223757,1.9692780337941629,9.067588325652842,5.362442396313364,0.3271889400921659,8.556067588325654,5.793435200905489,0.1228878648233487,9.359447004608295
2004,3.7450076804915513,4.731310803891449,1.7035330261136712,7.834101382488479,5.615898617511521,1.5806451612903225,13.778801843317972,6.512005821004122,3.7557603686635934,13.691244239631336
2005,8.688172043010752,5.439324116743471,1.216589861751152,9.526881720430108,5.403609831029185,1.2534562211981566,12.904761904761903,6.638370118845501,3.122887864823349,13.665130568356377
2006,6.285714285714286,5.697644649257554,3.70967741935484,10.878648233486944,6.4821044546851,3.236559139784946,14.96774193548387,7.863368097663515,1.122887864823349,12.639016897081412
2007,6.552995391705069,7.525345622119815,2.039938556067588,17.219662058371735,8.944393241167433,3.924731182795699,22.66513056835637,7.916727302126282,1.6605222734254992,16.77880184331797
2008,4.685099846390169,4.921146953405018,2.6482334869431643,9.003072196620584,5.592780337941629,1.368663594470046,11.976958525345625,8.558493006710325,3.230414746543779,17.8110599078341
2009,3.685099846390169,6.1916282642089095,3.2319508448540706,11.062980030721969,7.762980030721967,2.815668202764977,20.04147465437788,8.214811221602394,4.035330261136712,14.708141321044549
2010,5.617511520737327,7.576420890937019,4.528417818740399,12.42089093701997,6.41774193548387,1.881720430107527,9.311827956989248,9.96952057563263,3.6605222734254994,19.026113671274963
2011,4.046082949308755,10.47606246799795,2.9185867895545314,38.436251920122885,6.653533026113671,2.5268817204301075,15.199692780337942,8.672487670789877,1.8187403993855609,19.10445468509985
2012,4.039938556067589,6.1163594470046085,2.445468509984639,12.291858678955451,7.187173579109063,2.0583717357910905,12.24884792626728,7.163634893685828,2.5990783410138247,13.267281105990785
2013,5.235023041474655,6.868023553507423,0.794162826420891,18.007680491551458,6.946313364055301,3.6466973886328726,11.964669738863288,8.52663917859164,4.623655913978495,24.422427035330266
2014,5.95852534562212,9.426139272913463,4.231950844854071,15.360983102918588,8.49715821812596,4.434715821812596,13.947772657450075,11.260732476352173,3.2427035330261136,35.235023041474655
2015,7.757296466973886,9.813492063492063,5.1121351766513055,22.996927803379418,8.57626728110599,3.820276497695852,19.161290322580644,10.206888188212467,3.585253456221198,16.672811059907833
2016,8.055299539170507,6.695980542754736,2.7757296466973886,11.2073732718894,9.08809523809524,4.62826420890937,26.677419354838708,9.026679602231386,3.695852534562212,21.717357910906298
2017,4.71121351766513,8.787762416794676,4.763440860215054,17.14132104454685,8.395314900153611,2.7142857142857144,22.46390168970814,9.669981405125718,2.351766513056836,20.37480798771121
2018,,8.821556579621095,3.032258064516129,17.294930875576036,6.677726574500767,2.5453149001536097,10.357910906298002,11.22944457918991,3.442396313364055,19.597542242703533
2019,,9.02521761392729,2.668202764976958,16.874039938556066,8.69362519201229,4.024577572964669,17.387096774193548,9.502627536583397,2.643625192012289,17.304147465437786
2020,,8.241807475678444,2.835637480798771,16.780337941628265,9.393625192012289,4.635944700460829,13.838709677419354,9.234780499636187,2.967741935483871,25.583717357910903
2021,,10.392601126472096,4.095238095238095,25.642089093702,9.291705069124424,4.571428571428571,18.05069124423963,8.40472148112216,2.729646697388633,17.85099846390169
2022,,9.245135688684076,4.062980030721966,14.90937019969278,9.167741935483871,3.038402457757297,22.55145929339477,10.466812191769746,4.3379416282642085,25.898617511520737
2023,,9.71095750128008,6.2089093701996925,12.119815668202763,8.85499231950845,1.9861751152073728,18.78648233486944,11.031934675398173,5.552995391705069,24.41321044546851
2024,,8.661162314388122,1.7019969278033795,15.978494623655914,9.504915514592934,2.887864823348694,17.15821812596006,10.239793030964506,2.572964669738864,15.480798771121352
2025,,12.012928827444956,4.274961597542243,26.15668202764977,10.01904761904762,3.9907834101382487,17.333333333333332,9.205190395343196,5.225806451612903,14.632872503840243
