longitude,latitude,dry_spell_total_length
-15.0,13.0,47.6866666666667
-15.0,12.899999618530273,47.17333333333337
-14.899999618530273,13.0,45.86000000000003
-14.899999618530273,12.899999618530273,45.793333333333365
