longitude,latitude,dry_spell_total_length
-15.0,13.0,53.716666666666676
-15.0,12.899999618530273,53.23000000000002
-14.899999618530273,13.0,53.48666666666668
-14.899999618530273,12.899999618530273,52.236666666666686
