,year,ref,rcp45_moy,rcp45_min,rcp45_max,rcp85_moy,rcp85_min,rcp85_max
0,1981,3253.84640279412,3293.41866590303,3128.57796866782,3425.82566986585,3286.92343941314,3134.07771121059,3431.40467045221
1,1982,3398.2390909195,3273.17623259217,3110.77762357243,3432.94536102763,3268.46692482879,3109.56192818914,3411.58804803234
2,1983,3252.06209945679,3235.87346120282,3111.02199151797,3306.31084230714,3229.43598268829,3113.65983988933,3306.75537470757
3,1984,3323.91625618935,3356.16266185317,3206.1939743737,3493.84146339037,3348.88325197758,3205.54366536987,3494.92231503226
4,1985,3422.96736961603,3335.65719435118,3136.90602511485,3495.07749967419,3329.01646919714,3129.5373031248,3497.70595081868
5,1986,3430.29493775964,3351.59387817014,3236.63634602939,3501.40367174738,3343.48222563489,3228.17690903649,3490.00945835342
6,1987,3211.19523102045,3322.13978860262,3200.34120306789,3513.50498472805,3315.12352426732,3184.71896219121,3500.95131623652
7,1988,3419.5669862926,3316.00890947422,3189.21581477803,3499.25871054329,3309.32024531548,3184.99593901054,3499.67177523711
8,1989,3249.39980885386,3326.7867182825,3207.72621684388,3433.74299468381,3320.40795112804,3207.01017099168,3421.61414784822
9,1990,3418.42769622803,3362.49998085958,3238.13901017752,3546.30454825417,3357.89458188766,3232.34566907529,3544.94733111767
10,1991,3407.70438709855,3302.26495046702,3220.55060269856,3410.04984627445,3294.55663421457,3217.03982884708,3406.50293772414
11,1992,3308.63508555293,3274.95176684282,3159.68544608867,3428.23304322654,3270.26170758038,3161.48541616207,3433.94484363242
12,1993,3399.52856421471,3294.75129662123,3209.51819092205,3376.57352195645,3289.44823008147,3190.22531679262,3375.45000074728
13,1994,3331.72472685575,3300.17582818208,3239.3734988138,3383.93186182498,3294.29716957174,3219.48508138278,3377.86542217281
14,1995,3517.53344705701,3292.03759882714,3185.89904492098,3462.31729677686,3288.71510052978,3188.19152167377,3449.0780854423
15,1996,3282.87429067492,3328.39442442518,3196.36074486779,3482.89901128138,3321.36635829939,3197.42254921062,3473.21863476331
16,1997,3262.79067632556,3336.6202123462,3244.57428535907,3431.10790159543,3329.48811031603,3244.45289351947,3419.77041395953
17,1998,3604.31032162905,3376.88973885258,3268.52171153668,3495.36001078155,3369.16458989094,3270.08210327768,3503.40715803799
18,1999,3407.75068207085,3305.41052016032,3220.43515003587,3434.07480777778,3299.16980203213,3219.2797166393,3437.54646411431
19,2000,3294.37674427032,3340.09116390368,3222.49667050699,3490.58012578247,3331.65903541085,3193.71521545564,3490.36663890536
20,2001,3346.44110003114,3347.71958430631,3178.13312970908,3461.34134393747,3342.27440391239,3173.51778248145,3445.86095952528
21,2002,3569.73145020008,3312.98275659395,3184.79794550092,3433.28864979672,3307.75510168181,3183.10493623436,3431.37542076113
22,2003,3334.38754913211,3356.76399483903,3214.31500124943,3491.96929936005,3350.24061497069,3216.00419517861,3482.71858529969
23,2004,3299.63422906399,3400.05681365,3269.92135321256,3563.14099745178,3391.20163003675,3272.62712483869,3533.07771130446
24,2005,3343.47578895092,3399.58319300598,3326.87395405266,3565.18628571499,3392.3677635207,3323.75412316277,3542.57733590886
25,2006,3467.71719306707,3378.40703044569,3283.70050296153,3466.62817035501,3383.56914710538,3134.35144969031,3521.15186016514
26,2007,3582.96221327782,3367.36056436813,3251.54565423523,3441.15366995045,3358.33984857285,3214.81584424654,3595.36521535645
27,2008,3301.07553166151,3393.60058914323,3283.81725291937,3594.42508630764,3356.03094073676,3207.76249472252,3504.96462484236
28,2009,3439.73990499973,3373.32144768442,3271.4897542582,3546.0132926096,3352.57896167722,3209.09882885647,3498.64690213907
29,2010,3068.54362776876,3455.79887681605,3368.12162958366,3555.57783610494,3390.39770494644,3197.10933392266,3550.12650223251
30,2011,,3439.04618576537,3316.85053754722,3573.33584703273,3383.21363193598,3163.93216853684,3571.78354005245
31,2012,,3368.73691572364,3242.20230144091,3454.85241506928,3374.38584919721,3253.81002685161,3524.69286718049
32,2013,,3385.82139854383,3226.54954988063,3501.1853206902,3399.32893019893,3234.98672191983,3563.68801787432
33,2014,,3413.66372488439,3314.39514514497,3632.66227618749,3421.73137994476,3217.07696929102,3603.05496005283
34,2015,,3427.708031408,3163.73705441913,3657.87006220523,3334.10094769182,3199.18791200055,3468.07506908226
35,2016,,3433.64401408368,3357.84573303682,3614.3899575401,3448.28080295937,3211.16487323376,3695.26806699353
36,2017,,3369.08061431946,3234.03321076615,3564.71367287263,3403.126587234,3174.81833352179,3612.21547828904
37,2018,,3400.24704176,3230.07967217993,3683.78043439245,3419.98343293966,3233.0945068869,3595.68510654553
38,2019,,3410.64213831966,3269.97536633479,3557.45529530444,3430.35206695445,3262.07661757283,3583.54638957292
39,2020,,3428.92360404781,3324.89405647908,3595.38399048464,3419.85212989974,3244.14138322882,3660.91939566926
40,2021,,3432.92388822156,3218.76879255602,3623.86292744663,3362.26517667498,3266.16555975836,3417.37937176845
41,2022,,3434.41310206203,3264.41069521274,3614.77863160246,3474.31407046165,3362.00425826178,3613.00218337526
42,2023,,3449.77564326656,3214.60300421299,3664.68806639911,3453.76300744974,3373.66600599378,3663.47874314449
43,2024,,3452.97606617406,3301.04385056314,3568.55971565454,3443.13449153947,3330.63146227156,3608.59653857764
44,2025,,3439.30290259018,3335.67846524353,3547.32926402641,3420.1239345045,3248.91207707397,3538.51154737892
45,2026,,3507.53454503879,3355.83137513247,3608.20100209241,3454.35228884248,3272.65228810099,3553.98167050407
46,2027,,3442.35918879401,3318.84555270467,3582.38582541597,3454.14938361281,3384.1828063526,3554.9129554678
47,2028,,3460.86866293054,3328.30175547663,3578.80441192481,3435.96835402642,3310.10768526576,3681.9034098908
48,2029,,3467.55145844673,3336.97674155124,3647.32259996035,3470.22471895801,3320.00155991494,3727.72728231649
49,2030,,3487.96425304792,3324.52409499703,3765.04962913242,3484.04632647779,3332.03262224754,3626.00704271085
50,2031,,3423.91538761484,3262.2659671446,3646.14142596901,3468.782110774,3345.01009020234,3535.79631680262
51,2032,,3465.37470479572,3299.94678875723,3700.24079640172,3536.45540792301,3395.02462867988,3685.50609211776
52,2033,,3462.44261792673,3253.91892271528,3602.45206319234,3491.496498497,3288.80093929473,3782.90958988605
53,2034,,3462.59881698483,3322.11245923457,3603.8358491391,3512.85609420058,3374.88551980952,3663.20567025427
54,2035,,3446.21294143829,3284.46957994736,3623.69570077863,3411.52211414172,3285.57219068317,3552.08723179204
55,2036,,3468.50859212588,3265.80034022911,3580.52193396286,3461.97712448635,3264.24561276532,3628.66511609523
56,2037,,3456.5385776135,3326.89004678827,3610.43753136732,3495.6315605073,3420.39504737135,3640.62294393759
57,2038,,3487.99633970693,3323.81201593205,3666.2775490343,3463.26116917948,3318.35881343036,3541.82977624424
58,2039,,3462.33498369127,3204.85009706436,3739.15739595687,3497.6904547171,3340.58790087242,3669.82256673307
59,2040,,3481.68050911824,3298.24283047117,3613.60904348457,3502.0187587553,3369.10850820783,3594.18941361112
60,2041,,3494.37590872087,3394.07700083534,3620.75488486868,3519.92679485895,3333.76970440614,3643.31378096072
61,2042,,3511.97891435396,3375.0726740582,3724.43086136559,3513.69120573941,3374.62278502083,3584.55407060575
62,2043,,3563.86528143226,3462.40502425663,3747.40346624432,3511.37022398868,3300.90793997279,3749.35666487459
63,2044,,3507.12241883351,3266.38255292267,3646.57812882404,3557.40699899417,3422.34762357437,3675.96840963842
64,2045,,3455.74494092601,3210.31332861111,3604.34948927104,3517.25473982312,3368.38331799237,3694.24116660694
65,2046,,3486.28958822891,3361.9526014161,3674.00374466449,3496.38071761531,3343.10315454756,3626.68916016552
66,2047,,3539.55073901762,3370.46710377393,3713.88676296824,3574.64490526025,3462.91790233335,3702.1872538645
