year,ref,rcp45_0,rcp45_1,rcp45_2,rcp45_3,rcp45_4,rcp45_5,rcp45_6,rcp45_7,rcp45_8,rcp45_9,rcp45_10,rcp45_11,rcp45_12,rcp45_13,rcp45_14,rcp45_15,rcp45_16,rcp45_17,rcp45_18,rcp85_0,rcp85_1,rcp85_2,rcp85_3,rcp85_4,rcp85_5,rcp85_6,rcp85_7,rcp85_8,rcp85_9,rcp85_10,rcp85_11,rcp85_12,rcp85_13,rcp85_14,rcp85_15,rcp85_16,rcp85_17,rcp85_18,rcp85_19,rcp85_20,rcp85_21
1981,824.6618590727448,607.4391998691461,562.2659114974772,398.5626745050465,671.8664234993191,850.2739948083824,815.3874592945104,836.1184782436783,732.6503947957309,694.5625157499528,664.4745369387566,665.8641525899591,740.7714238114007,624.5813105331729,546.193724520541,712.2414942299647,698.7947047413651,767.7443561991474,545.1334100592348,616.1973434771913,616.6692648301346,542.0983541216885,394.9125570375445,663.6437854251908,856.3024581241463,811.6612193966743,825.7580328947979,730.5291287303612,673.9358829660252,659.2123800511489,661.4265144390445,745.0305418533933,628.0968373869317,536.5264957982398,709.3014779762836,682.417031172358,767.7706388507089,538.2173737729163,633.9593718136274,651.1244704458071,874.8412801670017,790.3735532823166
1982,842.521882124245,505.54860318690396,613.1320109777457,392.69962078562077,676.0694771284542,819.7354979817055,901.6296851852476,838.4123662711149,718.9849615734918,807.7405410928935,547.229465015398,659.195339426274,710.4384755910833,702.3835135197302,633.730923525566,712.0645357066353,659.242535948951,688.6437626521177,573.4759745444668,636.4882676007172,517.4199665242801,599.749561727332,392.2255102108597,668.0462037005386,817.1845303333616,898.992776624113,828.9874166387233,722.2323943040835,772.8552562040337,546.0558995632039,663.588707032034,708.0737327122264,699.785062126115,625.1560192080168,709.1087625534404,647.5462530623715,680.0039783329106,561.0640796583616,641.3521562048403,710.4907352219868,684.7413097157787,820.4748015495854
1983,844.4994016364217,598.0464131414656,464.3782663565639,380.22899094128,613.9592653366564,796.1504227729091,844.6056130268951,754.2504076982433,796.581417449767,701.5083169805857,618.2998483553567,720.551817013105,729.2830260782057,675.5760587452038,719.8915678543253,730.2426471946757,759.3922852064467,692.864561770857,688.5536045105293,696.3497291904033,609.2475323273786,448.2514294711308,375.97814572218374,604.839885495033,804.6229601840818,843.1732281538192,746.17012027151,793.5892317369322,678.3359205332958,610.3049082471404,720.9476591870489,732.1652024972195,675.4588320297189,715.3246402903819,727.0300856477979,749.9350191672104,684.4334416178153,675.2009333970576,706.8451374448824,502.02445793072536,712.768361942901,654.7399339853499
1984,819.7693293392658,535.7113511464923,580.5910419934692,262.2426374676361,729.3223018439503,894.6122845844434,772.8480661808361,724.9424348749357,644.2813005685092,471.9313545869351,602.8842831826071,701.9876485592875,709.3750527479767,704.8525596970889,513.5041507999134,684.3460355783341,632.7462758895248,750.3232114067617,691.6531825196528,674.9809126883468,549.8558155425741,557.3231708581554,259.6000690554591,723.9074339678989,895.6365696738551,775.1546737838966,716.5844170274212,654.2824015818665,454.7915230450908,595.1591620884828,703.7434644465045,711.8746627548416,700.1762138328457,504.2567392344768,680.716280788418,624.8605597117572,744.2309128076163,676.9921923664431,677.5336835142323,613.6152201833514,725.3581095670993,687.5812986504598
1985,762.2630516663194,692.2015057678303,611.5898906258624,449.82859015957126,664.6193829578956,789.5610736703409,845.8845864899282,828.6401017090262,663.0601763959305,658.0468238241344,619.3688827468105,647.8205924314584,728.970319774562,606.1004028836165,609.7351327625599,691.6638673254848,721.1026710217234,723.8994555264252,593.0178227788468,655.9903886666218,703.2267685652064,588.0770264047017,449.98619594646124,659.0704871968112,789.3703618110992,843.0674807564109,818.3264505097846,679.0878892163763,635.6615800663013,618.8064043592238,654.3106066444601,723.9746560738197,616.6006283201846,606.771017068594,688.3411926852964,707.8263035394874,717.2392180723919,576.8539438638908,659.7325086342862,714.0341719320253,791.5473130447581,736.6738225953166
1986,804.569196343422,736.1881050893926,616.0688824714491,414.64778388849345,637.941263056395,698.8914487972751,844.6191201635099,754.0238259597438,813.531493622016,655.5413715921446,645.7576163424076,698.3005223306543,772.9452614435344,550.8313547411915,580.5287957130438,753.9399369210877,663.5037238777666,738.0173600414756,591.4900905190211,669.6364408538079,741.6663841573828,597.3486159399538,415.7102470797231,630.4709123599577,699.4169892603361,840.3742981505359,743.8632682255869,813.7189517052097,621.5764819948879,641.2598077376542,702.2713827131322,781.360579225556,545.3628903045525,575.624554183745,756.5535327381377,653.6684855235624,731.6426826165101,577.3748461415761,678.6613219473045,795.7732338838634,910.7604707595107,785.7037812580741
1987,887.0396282374859,792.4065275050916,496.4978456011812,581.9702787933226,568.8795541486104,709.3065896709504,884.1145905836604,719.6944122261538,811.0893596998329,817.6024081830335,672.7142101448403,636.4598336923235,770.7879894109177,631.2439820887237,673.5404623723724,729.6044485526832,763.2566177950797,652.9290092549354,711.7065676746835,704.9586155786026,804.3685231584451,472.2126746981364,576.8123820513332,564.3308363938105,711.3978508644698,884.2533546909515,709.5669781059892,813.8375135125964,793.8262410128974,676.1551929382963,640.1599307233107,770.7687441261428,621.7414253381061,667.575687548801,729.9538535713307,751.5748870721171,642.2560868649675,694.2486342560175,713.0620286069992,802.9634034278969,876.6595503035871,828.2798664710763
1988,858.1811852604151,611.7457936911385,615.5133007193741,566.6510044768619,669.457275221459,725.5196682912963,828.0214213324776,809.7500562454513,857.1914740554688,851.1803132270558,599.8099520011052,602.2392199788075,710.9042578142542,677.5230426950775,542.164558246408,603.8060949235331,757.7952002267377,675.4875578876687,585.6070596213253,750.4064358075923,623.7688256435296,594.3227440663876,561.68828124527,666.4257085115469,725.7187400370383,825.493295501776,799.6637413220684,855.2696015115653,824.7765921684397,597.7844943085369,606.4833657698408,720.9907494953482,676.9533996818035,533.4674577683804,601.2303743896879,747.6547221530157,674.4174371141909,573.3773510113075,760.1343219264128,919.9891502119433,853.1865113727379,951.1339315447389
1989,900.8950799256564,606.2292417948139,359.56713332816514,444.9429612299131,491.47724459340156,871.26318325728,751.8685589074569,874.5023833378974,842.6653806903096,911.7905314038869,628.9655444260949,663.951001929881,710.4998773335063,686.8920974719196,635.0709755824524,688.1228254182008,787.5587568230683,719.6118863035506,690.9134649195123,654.8160870530922,622.2384245913581,346.6004387544999,445.8165394066967,477.4544830467521,874.6166675579801,752.4201006462325,863.3257084173058,844.1141019625711,883.0509903054656,627.1054997207505,668.9904773580914,706.8650825297626,689.0359521878614,632.9670842954101,682.3726167563992,765.4140225726171,712.2658419288169,669.7378217481406,659.2423593548933,876.3131704546245,804.9464593885872,981.0127754336049
1990,880.786196783185,583.4150154997558,663.03480282119,378.75408997762156,561.9236349677053,761.0175405276756,652.1362896545687,880.7072367069782,868.1525135572053,713.3707361628518,605.1318504798994,631.6738407108269,750.4220093040545,720.3607966865204,627.6477293818504,699.8329554729492,566.4358216602695,637.1098153809456,622.1593766364658,647.5919912190541,596.4540794542048,642.6128085525338,375.70901362440185,547.5311009307707,761.5770933313393,659.6077849093688,870.760244473803,859.1441330570735,673.5182550124783,596.8046815389014,635.7856935799717,749.7588696071638,707.1671781047021,619.4403139293382,698.8658423515026,569.80547851499,634.0557700070239,614.9099338329096,656.717752954141,807.9361973809002,785.7851214486177,637.5196332421216
1991,811.9029478132724,718.1516276543673,700.6804961795258,622.247587715258,533.3528143228081,735.6843747439574,703.9765765727594,878.7955034735934,847.0400722216663,686.0996932218717,600.3533797984803,651.5458188588955,806.2305085970431,730.0699484042219,579.6915429143949,673.4040208302812,696.6114015945869,706.4576885414771,557.101914039575,714.9515622028247,720.6563415476402,677.7748143199644,627.4719223229416,527.7290008901979,737.8981590773537,702.1105091838251,867.5625920988822,845.3817144050671,663.4549024226363,597.3446775524804,650.3149558086462,808.9545058855999,732.2781076337799,570.4975251892155,668.1772554335747,687.7836309918116,698.0997967825197,539.850030444228,722.64865087368,666.1264817395394,854.5875535997014,723.4653879588611
1992,755.6527673378587,450.89335590819894,522.8771328824521,511.22486270528594,634.317641062689,785.0891081216292,761.4239520318032,979.922927338636,779.7947879841303,895.1391786091021,633.0953032796348,595.3139454115787,751.6341380522371,719.7492194570348,660.9006239641234,775.8114643602645,736.024677045505,667.0530242630562,647.7430623430517,712.2737931100916,455.104398225547,502.16993548193864,509.0807572149331,630.9059295058796,782.9652841866839,763.7047754523479,951.9246437684766,786.2585253103068,871.1244052081526,630.283973927165,604.0732720512539,738.8707576790198,707.2156338803435,655.3318382211357,774.8873595426124,727.920127441267,660.0692783054333,635.0160930076805,720.0341695149943,611.0408668579066,869.9670950064454,966.9260116530818
1993,803.2358958944677,565.850283882454,597.0500625861413,432.4231250773312,579.1117083854144,811.920375912307,679.7234690896665,882.1813322034017,774.5171638164169,631.3820980969704,640.3570453786767,635.5391064637137,727.1681504659477,639.1751457536284,603.2490983692086,753.6201705601095,695.6174796425163,625.6198546908256,647.8397887475435,701.9619824010941,579.2240727934169,576.8706410400498,430.30760987762915,577.7421417549167,819.3316796596057,685.7290689963307,865.2241440377065,776.6729824557129,611.0331211942943,636.8945998344898,639.9241430317212,722.3426386273671,648.6060037901864,592.9708611294892,749.3493618814252,675.1440550041985,614.874475187244,634.7051072986533,706.1318931363542,634.3191438749209,940.4155170749141,928.6871852456812
1994,844.9705382958056,517.3600623895255,630.7239728105376,506.46483208854977,615.1609214423773,757.5070039719975,709.9461089547515,916.1616741824528,669.3906399663223,592.759974366783,649.831602581388,672.9812078382408,783.9346489849266,597.8612165730966,605.3730142939247,668.4022479422324,706.7720293576128,631.5024850707136,548.4590437767911,689.0247065720819,528.6449106591983,607.8318915083019,503.9127515082073,605.8125181092984,755.0077243085024,710.9579322759351,901.9580397208143,680.4278242606117,583.4986017040234,648.6710696494886,676.9445033886758,785.6022399537932,602.3401961925155,600.1118945673551,660.8216915149931,696.1390220458452,625.1609170672295,538.9091346260022,693.6901947479564,624.9841771028733,948.6032418797059,731.2949283848818
1995,863.7640586718917,581.243366284449,524.6051270794632,569.5099407060395,647.0365285092695,793.9156391239893,836.3401880120903,897.7307342616274,724.1173786498324,767.249861266145,682.5441707790249,701.8540627081255,698.9243317740031,607.6659765778237,688.3482465945002,628.9807268861291,772.4828843446892,704.162141928136,564.8704377303657,727.8079975599757,592.281999134844,504.0948111814796,568.3104864245103,640.5796676396694,798.2585977927338,834.9561939810494,885.3669648343307,732.0822612989779,746.0900674688831,673.7028694387118,702.2914287626425,696.8178130273714,613.6927192982373,684.137000089247,620.933198656528,756.1853254520928,687.9323224868165,558.8535377209157,736.0350417109938,791.3996437833157,762.8435118874769,738.8607456918941
1996,861.9646541625261,613.1482769464557,552.9772867277344,258.56365411632913,686.937668561403,694.1544484588948,848.4433188502175,939.0008140347593,827.8610143871094,706.0909755952925,603.6552362585132,609.1529077306359,654.582768636836,673.4183718156669,558.9948050610075,706.5014795224058,667.7249850191462,734.8391405937748,661.6638201074719,736.3949306962708,623.6940804607179,528.7616893734747,258.0648219271033,685.0329865391033,695.557651587698,847.6743314288202,925.4474216121417,826.6511692401023,666.1488219538812,602.4146041314816,620.0339959867121,652.412651785639,675.0639986414728,549.5048888435189,702.2719777680012,658.2013728157812,729.0566000761133,642.8588467180232,737.8163484778057,919.5226373449033,781.5173162071542,602.5813171116004
1997,846.4156582206487,652.0698313996677,652.1858370379554,591.086513176293,632.1329561936317,711.6496155140225,867.2636978355278,806.3630548100243,755.5167463299987,806.9393924337148,682.0304073345652,684.0675152052239,685.8717666830813,708.5109005550554,626.2894384538836,750.4860534348552,703.380124470244,758.1844033831131,564.611784497673,715.0974544642619,667.191399322913,625.2655794782575,586.9733830558804,625.0988329136854,715.6862961853335,865.418968296774,798.7677446703798,757.7973097113753,781.103494834437,676.0359659005861,689.0966659762855,686.5521293227863,712.0201615430624,621.2403500896372,754.056809542932,686.0850196086934,751.723398185975,547.8633754961938,719.9226160693919,688.3565619541226,768.7681813349327,743.192886300134
1998,682.8422770574689,637.5650954394872,544.9704531206842,478.95018611399746,368.61636051052835,765.3649086539876,782.796828909735,809.0645121777943,626.23754944536,871.0273225866188,583.6865998537163,635.0639243363805,732.9581368279358,581.7820782193248,595.809681285923,726.747255859508,722.9043887111576,620.3380167553984,617.3302252493443,612.7193276292078,647.1034866421019,525.1424376327855,477.65673118553525,362.7959323761208,768.9024198287509,781.1377100174733,800.1169577396699,629.7440398272178,823.8676924403104,577.5726955361993,639.8669057897649,732.0842810850755,581.6175895422812,585.1731729975977,722.5410839439372,705.6969112832545,618.1652819458368,602.007623931108,625.7274517534356,739.8212993710808,775.8545069034698,834.607733535004
1999,776.2921771220862,569.8685878636552,447.9499540936482,486.13702204973345,610.1477994207074,757.5702121461884,828.8267713956687,828.9646063927572,713.7455125979594,969.8685451627541,686.976790244344,694.6659013392539,758.0949579370717,646.9383828048389,684.9593994354084,699.8560122495495,741.4265408862055,741.3395733190612,681.0434969635361,670.3160404006081,578.3958584123819,432.30497948174866,483.11136423656905,603.1727965347094,763.8944677082562,831.6954857092892,819.7173815734194,721.9163435419557,936.2764842225247,686.5663048606831,697.6557817898477,761.8625224877876,645.6009109827905,677.7919362273467,698.5500088948035,733.7474409570466,728.88699834828,665.9567210749723,677.192698395617,804.2754604394572,746.292573447976,924.8087590946424
2000,820.9486848041414,561.8786817486405,703.5428352684468,350.5501655125503,687.4893704850953,614.7362679563628,782.8049285317434,806.065521008559,815.453583265049,676.3086204643329,682.6675029821228,686.4393829625844,721.8953582057444,716.4403525440941,558.799613821343,709.6177730239192,652.4355428125979,703.0613505592223,513.0534810946049,705.5733438390029,572.701853996042,679.7795289499895,348.06842646980243,681.989246770326,620.7583084549191,783.1301296076175,797.2030018075297,815.9269752223752,642.7828132569592,684.9166203845309,689.3167404021729,724.4967467949467,720.1411871573708,552.6916631672908,700.1886952700868,639.191685943596,693.6793166971045,506.76974053620944,711.4732478996034,887.3325922268941,701.5455409327336,799.3217895451972
