year,ref,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp26,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp26,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1991,0.0,-77.33521999051618,-107.22465813635063,41.33452356203452,49.63213688083215,-159.93777481818506,-136.88793406982495,-21.2874220560916,-19.659213180476854,-46.08400426181561,-149.81336869111556,-143.2067349091467,-169.8683875005504,-166.0356009061179,-181.72013400439255,-79.85759268355605,-155.4980628373387,-136.98921925792,-27.82743987509366,-30.47068354275416,-50.37293371989472,-73.84610108131801,-90.28952667182466,-113.39132337654837,-33.101512115330934,-40.33088422330047
1992,0.0,-155.67574387110108,-182.57967444833048,-8.795383644452613,-15.944656980809668,40.16252886591974,79.90073532288125,9.04982568859441,11.085993666893046,-10.801440386406284,-186.82151690963292,-177.1098954799436,-152.844895963814,-150.21864771121727,-166.7732605513752,-165.43530285598217,-246.61784988444833,-229.82340118224465,-148.73344166127436,-154.69631232653592,-172.71598457423124,-166.3910961154702,-174.71380433761533,-193.90047856642605,-99.58531463776853,-107.8361163641498
1993,0.0,-184.61609588772762,-202.80469727800482,-53.018101602433035,-42.69928980762825,-71.53106114585808,-36.20591777959726,-151.3492437316163,-149.58328880374575,-172.397968871207,-41.41938618324912,-30.96971102129919,-127.70326787827207,-129.08153149220925,-136.98673514635493,-44.0931250394533,-135.35063387352875,-119.25684546350476,-13.979519418084692,-14.549727260105556,-29.13261736057848,-18.313640891529758,-28.628304870072952,-48.367915011217065,-139.39625530456124,-145.84968924002624
1994,0.0,-142.3016830494298,-169.0706993725371,-52.60374790223068,-51.7923044786985,-80.72452124600068,-43.94869617998029,7.299210532714824,9.717224965900641,-13.485010641206827,-128.3504635572035,-125.02249108025171,-166.95712999352236,-156.5287120813764,-165.65870591323983,-66.52785191595603,-156.461575953359,-142.84380640505015,-142.65971276684104,-149.0914865688669,-163.3900114191756,0.6132608036878082,-5.671862117463206,-30.394854081601807,-23.247761705225457,-29.445965026117392
1995,0.0,-177.20973793375742,-196.11983732907356,-127.21080331838084,-118.5074598419933,40.22177927452367,80.42090388057386,-24.635288761225183,-21.80296471241263,-47.09551177360299,-200.7612782919009,-192.80985677633726,-72.97985879840962,-62.57084600527742,-79.38007403398751,-106.74316811245171,-198.14715911860503,-178.3419177054825,-129.89704722339775,-135.5175883339707,-153.9453453170836,-104.66165596925748,-118.24955179843755,-142.0232978446029,61.256054901775315,64.24197782431384
1996,0.0,51.180372025432916,19.69048316205135,7.87994160706603,7.813078695425247,-74.65591349392662,-40.98223734839348,-47.7386827956916,-46.29983155408763,-73.38152623897895,93.28484398903674,96.02616850532286,-125.28224970792417,-128.9062886887823,-144.91292602916747,-3.6770320165583144,-91.88985763031906,-78.88784333970852,-180.24844861650035,-186.2000432660857,-203.63603168373947,-51.00825604691818,-73.78670464931065,-96.78814562383013,-125.23683679522219,-135.28310944504256
1997,0.0,-35.771071713254514,-52.10268970035486,-22.665457094685735,-21.769480118430693,30.3275282005402,44.01106389919369,-47.663408592433825,-49.7435556446726,-67.10735864441631,-37.50839551480976,-35.27012483816634,-73.77169881601458,-71.55403514158297,-86.96968536595841,-67.58467139442564,-148.10705841685194,-134.21110654581662,-139.27568643120276,-139.22936059396397,-161.09009823604856,73.96888178188283,52.701361625004665,21.821784828185628,-60.524544637085,-70.43465660933589
1998,0.0,-18.544142699824988,-44.96221433330311,-92.92835371995261,-92.76266259591966,-60.72841651746239,-28.21301887583195,-56.07656883874006,-53.53340057839432,-81.61719643547985,43.742020255803254,41.4193335878017,-100.60847808224617,-97.05550184261892,-106.72085739456179,36.46820049733378,-45.96824758238472,-30.430953807455353,102.41848011824413,104.84713177143294,89.667054811669,39.880070215251635,21.654751701698842,-8.177747903314867,72.11343126275278,66.75694535599132
1999,0.0,-137.1552055337902,-158.1539282044887,-131.95983016473429,-127.9720717436071,-64.3891752758459,-40.637623530210476,-40.11167874668172,-34.36766584602492,-64.3281414557623,-163.33058300110224,-159.7304130216762,-64.51845868840792,-61.36901867271308,-75.07038254755844,-8.904458026082466,-95.88399366917429,-82.79248498130892,48.07481564109821,45.104999138935455,31.42252246114049,-9.983646514593602,-23.376460658716496,-46.355617410939885,-130.57502605372065,-141.5794521651037
2000,0.0,-168.7535161642395,-198.4830866389898,123.24540180339909,127.32219756158065,-97.87639927773716,-70.21007526463836,-78.11181084444752,-73.296614502583,-100.46253733512367,-98.87511332537724,-98.14228135570465,-174.9235942482651,-172.49842747678667,-184.25649904186594,136.9078050293474,53.86533916967346,62.67925069868306,-5.149260428888738,-7.397256486711285,-26.15599243199449,88.6296154177935,72.23294269687767,44.87468956839621,-108.60180473701757,-113.76693413297107
