stn,var,rcp,hor,stat,centile,val
era5_land,evspsblpot,ref,1981-2010,none,-1,3365.028446
era5_land,evspsblpot,rcp45,1981-2010,mean,-1,3325.883979
era5_land,evspsblpot,rcp45,2021-2050,mean,-1,3481.697537
era5_land,evspsblpot,rcp45,2051-2080,mean,-1,3586.506919
era5_land,evspsblpot,rcp45,1981-2010,min,-1,3281.742113
era5_land,evspsblpot,rcp45,2021-2050,min,-1,3431.816805
era5_land,evspsblpot,rcp45,2051-2080,min,-1,3521.554875
era5_land,evspsblpot,rcp45,1981-2010,max,-1,3346.342284
era5_land,evspsblpot,rcp45,2021-2050,max,-1,3530.661623
era5_land,evspsblpot,rcp45,2051-2080,max,-1,3715.220027
era5_land,evspsblpot,rcp45,1981-2010,centile,1,3284.765335
era5_land,evspsblpot,rcp45,2021-2050,centile,1,3432.298873
era5_land,evspsblpot,rcp45,2051-2080,centile,1,3522.409379
era5_land,evspsblpot,rcp45,1981-2010,centile,10,3311.974334
era5_land,evspsblpot,rcp45,2021-2050,centile,10,3436.637479
era5_land,evspsblpot,rcp45,2051-2080,centile,10,3530.099915
era5_land,evspsblpot,rcp45,1981-2010,centile,50,3330.169826
era5_land,evspsblpot,rcp45,2021-2050,centile,50,3480.357191
era5_land,evspsblpot,rcp45,2051-2080,centile,50,3567.606352
era5_land,evspsblpot,rcp45,1981-2010,centile,90,3339.967346
era5_land,evspsblpot,rcp45,2021-2050,centile,90,3512.29285
era5_land,evspsblpot,rcp45,2051-2080,centile,90,3643.299077
era5_land,evspsblpot,rcp45,1981-2010,centile,99,3345.70479
era5_land,evspsblpot,rcp45,2021-2050,centile,99,3528.824746
era5_land,evspsblpot,rcp45,2051-2080,centile,99,3708.027932
era5_land,evspsblpot,rcp85,1981-2010,mean,-1,3312.222816
era5_land,evspsblpot,rcp85,2021-2050,mean,-1,3487.509107
era5_land,evspsblpot,rcp85,2051-2080,mean,-1,3691.287848
era5_land,evspsblpot,rcp85,1981-2010,min,-1,3268.408599
era5_land,evspsblpot,rcp85,2021-2050,min,-1,3453.120901
era5_land,evspsblpot,rcp85,2051-2080,min,-1,3604.82973
era5_land,evspsblpot,rcp85,1981-2010,max,-1,3345.022387
era5_land,evspsblpot,rcp85,2021-2050,max,-1,3550.027199
era5_land,evspsblpot,rcp85,2051-2080,max,-1,3805.046344
era5_land,evspsblpot,rcp85,1981-2010,centile,1,3269.826114
era5_land,evspsblpot,rcp85,2021-2050,centile,1,3453.287717
era5_land,evspsblpot,rcp85,2051-2080,centile,1,3607.789269
era5_land,evspsblpot,rcp85,1981-2010,centile,10,3282.583747
era5_land,evspsblpot,rcp85,2021-2050,centile,10,3454.789069
era5_land,evspsblpot,rcp85,2051-2080,centile,10,3634.42512
era5_land,evspsblpot,rcp85,1981-2010,centile,50,3316.532624
era5_land,evspsblpot,rcp85,2021-2050,centile,50,3482.955075
era5_land,evspsblpot,rcp85,2051-2080,centile,50,3686.155932
era5_land,evspsblpot,rcp85,1981-2010,centile,90,3331.095733
era5_land,evspsblpot,rcp85,2021-2050,centile,90,3509.077907
era5_land,evspsblpot,rcp85,2051-2080,centile,90,3792.279784
era5_land,evspsblpot,rcp85,1981-2010,centile,99,3343.629722
era5_land,evspsblpot,rcp85,2021-2050,centile,99,3545.932269
era5_land,evspsblpot,rcp85,2051-2080,centile,99,3803.769688
era5_land,evspsblpot,rcpxx,1981-2010,mean,-1,3319.053398
era5_land,evspsblpot,rcpxx,2021-2050,mean,-1,3484.603322
era5_land,evspsblpot,rcpxx,2051-2080,mean,-1,3638.897383
era5_land,evspsblpot,rcpxx,1981-2010,min,-1,3268.408599
era5_land,evspsblpot,rcpxx,2021-2050,min,-1,3431.816805
era5_land,evspsblpot,rcpxx,2051-2080,min,-1,3521.554875
era5_land,evspsblpot,rcpxx,1981-2010,max,-1,3346.342284
era5_land,evspsblpot,rcpxx,2021-2050,max,-1,3550.027199
era5_land,evspsblpot,rcpxx,2051-2080,max,-1,3805.046344
era5_land,evspsblpot,rcpxx,1981-2010,centile,1,3270.941966
era5_land,evspsblpot,rcpxx,2021-2050,centile,1,3432.834503
era5_land,evspsblpot,rcpxx,2051-2080,centile,1,3523.358828
era5_land,evspsblpot,rcpxx,1981-2010,centile,10,3283.917098
era5_land,evspsblpot,rcpxx,2021-2050,centile,10,3451.526121
era5_land,evspsblpot,rcpxx,2051-2080,centile,10,3537.435273
era5_land,evspsblpot,rcpxx,1981-2010,centile,50,3324.901666
era5_land,evspsblpot,rcpxx,2021-2050,centile,50,3481.209027
era5_land,evspsblpot,rcpxx,2051-2080,centile,50,3636.510679
era5_land,evspsblpot,rcpxx,1981-2010,centile,90,3339.835356
era5_land,evspsblpot,rcpxx,2021-2050,centile,90,3512.29285
era5_land,evspsblpot,rcpxx,2051-2080,centile,90,3722.784152
era5_land,evspsblpot,rcpxx,1981-2010,centile,99,3346.091504
era5_land,evspsblpot,rcpxx,2021-2050,centile,99,3546.347739
era5_land,evspsblpot,rcpxx,2051-2080,centile,99,3802.351181
