sim_code,sdev,crmsd,ccoef
Référence,3.28,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,4.33,2.11,0.88
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,4.35,2.09,0.89
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,3.75,1.91,0.86
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,3.68,1.93,0.85
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,3.3,1.9,0.83
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,3.37,1.79,0.86
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,4.05,1.9,0.89
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,3.99,1.89,0.88
CRCM5_AFR-44_CCCma-CanESM2_rcp45,2.23,1.99,0.8
CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,2.53,1.97,0.8
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,3.34,2.17,0.79
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,3.34,2.21,0.78
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,3.25,2.21,0.77
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,3.5,2.36,0.76
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,3.51,2.35,0.76
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,3.54,2.45,0.74
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,2.54,2.32,0.71
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,2.54,2.35,0.7
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,3.21,2.36,0.74
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,3.24,2.42,0.72
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,3.22,2.41,0.72
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,3.43,1.63,0.88
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,3.21,1.79,0.85
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,3.33,1.76,0.86
RCA4_AFR-44_CCCma-CanESM2_rcp45,2.52,1.5,0.9
RCA4_AFR-44_CCCma-CanESM2_rcp85,2.55,1.55,0.89
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,2.76,1.4,0.91
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,2.75,1.35,0.91
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,2.96,1.72,0.85
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,3.03,1.76,0.85
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,2.78,1.74,0.85
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,2.78,1.78,0.84
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,2.75,1.8,0.84
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,2.52,1.56,0.89
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,2.57,1.57,0.88
RCA4_AFR-44_MIROC-MIROC5_rcp26,3.05,1.4,0.9
RCA4_AFR-44_MIROC-MIROC5_rcp45,3.07,1.5,0.89
RCA4_AFR-44_MIROC-MIROC5_rcp85,3.02,1.48,0.89
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,2.67,1.41,0.91
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,2.58,1.52,0.89
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,2.65,1.46,0.9
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,2.9,1.42,0.9
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,2.88,1.46,0.9
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,2.86,1.43,0.9
RCA4_AFR-44_NCC-NorESM1-M_rcp26,2.48,1.77,0.85
RCA4_AFR-44_NCC-NorESM1-M_rcp45,2.54,1.8,0.84
RCA4_AFR-44_NCC-NorESM1-M_rcp85,2.53,1.85,0.83
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,3.56,1.46,0.91
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,3.49,1.48,0.91
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,3.37,2.57,0.7
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,3.26,2.6,0.68
REMO2009_AFR-44_MIROC-MIROC5_rcp26,3.49,2.26,0.78
REMO2009_AFR-44_MIROC-MIROC5_rcp85,3.54,2.21,0.79
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,3.34,2.27,0.76
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,3.22,2.26,0.76
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,3.76,2.26,0.8
