sim_code,sdev,crmsd,ccoef
Référence,10.12,0.0,1.0
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,8.54,15.0,-0.28
CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,8.67,12.2,0.16
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,8.55,12.6,0.1
CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,9.03,14.4,-0.12
CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,8.12,13.3,-0.05
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,8.4,12.0,0.17
CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,8.07,12.9,0.01
CRCM5_AFR-44_CCCma-CanESM2_rcp45,8.01,12.4,0.08
CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,6.79,13.0,-0.15
CSC_AFR-44_ICHEC-EC-EARTH_rcp26,10.74,14.5,0.04
CSC_AFR-44_ICHEC-EC-EARTH_rcp45,9.31,14.6,-0.13
CSC_AFR-44_ICHEC-EC-EARTH_rcp85,10.61,15.7,-0.15
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,9.32,14.3,-0.07
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,10.46,15.9,-0.19
CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,10.7,13.9,0.11
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,9.73,12.3,0.23
HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,10.75,13.5,0.16
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,8.36,12.5,0.1
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,8.59,11.2,0.29
RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,9.41,11.4,0.32
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,7.38,11.2,0.21
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,10.03,12.2,0.26
RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,8.6,14.3,-0.16
RCA4_AFR-44_CCCma-CanESM2_rcp45,10.29,14.0,0.06
RCA4_AFR-44_CCCma-CanESM2_rcp85,8.93,13.2,0.05
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,9.99,15.7,-0.22
RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,11.38,15.8,-0.08
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,7.23,12.9,-0.07
RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,7.51,13.2,-0.11
RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,9.84,12.8,0.18
RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,9.27,11.4,0.31
RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,9.72,11.9,0.28
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,8.1,14.1,-0.18
RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,9.56,12.2,0.24
RCA4_AFR-44_MIROC-MIROC5_rcp26,8.08,13.1,-0.02
RCA4_AFR-44_MIROC-MIROC5_rcp45,10.32,14.0,0.06
RCA4_AFR-44_MIROC-MIROC5_rcp85,10.05,13.0,0.17
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,10.21,14.1,0.04
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,9.12,13.3,0.05
RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,9.11,14.1,-0.07
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,9.18,11.8,0.25
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,9.91,15.3,-0.17
RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,10.89,13.8,0.14
RCA4_AFR-44_NCC-NorESM1-M_rcp26,10.1,12.8,0.2
RCA4_AFR-44_NCC-NorESM1-M_rcp45,10.23,15.0,-0.09
RCA4_AFR-44_NCC-NorESM1-M_rcp85,9.55,11.5,0.31
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,12.85,13.7,0.31
RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,11.47,12.8,0.3
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,13.07,16.3,0.03
REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,13.15,15.8,0.1
REMO2009_AFR-44_MIROC-MIROC5_rcp26,11.81,16.3,-0.1
REMO2009_AFR-44_MIROC-MIROC5_rcp85,10.19,12.9,0.19
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,8.18,13.7,-0.12
REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,9.13,15.7,-0.33
REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26,8.71,14.2,-0.14
