year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85
1981,0.0,-0.6709129441761661,-0.34648217388405556,1.7018260360724753,-0.2624978639075266,2.6742260564377034,0.36725466389333405,-0.4524136986225358,-0.05995019198070395,-1.351256957155897,-1.9254536032510714,0.22992756739722608,2.354423691488762,0.6123690102184582,-0.39689307363306625,-0.34470205047006175,3.159795514202415,0.6208974429434875,0.5745743469026365,0.25329567761497174,2.0641537857626417,-0.10915647890925584,-0.698584408769193,-0.6125223954168746,1.5825451297872064,-0.3898897330532236,-0.6400307055208145,-0.11498266268682755,-1.4416833668668687,-2.034831205467924,0.08995728274538806,2.3283421276438503,0.5827238400655688,-0.43091267116631116,-0.4263723158255175,3.1570966499281212,0.5476164804356927,0.5150612679393021,0.19998342804927915,2.020327065428887,-0.17615012337159897,1.5128144621062916,0.7139710075331323,1.1448974536543801
1982,0.0,-0.42741776884651017,-0.6285801463715188,1.7083708057214722,-0.4868009663318844,2.7449145663737795,0.3640516557437081,-0.6980202496660013,-0.04850951080732102,-1.4285037922292076,-2.0953674874626813,0.1643450781320439,2.3226412566523322,0.5423757645438627,-0.6034180818691652,-0.3677234597018355,3.170383631324455,0.40167606725742644,0.6094511014981094,0.3402350077578262,1.9763135058677221,0.02270228539236996,-0.4963666508035658,-0.8672677378954177,1.5550216511350072,-0.549443460668499,-0.8895119721624951,-0.10485356032762638,-1.5162635822069888,-2.1643116057160228,-0.011718540274841871,2.2862120342052776,0.5121158859438424,-0.6594222802335139,-0.4163496786218275,3.1603360509038794,0.3282880914682096,0.557183098834173,0.297082516834962,1.9406051130115998,-0.03623969141233374,1.859503883763125,1.3294686270256193,1.222422493265924
1983,0.0,-0.7804204154715535,-0.05402118612101958,1.6628208159982591,-0.061291123939952286,2.5629221517910423,0.34382271327740455,-0.6694984782430424,0.21150345430959305,-1.384516333025374,-2.236353087734699,0.08360633372484472,2.2803634931441934,0.5427773189708205,-0.668757629065226,-0.27001664952615556,3.187012132021721,0.5861287984225214,0.6189756684106555,0.4018703645895698,1.9693441605239173,-0.06908584536262197,-0.8166162878995351,-0.40462906846164515,1.5462338545574994,-0.2079753404495932,-0.80067043576895,0.15111156740755405,-1.4841153618486373,-2.2899041168415692,-0.05529378362342641,2.273704792814783,0.5202952050188401,-0.6802647020830932,-0.2939778150869188,3.149562832588174,0.517300805058369,0.5585197852778379,0.3479345321165397,1.9334089488030486,-0.10695627186902357,2.0767587227190347,1.3616991560704719,1.4588659167258697
1984,0.0,-0.6485005945604598,-0.3494753469311149,2.18256372457256,-0.22621262819905041,2.647635150710755,0.8062497981706542,-0.42309617516337994,0.5510452952262881,-1.3216741777408174,-1.9626282393263637,0.5906728875175986,2.345937368511727,0.605754660590776,-0.3322284838299083,-0.24836027671767624,3.1585354605330167,0.4064370732699558,0.8292338704549707,0.47793885512299994,1.8385542862691295,0.289807443724726,-0.6790795962567131,-0.6212229640915439,1.9871672544494459,-0.3556424380869885,-0.6164277925072952,0.44888544338380143,-1.4117883730696121,-2.062311172505588,0.33949739774107,2.327224408404561,0.5892980616810632,-0.355599433425823,-0.29893732652533345,3.1591173097100977,0.3213426301521167,0.7593893922204416,0.44333357029927356,1.8098956756142002,0.20741723473469165,1.4586770654879615,0.862934228153847,1.5620308790170156
1985,0.0,-1.1651115620744008,-0.7778884333924339,1.8296927646899803,-0.07857033359715615,2.699371216988709,0.5581971480663697,-0.5110234213971125,0.12298060669547795,-1.384771478451853,-1.94214202243802,0.2498652642957495,2.3073698545872503,0.6571814084101106,-0.5019132913613475,-0.1863394172161179,3.118957388060437,0.6196456054909163,0.6822255931239738,0.5275812097425501,1.9543481304976353,-0.13538742368677958,-1.1881867483973565,-0.9947833293138615,1.6789391087911554,-0.21623126767724443,-0.6938662676452054,0.06709478636867061,-1.4751398725969125,-2.0175674001604875,0.10712994242027207,2.303818307299423,0.6396013304359371,-0.5409361848928143,-0.2396709614170618,3.125666164134941,0.5378590810400965,0.6325922575911136,0.4748338318781862,1.8974195623624155,-0.1632809150008825,1.264370336162358,0.7718169536250343,1.4971383059882442
1986,0.0,-1.3457699149203108,-0.4131756984135109,1.8762031425842451,-0.17060871992606508,2.6464675678932963,0.5490133020901453,-0.5780784736124929,-0.07755621991941553,-1.3872462749723127,-2.1324365768167013,0.36538225602356533,2.374644646922036,0.5913953950185942,-0.44756993193686867,-0.12443148883033928,3.1987640941711675,0.5617094098875555,0.731051143366301,0.3936585639478949,1.9274248160317597,-0.21661802557832743,-1.343047921459572,-0.7325834556576751,1.7155215434759725,-0.29171807828089413,-0.753969206926115,-0.1535899396150171,-1.4790604081314314,-2.188022119300115,0.15655856571584081,2.3465206334130357,0.582523421884332,-0.47334745519481203,-0.18884925398151609,3.201176347875446,0.4977275075868306,0.6570619413838585,0.35026354801027537,1.9210593628326933,-0.2246750132007378,1.282276458011438,0.6957354745627526,1.279978798212312
1987,0.0,-1.1091047262028155,-0.009589429978973385,1.426778524970814,-0.007010218891366549,2.4526028506199964,0.6687600930660551,-0.4785011115205293,0.17480168053208445,-1.3458508507848705,-1.9523097033547856,0.05594812008757799,2.418605505636549,0.5665714185791444,-0.543842464075226,-0.15316390752570896,3.1494402434772155,0.5690386332423145,0.6474566445097025,0.47282429750907795,1.8395443978542971,0.17988658684771508,-1.140206960936439,-0.33389279449733067,1.328251130403146,-0.12398726489806222,-0.664496550863305,0.10316189527407005,-1.4281023847589722,-2.0459119476352043,-0.09423925350500895,2.389035857400984,0.562335466729678,-0.5632186663910375,-0.23739042715754977,3.150800377625444,0.4937093552431975,0.602499521338018,0.4268754780343329,1.7906981535076625,0.133319025458718,1.7241617974902397,0.7373196585383539,1.1065991605989893
1988,0.0,-0.5402294853861349,-0.3154938511960381,1.6549134898149873,0.005490184022278299,2.6181475387384694,0.6463926732746472,-0.4604819322385083,0.29323221801183763,-1.225611403500011,-2.244634054716471,0.009603067477826244,2.3549822195591332,0.5857736083511895,-0.4838955829909537,-0.16636945096649924,3.1215300589342974,0.6143846375114208,0.6305310708721095,0.5157871537016945,1.9315924718001725,0.12058252833196548,-0.6029336564821506,-0.5943766600579465,1.5246480824578725,-0.13211631157685133,-0.6356869907816076,0.23696642934731926,-1.306899571132135,-2.3177999636145614,-0.12726605314259132,2.3335365068290344,0.5752897621503053,-0.49782174031685145,-0.20676274095700364,3.134272942063774,0.5221817832544389,0.5572477901688444,0.4653242472525676,1.9098931121887404,0.0407382316519147,1.149714596047147,0.8076227741972843,0.8538678264927171
1989,0.0,-0.608809389636292,0.08800428616638101,1.9188171270162684,0.8024884397043479,2.5537245423277,0.9789362284030858,-0.5537534489056952,0.5896664927033157,-1.4837058077110328,-2.0539819504834895,0.0007443627395673502,2.273464540362113,0.5646324278582711,-0.4519117620284874,-0.17504254248171947,3.215050440719324,0.5442163180783837,0.8642902243317394,0.6065240091330111,1.7433696016150293,0.014732348498341707,-0.6288966896175339,-0.28297976311205275,1.7777614951162946,0.5792018203110842,-0.7180023718275379,0.492416163045732,-1.5474026497190607,-2.1399521548589746,-0.15661831595889453,2.259218704635032,0.5570411522353425,-0.47627051421068245,-0.22104734833385464,3.222573383148756,0.47927204629320386,0.7853963819970318,0.5584599274483821,1.7153176213500387,-0.03482268738497396,1.3992805825430423,0.735437542636646,1.3151044845601518
1990,0.0,-0.34504884199316166,-0.42182215336032414,1.7886956311995732,0.46591028152937497,2.680695835652557,0.8734617486649086,-0.2847424850197626,0.690313138774286,-1.3856220352067226,-2.29703277508645,0.3364568818398084,2.285831248971192,0.6381752565874308,-0.43991330624720604,-0.11715545470633515,3.1395100225997794,0.47101093988521825,0.8200015380118657,0.656426310595748,2.0534261046728375,-0.09905302145034511,-0.44741639951200796,-0.685349706921329,1.6306092201522233,0.2695903330487113,-0.44862136396142205,0.5880137643612784,-1.4743770635747069,-2.353008500889416,0.11769231833972071,2.256313955734811,0.6012177378614751,-0.45980919578897783,-0.16989363697064164,3.147165525767889,0.3861091465169011,0.7538367279165072,0.6060243906743494,2.0222077784325165,-0.1436656359664994,1.6224662579294886,0.6800629063578185,1.5795523442751005
