stn,var,rcp,hor,stat,centile,val
era5_land,uas,ref,1988-2017,none,-1,-0.129876
era5_land,uas,rcp26,1988-2017,mean,-1,-0.188176
era5_land,uas,rcp26,2021-2050,mean,-1,-0.197715
era5_land,uas,rcp26,2041-2070,mean,-1,-0.159732
era5_land,uas,rcp26,2061-2090,mean,-1,-0.122425
era5_land,uas,rcp26,1988-2017,min,-1,-0.312942
era5_land,uas,rcp26,2021-2050,min,-1,-0.532737
era5_land,uas,rcp26,2041-2070,min,-1,-0.500585
era5_land,uas,rcp26,2061-2090,min,-1,-0.491667
era5_land,uas,rcp26,1988-2017,max,-1,-0.11827
era5_land,uas,rcp26,2021-2050,max,-1,0.006165
era5_land,uas,rcp26,2041-2070,max,-1,0.101593
era5_land,uas,rcp26,2061-2090,max,-1,0.216696
era5_land,uas,rcp26,1988-2017,centile,99,-0.122454
era5_land,uas,rcp26,2021-2050,centile,99,0.005099
era5_land,uas,rcp26,2041-2070,centile,99,0.100447
era5_land,uas,rcp26,2061-2090,centile,99,0.210487
era5_land,uas,rcp26,1988-2017,centile,90,-0.15644
era5_land,uas,rcp26,2021-2050,centile,90,-0.005492
era5_land,uas,rcp26,2041-2070,centile,90,0.083106
era5_land,uas,rcp26,2061-2090,centile,90,0.13513
era5_land,uas,rcp26,1988-2017,centile,50,-0.175384
era5_land,uas,rcp26,2021-2050,centile,50,-0.172207
era5_land,uas,rcp26,2041-2070,centile,50,-0.13986
era5_land,uas,rcp26,2061-2090,centile,50,-0.087189
era5_land,uas,rcp26,1988-2017,centile,10,-0.241679
era5_land,uas,rcp26,2021-2050,centile,10,-0.371994
era5_land,uas,rcp26,2041-2070,centile,10,-0.397539
era5_land,uas,rcp26,2061-2090,centile,10,-0.426734
era5_land,uas,rcp26,1988-2017,centile,1,-0.305493
era5_land,uas,rcp26,2021-2050,centile,1,-0.51432
era5_land,uas,rcp26,2041-2070,centile,1,-0.491252
era5_land,uas,rcp26,2061-2090,centile,1,-0.487229
era5_land,uas,rcp45,1988-2017,mean,-1,-0.16336
era5_land,uas,rcp45,2021-2050,mean,-1,-0.110965
era5_land,uas,rcp45,2041-2070,mean,-1,-0.070307
era5_land,uas,rcp45,2061-2090,mean,-1,-0.060302
era5_land,uas,rcp45,1988-2017,min,-1,-0.331658
era5_land,uas,rcp45,2021-2050,min,-1,-0.413663
era5_land,uas,rcp45,2041-2070,min,-1,-0.333837
era5_land,uas,rcp45,2061-2090,min,-1,-0.401012
era5_land,uas,rcp45,1988-2017,max,-1,-0.110618
era5_land,uas,rcp45,2021-2050,max,-1,0.120722
era5_land,uas,rcp45,2041-2070,max,-1,0.269372
era5_land,uas,rcp45,2061-2090,max,-1,0.297965
era5_land,uas,rcp45,1988-2017,centile,99,-0.112683
era5_land,uas,rcp45,2021-2050,centile,99,0.118681
era5_land,uas,rcp45,2041-2070,centile,99,0.262401
era5_land,uas,rcp45,2061-2090,centile,99,0.282522
era5_land,uas,rcp45,1988-2017,centile,90,-0.128271
era5_land,uas,rcp45,2021-2050,centile,90,0.109296
era5_land,uas,rcp45,2041-2070,centile,90,0.153186
era5_land,uas,rcp45,2061-2090,centile,90,0.181063
era5_land,uas,rcp45,1988-2017,centile,50,-0.152294
era5_land,uas,rcp45,2021-2050,centile,50,-0.13068
era5_land,uas,rcp45,2041-2070,centile,50,-0.111162
era5_land,uas,rcp45,2061-2090,centile,50,-0.033037
era5_land,uas,rcp45,1988-2017,centile,10,-0.182689
era5_land,uas,rcp45,2021-2050,centile,10,-0.249521
era5_land,uas,rcp45,2041-2070,centile,10,-0.282163
era5_land,uas,rcp45,2061-2090,centile,10,-0.331936
era5_land,uas,rcp45,1988-2017,centile,1,-0.308886
era5_land,uas,rcp45,2021-2050,centile,1,-0.412403
era5_land,uas,rcp45,2041-2070,centile,1,-0.328133
era5_land,uas,rcp45,2061-2090,centile,1,-0.390175
era5_land,uas,rcp85,1988-2017,mean,-1,-0.137866
era5_land,uas,rcp85,2021-2050,mean,-1,-0.062983
era5_land,uas,rcp85,2041-2070,mean,-1,0.01842
era5_land,uas,rcp85,2061-2090,mean,-1,0.091659
era5_land,uas,rcp85,1988-2017,min,-1,-0.229701
era5_land,uas,rcp85,2021-2050,min,-1,-0.472138
era5_land,uas,rcp85,2041-2070,min,-1,-0.419273
era5_land,uas,rcp85,2061-2090,min,-1,-0.463521
era5_land,uas,rcp85,1988-2017,max,-1,-0.041912
era5_land,uas,rcp85,2021-2050,max,-1,0.278673
era5_land,uas,rcp85,2041-2070,max,-1,0.532141
era5_land,uas,rcp85,2061-2090,max,-1,0.665707
era5_land,uas,rcp85,1988-2017,centile,99,-0.043899
era5_land,uas,rcp85,2021-2050,centile,99,0.264138
era5_land,uas,rcp85,2041-2070,centile,99,0.47577
era5_land,uas,rcp85,2061-2090,centile,99,0.62202
era5_land,uas,rcp85,1988-2017,centile,90,-0.077156
era5_land,uas,rcp85,2021-2050,centile,90,0.144651
era5_land,uas,rcp85,2041-2070,centile,90,0.196981
era5_land,uas,rcp85,2061-2090,centile,90,0.413929
era5_land,uas,rcp85,1988-2017,centile,50,-0.140071
era5_land,uas,rcp85,2021-2050,centile,50,-0.087696
era5_land,uas,rcp85,2041-2070,centile,50,0.035648
era5_land,uas,rcp85,2061-2090,centile,50,0.130669
era5_land,uas,rcp85,1988-2017,centile,10,-0.203171
era5_land,uas,rcp85,2021-2050,centile,10,-0.271071
era5_land,uas,rcp85,2041-2070,centile,10,-0.189565
era5_land,uas,rcp85,2061-2090,centile,10,-0.307123
era5_land,uas,rcp85,1988-2017,centile,1,-0.225003
era5_land,uas,rcp85,2021-2050,centile,1,-0.446822
era5_land,uas,rcp85,2041-2070,centile,1,-0.397906
era5_land,uas,rcp85,2061-2090,centile,1,-0.461589
era5_land,uas,rcpxx,1988-2017,mean,-1,-0.159702
era5_land,uas,rcpxx,2021-2050,mean,-1,-0.115121
era5_land,uas,rcpxx,2041-2070,mean,-1,-0.060244
era5_land,uas,rcpxx,2061-2090,mean,-1,-0.020309
era5_land,uas,rcpxx,1988-2017,min,-1,-0.331658
era5_land,uas,rcpxx,2021-2050,min,-1,-0.532737
era5_land,uas,rcpxx,2041-2070,min,-1,-0.500585
era5_land,uas,rcpxx,2061-2090,min,-1,-0.491667
era5_land,uas,rcpxx,1988-2017,max,-1,-0.041912
era5_land,uas,rcpxx,2021-2050,max,-1,0.278673
era5_land,uas,rcpxx,2041-2070,max,-1,0.532141
era5_land,uas,rcpxx,2061-2090,max,-1,0.665707
era5_land,uas,rcpxx,1988-2017,centile,99,-0.047432
era5_land,uas,rcpxx,2021-2050,centile,99,0.23749
era5_land,uas,rcpxx,2041-2070,centile,99,0.398128
era5_land,uas,rcpxx,2061-2090,centile,99,0.541929
era5_land,uas,rcpxx,1988-2017,centile,90,-0.110618
era5_land,uas,rcpxx,2021-2050,centile,90,0.106558
era5_land,uas,rcpxx,2041-2070,centile,90,0.184565
era5_land,uas,rcpxx,2061-2090,centile,90,0.336739
era5_land,uas,rcpxx,1988-2017,centile,50,-0.157678
era5_land,uas,rcpxx,2021-2050,centile,50,-0.123679
era5_land,uas,rcpxx,2041-2070,centile,50,-0.082313
era5_land,uas,rcpxx,2061-2090,centile,50,-0.02448
era5_land,uas,rcpxx,1988-2017,centile,10,-0.20975
era5_land,uas,rcpxx,2021-2050,centile,10,-0.341777
era5_land,uas,rcpxx,2041-2070,centile,10,-0.300156
era5_land,uas,rcpxx,2061-2090,centile,10,-0.342637
era5_land,uas,rcpxx,1988-2017,centile,1,-0.3223
era5_land,uas,rcpxx,2021-2050,centile,1,-0.501831
era5_land,uas,rcpxx,2041-2070,centile,1,-0.460919
era5_land,uas,rcpxx,2061-2090,centile,1,-0.477313
