stn,var,rcp,hor,stat,centile,val
era5_land,evspsbl,ref,1981-2010,none,-1,1016.972508
era5_land,evspsbl,rcp45,1981-2010,mean,-1,877.021237
era5_land,evspsbl,rcp45,2021-2050,mean,-1,873.880792
era5_land,evspsbl,rcp45,2051-2080,mean,-1,849.039291
era5_land,evspsbl,rcp45,1981-2010,min,-1,578.322222
era5_land,evspsbl,rcp45,2021-2050,min,-1,574.189292
era5_land,evspsbl,rcp45,2051-2080,min,-1,401.828712
era5_land,evspsbl,rcp45,1981-2010,max,-1,1017.725853
era5_land,evspsbl,rcp45,2021-2050,max,-1,1059.285198
era5_land,evspsbl,rcp45,2051-2080,max,-1,1064.164444
era5_land,evspsbl,rcp45,1981-2010,centile,1,613.080257
era5_land,evspsbl,rcp45,2021-2050,centile,1,600.325821
era5_land,evspsbl,rcp45,2051-2080,centile,1,449.459428
era5_land,evspsbl,rcp45,1981-2010,centile,10,773.939845
era5_land,evspsbl,rcp45,2021-2050,centile,10,738.760811
era5_land,evspsbl,rcp45,2051-2080,centile,10,698.079715
era5_land,evspsbl,rcp45,1981-2010,centile,50,900.209359
era5_land,evspsbl,rcp45,2021-2050,centile,50,901.050191
era5_land,evspsbl,rcp45,2051-2080,centile,50,861.038776
era5_land,evspsbl,rcp45,1981-2010,centile,90,1006.102967
era5_land,evspsbl,rcp45,2021-2050,centile,90,981.884092
era5_land,evspsbl,rcp45,2051-2080,centile,90,1004.463429
era5_land,evspsbl,rcp45,1981-2010,centile,99,1016.957533
era5_land,evspsbl,rcp45,2021-2050,centile,99,1049.181622
era5_land,evspsbl,rcp45,2051-2080,centile,99,1053.892033
era5_land,evspsbl,rcp85,1981-2010,mean,-1,884.174743
era5_land,evspsbl,rcp85,2021-2050,mean,-1,870.912339
era5_land,evspsbl,rcp85,2051-2080,mean,-1,840.677426
era5_land,evspsbl,rcp85,1981-2010,min,-1,579.461813
era5_land,evspsbl,rcp85,2021-2050,min,-1,525.802789
era5_land,evspsbl,rcp85,2051-2080,min,-1,420.526114
era5_land,evspsbl,rcp85,1981-2010,max,-1,1014.110695
era5_land,evspsbl,rcp85,2021-2050,max,-1,1068.700953
era5_land,evspsbl,rcp85,2051-2080,max,-1,1059.955622
era5_land,evspsbl,rcp85,1981-2010,centile,1,616.704038
era5_land,evspsbl,rcp85,2021-2050,centile,1,558.907224
era5_land,evspsbl,rcp85,2051-2080,centile,1,433.177877
era5_land,evspsbl,rcp85,1981-2010,centile,10,771.010204
era5_land,evspsbl,rcp85,2021-2050,centile,10,764.996288
era5_land,evspsbl,rcp85,2051-2080,centile,10,629.103802
era5_land,evspsbl,rcp85,1981-2010,centile,50,902.23318
era5_land,evspsbl,rcp85,2021-2050,centile,50,886.266365
era5_land,evspsbl,rcp85,2051-2080,centile,50,888.33788
era5_land,evspsbl,rcp85,1981-2010,centile,90,997.966553
era5_land,evspsbl,rcp85,2021-2050,centile,90,980.773056
era5_land,evspsbl,rcp85,2051-2080,centile,90,985.77857
era5_land,evspsbl,rcp85,1981-2010,centile,99,1011.193735
era5_land,evspsbl,rcp85,2021-2050,centile,99,1053.857949
era5_land,evspsbl,rcp85,2051-2080,centile,99,1049.757253
era5_land,evspsbl,rcpxx,1981-2010,mean,-1,880.859704
era5_land,evspsbl,rcpxx,2021-2050,mean,-1,872.287963
era5_land,evspsbl,rcpxx,2051-2080,mean,-1,844.552436
era5_land,evspsbl,rcpxx,1981-2010,min,-1,578.322222
era5_land,evspsbl,rcpxx,2021-2050,min,-1,525.802789
era5_land,evspsbl,rcpxx,2051-2080,min,-1,401.828712
era5_land,evspsbl,rcpxx,1981-2010,max,-1,1017.725853
era5_land,evspsbl,rcpxx,2021-2050,max,-1,1068.700953
era5_land,evspsbl,rcpxx,2051-2080,max,-1,1064.164444
era5_land,evspsbl,rcpxx,1981-2010,centile,1,578.778059
era5_land,evspsbl,rcpxx,2021-2050,centile,1,545.15739
era5_land,evspsbl,rcpxx,2051-2080,centile,1,409.307673
era5_land,evspsbl,rcpxx,1981-2010,centile,10,771.422415
era5_land,evspsbl,rcpxx,2021-2050,centile,10,743.602955
era5_land,evspsbl,rcpxx,2051-2080,centile,10,666.443802
era5_land,evspsbl,rcpxx,1981-2010,centile,50,900.209359
era5_land,evspsbl,rcpxx,2021-2050,centile,50,899.343459
era5_land,evspsbl,rcpxx,2051-2080,centile,50,875.761041
era5_land,evspsbl,rcpxx,1981-2010,centile,90,1000.220406
era5_land,evspsbl,rcpxx,2021-2050,centile,90,982.416731
era5_land,evspsbl,rcpxx,2051-2080,centile,90,1003.805413
era5_land,evspsbl,rcpxx,1981-2010,centile,99,1016.27979
era5_land,evspsbl,rcpxx,2021-2050,centile,99,1064.934651
era5_land,evspsbl,rcpxx,2051-2080,centile,99,1062.480915
