year,ref,rcp45_moy,rcp45_min,rcp45_max,rcp85_moy,rcp85_min,rcp85_max
1981,34.35100800883734,41.15244407622204,28.977078155205746,58.62027064346866,41.266714368205676,28.43634355150511,58.72024302678818
1982,36.56614194973764,41.77850107179022,24.608947804473903,71.83043358188345,40.72517637016394,25.452637392985363,59.975421154377244
1983,32.472797569732116,40.75418524217199,23.48384424192212,65.15465341066003,41.7578519243805,24.213753106876553,65.38718586025959
1984,26.101077050538525,42.02609118764877,27.59210162938415,68.71030102181717,42.58308854912003,28.296050814692073,68.95388014360674
1985,42.537696768848384,44.04423929196091,33.70505385252692,66.9884009942005,43.851045667947076,34.15382491024579,66.90776028721348
1986,40.71030102181718,43.30053523756921,27.139464236398783,67.49268157967413,43.30913107880797,26.68047500690417,67.71554819110743
1987,36.135597901132286,39.16239923199326,27.7992267329467,57.1869649268158,38.95023976299868,27.770505385252694,57.818558409279206
1988,37.9872963269815,39.83535198116805,30.454846727423362,57.76249654791494,39.976174336572015,31.22977078155206,56.942281137807235
1989,33.013256006628005,39.685051485382886,21.324772162386083,63.125655896161284,40.28540583967261,21.47500690417012,63.5951394642364
1990,46.73902236951118,42.9826277929012,25.892847279756975,67.03452085059376,43.06639301046923,25.68157967412317,67.26788180060757
1991,47.053300193316765,38.85620915032679,27.977078155205746,47.11488539077603,39.100851095880095,28.31731565865783,48.52029826014913
1992,42.68599834299917,39.48726344998094,23.00524716929025,60.995028997514495,40.61090607818031,23.573046119856393,62.27064346865507
1993,42.54542943938139,38.775160768532764,26.210715272024302,57.34272300469483,38.65297130375838,25.907760287213478,56.5907207953604
1994,37.108257387462025,40.407543299009745,23.60535763601215,72.68958851146093,40.291632145816074,25.050814692074013,72.72245236122617
1995,39.133388566694286,39.32878315645506,26.174813587406792,62.490196078431374,39.1074163340112,27.5940347970174,63.351284175642085
1996,34.425849212924604,41.16007154035323,26.045567522783763,77.96465064899199,42.03680550325124,25.51422259044463,78.8224247445457
1997,24.885943109638223,38.493602135689954,20.97404032035349,56.4054128693731,38.83932113178178,22.149130074565036,56.46478873239437
1998,44.107428887047774,45.32304940755645,28.368130350731843,67.27395747031207,44.238369611609045,28.83429991714996,66.90085611709472
1999,32.03037834852251,39.082363461816655,14.347970173985088,57.055509527754765,38.79367829077854,15.468102734051367,57.09085887876277
2000,41.456227561447115,38.31697373785195,28.708091687379177,58.14056890361778,39.94648640506138,28.92460646230323,58.51035625517813
2001,35.788180060756694,38.93344380005523,16.28141397404032,60.43523888428611,38.76234591147599,18.11847555923778,60.9917149958575
2002,46.1886219276443,39.28170329164529,21.433305716652857,54.23805578569456,39.32704426200698,22.586578293289147,54.22341894504281
2003,40.67080916873792,41.96655751502479,27.16487158243579,70.54598177299088,42.36572016770857,25.383871858602596,70.71223418945043
2004,43.845622756144714,41.74770189766046,26.83871858602596,59.95305164319249,42.6228816750772,26.35874067937034,59.95001380834024
2005,31.60204363435515,43.6248602727476,29.386633526650098,63.24606462303231,43.50125530365795,29.76111571389119,63.67522783761392
2006,30.529411764705884,44.097421128075645,26.64954432477216,62.540734603700635,39.546157515503005,24.71582435791218,55.906103286384976
2007,49.630488815244405,41.6039241987875,27.594863297431647,68.23308478320905,41.21489543320529,23.636012151339408,75.65755316210992
2008,31.35956917978459,39.75822253784143,23.992267329466998,78.65506766086716,43.69337952850795,24.226456779895056,66.48715824357912
2009,36.4020988677161,45.84616193895398,26.661695664181167,71.76801988400995,41.03005196957144,27.934272300469484,52.47417840375587
2010,34.17343275338305,46.28629292092424,32.86274509803921,73.48053024026513,45.03896462554291,28.966583816625242,88.34023750345209
2011,,48.419957654423264,21.36730185031759,72.47252140292737,41.592503326554684,29.63684065175366,61.063794531897265
2012,,43.20278533948791,30.448494890914112,65.25352112676056,44.01795084230875,18.830709748688207,61.75089754211544
2013,,38.943109638221486,28.07815520574427,65.49875724937863,48.42124224849991,29.064623032311516,85.02375034520851
2014,,42.173419602582804,24.979563656448494,78.86854460093896,41.685182395621496,26.374758354045845,60.29605081469207
2015,,45.579476861166995,30.309582988124827,66.09472521402927,40.983003188471294,19.71361502347418,68.15548191107429
2016,,45.80936599992109,33.35929301297984,73.57718862192765,46.84700359016846,26.031483015741507,73.31786799226732
2017,,38.0823897634171,17.707815520574428,68.5967964650649,45.03662976073913,32.78348522507594,69.19497376415354
2018,,40.61249852053497,23.980392156862745,68.2317039491853,44.705430443624316,30.779342723004696,68.07705053852527
2019,,41.609579042884754,26.777133388566693,63.593482463407895,43.54655921267354,22.83954708644021,59.336371168185586
2020,,40.97631540879262,24.6006628003314,66.68130350731842,43.74037809746178,28.95360397680199,84.88649544324772
2021,,46.84040188845491,36.235017950842305,61.33360950013808,42.8382666767091,30.16652858326429,65.8362330847832
2022,,42.12608987256874,26.231427782380557,70.87296326981497,43.41136300871181,24.530516431924884,68.90444628555647
2023,,44.163543351612944,24.418392709196354,75.91521679094173,47.41487785895408,32.164871582435794,84.14056890361779
2024,,46.100577320129936,30.303231151615577,75.4109362054681,43.56964424694334,31.664733499033417,65.8362330847832
2025,,46.27191909627701,33.31455399061033,65.8378900856117,44.10024855012428,28.37061585197459,63.539906103286384
2026,,47.227416788311565,29.864125932062965,72.46561723280861,46.75901935678241,29.63159348246341,83.94393813863573
2027,,45.445457056061855,26.692350179508423,71.65175365921016,45.65449022118451,34.46175089754212,59.205744269538805
2028,,39.33113714969556,27.87544877105772,57.74703120684894,40.68140393161106,21.93178679922673,67.33140016570009
2029,,44.94288607461764,33.32670533001933,64.48163490748412,43.838919434611235,26.812206572769952,67.55813311239989
2030,,40.51627411527992,28.902236951118475,63.31565865782933,39.600399186563216,24.538801436067384,69.01795084230875
2031,,40.72971160295104,23.712510356255176,59.93427230046948,41.20780296753785,22.580502623584646,79.08064070698703
2032,,41.625241645954155,22.385528859431098,56.792046396023196,46.449511686877045,28.732670533001933,72.12731289698978
2033,,45.36911666074881,26.70671085335543,69.03673018503176,47.01798850141849,21.88318144159072,75.64954432477217
2034,,44.068528819978695,25.164319248826292,65.3761391880696,49.424769651778774,32.82270091135045,71.28307097486882
2035,,39.968004103049665,28.888428610880972,67.96299364816349,41.5532123220607,26.510632421982876,60.6227561447114
2036,,42.26359463973383,29.335818834576084,63.345208505937585,42.192839747935025,19.510632421982876,67.91217895608948
2037,,45.548164805828435,30.767467550400443,66.47638773819386,43.58209685923025,31.094172880419773,63.76001104667219
2038,,42.295222314277815,27.873791770229218,62.63104114885391,43.140681880947,16.64650648991991,69.9806683236675
2039,,38.26439683854763,25.55647611157139,57.623860811930406,52.640330395922774,31.933719966859982,93.77796188898094
2040,,40.18729369682145,22.52333609500138,61.6183374758354,39.852300971605025,25.782104391052197,62.25959679646507
2041,,43.00064438921109,28.547914940624135,60.75835404584369,46.65292109161206,28.872134769400716,64.35846451256559
2042,,43.64019410581134,31.135874067937035,62.772438552885944,45.47411563857297,28.228666114333056,63.53438276719138
2043,,47.39390591917519,32.48577740955537,66.89864678265673,48.32518641259321,32.79397956365645,78.00359016846176
2044,,45.41820859799319,27.652029826014914,71.02844518088926,44.36593356933042,29.32201049433858,61.94421430544049
2045,,41.44920503412632,17.373653686826845,61.56614194973764,45.55838417313148,29.409279204639603,67.27699530516432
2046,,44.89137439013164,26.026235846451257,80.28334714167357,42.92400391654741,25.63269814968241,65.54901960784314
2047,,42.19238305650899,32.24302678818006,67.81110190555096,45.38529035173608,31.988124827395747,67.21099143882905
2048,,48.383661445798985,30.859431096382213,86.45098039215686,49.749177776104034,25.424744545705607,76.11378072355703
2049,,44.34035586065412,28.13173156586578,61.63822148577741,46.1752403906505,29.504004418668877,80.94504280585474
2050,,48.203719046303966,28.7953603976802,77.97155481911074,44.09737390474755,31.40458436895885,68.42778238055786
